@Laotian@|@English@
@ກະນ່ອງມ້າ@|@aquatic vegetable with leaves resembling horse-shoes@
@ກະນິດຖະພາຄິນີ@|@younger sister (royal language)@
@ກະນິດຖະພາຕາ@|@younger brother (royal language)@
@ກະນິດຖາ@|@little finger@
@ກະນິດຖາ@|@younger sister or brother (royal language)@
@ກະນານ@|@shell of coconut or other fruit@
@ກະນູນ@|@a type of dragonfly@
@ກະໂນນ@|@buttocks@
@ກະໂນນ@|@croup@
@ກະນວນ@|@fuze@
@ກະບະ@|@Trail@
@ກະບະ@|@pickup@
@ກະບາ@|@a nocturnal bird of the owl family@
@ກະບາສາ@|@snake@
@ກະບານ້ຳ@|@a short@
@ກະບານ້ຳ@|@thick venomous snake with black stripes@
@ກະບາຫາງຍາວ@|@a brown viper with long tail@
@ກະບາແຫ້ມ@|@venomous snake@
@ກະບິ@|@odorous contaminants in water@
@ກະບີ້@|@Bayonet@
@ກະບື@|@Buffalo@
@ກະບື@|@carabao Pannier (for paddy)@
@ກະໂບ@|@tree whose bark is used medicinally@
@ກະບໍ່@|@hardwood tree@
@ກະເບື້ອ@|@general term for butterly and moth@
@ກະບົວ@|@medicinal bush@
@ກະເບົາ@|@vine used for dye@
@ກະບັກກະບວນ@|@meritoriously@
@ກະບັກກະບວນ@|@carefully@
@ກະບັກກະບວນ@|@seriously@
@ກະບາກ@|@tree@
@ກະບຸກ@|@plant with irritant@
@ກະໂບກ@|@hollow bamboo section used as a containers for liquids@
@ກະບົກ@|@large tree with hard-shelled edible nuts@
@ກະບອກ@|@xylinder@
@ກະບອກສຽງ@|@speaking trumpet@
@ກະບອກສຽງ@|@megaphone@
@ກະບອກຕາ@|@eye socket@
@ກະບັງ@|@shelter@
@ກະບັ້ງ@|@cylinder@
@ກະບຸງ@|@Pannier (for paddy)@
@ກະບົດ@|@Rebel@
@ກະບົດ@|@to revolt@
@ກະບອກປືນ@|@Gun tube@
@ກະໂບງຫົວ@|@skull@
@ກະໂບງຫົວ@|@head@
@ກະບອງ@|@Torch@
@ກະບ່ອງກະແບ່ງ@|@with small holes scatted randomly@
@ກະເບື້ອງ@|@roof tile@
@ກະເບື້ອງເດືອນ@|@glazed tile@
@ກະບວຍ@|@Coconut shell cup@
@ກະບັດ@|@cheat@
@ກະບັດ@|@deceive@
@ກະບັດ@|@trick@
@ກະບາດ@|@me (humble form)@
@ກະບາດນັບ@|@abacus@
@ກະບົດ@|@disloyalty@
@ກະບານ@|@earthware bowl@
@ກະບິນ@|@rule@
@ກະບິນ@|@principle@
@ກະບິນເມືອງ@|@regulation of city or country@
@ກະບິນລະພັດ@|@the city where the Buddha was born@
@ກະບູນ@|@gastrointestinal@
@ກະເບນ@|@tail of the sampot@
@ກະບຽນ@|@flat pannier of woven bamboo@
@ກະບວນ@|@group@
@ກະບວນ@|@party@
@ກະບວນການສົ່ງເສີມສິນລະທັມ@|@moral@
@ກະບວນຄວາມ@|@procedur@
@ກະບວນນ້ອຍ@|@childish or timid behavior@
@ກະບວນແຫ່@|@Procession@
@ກະປິ@|@shrimp paste@
@ກະເປ@|@a type of pannier@
@ກະປຸກ@|@Pot@
@ກະປູ@|@Crab@
@ກະໂປະ@|@Coconut shell@
@ກະໂປງ@|@European skirt@
@ກະເປາະ@|@round straw pannier used for carrying earth or measuring rice@
@ກະປ່ອງ@|@Can@
@ກະປອມ@|@Lizard@
@ກະເປົາ@|@Pocket@
@ກະເປົາເງີ່ນ@|@Wallet@
@ກະເປົາຖື@|@pocketbook@
@ກະເປົາຖື@|@purse@
@ກະປຸກ@|@small@
@ກະປຸກ@|@round@
@ກະປຸກ@|@small-mouted earthenware pot@
@ກະໂປກກະເປກ@|@testicle@
@ກະປິບ@|@large can for gasoline@
@ກະປິບ@|@etc@
@ກະປຸ່ມ@|@small woven pannier of bamboo with round holes at the bottom@
@ກະປອມ@|@lizard@
@ກະປອມຂາງ@|@a type of lizard with a black and red neck@
@ກະປອມປີກ@|@a winged lizard@
@ກະປອມປີກ@|@possibly@
@ກະປອມໃຫມ່@|@a small lizard@
@ກະປ່ອມ@|@resin-coated basket for water@
@ກະຜຸກ@|@plant@
@ກະໂຜ້ງແກ້ມ@|@jowl@
@ກະຜື@|@fan@
@ກະຜື@|@beat the wings@
@ກະຜືປີກ@|@flap or beat the wings@
@ກະເພາະ@|@stomach@
@ກະເພາະຍ່ຽວ@|@bladder@
@ກະເພາະປະສາວະ@|@bladder@
@ກະເພາະອາຫານ@|@stomach@
@ກະເພົາ@|@sweet basil@
@ກະໂພກ@|@fiecraker@
@ກະໂພກເຈັ້ຍ@|@Chinese firecraker@
@ກະໂພກບັ້ງ@|@fuse@
@ກະໂພກນ້ຳ@|@water filled bomb@
@ກະໂພກກົ້ນ@|@buttocks@
@ກະພຸງ@|@large river fish of the perch family@
@ກະແພງ@|@plant with a medicinal root@
@ກະພົງຂາວ@|@sea-bass@
@ກະພົງແດງ@|@snapper@
@ກະພົງແດງ@|@red perch@
@ກະພວດກະພາດ@|@negligently@
@ກະພວດກະພາດ@|@carelessly@
@ກະພຸນ@|@jellyfish@
@ກະພຸນ@|@stinging sea nettle@
@ກະພຸນໄຟ@|@stinging jellyfish@
@ກະພາບໆ@|@action similar to the beating of wings@
@ກະພູມມື@|@jion the the hands in salutation@
@ກະມະ@|@overexcited@
@ກະມະລະ@|@heart@
@ກະມະລາດ@|@he who sits in the lotus flower (the Buddha)@
@ກະມະເລດ@|@royal lotus@
@ກະມັງ@|@particle denoting uncertaining (spoken language only)@
@ກະໂມຍ@|@thief@
@ກະມັນ@|@medium size@
@ກະມັນ@|@white@
@ກະມົນ@|@lotus@
@ກະມົນລະໄນ@|@eyes beautiful as the lotus flower@
@ກະມົນລະເນດ@|@eyes beautiful as the lotus flower@
@ກະມົນລະວັນ@|@body of wter covered with lotus@
@ກະໂມທ@|@the pelvic area@
@ກະຢໍ່່່@|@a large Vietnamese roll similar to Chinese egg rolls@
@ກະປັງ@|@a large pannier slung over the shoulder and attached to the waist@
@ກະຢ່ອງ@|@a small cylindrical pannier of woven bamboo@
@ກະຢ່ອງກະແຢ່ງ@|@tottering@
@ກະຣະກະດາ@|@the month of July@
@ກະຣະນີ@|@work or service to be done@
@ກະຣະບູນ@|@camphor@
@ກະຣິຍາ@|@verb@
@ກະຣິຍາວິເສດ@|@adverb@
@ກະຣິນີ@|@female elephant@
@ກະຣີວອນ@|@eleplant that brings good luck@
@ກະຣຸນາ@|@Kindly@
@ກະຣຸນາ@|@please@
@ກະຣົດ@|@Carrot@
@ກະຣົດຊະກາຍ@|@the human body@
@ກະຣິນ@|@elephant@
@ກະເຣັນ@|@the Karen people of Burma@
@ກະລະມັງ@|@large metal bowl@
@ກະລະມັງ@|@enameled vase@
@ກະລະລະ@|@mud@
@ກະລາ@|@woven bamboo mat@
@ກະລາການ້ຳ@|@bird of the kingfisher type(white ruff)@
@ກະລາສີ@|@sailor@
@ກະລາຫົວ@|@skull@
@ກະລາໂຫມ@|@mobilization point@
@ກະລີ@|@odd(not even)@
@ກະລີຍຸກ@|@time of troubles@
@ກະເລວະຣາກ@|@cadaver@
@ກະເລວະຣາກ@|@corpse@
@ກະໂລ້@|@wide-eyed@
@ກະໂລ້@|@pop-eyed@
@ກະເລີ່ກະລ່າ@|@awk-wardly@
@ກະເລົາ@|@tree with dark blue flowers@
@ກະລາດຳ@|@African@
@ກະລາດຳ@|@Nogro@
@ກະລາຫົວ@|@Cranium@
@ກະລຳປີ@|@Cabbage@
@ກະໂຫລກ@|@Skull@
@ກະລຳປີຂາວ@|@white cabbage@
@ກະລຳປີດອກ@|@vegetable@
@ກະລຳປີດອກ@|@the cauliflower@
@ກະລຳປີແດງ@|@red cabbage@
@ກະລຳພັກ@|@a hardwood tree the scented wood of which is used as medicine@
@ກະໂລກກະເລກ@|@hurrying impolitely@
@ກະໂລກກະເລກ@|@glancing to front and rear often@
@ກະລົກກະລົນ@|@impolite@
@ກະລົກກະລົນ@|@hurried@
@ກະລິງຄະຣາດ@|@an ancient kingdom of India@
@ກະໂລງ@|@a woven bamboo container resembling a pocket@
@ກະໂລ່ງ@|@wooden box@
@ກະໂລ່ງ@|@barrel@
@ກະເລີງ@|@a Lao tribe@
@ກະເລີງ@|@the Lao Song or Thai Kalerng@
@ກະລິດເຊ@|@photograph@
@ກະລີດ@|@unpolished@
@ກະລີດ@|@notclean@
@ກະລວດກະລາດ@|@rough@
@ກະລວດກະລາດ@|@unpolished@
@ກະເລັນ@|@a very small rodent@
@ກະລຶມ@|@rattan vine@
@ກະລຸມ@|@a small woven pannier of bamboo@
@ກະເລມ@|@a largecicada@
@ກະລອມ@|@a large cylindrical woven bamboo pannier@
@ກະວີ@|@thinker@
@ກະວີ@|@author@
@ກະວີສຸຕກະວີ@|@one who records thoughts of others@
@ກະວີອັດຖະກະວີ@|@materialist@
@ກະວີປະຕິພານະກະວີ@|@poet-orator@
@ກະວີນິພົນ@|@poem@
@ກະວີນິພົນ@|@poetry@
@ກະເວກະວາດ@|@wavering from side to side@
@ກະເວົາ@|@a kind of raven@
@ກະໂວກກະເວກ@|@pitted@
@ກະໂວກກະເວກ@|@pocked@
@ກະໂວຍກະວາຍ@|@calling vociferously for help@
@ກະວີຈິນຕະກະວີ@|@romantic author@
@ກະວານ@|@the cardamom plant@
@ກະວົນກະວາຍ@|@unsure@
@ກະວົນກະວາຍ@|@unquiet@
@ກະວົນກະວາຍ@|@restless@
@ກະຫາປະນະ@|@a piece of mony@
@ກະຫາປະນະ@|@four baht of silver@
@ກະຫັງ@|@filth-eating male demon@
@ກະຫາຍ@|@desire sensually@
@ກະຫີດກະຫອບ@|@breathing heavily@
@ກະຫີດກະຫອບ@|@panting@
@ກະຫີດກະຫອບ@|@out of breath@
@ກະຫຍັບ@|@displace slightly@
@ກະຫຍິບ@|@wink@
@ກະໄຫນ່@|@squirrel@
@ກະຫນ້ອງກະແຫນ້ງ@|@speaking unclearly@
@ກະຫນວນ@|@a large tree with few leaves@
@ກະຫມຸກ@|@black@
@ກະໂຫມງ@|@the head@
@ກະໂຫມງ@|@the skull@
@ກະຫມອງ@|@the brain@
@ກະເຫມ່ນ@|@tic@
@ກະເຫມ່ນ@|@twitch@
@ກະເຫມ່ນ@|@muscular tremor@
@ກະເຫມ່ນຕາກະເຫ່ມນ@|@have an eye twitch@
@ກະເຫມ່ນປາກກະເຫມ່ນ@|@have a mouth twitch@
@ກະຫມວນ@|@a beetle living in refuse@
@ກະຫມັບ@|@temple(of the head)@
@ກະຫມ່ອນ@|@fontanel@
@ກະຫລີ່@|@curry@
@ກະໂຫລກ@|@skull@
@ກະໂຫລກຫົວ@|@Cranium@
@ກະໂຫລກຫົວ@|@skull@
@ກະຫລົກ@|@rudder extension@
@ກະຫລ໋ອກກະແຫລ໋ກ@|@impolite@
@ກະຫລ໋ອກກະແຫລ໋ກ@|@unmannerly@
@ກະຫລ່າງ@|@metal bucket@
@ກະແຫລ່ງ@|@lady’s sleeveless blouse@
@ກະຫລຽງ@|@the race of Karens in Burma@
@ກະໂຫລ່ງ@|@toque lizard container@
@ກະອອກ@|@a fishing bird as large as an eagle@
@ກະອອດກະແອດ@|@grumbling@
@ກະອອດກະແອດ@|@continuously ailing@
@ກະອູບ@|@a small earthware kitchen bowl@
@ກະອອມ@|@a bowl of earthenware@
@ກະອອມ@|@with a small opening and no neck@
@ກະອອມ@|@used for liquids@
@ກະຮອກ@|@chipmunk@
@ກະຮອກ@|@squirrel@
@ກະຮອກດຳ@|@the black squirrel@
@ກະຮອກແດງ@|@the red squirrel@
@ກະຮອກດ່ອນ@|@the white (gray)@
@ກະບຸກກອກຢາ@|@cigarette box@
@ກາ@|@crow@
@ກາກະທິງ@|@a tree@
@ກາກະນິກ@|@an ancient piece of money@
@ກາກະບາດ@|@sign of the cross@
@ກາກະເລົາ@|@a tree with dark blue flowers@
@ກາກາເລົາ@|@tree@
@ກາກາເລົາເຕັ້ຍ@|@tree@
@ກາກີ@|@female crow@
@ກາໂກ@|@male crow@
@ກາກ່ອງ@|@pretty@
@ກາກ່ອງ@|@beautiful@
@ກາໄຂວ່ກຽງຫັກ@|@the swastika@
@ກາຄຳຊອບ@|@medal@
@ກາຈຳ@|@cancellation@
@ກາຈຳ@|@cachet@
@ກາຈຳ@|@stamp@
@ກາຈັບຫລັກ@|@a process of divination for finding lost articles (using one of three methods determined by lot)@
@ກາຈັບຫລັກ@|@the result indicating whether the article will be found or not@
@ກາສະທຶງ@|@tree with scented sparsely scattered flowers@
@ກາສະຫມໍ່@|@anchor@
@ກາສາ@|@cloth@
@ກາສາວະ@|@cloth dyed a dark yellow@
@ກາສາວະພັດ@|@cloth dyed a dark yellow for bonzes@
@ກາສິກະ@|@concerning the anccient city of India@
@ກາສີ@|@city of Muong Kassy@
@ກາເສົາ@|@tree@
@ກາຊາດ@|@the Red Cross@
@ກາຍາ@|@the body@
@ກາດຳ@|@the name of a Lao fairy tale@
@ກາໂຕລິກ@|@catholic (religion)@
@ກາຕົ້ມນ້ຳ@|@kettle for boiling water@
@ການ້ຳ@|@kettle@
@ກາເຟ@|@coffee@
@ກາເຟດຳເຢັນ@|@iced black coffee@
@ກາເຟດຳຮ້ອນ@|@hot black coffee@
@ກາເຟນ້ຳນົມເຢັນ@|@iced coffee with cream@
@ກາເຟນ້ຳນົມຮ້ອນ@|@hot coffee with cream@
@ກາລະໂລກ@|@pest@
@ກາລະໂລກ@|@plague@
@ກາມາ@|@sex@
@ກາມາ@|@prefix indicating love@
@ກາມາຍົນ@|@sexual desire@
@ກາມາຍົນ@|@lust@
@ກາມາຣົມ@|@love@
@ກາມາຣົມ@|@sexual@
@ກາມາວະຈອນ@|@the material world@
@ກາມາດູນ@|@women capable of love@
@ກາມິນີ@|@a women capable of love@
@ກາເມສຸມິດສາຈານ@|@sexual perversion or immorality@
@ກາໂມໄທ@|@the source of love@
@ກາມິນ@|@a man who is capable of love@
@ກາຣະເກດ@|@the pandanus or screw-pine@
@ກາຣະບູນ@|@camphor@
@ກາຣະເວກ@|@bird of paradise@
@ກາຣະວັດ@|@necktie@
@ກາຣົກ@|@the word following the verb@
@ກາຣະນະກາຣົກ@|@thing used for performing an action@
@ກາກັດຕຸກາຣົກ@|@one who acts by himself@
@ກາກັມມະກາຣົກ@|@one acted upon@
@ກາສັມປະທານະກາຣົກ@|@one who agrees to act@
@ກາອະທິກາຣະນະກາຣົກ@|@place where an action occurs@
@ກາອະປາທານະກາຣົກ@|@place where an action originates@
@ກະຣັນ@|@the last letter of a word@
@ກາຣຸນ@|@kindness@
@ກາລະ@|@black; sky-blue@
@ກາລະເກດ@|@the man with black eyes(myth@
@ກາລະເນດ@|@a person with black eyes@
@ກາລະກ່ອນ@|@formerly@
@ກາລະກ່ອນ@|@in the past@
@ກາລະຈັກ@|@a cycle of time@
@ກາລະໂຍກ@|@time of good luck or bad luck@
@ກາລະໄຕ@|@the past@
@ກາລະໄຕ@|@present and future@
@ກາລະເທສະ@|@the correct time and place@
@ກາລະປັກ@|@the fourteen-day period of the wanin moon@
@ກາລະຣາຕີ@|@the night of the dark@
@ກາລະວິທະຍາ@|@knowledge or science of the calculation of the calendar@
@ກາລະວິພາກ@|@division of time@
@ກາລະເວລາ@|@period and specific time(within the period@
@ກາລະກິນີ@|@that which brings unhappiness@
@ກາລະກິຣິຍາ@|@death@
@ກາລະກັມ@|@death@
@ກາລະສູດ@|@a line@
@ກາລະທຶງ@|@ornamental tree@
@ກາລະທູດ@|@the demon messenger of death@
@ກາລະນຸການ@|@one having very regular habits@
@ກາລີ@|@a bad woman@
@ກາລຸທາຍີ@|@the name of a disciple who was born on the same day as the Buddha@
@ກາເລ@|@an insect of the cicada family@
@ກາເລົາ@|@tree@
@ກາລິກ@|@food which bonzes may eat@
@ກາລັນຍູ@|@one who utilizes his time properly@
@ກາລັນດອນ@|@occation@
@ກາລັນດອນ@|@circumstance@
@ກາລັມ@|@tree@
@ກາຫລົງ@|@tree with red flowers@
@ກ້າ@|@courageous@
@ກ້າ@|@young rice plant@
@ກ້າ@|@to seed@
@ກ້າປາ@|@fishbone@
@ກ້າກັ໋ນ@|@brave@
@ກ້າແກ໋ນ@|@sow@
@ຫວ໋ານກ້າ@|@sow@
@ກ້າຫານ@|@brave@
@ກ້າຫານ@|@courageous@
@ກ້າສjຽງ@|@dare to risk@
@ກ້າຕ້ອງ@|@dare to touch@
@ກ້າທຳ@|@dare to do@
@ກ້າໂດດ@|@dareto jump@
@ກາງ@|@central@
@ກາງ@|@middle@
@ກາງ@|@neutral@
@ກາງແກ@|@pigeon@
@ກາງຄືນ@|@night@
@ກາງແຈ້ງ@|@in the open air@
@ກາງແດດ@|@in the sun@
@ກາງຖະຫນົນ@|@in the middle of the street@
@ກາງທະເລ@|@in the middle of the sea@
@ກາງທາງ@|@halfway@
@ກ້ານ້ຳ@|@in midstream@
@ກາງບ້ານ@|@courtyard@
@ກາງບ້ານ@|@ground yard@
@ກາງບີກ@|@spread the wings@
@ກາງມຸ້ງ@|@kang mung@
@ກາງແມ໋ນ້ຳ@|@in the middle of the river@
@ກາງເວັນ@|@daytime@
@ກາງຫາວ@|@space@
@ກາງຫາວ@|@atmosphere@
@ກາງຮົ໋ມ@|@open an umbrella@
@ກິ@|@short@
@ກິ@|@small@
@ກິ@|@of small stature@
@ກິກີ@|@very small@
@ກິນິນ@|@quinine@
@ກິຣິຍາ@|@action@
@ກິຕິມະສັກ@|@honorary@
@ກິປອມ@|@lizard@
@ກິມິຊາດ@|@worm@
@ກິຣິຍາຊົ່ວ@|@bad character@
@ກິຣິຍາຊົ່ວ@|@bad manner@
@ກິຣິຍາດີ@|@good charactor@
@ກິຣິຍາດີ@|@good manners@
@ກິຣິຍາມັຣຍາດ@|@manners@
@ກິຣິຍາຫນ້າຮັກ@|@amiability@
@ກິຣິນີ@|@female elephant@
@ກິລາ@|@sports@
@ກິລາ@|@exercise@
@ກິລາກາງແຈ້ງ@|@out door sports@
@ກິໂລ@|@kilogram@
@ກິໂລແມັດ@|@kilometer@
@ກິໂລລິດ@|@kiloliter (French)@
@ກິໂລເລດ@|@desires or passions leading to unhappiness@
@ຂິ@|@gill of a fish@
@ກີໂກະ@|@kind of lizard@
@ກີຈ້ຽມ@|@the house lizard or chinchuck@
@ກີໂສ@|@thin@
@ກີໂສ@|@slim@
@ກີໂສ@|@slender@
@ກີຕະ@|@venomous (of insects)@
