@English@|@Sanskrit@
@(m) skirt@|@nicholaH@
@(m) sleep@|@svaapa@
@(m) smoke@|@dhuumaH@
@(m) snail@|@shambuukaH@
@(m) soldier@|@sainikaH@
@(m) something you suck on@|@piinaH@
@(m) son@|@tanaya@
@(m) sour@|@amla@
@(m) sparrow@|@chaTakaH@
@(m) spear@|@kuntaH@
@(m) special containers used to store pickles@|@vardhamaanakaH@
@(m) spider@|@uurNanaabhaH@
@(m) spine@|@kasheruH@
@(m) sponsor@|@praayojakaH@
@(m) spoon@|@chamasaH@
@(m) sportsman@|@kriiDaaluH@
@(m) square@|@chaturastraH@
@(m) squirrel@|@chikroDaH@
@(m) station@|@sthaanaka@
@(m) steel@|@shvetaayasaH@
@(m) student@|@vidyaarthii@
@(m) sun@|@aditya@
@(m) sunrise@|@suuryodayaH@
@(m) sunset@|@suuryaastaH@
@(m) swan@|@haMsaH@
@(m) swelling@|@shothaH@
@(m) sword@|@khaN^gaH@
@(m) tailor@|@sauchikaH@
@(m) tap@|@naalaH@
@(m) taste@|@svaada@
@(m) temple@|@devaalayaH@
@(m) The heavenly tree giving whatever one desires@|@kalpataru@
@(m) the solar system@|@sauravyuuhaH@
@(m) thief@|@chorah@
@(m) thigh@|@uuruuH@
@(m) throat@|@kaNThaH@
@(m) thumb@|@aN^gushhThaH@
@(m) tiger@|@shaardulaH, vyaaghraH@
@(m) tooth@|@dantaH@
@(m) torch@|@karadiipaH@
@(m) tubelight@|@danDadiipa@
@(m) university@|@vishvavidyaalayaH@
@(m) volcano@|@agniparvataH@
@(m) volume@|@parimaaNaH@
@(m) walls@|@bhittiH@
@(m) washerman@|@rajakaH@
@(m) waterfall@|@jalapaataH@
@(m) wave@|@taraN^ga, taraN^gaH@
@(m) well@|@kuupaH@
@(m) what happens to some babies' weewees@|@surkiMsijan.h@
@(m) whirlpool@|@aavartaH@
@(m) wind or air@|@anilaH@
@(m) window@|@gavaakshaH@
@(m) woodpecker@|@daarvaaghaaTaH@
@(m) wrestler@|@mallaH@
@(m) wrist@|@maNibandhaH@
@(m) zebra@|@chitraraasabhaH@
@(male@|@daasaH@
@(Mas.nom.Sing.)birth.janma:(Nr.)@|@janmaH@
@(masc@|@khaNDa, niiDa@
@(masc) bird@|@pakshin.h@
@(masc) break@|@bha.nga@
@(masc) distress@|@klesha@
@(masc) edge portion@|@koTibhaaga@
@(masc) excertion@|@shrama@
@(masc) form@|@aakaara@
@(masc) joy@|@harsha@
@(masc) knife@|@kshura@
@(masc) means@|@upaaya@
@(masc) mud@|@jambaala@
@(masc) puller-up@|@utpaaTin.h@
@(masc) resting place@|@aashaya@
@(masc) stone@|@ashman.h@
@(masc) swan@|@ha.nsa@
@(masc) tortoise@|@kachchhapa@
@(masc) townsman@|@paura@
@(masc) uproar@|@kolaahala@
@(masc) wind@|@vaata@
@(masc) wing@|@pkasha@
@(masc) winter@|@hemanta@
@(Masc. Nom.Sing.)full of knowledge@|@GYaanamayaH@
@(Masc.abl.S)heaven@|@svargaat.h@
@(masc.Acc.Pl.) boons; bridegrooms@|@varaan.h@
@(masc.Acc.S)ocean@|@saagaraM@
@(masc.Acc.S)the self@|@atmaanaM@
@(Masc.Acc.S)water melon ; melon@|@urvaarukaM@
@(masc.dat.S)to him@|@tasmai@
@(masc.dat.S)to the (Lord of) Time@|@kaalaaya@
@(Masc.instr.sing.) thro' the self@|@aatmana@
@(masc.instr.Sing.)logic@|@tarkeNa@
@(Masc.nom.pl) are equal@|@samaanaaH@
@(Masc.Nom.Pl.) prescribed ritual duties(16?)@|@saMskaaraaH@
@(masc.nom.Pl.)Brahmins@|@vipraaH@
@(masc.Nom.S) the giver@|@daataa@
@(Masc.nom.S)beginning@|@praaraMbhaaH@
@(Masc.nom.S)elephant@|@ku.njaraH@
@(Masc.Nom.S)having gone or the person who has gon@|@gata(H)@
@(Masc.Nom.S)lamp; name of a person@|@pradiipaH@
@(Masc.nom.S)teacher; preceptor@|@aachaarya(H)@
@(Masc.Nom.S)the fifth@|@pa.nchamaH@
@(masc.nom.sing.) god; demi-god@|@devaH@
@(masc.Nom.Sing.) path; way@|@pa.nthaaH@
@(masc.Nom.sing.)guest (literally undated)@|@atithiH@
@(masc.Nom.sing.)having been enlightened@|@nibodhita(H)@
@(Masc.nom.Sing.)learned person@|@pa.nDitaH@
@(masc.nom.sing.)the Veda@|@vedaH@
@(masc.poss.S) death's@|@mR^ityoH@
@(masc.poss.S) of life@|@jiivasya@
@(masc.poss.S)of  God Indra@|@shakrasya@
@(masc.poss.sing.) wealth or meaning@|@arthasya@
@(masc/neut) collection.@|@shhaNDa@
@(may the lord) protect@|@avatu@
@(may the two)go@|@gachchhataam.h@
@(may)  eat or enjoy@|@bhunaktu@
@(metaphorically) pure@|@snaana-shiila@
@(msc.instr.S) effort; exercise@|@udyamena@
@(n) a bag@|@syutam.h@
@(n) a bud@|@mukulam.h@
@(n) a letter@|@patram.h@
@(n) a music concert@|@saN^giitakam.h@
@(n) a pond@|@nipaana@
@(n) a reclining chair@|@sukhaasanam.h@
@(n) a tent@|@paTagR^iham.h@
@(n) a thunder@|@dadadaH@
@(n) a top (spun using a thread)@|@bhramarakam.h@
@(n) a toy@|@kriiDaanaka@
@(n) a truck@|@bhaaravaahakam.h@
@(n) a wish@|@maniishhita@
@(n) a wooden barrel@|@ayobhaaNDam.h@
@(n) addition@|@saN^kalanam.h@
@(n) aim@|@lakshyam.h@
@(n) amplifier@|@dhvanivardhakam.h@
@(n) an aircraft@|@vimaanam.h@
@(n) an envelope@|@pihitapatram.h@
@(n) analysis@|@pR^ithakkaraNam.h@
@(n) anchor@|@naukiilakam.h@
@(n) apple@|@sevama@
@(n) attack@|@aakramaNam.h@
@(n) banana@|@kadaliphalam.h@
@(n) bangle@|@valayam.h@
@(n) bathroom@|@snaanagR^iham.h@
@(n) begging bowl@|@bhikshaapaatram.h@
@(n) bindi (the ""dot on the forehead"")@|@tilakam.h@
@(n) blade@|@kshurapatram.h@
@(n) body@|@shaariiraM@
@(n) breasts@|@vakshaHsthalam.h@
@(n) brinjal@|@vR^intaakam.h@
@(n) by-product@|@upavastu@
@(n) cabbage@|@haritam.h@
@(n) car@|@lokayaanam.h@
@(n) carrot@|@gR^iJNjanakam.h@
@(n) coat@|@praavaarakam.h@
@(n) coconut@|@naarikelam.h@
@(n) coin@|@naaNakam.h@
@(n) constellation@|@nakshatram.h@
@(n) control@|@niyantraNa@
@(n) cork@|@pidhaanam.h@
@(n) covering sheet@|@aachchhaadakam.h@
@(n) crown@|@kiriTam.h@
@(n) democracy@|@prajaaprabhutvaM@
@(n) diamond@|@vajram.h@
@(n) district@|@janapadam.h@
@(n) division@|@bhaajanam.h@
@(n) efficient in polity@|@arthanaipuNa@
@(n) environment@|@paryaavaraNam.h, vaataavaraNam.h@
@(n) expenditure@|@vyayam.h@
@(n) eye@|@akshi@
@(n) factory@|@yantraagaaram.h@
@(n) fan@|@vyajanam.h@
@(n) feather@|@pichchham.h@
@(n) fine powder@|@chuurNam.h@
@(n) fishing rod@|@baDisham.h@
@(n) flower petal@|@dalam.h@
@(n) food@|@annaM, ashanam.h@
@(n) forehead@|@lalaaTaka@
@(n) fort@|@durgam.h@
@(n) frame (of a photograph or a picture)@|@chaturastrakam.h@
@(n) fulfillment@|@saarthakyaM@
@(n) full-sleeved shirt@|@karaaMshukam.h@
@(n) garden@|@udyaanam.h@
@(n) garlic@|@lashunam.h@
@(n) group@|@vR^inda@
@(n) half-pant@|@ardhoruka, ardhorukam.h@
@(n) handicraft@|@karakushalavastuu@
@(n) handwriting@|@hastaaksharam.h@
@(n) help@|@saahaayyam.h@
@(n) horn@|@shR^iN^gam.h@
@(n) hospital@|@chikitsaalayam.h@
@(n) jackfruit@|@panasaphalam.h@
@(n) jungle@|@araNyam.h@
@(n) knee@|@jaanu@
@(n) lake@|@sarovaram.h@
@(n) lemon@|@jambiiram.h@
@(n) level@|@staram.h@
@(n) lotus@|@niiraja@
@(n) lustre@|@dhaaman.h@
@(n) machine@|@yantram.h@
@(n) mango (the king of fruits)@|@aamraphalam.h@
@(n) medal@|@padakam.h@
@(n) medicine@|@aushhadham.h@
@(n) medium@|@maadhyam.h@
@(n) microphone@|@dhvanigraahakam.h@
@(n) microscope@|@suukshmadarshakam.h@
@(n) molasses@|@matsyaNDii@
@(n) mouth@|@vadanam.h@
@(n) movie theatre@|@chitramandiram.h@
@(n) multiplication@|@guNanam.h@
@(n) mushroom@|@chhatraakam.h@
@(n) net@|@jaalam.h@
@(n) orange@|@naaraN^gaphalam.h@
@(n) ornaments@|@aabharaNam.h@
@(n) palm@|@karatalam.h@
@(n) pant@|@uruka@
@(n) paper@|@kaagadam.h@
@(n) patent rights@|@ananyasvaamyam.h@
@(n) peacock feather@|@barham.h@
@(n) performance@|@anushhThana@
@(n) pillow@|@upadhaanam.h@
@(n) pineapple@|@anaanasaphalam.h@
@(n) pollution@|@pradushhaNam.h@
@(n) pomegranate@|@daaDimaphalam.h@
@(n) post office@|@patraalayam.h@
@(n) prison@|@kaaraagR^iham.h@
@(n) production@|@utpaadanam.h@
@(n) pyjama@|@paadaaMshukam.h@
@(n) reason@|@prayojana@
@(n) rectangle@|@aayatam.h@
@(n) reflection@|@pratibimbam.h@
@(n) research@|@saMshodhanam.h@
@(n) restaurant@|@upaahaaragR^iham.h@
@(n) rose flower@|@paaTalam.h@
@(n) salary@|@vetanam.h@
@(n) salt@|@lavaNam.h@
@(n) sculpture@|@shilpam.h@
@(n) search@|@anveshhaNam.h@
@(n) selection@|@chayanam.h@
@(n) shirt@|@yutaka@
@(n) shoes@|@paadatraaNam.h@
@(n) skeleton@|@asthipaJNjaram.h@
@(n) slate@|@lekhaphalakam.h@
@(n) soap@|@phenakam.h@
@(n) song@|@giita@
@(n) space@|@antariksha@
@(n) spectacles@|@upanetram.h@
@(n) spinning wheel@|@suutrachakram.h@
@(n) staircase@|@sopaanam.h@
@(n) stomach@|@udaram.h@
@(n) subtraction@|@vyavakalanam.h@
@(n) suburb@|@upanagaram.h@
@(n) summit@|@shikharam.h@
@(n) support@|@samarthanam.h@
@(n) supremacy@|@aadhipatyaM@
@(n) survey@|@sarvekshaNam.h@
@(n) tail@|@puchchham.h@
@(n) tears@|@ashru@
@(n) telephone exchange@|@duuravaaNiivinimayakendram.h@
@(n) telescope@|@duuradarshakam.h@
@(n) television@|@duuradarshanam.h@
@(n) the great void@|@shenota@
@(n) the main entrance gate (of a house)@|@mukhadvaaram.h@
@(n) the puja room@|@puujaagR^iham.h@
@(n) the sky@|@vyoman.h@
@(n) the stem of a flower@|@vR^intam.h@
@(n) thermometer@|@ushhNamaapakam.h@
@(n) thermos flask@|@ushhNarakshakam.h@
@(n) thorns@|@kaNTakam.h@
@(n) throne@|@siMhaasanam.h@
@(n) toilet@|@shouchagR^iham.h@
@(n) town@|@pattanam.h@
@(n) trade@|@vaaNijyam.h@
@(n) transformation@|@parivartanaM, parivartanam.h@
@(n) triangle@|@tribhujam.h@
@(n) turban@|@ushhNiishham.h@
@(n) umbrella@|@chhatram.h@
@(n) underwear@|@kaTivastram.h@
@(n) vest@|@antaryutakam.h@
@(n) village@|@graamam.h@
@(n) water@|@ambhas.h, udaka@
@(n) wax@|@sikthaM@
@(n) wheel@|@chakram.h@
@(n) wrestling@|@mallayuddham.h@
@(n) yawning@|@jhR^imbaNam.h@
@(neu) fat@|@medaH@
@(neu) skin@|@charman.h@
@(neut in this sense) hole@|@chhidra@
@(neut in this sense) tip@|@agra@
@(neut)  body@|@kalevara@
@(neut) blood@|@asR^ij@
@(neut) collection@|@yuutha@
@(neut) contact@|@sa.nsparshana@
@(neut) curiosity@|@kautuka@
@(neut) edge@|@tiira@
@(neut) friend@|@mitra@
@(neut) lake@|@saraH@
@(neut) piece of wood@|@kaashhTha@
@(neut) ravine@|@girikandara@
@(neut) sorrow@|@vyaakulatva@
@(neut) tree@|@daaru@
@(Nom.Pl.) (are under) control or influence@|@vashaaH@
@(Nr. nom. + accc.S)auspiciousness@|@ma.ngalaM@
@(Nr.abl.S) bondage; tie@|@ba.ndhanaat.h@
@(Nr.instr.S) the big egg i.e Universe@|@brahmadaNDena@
@(Nr.nom + acc.sing.)world@|@jagan.h@
@(Nr.nom. + acc. S) ghee; clarified butter@|@ghR^itaM@
@(Nr.nom. + acc.S) the place of worship; altar@|@puujaasthaanaM@
@(Nr.nom. + acc.S)curd or buttermilk@|@takraM@
@(Nr.nom. + acc.sing.)goodness@|@bhadraM@
@(Nr.non. + acc.S)water@|@jalaM@
@(Nr.Poss.pl.) living beings; insects@|@ja.ntuunaaM@
@(of) a man seeking happiness@|@sukhaarthinaH@
@(part.fem.nom.S)is born@|@jaataa@
@(pashyati) to see@|@dR^ishh@
@(past part. of aa + kR\^ishh) attracted@|@aakR^ishhTa@
@(past part.)sent (thing)@|@preshhTha@
@(past part.)was there@|@bhutaH@
@(past part.masc.nom.S) the protected one@|@rakshitaH@
@(past.part.)having been killed@|@hataani@
@(pr.participle) looking at@|@saMpashyan.h@
@(present participle) swimming or floating@|@gaahamaana@
@(pron) I@|@ahaM@
@(pron) we@|@vayaM@
@(pron) you (pl)@|@yuyaM@
@(rice) grains@|@taaNDula@
@(root) go near@|@upasR^i@
@(root) to make immobile@|@stabh@
@(root) to throw@|@kship@
@(root) to wander@|@braM@
@(standing) nearby@|@samiipa-stha@
@(sundari in objective case)@|@sundariiM@
@(teacher?)@|@anuuchaanaM@
@(the hymn which) gives (grants) all desires@|@kaamadaam.h@
@(two) handsome young lads@|@sukumaarau@
@(two)great powerful persons@|@mahaabalau@
@(two)persons endowed with beautiful appearance@|@ruupasa.npannau@
@(two)persons with (lotus-like)large eyes@|@vishaalaakshau@
@(two)youngsters@|@taruNau@
@(v) he is@|@asti@
@(v) I am@|@asmi@
@(v) to be@|@aH@
@(v) to bear@|@bhar@
@(v) to become@|@bhuu@
@(v) to come@|@gaa@
@(v) to fuck up the ass@|@bhaMbhaM@
@(v) to give@|@daa@
@(v) to go@|@ayase@
@(v) to postpone@|@vyaakshipati@
@(v) to unweave@|@shlathayati@
@(v) you (sing) are@|@assi@
@(Verb@|@jaGYire@
@(verb III P.sing.PP) should be avoided ; given up@|@varjayet.h@
@(Verb Imp.II P.pl.PP)get up; stand up; rise; aris@|@uttishhThata@
@(Verb. Imp. III P.S.PP) may one drink@|@pibet.h@
@(verb.Pr.I Per.Pl.Atma.Pada)@|@sevaamahe@
@(verbal stem) consider@|@aalochaya@
@(verbal stem) make ready@|@niyojaya@
@(verbal stem) to cause to be caught@|@graahaya@
@(verbal stem) to fill@|@puuraya@
@(verbal stem) to kill@|@maaraya@
@(verbal stem) to make free@|@mochaya@
@(verbal stem) to see@|@lokaya@
@(verbal stem) to show@|@sa.ndarshaya@
@(Vr. Pr.I. P.Sing.AP)bow; salute@|@va.nde@
@(Vr. Pr.III Per.S.AP)chooses@|@vivR^iNute@
@(Vr.Imp.II P.S PP)Protect@|@traahi@
@(Vr.Imp.III P Pl.PP) let them drink@|@piba.ntu@
@(Vr.Imp.IIIP S)let it rain@|@varshhatu@
@(Vr.Imp.IIIP.Pl.PP) let them cross@|@tara.ntu@
@(Vr.Imp.IIP.Pl.PP)Wake up; awake@|@jaagrata@
@(Vr.Pr.III P.pl.PP)materialise@|@sidhya.nti@
@(Vr.Pr.IIIP Pl.PP)do; act@|@kurva.nti@
@(Vr.Pr.IIIP.pl.PP) tell; speak@|@vada.nti@
@(Vr.Pr.IP.S.AP)desire; wish for@|@kaamaye@
@)Masc.Nom.S) the Brahmin@|@braahmaNaH@
@)two) persons wearing the deer-skin as clothes@|@kR^ishhNaajinaambarau@
@[long] life@|@aayuH@
@`atharvaNa"" word-piece@|@atharvaNvaakyaM@
@`kriya' and `gyana'@|@shaktitrayaH@
@`to avoid@|@vR^ikshi@
@000 in number@|@laksha@
@1 crore@|@koTii@
@1. (n) the Supreme Personality of Godhead@|@KR^ishna@
@10@|@upachaya@
@10 million@|@koTii@
@100@|@laksha@
@100 koti or 1000 millions@|@shatakoTi@
@1000 times@|@sahasraM@
@11)@|@upachaya@
@12 Houses)@|@dussthaana@
@16@|@shhoDasha@
@2 sons of@|@putrau@
@2. (n) the Cause of All Causes@|@KR^ishna@
@2nd and 12th house from each other@|@dvirdvaadashaa@
@5@|@panaparaH, trikona@
@6@|@upachaya@
@6th@|@aapoklima@
@6th and 8th from each other@|@shashhTashhTaka@
@8@|@dussthaana@
@8 and 11@|@panaparaH@
@9@|@trikona@
@9th and 12th Houses@|@aapoklima@
@a balance@|@tola@
@a banyan tree@|@ashvatthaM@
@a bed@|@paryaN^ka, shayana@
@a bird (nightingale / cuckoo ? )@|@saarikaa@
@a black bug@|@ali@
@a boat@|@naava, navaM@
@a bolt for shutting a gate@|@parigha@
@a bridge@|@setu@
@a bumble bee@|@shhaT-pada@
@a camel@|@ushhTra@
@a case of mistaken identity@|@adhyaasa@
@a celibate intending to control(upward) the semen@|@uurdhva\-retaH@
@a centipede commonly seen during rainy season@|@indugopa@
@a chakra near or at the navel@|@maNipura@
@a channel within the subtle body@|@naaDii@
@A classical work on Astrology by Mantreswara@|@phaladiipika@
@a club@|@laguDa@
@a cow@|@dhenu@
@a crocodile@|@nakra@
@a delusion@|@bhraantidarshana@
@a demon@|@daanava@
@a demon king@|@balii, hiraNyakashyapu@
@a demon prince@|@virochana@
@a demon slain by Kartikeya@|@taraka@
@a demon son of Diti@|@daitya@
@a design used in meditation@|@yantra@
@a devotee of Vishnu@|@prahlaada@
@a disciple of Krishna@|@arjuna@
@a dot@|@binduu@
@a drop@|@binduu@
@a drop of nectar@|@amR^itabinduu@
@a fact@|@dhruvaH@
@a faithful man@|@shraddhaavaan.h@
@a female dancer@|@nartakii@
@a few@|@alpaM, kiJNchit.h@
@a fine cord within the spine@|@chitrinii@
@a finger@|@aN^gula@
@a fire@|@jvalanaM@
@a firefly@|@tittibha@
@a fish@|@matsya@
@a flower@|@pushhpaM@
@a fool who has no knowledge in standard scripture@|@aGYaH@
@a form of bandha poetry@|@chakrabandha, churikaabandha@
@a form of poetry@|@bandha, naagabandha@
@a form of Shiva@|@rudra, sadaashiva@
@a fragrant flower@|@ketakii@
@a frog@|@bheka, maNDuka@
@a goad (metal stick used to control elephants)@|@a.nkusha@
@a god?@|@puushhaa@
@a good man@|@sat.h@
@a heron@|@krauJNcha@
@a Himalayan mountain@|@kailaasa@
@a horse@|@ashva, vaataayana@
@a hundred@|@shataM@
@a hymn@|@bhajana@
@a knot@|@granthii, kanda@
@a knowledgeable manor scholar@|@vidyaavaan.h@
@a large bee@|@bhramara@
@a large sect of the followers of Sri Vishnu@|@vaishhNava@
@a large wave@|@ullola@
@a leaf@|@patraM@
@a life-restoring elixir or herb@|@saJNjiivanii@
@a limb@|@aN^ga@
@a little@|@ishat.h, svalpaM@
@a little droplet@|@kaNikaapiitaa@
@a locust@|@shalabha@
@a long time ago@|@praak.h@
@a lord of created beings@|@daksha@
@a lot@|@bahu, pushkala@
@a lotus leaf@|@padmapatraM@
@a man@|@maanavaH, naraH, puurushhaH@
@a man with good qualities@|@guNavaan.h@
@a mistaken view@|@viparyaaya@
@a mode of behaviour@|@chittavR^itti@
@a monkey chief@|@hanumaana@
@a mountain@|@taaDa@
@a mountain said to be pierced by Kartikeya@|@krau.ncha@
@a movement of the abdominal muscles and organs@|@laulikii@
@A name for the planet Mars@|@bhauma, bhuumiisuta@
@A name for the Sun@|@surya@
@a name of Kartikeya@|@shhaNmukha, skanda@
@a name of Shesha@|@vaasukii@
@a name of Shiva@|@aadiishvara, nataraaja, shambhu@
@a name of Sun@|@aaditya, arka, bhaanuu, bhaaskra, hiraNyagarbha, mariicha, puushhNa, ravi, savitR^i@
@A name of the planet Jupiter@|@bR^ihaspatii@
@a name of Vishnu@|@ananta, padmanaabha@
@a peacock@|@mayuura@
@a person@|@pumaan.h@
@a pictured one: a god@|@nilimpa@
@a plough@|@hala@
@a process to clear the sinuses@|@kapaalabhati@
@a psychic (or occult) power@|@siddhii@
@a purified soul@|@vishuddhaatmaa@
@a quest@|@saadhanaa@
@a quick measure of time@|@kshana@
@a religious teacher@|@aachaarya@
@a respectable leader@|@shreshhThaH@
@a ruler@|@raajaa@
@a sacrifice@|@yaGYa@
@a sage@|@muniH@
@a saint@|@saadhuH@
@a saint from Bengal@|@raamakR^ishhNa@
@a salute@|@namaH@
@a screw@|@bhramiH@
@a seal@|@mudraa@
@a small twig (in this case@|@shalaakaa@
@a staff@|@daNDa@
@a state of the mind@|@avasthaa@
@a stick@|@laguDa@
@a sweet-ball@|@ladduka@
@a sweet-smelling dried grass@|@darbha@
@a thousand times@|@sahasrakR^itvaH@
@a thread@|@suutra@
@a triangle@|@trikoNa@
@a veil@|@aavaraNa@
@a very small fish@|@shafarii@
@a virtuos person )@|@saadhvii@
@a vital air that moves in the chest@|@praaNavaayu@
@a vital air that stays in the body after death@|@dhasaJNjaya@
@a wreath@|@maala@
@a yoga centre or school@|@aashrama@
@A. D.@|@khristaabde@
@aakaasha@|@ambara, kha@
@abandoning@|@parityajya@
@abiding in Me@|@madgatena@
@ability@|@paurushhaM, saamarthyaM@
@ability to remember things@|@medhaa@
@ablution@|@abhishhekaM, snaana@
@abode@|@aayaatana, adhishhThaana, mandira@
@abominable@|@avaraM@
@about yoga@|@yogasya@
@absorbed@|@anvitaaH, samaavishhTaH@
@absorbed in the conceit@|@madaanvitaaH@
@absorbed in trance@|@dhyaanayogaparaH@
@absorbed mind@|@chittalayaH@
@abstaining from eating@|@anashnataH@
@abstention from greed@|@aparigraha@
@Accelerated planetary motion@|@atichaara@
@accept@|@ashnaami@
@accepting@|@aashritaaH, gR^ihNan.h@
@accepts@|@aadatte@
@accessible@|@graahyaM@
@accompanied with faith@|@shraddhayaanvitaH@
@accomplish@|@ash.h@
@accomplished@|@sidhda@
@according to all schools of thought/unanimously@|@sarvamatena@
@according to his mode of material nature@|@svabhaavajaa@
@according to my desires@|@manorathaM@
@according to one's intellectual capacity@|@svamatipariNaamaavadhi@
@according to scriptural regulation@|@vidhaanoktaH@
@according to the direction of scripture@|@vidhidishhTaH@
@according to the existence@|@sattvaanuruupaa@
@according to the prescribed shAstrA cycle@|@sahastraavartanaat.h@
@accordingly@|@sadR^ishaM@
@accumulation@|@saJNchayaan.h@
@achieve@|@praapnuvanti@
@achieved@|@aapannaM@
@achievement@|@praaptiH, siddhi@
@achieves@|@aapnoti, ashnute, saadhayet.h@
@achieving@|@avaapya, praaptaH, praapya, upetya@
@acquirement@|@laabha@
@acquiring peeople@|@bhaajaaM@
@acquisition@|@laabha@
@act@|@pravartate@
@acting@|@aacharataH, abhinaya@
@acting upon@|@charan.h@
@acting whimsically in lust@|@kaamakaarataH@
@action@|@kriya@
@Action or activity@|@karma@
@actionless action@|@naishhkarmyakarma@
@active participant in an organization@|@kaaryakartaa@
@actively enjoying within@|@antaraaraamaH@
@activity@|@pravR^ittiH@
@Actress@|@naTi@
@actually@|@vastutaH@
@ad@|@viGYaapana@
@Added before a name to show respect@|@shrii@
@addiction@|@vyasana@
@additional@|@adhika@
@addressed@|@uktaH@
@adj. adherent to improper philosophy@|@miththyaavaadii@
@adj. bad blooded@|@du.Hshcharita@
@adj. bad-tempered@|@duHshiila@
@adj. barbarian@|@mle.nchchha@
@adj. born to a lowly family@|@ni.HkR^ishThkuliinaH@
@adj. childish@|@baalabuddhii@
@adj. clever@|@dhuurta@
@adj. declared evil@|@dushkirtii@
@adj. deluded@|@sa.MmuuDhabhaavin.h@
@adj. derived from sin@|@paapajanya@
@adj. desirous of sin@|@paapavaasaniik.h@
@adj. deviate@|@vyabhichaarin.h@
@adj. devil@|@rakshasa@
@adj. devil incarnate@|@nararaakshasa@
@adj. essentially criminal@|@paatakamuula@
@adj. evil spirited@|@dushhTabuddhii@
@adj. evil-minded@|@agha.MmanaH, durmanaH@
@adj. gutter fallen@|@pankajasthiita@
@adj. heinous@|@kuTiilbuddhii@
@adj. impious@|@adharmachaarii@
@adj. irreligious@|@dharmvirahiita@
@adj. lamentable@|@shochaniiya@
@adj. liable to lapse@|@skhalanashiila@
@adj. living in the falsehood@|@miththyaachaaraNi@
@adj. mentally disturbed behaviour@|@vikrtaacharaNii@
@adj. niggardly@|@kR^ipaNa@
@adj. perplexed@|@vipratipanna@
@adj. repulsive worker@|@biibhatsakarman.h@
@adj. self-absorbed@|@svachchha.ndii@
@adj. self-centered@|@svaarthii@
@adj. skidrow bum@|@sthaanabhrashTa@
@adj. thoughtless@|@avichaarii@
@adj. trifling@|@tuchchha@
@adj. very dreadful@|@atidaaruuNaman.h@
@adj. virtueless@|@ashlaaghya@
@adj. wrechedness incarnate@|@kaarpaNyavaadii@
@adopt@|@anuvartayati@
@adorned@|@bhuushhita, sajja@
@adorned by locks of hair forming a crown@|@jaTaamukuTama.nDitam.h@
@adventure@|@saahasa@
@advertisement@|@viGYaapana@
@advice@|@upadesha, upadeshaH@
@advisors@|@raajasabhaa@
@affair (masc)@|@vyaapaara@
@affected@|@baadhyate@
@affectionate@|@suHR^id.h@
@affectionate; also oily@|@snigdha@
@afflicted@|@baadhyate@
@afflicts one with@|@aaptuM@
@afraid@|@bibheshhi@
@after@|@anantaraM, ante@
@after a long time@|@chiraat.h@
@after bewilderment of memory@|@smR^itibhra.nshaat.h@
@after death@|@pretya@
@after doing@|@kR^itvaa@
@after dwelling@|@ushhitvaa@
@after reading@|@paThitvaa@
@after seeing@|@samiikshya@
@after that@|@tad-anu@
@after understanding@|@viGYaaya@
@afterwards@|@tato, tatparaM@
@again@|@bhuuyo@
@again (on the other hand)@|@punaH@
@again \& again@|@punarapi@
@against one's will@|@haTa@
@against the natural order of things@|@viloma@
@age@|@vaya@
@aged@|@vR^iddha, vriddha@
@aggravation@|@prakopa@
@aggressors@|@aatataayinaH@
@agitating@|@pramaathi, pramaathiini@
@ago@|@puurvaM@
@Agree@|@vasha@
@agreement@|@samaya@
@ahaH and nishaa:day and night@|@aharnishaM@
@aim (Here: cause)@|@hetuH@
@aiming to achieve heavenly planets@|@svargaparaaH@
@aiming within@|@antarjyotiH@
@air@|@tuula@
@air(life-breath)@|@vaayau@
@air/breath@|@pavanaH@
@Airavata@|@airaavataM@
@alarmed (adj)@|@vyaakula@
@Alas !@|@hanta@
@alcoholism@|@suraapaana@
@alert@|@jaagR^ita@
@algebra@|@biijagaNita@
@all@|@asheshhaaNi, sakalaani, samagraan.h, samasta, sarva, sarvaaH, sarvaaNi, sarvaH, sarvaiH, sarvaM, sarvashaH, sarve, sarveshhaaM@
@all created entities@|@sarvabhuutaani@
@all dangers'@|@sakalaapadaam.h@
@all in a fighting spirit@|@yuyutsuM@
@all kinds of@|@sarvaan.h@
@all living entities@|@sarvabhuutaanii@
@all material contamination@|@kalmashhaH@
@all men@|@manushhyaaH@
@all of one's belongings@|@sarvasvaM@
@all of whose sins@|@kilbishhaH@
@all peace@|@svasti@
@all reactions to material activities@|@sarvakarmaaNi@
@all ruined@|@nashhTaan.h@
@all that@|@yaavaan.h@
@all that are created@|@bhuutaanii@
@all that is already heard@|@shrutasya@
@all the cosmic manifestations@|@bhuutagraamaM@
@all the doors of the body@|@sarvadvaaraaNi@
@all the wonders@|@aashcharyaaNi@
@all the world@|@lokaaH@
@all these@|@etaan.h, etaani, etaiH, imaaH, yaamimaaM@
@all things@|@sarvaarthaan.h@
@all those@|@amii@
@all varieties of religion@|@sarvadharmaan.h@
@all ventures@|@sarvaarambhaH@
@all wealth@|@sarvasaMpadaam.h@
@all; the entire@|@samastaaH@
@all-devouring@|@mahaashanaH, sarvaharaH@
@all-inclusive@|@kR^itsnasya@
@all-pervading@|@sarvagataH, sarvagataM, sarvatragaM@
@ally@|@sahaaya@
