@English@|@Italian (Theology)@
@(m- il)- attainment@|@conseguimento@
@(m- il)- attempt@|@tentativo@
@(m- il)- background@|@sottofondo@
@(m- il)- background (contesto- precedente)@|@retroterra@
@(m- il)- bag@|@sacco@
@(m- il)- balance@|@saldo@
@(m- il)- banquet@|@banchetto, convito@
@(m- il)- basket@|@cestello@
@(m- il)- beginning@|@principio@
@(m- il)- behavior@|@comportamento@
@(m- il)- believer@|@credente@
@(m- il)- betrayer@|@traditore@
@(m- il)- binomial@|@binomio@
@(m- il)- bishop@|@vescovo@
@(m- il)- bishop's residence (vescovado)@|@vescovato@
@(m- il)- bishop's residence (vescovato)@|@vescovado@
@(m- il)- blind man@|@cieco@
@(m- il)- block@|@blocco@
@(m- il)- border@|@confine@
@(m- il)- bottom@|@fondo, sotto@
@(m- il)- breath@|@respiro, soffio@
@(m- il)- bronze@|@bronzo@
@(m- il)- brother@|@fratello@
@(m- il)- brother (religious)@|@fra@
@(m- il)- bundle@|@fardello@
@(m- il)- calculation@|@conto@
@(m- il)- capital@|@capoluogo@
@(m- il)- catch@|@pescato@
@(m- il)- ceiling@|@soffitto@
@(m- il)- century@|@secolo@
@(m- il)- ceremonial@|@cerimoniale@
@(m- il)- chain@|@vincolo@
@(m- il)- change@|@mutamento@
@(m- il)- chaplain@|@cappellano@
@(m- il)- chapter@|@capitolo@
@(m- il)- cheater@|@truffatore@
@(m- il)- chemical compound@|@composto@
@(m- il)- chest@|@costato@
@(m- il)- child@|@pargolo@
@(m- il)- choir@|@coro@
@(m- il)- chorale@|@corale@
@(m- il)- Christmas@|@Natale@
@(m- il)- circle@|@cerchio, circolo@
@(m- il)- circuit@|@circuito@
@(m- il)- citizen@|@cittadino@
@(m- il)- clever one@|@furbo@
@(m- il)- cloister@|@chiostro, clausura@
@(m- il)- cock@|@gallo@
@(m- il)- collar@|@collare@
@(m- il)- comment@|@commento@
@(m- il)- committee@|@comitato@
@(m- il)- common sense@|@raziocinio, senno@
@(m- il)- companion@|@compagno@
@(m- il)- comparison@|@confronto, riscontro@
@(m- il)- complex@|@complesso@
@(m- il)- compromise@|@compromesso@
@(m- il)- concept@|@concetto@
@(m- il)- connection@|@collegamento, raccordo@
@(m- il)- consent@|@beneplacito, consenso@
@(m- il)- consequence@|@postumo, risvolto@
@(m- il)- conservative@|@conservatore@
@(m- il)- contempt@|@disprezzo@
@(m- il)- contents@|@contenuto@
@(m- il)- context@|@contesto@
@(m- il)- contrary@|@contrario@
@(m- il)- copper@|@rame@
@(m- il)- corpse@|@cadavere@
@(m- il)- countryman@|@contadino@
@(m- il)- cover charge@|@coperto@
@(m- il)- cult@|@culto@
@(m- il)- current@|@corrente@
@(m- il)- custodian@|@custode@
@(m- il)- custom@|@costume@
@(m- il)- cut@|@taglio@
@(m- il)- damage@|@danno@
@(m- il)- damned soul@|@maledetto@
@(m- il)- dark@|@buio@
@(m- il)- datum@|@dato@
@(m- il)- deaf person@|@sordo@
@(m- il)- debate@|@dibattito@
@(m- il)- decade@|@decennio@
@(m- il)- deer@|@cervo@
@(m- il)- degree@|@grado@
@(m- il)- depth@|@profondo@
@(m- il)- detachment@|@distacco@
@(m- il)- detail@|@dettaglio@
@(m- il)- device@|@dispositivo@
@(m- il)- dictation@|@dettato@
@(m- il)- difference@|@divario@
@(m- il)- discovery (rinvenimento- riscontro- scoperta)@|@ritrovato@
@(m- il)- disorder@|@disordine@
@(m- il)- dome@|@duomo@
@(m- il)- double@|@doppio@
@(m- il)- draw@|@pari@
@(m- il)- dream@|@sogno@
@(m- il)- driver@|@conducente, conduttore@
@(m- il)- duty@|@dovere@
@(m- il)- earthquake@|@terremoto@
@(m- il)- equivalent@|@controvalore@
@(m- il)- esteem (stima)@|@pregio@
@(m- il)- evening@|@vespro@
@(m- il)- executioner@|@boia@
@(m- il)- experience (adj.)- experienced@|@vissuto@
@(m- il)- expert@|@conoscitore@
@(m- il)- exploration@|@sondaggio@
@(m- il)- extra@|@soprappiù@
@(m- il)- eye witness@|@testimone oculare@
@(m- il)- face@|@viso, volto@
@(m- il)- failure@|@fallimento@
@(m- il)- fascination@|@fascino@
@(m- il)- father-in-law@|@suocero@
@(m- il)- favorite@|@prediletto@
@(m- il)- feeling@|@sentimento@
@(m- il)- ferment@|@fermento@
@(m- il)- figure@|@fisico@
@(m- il)- first-born@|@primogenito@
@(m- il)- flood@|@diluvio@
@(m- il)- focus@|@fuoco@
@(m- il)- ford (of a river)@|@guado@
@(m- il)- foreigner@|@forestiero@
@(m- il)- format@|@formato@
@(m- il)- foundation@|@fondamento@
@(m- il)- frame@|@cornice@
@(m- il)- fraud@|@dolo@
@(m- il)- friar@|@frate@
@(m- il)- front@|@davanti, dinanzi@
@(m- il)- fulfillment@|@compimento@
@(m- il)- gamma ray@|@gamma@
@(m- il)- genius@|@genio@
@(m- il)- germ@|@germe@
@(m- il)- gesture@|@gesto@
@(m- il)- gift@|@dono@
@(m- il)- goal@|@fine, traguardo@
@(m- il)- grace@|@benedicite@
@(m- il)- greeting@|@saluto@
@(m- il)- ground@|@suolo@
@(m- il)- grudge@|@rancore@
@(m- il)- habit@|@vezzo@
@(m- il)- hair@|@capello@
@(m- il)- half@|@mezzo@
@(m- il)- hall@|@salone@
@(m- il)- hat@|@cappello@
@(m- il)- herd@|@gregge@
@(m- il)- hinge@|@perno@
@(m- il)- hold@|@piglio@
@(m- il)- hook@|@gancio@
@(m- il)- hypocrite@|@finto@
@(m- il)- idol@|@idolo@
@(m- il)- individual@|@singolo@
@(m- il)- involvement@|@coinvolgimento@
@(m- il)- iron@|@ferro@
@(m- il)- Jew@|@Giudeo@
@(m- il)- jewel@|@prezioso@
@(m- il)- joining@|@congiungimento@
@(m- il)- joint@|@giunto@
@(m- il)- joy@|@gaudio@
@(m- il)- judge@|@giudice@
@(m- il)- judgment@|@giudizio@
@(m- il)- jump@|@balzo, salto@
@(m- il)- kind@|@genere@
@(m- il)- king@|@rege@
@(m- il)- knot@|@nocchio@
@(m- il)- knowledge@|@conoscenza@
@(m- il)- Koran@|@Corano@
@(m- il)- lack of interest@|@disinteresse@
@(m- il)- lap@|@grembo@
@(m- il)- law@|@diritto@
@(m- il)- lay person@|@laico@
@(m- il)- leave@|@commiato@
@(m- il)- level@|@piano@
@(m- il)- lexicon@|@lessico@
@(m- il)- list@|@ruolo@
@(m- il)- load@|@carico@
@(m- il)- lower part@|@basso@
@(m- il)- luxury@|@lusso@
@(m- il)- maintenance@|@mantenimento@
@(m- il)- male@|@maschio@
@(m- il)- malefactor@|@malfattore@
@(m- il)- mantle@|@manto@
@(m- il)- mark@|@segno@
@(m- il)- marrow@|@midollo@
@(m- il)- master@|@maestro, padrone@
@(m- il)- masterpiece@|@capolavoro@
@(m- il)- meal@|@pasto@
@(m- il)- meaning@|@senso, significato@
@(m- il)- meanwhile@|@frattempo@
@(m- il)- medicine@|@farmaco@
@(m- il)- meek person@|@mite@
@(m- il)- meeting@|@raduno@
@(m- il)- member of a council@|@conciliare@
@(m- il)- message@|@missiva@
@(m- il)- minister@|@ministro@
@(m- il)- ministry@|@ministero@
@(m- il)- missing person@|@scomparso@
@(m- il)- misunderstanding@|@malinteso@
@(m- il)- monasticism@|@monachesimo@
@(m- il)- monk@|@monaco@
@(m- il)- mountain@|@monte@
@(m- il)- mule@|@mulo@
@(m- il)- myth@|@mito@
@(m- il)- name@|@nome@
@(m- il)- needy or poor person@|@bisognoso@
@(m- il)- neighbor@|@prossimo, vicino@
@(m- il)- nexus@|@nesso@
@(m- il)- Nile@|@Nilo@
@(m- il)- notable@|@notabile@
@(m- il)- oath@|@giuramento@
@(m- il)- odd number@|@dispari@
@(m- il)- omen@|@presagio@
@(m- il)- only one (unico)@|@solo@
@(m- il)- opportunity@|@destro@
@(m- il)- opposite@|@contrapposto, rovescio@
@(m- il)- ordeal@|@calvario@
@(m- il)- outdoor place@|@scoperto@
@(m- il)- output@|@rendimento@
@(m- il)- oven@|@forno@
@(m- il)- overbearingness@|@prepotenza@
@(m- il)- overcoming@|@superamento@
@(m- il)- overload@|@sovraccarico@
@(m- il)- owner@|@proprietario@
@(m- il)- pact@|@patto@
@(m- il)- pair@|@paio@
@(m- il)- palace@|@palazzo@
@(m- il)- paroxism@|@parossismo@
@(m- il)- partition@|@tramezzo@
@(m- il)- passage@|@brano@
@(m- il)- passage (ex:  from the Bible)@|@passo@
@(m- il)- passing@|@volgere@
@(m- il)- Passion of Jesus (Passione)@|@Passio@
@(m- il)- pastor@|@parroco@
@(m- il)- path@|@sentiero, tramite@
@(m- il)- performer of miracles@|@taumaturgo@
@(m- il)- person@|@tizio@
@(m- il)- pew@|@banco@
@(m- il)- Pharaoh@|@faraone@
@(m- il)- pie@|@pasticcio@
@(m- il)- piece@|@pezzo@
@(m- il)- pilgrimmage@|@pellegrinaggio@
@(m- il)- pipe@|@condotto@
@(m- il)- plan@|@tracciato@
@(m- il)- plate@|@piatto@
@(m- il)- pledge@|@pegno@
@(m- il)- portrait@|@ritratto@
@(m- il)- possessor@|@detentore@
@(m- il)- power (forza- potestà- potenza)@|@potere@
@(m- il)- preacher@|@predicatore@
@(m- il)- preamble@|@proemio@
@(m- il)- precedent@|@precedente@
@(m- il)- precept@|@precetto@
@(m- il)- preface@|@prefazio@
@(m- il)- prejudice@|@pregiudizio@
@(m- il)- presbyter@|@presbitero@
@(m- il)- presupposition@|@presupposto@
@(m- il)- pride@|@vanto@
@(m- il)- priest@|@chierico@
@(m- il)- primacy@|@primato@
@(m- il)- prince@|@principe@
@(m- il)- privacy@|@privato@
@(m- il)- prize@|@premio@
@(m- il)- process@|@processo@
@(m- il)- prodigy@|@prodigio@
@(m- il)- profit@|@profitto@
@(m- il)- progress@|@procedimento@
@(m- il)- prohibition@|@divieto@
@(m- il)- property@|@patrimonio@
@(m- il)- proud person@|@superbo@
@(m- il)- provost@|@preposto, proposto@
@(m- il)- psalm@|@salmo@
@(m- il)- pure person@|@puro@
@(m- il)- purpose@|@proposito@
@(m- il)- quality@|@qualitativo@
@(m- il)- range@|@ventaglio@
@(m- il)- rank@|@rango@
@(m- il)- rapport@|@rapporto@
@(m- il)- rate@|@tasso@
@(m- il)- ray@|@raggio@
@(m- il)- reader@|@lettore@
@(m- il)- reassessment@|@ridimensionamento@
@(m- il)- reawakening@|@risveglio@
@(m- il)- recall@|@richiamo@
@(m- il)- receiver@|@destinatario@
@(m- il)- recognition@|@riconoscimento@
@(m- il)- recourse@|@ricorso@
@(m- il)- recovery@|@rinvenimento@
@(m- il)- rectory (canonica- pievania)@|@presbiterio@
@(m- il)- redemption@|@riscatto@
@(m- il)- reed@|@giunco@
@(m- il)- reference@|@riferimento@
@(m- il)- refined person@|@raffinato@
@(m- il)- refuge@|@ricetto@
@(m- il)- refugee@|@profugo@
@(m- il)- refusal@|@rifiuto@
@(m- il)- regent@|@reggente@
@(m- il)- register@|@registro@
@(m- il)- reinforecement@|@rafforzamento@
@(m- il)- relative@|@congiunto@
@(m- il)- relief@|@rilievo, sollievo@
@(m- il)- remainder@|@restante@
@(m- il)- remedy@|@rimedio@
@(m- il)- renewal@|@rinnovamento@
@(m- il)- repentence@|@pentimento@
@(m- il)- rest@|@resto@
@(m- il)- result@|@portato, ricavato, risultato@
@(m- il)- return@|@rimando, rinvio@
@(m- il)- revival@|@rilancio@
@(m- il)- rich person@|@ricco@
@(m- il)- right@|@lecito@
@(m- il)- right side@|@dritto@
@(m- il)- rise@|@levare, rialzo@
@(m- il)- rising@|@sorgere@
@(m- il)- risk@|@rischio@
@(m- il)- river@|@fiume@
@(m- il)- roof@|@tetto@
@(m- il)- rottenness@|@marcio@
@(m- il)- route@|@percorso@
@(m- il)- sadness@|@rattristamento@
@(m- il)- saving@|@risparmio@
@(m- il)- scent@|@profumo@
@(m- il)- scroll@|@rotolo@
@(m- il)- seal@|@sigillo@
@(m- il)- sect@|@setta@
@(m- il)- seism@|@sisma@
@(m- il)- seminar@|@seminario@
@(m- il)- servant@|@servo@
@(m- il)- setting@|@tramonto@
@(m- il)- shelter@|@rifugio@
@(m- il)- shepherd@|@pastore@
@(m- il)- shy person@|@vergognoso@
@(m- il)- side@|@fianco, lato@
@(m- il)- sigh@|@sospiro@
@(m- il)- sleep@|@sonno@
@(m- il)- smile@|@sorriso@
@(m- il)- soldier@|@soldato@
@(m- il)- something@|@qualcosa@
@(m- il)- song@|@canto@
@(m- il)- soverign@|@sovrano@
@(m- il)- square@|@quadro@
@(m- il)- staff@|@bastone@
@(m- il)- step@|@gradino, provvedimento@
@(m- il)- storm@|@temporale@
@(m- il)- submachine gun@|@mitra@
@(m- il)- success@|@successo@
@(m- il)- suggestion@|@suggerimento@
@(m- il)- summary@|@compendio@
@(m- il)- summit@|@culmine@
@(m- il)- supernatural@|@soprannaturale@
@(m- il)- support@|@sostegno@
@(m- il)- synopsis@|@riassunto@
@(m- il)- tap@|@rubinetto@
@(m- il)- taskmaster@|@sorvegliante@
@(m- il)- taste@|@gusto, sapore@
@(m- il)- teacher@|@docente@
@(m- il)- temple@|@tempio@
@(m- il)- tenor@|@tenore@
@(m- il)- term@|@termine@
@(m- il)- text@|@testo@
@(m- il)- thanks@|@ringraziamento@
@(m- il)- thanksgiving@|@rendimento di grazie@
@(m- il)- the depths@|@fitto@
@(m- il)- The Holy See@|@sede@
@(m- il)- the usual@|@solito@
@(m- il)- theme@|@tema@
@(m- il)- thorn bush@|@roveto@
@(m- il)- thought@|@pensiero@
@(m- il)- thread@|@filo@
@(m- il)- throne@|@trono@
@(m- il)- thunder@|@tuono@
@(m- il)- thurible@|@turibolo@
@(m- il)- tie@|@legame@
@(m- il)- toil@|@travaglio@
@(m- il)- tome@|@tomo@
@(m- il)- top@|@disopra, vertice@
@(m- il)- touch@|@tocco@
@(m- il)- trace@|@vestigio@
@(m- il)- track@|@binario@
@(m- il)- tract@|@tratto@
@(m- il)- transplant@|@trapianto@
@(m- il)- treason@|@tradimento@
@(m- il)- treasure@|@tesoro@
@(m- il)- treatise@|@trattato@
@(m- il)- trend@|@filone@
@(m- il)- tribunal@|@tribunale@
@(m- il)- trick@|@trucco@
@(m- il)- triumph@|@trionfo@
@(m- il)- trouble@|@guaio@
@(m- il)- twin@|@gemello@
@(m- il)- uneasiness@|@disagio@
@(m- il)- upheaval@|@rivolgimento@
@(m- il)- usual way@|@consueto@
@(m- il)- value@|@valore@
@(m- il)- veil@|@velo@
@(m- il)- vernacular@|@volgare@
@(m- il)- vessel@|@vaso@
@(m- il)- vice@|@vizio@
@(m- il)- vineyard (vigna)@|@vigneto@
@(m- il)- void@|@vouto@
@(m- il)- volunteer@|@volontario@
@(m- il)- vow@|@voto@
@(m- il)- warning@|@monito@
@(m- il)- way@|@cammino, modo, tragitto@
@(m- il)- weeping@|@pianto@
@(m- il)- weight@|@peso@
@(m- il)- well@|@pozzo@
@(m- il)- what can be done@|@fattibile@
@(m- il)- what is expected@|@previsto@
@(m- il)- what to do@|@da farsi@
@(m- il)- whim@|@capriccio@
@(m- il)- wicked man (il malvagio = the devil)@|@malvagio@
@(m- il)- width@|@largo@
@(m- il)- will@|@volere@
@(m- il)- withdrawl@|@ritiro@
@(m- il)- witness@|@teste@
@(m- il)- womb@|@seno@
@(m- il)- wood@|@legno@
@(m- il)- word@|@verbo@
@(m- il)- wreath@|@serto@
@(m- il)- young boy@|@fanciullo@
@(m- l') - act@|@atto@
@(m- l') - argument@|@argomento@
@(m- l') - blinding@|@accecamento@
@(m- l') - heir@|@erede@
@(m- l') - invitation@|@invito@
@(m- l') - result@|@esito@
@(m- l')- access@|@accesso@
@(m- l')- accident@|@incidente@
@(m- l')- adage@|@adagio@
@(m- l')- address@|@indirizzo@
@(m- l')- admonishment@|@ammonimento@
@(m- l')- Advent@|@avvento@
@(m- l')- affection@|@affetto@
@(m- l')- aggregate@|@aggregato@
@(m- l')- agreement@|@accordo@
@(m- l')- altar@|@altare@
@(m- l')- ambiguity@|@equivoco@
@(m- l')- ambo@|@ambone@
@(m- l')- amplification@|@ampliamento@
@(m- l')- ancestor@|@antenato@
@(m- l')- annointed@|@unto@
@(m- l')- appeal@|@appello@
@(m- l')- appreciation@|@apprezzamento@
@(m- l')- approach@|@accostamento, approccio, avvicinamento@
@(m- l')- army@|@esercito@
@(m- l')- ascetic@|@asceta@
@(m- l')- Asian@|@orientale@
@(m- l')- assent@|@assenso@
@(m- l')- assistance@|@ausilio@
@(m- l')- atheism@|@ateismo@
@(m- l')- atheist@|@ateo@
@(m- l')- attachment@|@attaccamento@
@(m- l')- attitude@|@atteggiamento@
@(m- l')- attrition@|@attrito@
@(m- l')- axiom@|@assioma@
@(m- l')- background@|@ambiente@
@(m- l')- bone@|@osso@
@(m- l')- breath@|@alito@
@(m- l')- collision@|@urto@
@(m- l')- contribution@|@apporto@
@(m- l')- crossing@|@incrocio@
@(m- l')- deceit@|@inganno@
@(m- l')- delay@|@indugio@
@(m- l')- dry ground@|@asciutto@
@(m- l')- ease@|@agio@
@(m- l')- Egypt@|@Egitto@
@(m- l')- elder@|@anziano@
@(m- l')- emanation@|@effluvio@
@(m- l')- embarrassment@|@imbarazzo@
@(m- l')- enrichment@|@arricchimento@
@(m- l')- entrance@|@ingresso@
@(m- l')- epilogue@|@epilogo@
@(m- l')- equal@|@uguale@
@(m- l')- event@|@avvenimento@
@(m- l')- excess@|@eccesso@
@(m- l')- exegete@|@esegeta@
@(m- l')- exhaltation@|@esaltamento@
@(m- l')- exile@|@esilio@
@(m- l')- exodus@|@esodo@
@(m- l')- exorcism@|@esorcismo@
@(m- l')- expert@|@esperto@
@(m- l')- fiancé@|@amoroso@
@(m- l')- follower@|@epigono, inseguitore@
@(m- l')- food@|@alimentare@
@(m- l')- future@|@avvenire@
@(m- l')- genuflection@|@inginocchiamento@
@(m- l')- gold@|@oro@
@(m- l')- hazard@|@azzardo@
@(m- l')- heretic@|@eretico@
@(m- l')- hint@|@accenno@
@(m- l')- horizon@|@orizzonte@
@(m- l')- host@|@ospite@
@(m- l')- hymn@|@inno@
@(m- l')- impact@|@impatto@
@(m- l')- imperative@|@imperativo@
@(m- l')- impulse@|@impulso@
@(m- l')- increase@|@aumento@
@(m- l')- indication@|@indizio@
@(m- l')- interlocutor@|@interlocutore@
@(m- l')- intervention@|@intervento@
@(m- l')- interweaving@|@intreccio@
@(m- l')- introduction@|@esordio@
@(m- l')- itinerary@|@itinerario@
@(m- l')- Jew@|@Ebreo, Iudeo@
@(m- l')- kinship@|@apparentamento@
@(m- l')- kneeler@|@inginocchiatoio@
@(m- l')- last@|@ultimo@
@(m- l')- link@|@aggancio@
@(m- l')- list@|@elenco@
@(m- l')- little moment@|@attimino@
@(m- l')- lunge@|@affondo@
@(m- l')- meeting@|@incontro@
@(m- l')- messenger@|@inviato@
@(m- l')- mind@|@animo@
@(m- l')- moment@|@attimo@
@(m- l')- monstrance@|@ostensorio@
@(m- l')- needle@|@ago@
@(m- l')- neighborhood@|@intorno@
@(m- l')- nightmare@|@incubo@
@(m- l')- note@|@appunto@
@(m- l')- notice@|@avvertimento@
@(m- l')- NT letter (epistolary)@|@epistolario@
@(m- l')- objective@|@obiettivo@
@(m- l')- only child@|@unigenito@
@(m- l')- only one (solo)@|@unico@
@(m- l')- opponent@|@avversario@
@(m- l')- opposite@|@opposto@
@(m- l')- order@|@assetto@
@(m- l')- ordering@|@ordinamento@
@(m- l')- organization@|@inquadramento@
@(m- l')- orientation@|@orientamento@
@(m- l')- personnel@|@organico@
@(m- l')- pride@|@orgoglio@
@(m- l')- proof@|@attestato@
@(m- l')- property@|@avere@
@(m- l')- reasoning@|@argomentare@
@(m- l')- revision@|@aggiornamento@
@(m- l')- satisfaction@|@appagamento@
@(m- l')- scope@|@ambito@
@(m- l')- separation@|@allontanamento@
@(m- l')- shoulder@|@omero@
@(m- l')- silver@|@argento@
@(m- l')- statement@|@esposto@
@(m- l')- student@|@allievo@
@(m- l')- sum total@|@effettivo@
@(m- l')- support@|@appoggio@
@(m- l')- task@|@assunto, impegno, incarico@
@(m- l')- teaching@|@insegnamento@
@(m- l')- tenant@|@inquilino@
@(m- l')- training@|@addestramento@
@(m- l')- uncertainty@|@incerto@
@(m- l')- unforseen event@|@imprevisto@
@(m- l')- use@|@impiego, uso@
@(m- l')- warning (avvertenza- avvertimento- ammonimento- monito- richiamo)@|@avviso@
@(m- l')- Westerner@|@occidentale@
@(m- l')- whole@|@assieme, insieme, intero@
@(m- l')- wicked person@|@iniquo@
@(m- l')- will@|@arbitrio@
@(m- la)- ancestry@|@stirpe@
@(m- lo) - development@|@svolgimento@
@(m- lo)- appearance@|@spuntare@
@(m- lo)- bachelor@|@scapolo@
@(m- lo)- background@|@sfondo@
@(m- lo)- bewilderment@|@sconcerto@
@(m- lo)- change@|@spostamento@
@(m- lo)- consternation@|@sgomento@
@(m- lo)- cue@|@spunto@
@(m- lo)- damage@|@scapito@
@(m- lo)- devastation@|@sconvolgimento@
@(m- lo)- development@|@sviluppo@
@(m- lo)- dissatisfaction@|@scontento@
@(m- lo)- effort@|@sforzo@
@(m- lo)- encounter@|@scontro@
@(m- lo)- escape@|@scampo@
@(m- lo)- estrangement@|@straniamento@
@(m- lo)- explosion@|@scoppio@
@(m- lo)- fool@|@sciocco, stolto@
@(m- lo)- glimpse@|@scorcio@
@(m- lo)- indignation@|@sdegno@
@(m- lo)- joke@|@scherzo@
@(m- lo)- lame person@|@zoppo@
@(m- lo)- look@|@sguardo@
@(m- lo)- mirror@|@specchio@
@(m- lo)- outburst@|@scatto, sfogo@
@(m- lo)- outlet@|@sbocco@
@(m- lo)- purpose@|@scopo@
@(m- lo)- revelation@|@svelamento@
@(m- lo)- shield@|@scudo@
@(m- lo)- slip@|@scorso@
@(m- lo)- space@|@spazio@
@(m- lo)- stadium@|@stadio@
@(m- lo)- state@|@stato@
@(m- lo)- step@|@scalino@
@(m- lo)- stranger@|@sconosciuto@
@(m- lo)- style@|@stile@
@(m- lo)- thickness@|@spessore@
@(m- lo)- unhooking@|@sganciamento@
@(m- lo)- vine branch@|@tralco@
@(m- lo)- waste@|@spreco@
@(m or f- il or la) - successful student@|@promosso@
@(m or f- il or la)- assistant@|@coadiuvante@
@(m or f- il or la)- beginner@|@principiante@
@(m or f- il or la)- competitor@|@concorrente@
@(m or f- il or la)- culprit@|@colpevole@
@(m or f- il or la)- follower@|@seguace@
@(m or f- il or la)- front@|@fronte@
@(m or f- il or la)- member@|@componente@
@(m or f- il or la)- next one@|@seguente@
@(m or f- il or la)- northerner@|@settentrionale@
@(m or f- il or la)- rival@|@rivale@
@(m or f- il or la)- seer@|@veggente@
@(m or f- il or la)- sender@|@mittente@
@(m or f- il or la)- southerner@|@meridionale@
@(m or f- il or la)- spouse@|@coniuge@
@(m or f- il or la)- sufferer@|@sofferente@
@(m or f- il or la)- taskmaster@|@schiavista@
@(m or f- il or la)- temporary employee@|@precario@
@(m or f- il)- lax person@|@lassista@
@(m or f- l')- absentee@|@assente@
@(m or f- l')- apostate@|@apostata@
@(m or f- l')- creator@|@artefice@
@(m or f- l')- soothsayer@|@indovino@
@(m- pl.- i)- intestines@|@viscere@
@(m)- the afterlife@|@l'al di là@
@(m. pl. = vestigi@|@vestigio@
@(pl. = gesta)- deeds@|@gesto@
@(pl. = guai)- troubles@|@guaio@
@(pl.) - directions@|@avvertenza@
@(pl.) - married couple@|@coniuge@
@(pl.)- assets@|@patrimonio@
@(pl.)- back@|@spalla@
@(pl.)- birth@|@Natale@
@(pl.)- chains@|@ferro@
@(pl.)- clothes@|@tenuta@
@(pl.)- connections@|@aderenza@
@(pl.)- customs@|@prassi@
@(pl.)- descendents@|@progenie@
@(pl.)- effects@|@scherzo@
@(pl.)- feelings@|@sentimento@
@(pl.)- garbage@|@rifiuto@
@(pl.)- gist@|@sintesi@
@(pl.)- hard feelings@|@rancore@
@(pl.)- limits@|@delimitazione@
@(pl.)- lots (ex:  gettare Ie sorti = to cast lots)@|@sorte@
@(pl.)- manners@|@modo, tratto@
@(pl.)- owners@|@proprietà@
@(pl.)- perks@|@incerto@
@(pl.)- preliminary remarks@|@premessa@
@(pl.)- proceeds@|@ricavato@
@(pl.)- prospects@|@avvenire@
@(pl.)- regulations@|@ordinamento@
@(pl.)- relatives@|@parentela@
@(pl.)- remains@|@orma@
@(pl.)- ruins@|@resto@
@(pl.)- savings@|@risparmio@
@(pl.)- several@|@diverso@
@(pl.)- strength@|@effettivo@
@(pl.)- surroundings@|@vicinanza@
@(pl.)- things made of gold@|@oro@
@(pl.)- troubles (guai)@|@amarezza@
@(pl.)- vespers@|@vespro@
@(pl.)- wishes@|@volere@
@(pl.)- wits@|@senno@
@(plural) - compliments@|@dovere@
@(prep.)- along@|@lungo@
@(prep.)- because of@|@stante@
@(prep.)- before@|@innanzi@
@(prep.)- between@|@fra@
@(prep.)- except for@|@salvo@
@(prep.)- in@|@ne@
@(prep.)- through@|@tramite@
@(prep.)- towards@|@verso@
@(prep.)- under@|@sotto@
@(prep.)- until@|@fino a@
@(solo)@|@soltanto@
@(verb) - must@|@dovere@
@(verb)- can@|@potere@
@(verb)- to feed@|@alimentare@
@(verb)- to happen@|@avvenire@
@(verb)- to have@|@avere@
@(verb)- to infer@|@argomentare@
@(verb)- to raise@|@levare@
@(verb)- to reconcile@|@conciliare@
@(verb)- to rise@|@sorgere@
@(verb)- to sprout@|@spuntare@
@(verb)- to will@|@volere@
@a bit@|@alquanto@
