@English@|@Maliseet@
@balsam fir trees@|@stahqonuk (na-pl)@
@banana@|@ponanas (-ol)(ni)@
@bandage@|@wiccickep (ni)@
@bandaged: SB is ~@|@wiccickepisu (vai)@
@bandages@|@wiccickekiyil (ni-pl)@
@bandana@|@latpep (ni)@
@bandana: small ~@|@latpepossis (ni dim)@
@baneberry: white ~@|@wapiminokahk (-il)(ni)@
@bang ST closed: SB ~s@|@koppotiyahkan (vai/vai+o)@
@bank@|@manikuwam (-ol)(ni)@
@bank of river@|@sitom (-ol)(ni)@
@bank: SB ~s house with earth/snow/brush@|@moloqahkomikhike (vai)@
@bank: SB makes form of log/sod to retain ~ ing@|@moloqahkomikhike (vai)@
@baptize SB@|@sukonopalal (vta)@
@baptized: SB is ~ with water@|@sukonopasu (vai)@
@bar@|@pithopewikuwam (-ol)(ni)@
@bar: wrecking ~@|@moniqahsut (-iyil)(ni)@
@barber@|@nuci-musawet (na)@
@barber: SB ~s@|@musawe (vai)@
@barbers@|@nuci-musawhoticik (na-pl)@
@barefoot: SB is ~@|@sahsaksitehe (vai)@
@barely@|@nemq-ote (pc), nemq (pc), wahk (pc), wahka (pc), wahkac (pc)@
@bargain for it: SB ~s@|@athomahsin (vai/vai+o), ethomahsin (vai/vai+o)@
@bargain: ST is a ~@|@wolawotu (vii)@
@barge@|@sonul (-ol)(ni)@
@bark (tree)@|@wolokasq (ni)@
@bark of the alder@|@tuhpiyasq (-iyil)(ni)@
@bark torch@|@wahsenomakon (-ol)(ni)@
@bark: poplar ~@|@mitiyasq (-iyil)(ni)@
@barks (tree)@|@wolokaskul (ni-pl)@
@barley@|@pali (-wol)(ni)@
@barn@|@kuhusikuwam (ni)@
@barn owl@|@kamkamoss (na)@
@barn: SB has a ~@|@kuhusikuwamiw (vai)@
@barn: small ~@|@kuhusikuwamsis (ni dim)@
@barracks@|@somakonossikuwam (-ol)(ni)@
@bartender@|@nuci-pithopet (na), pithopewin (-uwok)(na)@
@bartender: woman ~@|@pithopetusq (na), pithopewinusq (na)@
@bartenders@|@nuci-pithopecik (na-pl)@
@barter or trade with each other: they ~@|@ankumtuwok (vai)@
@baseball player@|@nuci-epeskomat (na)@
@baseball players@|@nuci-epeskomacik (na-pl)@
@basement@|@lahkap (ni), lamaloq (ni)@
@basement: small ~@|@lahkapsis (ni dim)@
@basin to wash dishes in@|@kossicuwenikon (na)@
@bask in the sun: SB ~s@|@ksalosuhke (vai)@
@basket@|@posonut (-iyil)(ni)@
@basket ash salesperson@|@nuci-wikpihket (na)@
@basket ash wood@|@wapikp (-iyik)(na)@
@basket splint maker@|@nucikpehtihiket (na)@
@basket: apple ~@|@cikoni-posonut (ni)@
@basket: fancy ~@|@amalhikok (ni)@
@basket: pack ~@|@pomutewey (-al)(ni)@
@basket: SB is binding hoop inside ~ rim@|@tolahqostike (vai)@
@basket: SB makes ~s@|@posonutehke (vai)@
@basket: square bottom ash ~@|@qociyey (-al)(ni)@
@basketmaker@|@nuci-posonutehket (na)@
@basketmakers@|@nuci-posonutehkecik (na-pl)@
@bass: black ~@|@mokahk (-iyik)(na)@
@bass: SB spears or catches ~@|@mokahkehke (vai)@
@bass: sea ~@|@mokahk (-iyik)(na)@
@bass: striped ~@|@mokahk (-iyik)(na)@
@basswood tree@|@olonikp (-iyik)(na)@
@bastard@|@pkutonans (-ok)(na), pqotonans (ok)(na)@
@bat@|@motekoniyehs (-uwok)(na)@
@bat (baseball)@|@pectik (-ol)(ni)@
@bat left handed: SB ~s@|@pahtatokotom (vai)@
@bat: loaded ~ (baseball)@|@pitkosewatasik (-il)(ni)@
@bat: SB ~s left-handed@|@pahtatokotom (vai)@
@bat: SB ~s right handed@|@tinahkatokotom (vai)@
@bateau@|@patus (-ol)(ni)@
@bath house@|@kospalosutikuwam (ni)@
@bath: SB takes ~@|@kospahlosu (vai)@
@bath: SB takes a sponge ~@|@sahkossuwi-kospahlosu (vai)@
@bathe: SB ~s@|@kospahlosu (vai)@
@bath-house@|@tkahsomuwikuwam (-ol)(ni)@
@bathing suit@|@tkahsomuwey (-al)(ni)@
@bathroom@|@ihtoli-kospahlosimok (na), kospalosutikuwam (ni), wikuwamsis (-ol)(ni)@
@bathroom: men's ~@|@skitapewikuwamsis (-ol)(ni)@
@bathtub@|@tuwi-kospalosut (-iyik)(na)@
@batter@|@nuci-tokotok (na)@
@batter (baseball)@|@tekotok (na)@
@batters@|@nuci-tokotok (na-pl)@
@battery@|@pehtoli (-ol)(ni)@
@battle: they do ~@|@matonotuwok (vai)@
@battle-cry: let out a frightening ~@|@sekpa-matonotuwi-masqolamu@
@battleship@|@motapekuloq (ni)@
@battleships@|@motapekulokul (ni-pl)@
@bay@|@amonopekek (ni), oqimut (-iyil)(ni)@
@bay: ST is a long ~@|@pihtakome (vii)@
@bay: there is a ~@|@pisipiqe (vii)@
@baying: SB is ~ (dog/wolf)@|@tolewehtu (vai)@
@bayonet@|@sapaqtuhusut (-iyil)(ni)@
@beach@|@sitom (-ol)(ni)@
@beach: along ~@|@sonutamkiw (pc)@
@bead@|@qapsis (-ol)(ni)@
@bead: glass ~@|@wenuhcuwapsq (ni)@
@bead: small glass ~@|@wenuhcuwapsqis (-ol)(ni)@
@beading: SB is ~@|@tolapskihike (vai)@
@beads: glass ~@|@wenuhcuwapskul (na-pl)@
@beads: rosary ~@|@imiyakonok (na pl)@
@beaked hazelnut tree@|@malipokansimus (-iyik)(na)@
@beam (wood or steel)@|@cayis (na)@
@bean (slang)@|@peskotehsok (-il)(ni)@
@bean from bean pod@|@psolesqhikon (-ol)(ni)@
@bean: dried ~@|@malsqosit (-ol)(ni)@
@bear@|@-kapuwi- (vai rt f/vii rt f), muwin (-iyik)(na)@
@bear den@|@skuwikuwam (-ol)(ni)@
@bear hunter@|@nuci-muwinehket (na)@
@bear hunters@|@nuci-muwinehkecik (na-pl)@
@bear meat@|@muwinewey (-al)(ni)@
@bear SB weight when floating: SB can ~@|@kispehkuwal (vta)@
@bear so many children: she ~s@|@kescuwe (vai)@
@bear ST: SB ~s@|@kisikapuwihtomon (vti)@
@bear: female ~@|@muwinesq (-iyik)(na)@
@bear: polar@|@wapsq (-iyik)(na)@
@bear: SB hunts ~@|@muwinehke (vai), muwinuhke (vai)@
@bear: she ~s children often@|@sawecuwe (vai)@
@bear: she ~s children too close together@|@samcuwe (vai)@
@bear: she ~s twins@|@toqehsiscuwe (vai)@
@beard: SB has a bushy ~@|@piqihtuwe (vai)@
@bearded: SB is ~@|@wihtuwiw (vai)@
@beast@|@weyossis (-ok)(na)@
@beat SB@|@mattahal (vta)@
@beat SB: SB ~@|@kistahal (vta)@
@beautiful: she is ~@|@wolikossu (vai)@
@beautiful: ST is ~@|@wolinaqot (vii)@
@beaver@|@pqapit (-iyik)(na), qapit (-iyik)(na)@
@beaver trapper@|@nuci-qapitihket (na)@
@beaver trappers@|@nuci-qapitihkecik (na-pl)@
@because@|@sami (pc), ipocol (pc)@
@because of course@|@ipocol (pc)@
@becoming@|@pec- (pv), pet- (pv)@
@bed@|@kuhut (ni)@
@bed sheet@|@lamokut (ni)@
@bed: SB has gone to ~@|@wolosu (vai)@
@bed: SB likes very much to be in ~@|@ksacossin (vai)@
@bed: SB's ~@|@topun (-ol) (ni-d)@
@bed: small ~@|@kuhutossis (ni dim)@
@bed: they (two) are in ~@|@wolaqiyik (vai)@
@bedroom@|@ihtoloqsimok (ni), ihtoloqsultimok (ni)@
@bee (insect)@|@amuwes (na)@
@bee nest@|@amuwesikuwam (ni)@
@beechnut@|@mihihqimin (-ol)(ni)@
@beechnut tree: American ~@|@mihihqimus (-iyik)(na)@
@beef@|@kuhusey (ni)@
@beef: little piece of ~@|@kuhuseyahsis (ni dim)@
@beehive@|@amuwesikuwam (ni)@
@been there: SB has ~@|@ciye (vai)@
@beer@|@pihtewiyak (-il)(ni)@
@beer: spruce ~@|@kawatokop (na)@
@beeswax@|@weks (-ok)(na)@
@beet@|@mehqapskosit (na)@
@beet: elongated ~@|@mehqaqsit (na)@
@beetle@|@sikusq (-iyik)(na)@
@beets@|@mehqapskosicik (na-pl)@
@beets: elongated ~@|@mehqaqsicik (na-pl)@
@before@|@mesq (pc)@
@before ending@|@nutay- (pv), nutayiw (pc)@
@beg for ST from SB@|@motutomuwan (vt2o)@
@beg: SB ~s@|@motutomesku (vai)@
@beggar@|@nuci-ntutomat (na)@
@beggars@|@nuci-ntutomacik (na-pl)@
@begging: she goes around ~@|@yalintutoma (vai)@
@begin to work on ST@|@mace-luhkatomon (vti)@
@beginning@|@maciy- (pv)@
@beginning: ST is in the ~ stages@|@mace-luhkatasu (vii)@
@behave@|@-omahtu- (v rt), -omtu- (v rt)@
@behave mischeviously: SB ~s@|@yalhantuwiw (vai)@
@behave: SB ~s just like@|@papehtomahtu (vai)@
@behave: SB ~s like a chief@|@sakomawomtu (vai)@
@behave: SB ~s mischieviously@|@yalhantuwiw (vai)@
@behave: SB ~s thus@|@olomahtu (vai)@
@behaved: SB is well ~@|@ciksotasu (vai)@
@behavior: SB has a set ~@|@nokocomtu (vai)@
@behind@|@akuwi (akuw-)(pv), akuwiw (pc), asit (pc), sehtayiw (pc)@
@behind (building)@|@pahkak (nl)@
@belch: SB ~ es@|@molomekta (vai)@
@belch: SB ~s@|@molomekte (vai)@
@believe SB@|@wolamsotuwal (vta)@
@believe: SB ~s@|@wolamsotom (vai)@
@believe: SB ~s in SB@|@ulamsotomon (vai)@
@believe: SB ~s it@|@ulamsotomon (vai)@
@bell@|@suwahqihikon (-ol)(ni)@
@bell: curfew ~@|@kuhumopel (ni)@
@belly button: SB's ~@|@willoss (ni-d)@
@belly: SB's ~@|@wot (ni-d)@
@belong to ST@|@wiciyawtomon (vti)@
@belongings: personal ~@|@leyuwakon (ni)@
@belongs: ST is where ST ~@|@ihte (vii)@
@belt@|@kospisun (ni), kspisun (ni)@
@belt: small ~@|@kospisunsis (ni dim), kspisunsis (ni dim)@
@bench: work ~@|@tuwoluhkakon (-ol)(ni)@
@bend down behind ST: SB ~s@|@akuwuhucin (vai)@
@bend over with rear end facing SB@|@uckuwakihtuwal (vta)@
@bend over: SB ~s@|@cituwessu (vai)@
@bend SB@|@pokkuwoskehlal (vta)@
@bend ST (joint/hinge)@|@pokkuwoskehtun (vti)@
@bend: SB ~s at joint@|@pkuwoske (vai)@
@bend: SB ~s over@|@pkuwessu (vai)@
@bend: ST ~s at joint or hinge@|@pkuwoskot (vii)@
@beneficial@|@wol- (pv/pn)@
@benefit@|@-apesi- (vai rt f)@
@Benjamin@|@Ponuwet (na)@
@bent forward: SB is ~@|@cituwitutom (vai)@
@bent over: SB is ~@|@ckuwahkuhucin (vai)@
@bent thus: SB/ST is ~@|@lakiye (vai/vii)@
@bent: SB is ~ over rear end facing away@|@olomahkuhucin (vai)@
@bent: ST is ~@|@pimsqakiye (vii)@
@bent: ST is ~ (stick-like)@|@pimsqahqot (vii)@
@berate SB: SB ~s@|@kolulal (vta)@
@Bernard@|@Ponat (na)@
@berries: SB cooks and preserves ~@|@sunapke (vai)@
@berry@|@mins (-ok)(na)@
@berry basket or box (ni)@|@tuwwisut (-iyik) (ni/na)@
@berry bucket or pail (na)@|@tuwwisut (-iyik) (ni/na)@
@berry picker@|@nutuwisit (na)@
@berry: unripe ~@|@skolcoss (-ok)(na)@
@berrypicking: SB barely covers pail bottom when ~@|@puhkonikciyehta (vai)@
@besides@|@na (pc), ona (pc), tuciw (pc)@
@besides: and ~@|@ayut (pc), cel (pc)@
@bet money: SB ~s@|@maniyamke (vai)@
@bet: SB ~s@|@pettuwiw (vai)@
@bet: SB ~s money@|@maniyamke (vai)@
@bets: SB hedges ~@|@ecuwiw (vai)@
@better: SB is feeling ~@|@mewiyawiw (vai)@
@better: ST would be ~@|@kamot-op (pc), kamot-te (pc)@
@between@|@pihtuw- (pv/pn)@
@beverage@|@ketuhsomimok (ni)@
@beyond@|@ankuwi (ankuw- ankuh-)(pv)@
@beyond what is needed@|@siyep- (pv)@
@bib@|@mikikoney (-al) (ni-d)@
@bicarbonate of soda@|@sallehtoss (-ol)(ni)@
@bicycle: SB ~s@|@yalikopomu (vai)@
@bicycle: SB ~s around@|@yalikopomu (vai)@
@bid: SB ~s@|@pituwiw (vai)@
@bide: SB ~s time@|@skuwasu (vai)@
@big@|@kini (kin-)(pv)@
@big in diameter: SB is ~@|@kintoksu (vai)@
@big in diameter: SB is ~ (ST long and round)@|@kinaqsu (vai)@
@big in diameter: ST is ~@|@kintokot (vii)@
@big in diameter: ST is ~ (ST stick like)@|@kinahqot (vii)@
@big: SB is ~@|@kinkil (vai)@
@big: SB is ~ (by so much)@|@olkil (vai)@
@big: SB is ~ enough@|@tepkil (vai)@
@big: SB is fairly ~@|@natomokil (vai)@
@big: SB is nice and ~@|@wolkil (vai)@
@big: SB is so ~@|@tutkil (vai)@
@big: SB is so ~ and round@|@tutapskosu (vai)@
@big: SB is too ~ (shirt/cup/etc.)@|@samkil (vai)@
@big: ST is ~@|@kinkihqon (vii)@
@big: ST is ~ (by so much)@|@olkihqon (vii)@
@big: ST is ~ and round@|@talokahte (vii)@
@big: ST is fairly ~@|@natomokihqon (vii)@
@big: ST is so ~@|@tutkihqon (vii)@
@big: ST is too ~@|@samkihqon (vii)@
@bigger: SB is ~@|@piyemkil (vai)@
@bigger: ST is ~@|@aqamkihqon (vii), piyemkihqon (vii)@
@biggest: SB is ~@|@piyemkil (vai)@
@biggest: ST is ~@|@piyemkihqon (vii)@
@bill: fifty-dollar ~@|@naninsk kehsakisuwey (-al)(ni), naninsk kehsakisuwey(-al)(ni)@
@bill: five-dollar ~@|@nanakisuwey (-al)(ni)@
@bill: one-hundred-dollar ~@|@qotatq kehsakisuwey (-al)(ni)@
@bill: ten-dollar ~@|@qotinsk kehsakisuwey(-al)(ni)@
@bill: two-dollar ~@|@nisakisuwey (-al)(ni)@
@billberry (Amelanchier arborea)@|@anqotuwawimin (ni)@
@bind SB together from two like pieces (pl objects)@|@astupilal (vta)@
@bind ST tightly@|@sakolahqostahmon (vti)@
@bind ST: SB ~s@|@kolopitun (vti)@
@bind them together: SB ~s@|@astupilomon (vti) (with pl ob)@
@bind toegther forming ST from two pieces: SB ~@|@astupitun (vti)@
@bind: SB wants to ~@|@kotuwakopehtahsu (vai)@
@binder (basketmaking)@|@lakopehtikon (na)@
@binder (basketmaking): small ~@|@lakopehtikonossis (na dim)@
@binder that is tightly secured (basketmaking)@|@skihkipolahsut (-iyil)(ni)@
@binoculars@|@laput (ni)@
@binoculars: SB looks with ~@|@laputihike (vai)@
@birch tree@|@masqemus (-iyik)(na)@
@birch: yellow ~@|@mosson (-ok)(na)@
@birchbark@|@masq (-iyil)(ni)@
@birchbark canoe@|@masqewuloq (ni)@
@birchbark torch@|@topiqenikon (-ol)(ni), wahsenomakon (-ol)(ni)@
@birchbark: large piece of ~@|@sipekhikon (-ol)(ni)@
@bird@|@sips (-ok)(na)@
@bird hunter@|@nuci-sipsuhket (na)@
@bird hunters@|@nuci-sipsukhoticik (na-pl)@
@bird: female ~@|@sqehehs (-ok)(na)@
@bird: small ~@|@sipsis (-ok)(na)@
@bird: song~@|@sipsis (-ok)(na)@
@birth: she gives ~@|@wolessu (vai)@
@birthday: ST is SB's ~@|@tetomaskuwikotone (vai)@
@bishop@|@muhsilepehk (-ok)(na)@
@bit: drill ~@|@lalokihikon (ni)@
@bitch@|@sqehsom (ok)(na), sqehsomuhs (-ok)(na)@
@bite a hole in ST@|@tuwalokotomon (vti)@
@bite a hole through ST@|@saputiyalokotomon (vti)@
@bite back at SB: SB ~s@|@asite-pokehlal (vta)@
@bite SB ear off@|@tomalokossepal (vta)@
@bite SB in two@|@tommal (vta)@
@bite SB leaving mark: SB ~s@|@cilomal (vta)@
@bite ST@|@pokehtun (vti)@
@bite ST and holds ST: SB ~s@|@askikotomon (vti)@
@bite ST in two@|@tomotomon (vti)@
@bite ST leaving a mark: SB ~s@|@cilotomon (vti)@
@bite: SB ST is marked with a ~@|@cilotasu (vai/vii)@
@bitter: ST tastes ~@|@ksihpukot (vii)@
@bitterly: ST is ~ cold@|@wisoki-tkeyu (vii)@
@bittern (American bittern)@|@cimqaha (na), kcimqaha (na)@
@black@|@mokosew- (pv)@
@black alder@|@tuhp (-iyik)(na)@
@black cherry@|@kci-masqesimin (ni)@
@black robed person@|@mekosewsewet (na)@
@black snakeroot@|@mekosesiminokahk (-il)(ni)@
@black snakeroot berry (Sanicula marilandica)@|@athusossuwimin (ni)@
@black spruce@|@kawatoq (na)@
@black ST out: SB ~s@|@kahsehtun (vti)@
@black willow (Salix nigra)@|@konusehs (na)@
@black: SB has ~ hair@|@mokosewatpe (vai)@
@black: SB is ~@|@mokoseweyu (vai)@
@black: SB is colored ~ (bruised)@|@mokosewocossu (vai)@
@black: SB is cooked ~@|@mokosewaqosu (vai)@
@black: SB is stained ~@|@mokosewocoksu (vai)@
@black: SB turns ~@|@mokosewiye (vai)@
@black: ST is ~@|@mokoseweyu (vii)@
@black: ST is stained ~@|@mokosewocoke (vii)@
@black: ST looks ~@|@mokosewinaqot (vii)@
@black: ST turns ~@|@mokosewiye (vii)@
@black: there are ~ clouds@|@mokosewaluhkot (vii)@
@blackberry@|@saqtemin (-ok)(na)@
@blackberry bush@|@saqteminimus (iyik)(na)@
@blackbird@|@skonoqoss (-ok)(na)@
@black-eyed susan@|@pulosahsis (-ol)(ni)@
@blacksmith@|@nutahkuhkehtahsit (na), nutahkuhket (na)@
@bladder on seaweed@|@wosokesq (-iyik)(na)@
@bladder wrack@|@kaskolos (ni)@
@bladder: SB's ~@|@muteminsol (na-d)@
@blade of grass@|@pskihq (-ol)(ni)@
@blame him regardless: SB ~s@|@kapehlal (vta)@
@blame SB@|@t-oqimal (vta)@
@blanket@|@ahsuhun (-ol)(ni), petqil (-ol)(ni)@
@blanket used as a shawl@|@ksuwosun (ni)@
@blaspheme: SB ~s@|@nipskatuwe (vai)@
@blather: SB ~s@|@koluskacomu (vai)@
@blaze up: ST ~s@|@ksamkole (vii)@
@bleed: SB ~s to death@|@sikteqqiye (vai)@
@bleed: SB has stopped ~ ing@|@mehcipolasu (vai)@
@bleed: ST has stopped ~ ing@|@mehcipolasu (vii)@
@bleeder@|@nuciqqiyat (na)@
@bleeding: ST is ~@|@pokahkoniw (vii)@
@bless self (sign of cross): SB ~s@|@cipiyatkuhke (vai)@
@Blessed Virgin Mary@|@Sakomawi-Mali (na)@
@blind@|@ahsuwekopolikon (ni)@
@blind: SB is ~@|@kapu (vai), khapu (vai)@
@blink: SB ~s repeatedly@|@piskiqehpusu (vai)@
@blink: ST ~s@|@macikcehpute (vii)@
@blister@|@wosokesq (na)@
@blister: fever ~@|@kulsuwa (na)@
@bloated: SB is ~@|@putawehe (vai)@
@bloated: SB is ~ and bulging out@|@putawiyapskessu (vai)@
@block and tackle (Sipayik)@|@kuhkukhahs (na)@
@block SB entrance by pushing on door: SB ~s@|@koptehkomuwal (vta)@
@block SB passage with body: SB ~s@|@kopkuwal (vta)@
@blonde hair: SB has ~@|@wisawatpe (vai)@
@blood@|@pokahkon (-ol)(ni)@
@blood clot@|@paht (-uwok)(na)@
@blood clot: SB/ST forms a ~@|@kpihqessu (vai/vii)@
@blood poisoning@|@wolomon (ni)@
@blood: hit SB drawing ~@|@pokahkonihtahal (vta), pokahkonihtahal (vta)@
@blood: SB has ~ on hand (s)@|@pokahkoniptine (vai)@
@bloodroot@|@pekahkoniyahsok (ni), wiphulaksons (-ok)(na)@
@bloodroots@|@pekahkoniyaskil (ni-pl)@
@bloodsucker@|@kihkamq (na)@
@bloody SB's nose by hitting@|@pehkehkihtonehtahal (vta)@
@bloody: SB is ~ (cloth)@|@pokahkoneku (vai)@
@bloody: SB's clothes are ~@|@pokahkoneku (vai)@
@bloody: ST is ~@|@pokahkoniw (vii)@
@bloody: ST is ~ (clotSB garment)@|@pokahkonekon (vii)@
@bloom: she ~s into woman@|@psqahsuwe (vai)@
@bloom: ST ~s@|@psqahsuwe (vii)@
@bloom: ST ceases to ~@|@mehtahtuwe (vii)@
@blossom: SB ~s and bears fruit@|@minkasu (vai)@
@blouse: woman's ~@|@mahtolet (-ol)(ni)@
@blow: one who ~s@|@nuci-putuwet (na)@
@blow: ones who ~@|@nuci-putuwecik (na-pl)@
@blow: SB ~s@|@putuwe (vai)@
@blow: SB ~s nose. nose: SB blows SB's ~@|@soniku (vai)@
@blow: ST ~s here w/the wind@|@petolamsuke (vii)@
@blow: ST ~s off in the wind@|@monolamson (vii)@
@blow: ST ~s up@|@peskote (vii)@
@blow: the wind ~s along@|@pomolamson (vii)@
@blowtorch@|@tomaqosikon (-ol)(ni)@
@blubber@|@wihk (-iyil)(ni)@
@blue flag (Iris versicolor)@|@kakskimuhkahs (ni)@
@blue violet@|@ktaqhomuhsis (na)@
@blue: SB turns ~@|@sinpisiye (vai)@
@blue: ST is ~sky-colored: ST is ~@|@musqonocihte (vii)@
@blueberry@|@saht (-iyil)(ni)@
@bluejay@|@komiwoniqs (na), tihtiyas (-ok)(na)@
@blueprint@|@natomiyapotikon (-ol)(ni)@
@bluff: SB ~s@|@qetpawotahsu (vai)@
@blush@|@pqonuwuhusut (-iyil)(ni)@
@blush: SB ~ es@|@pqiqehe (vai)@
@blush: speak to SB and make them ~@|@mihqiqemal (vta)@
@board@|@psiksoq (ni)@
@board SB@|@t-olawsikhal (vta)@
@board: give SB room and ~@|@takupolal (vta)@
@boards@|@psiksokul (ni-pl)@
@boast about SB@|@palikhal (vta)@
@boast about ST@|@paliktun (vti)@
@boast: SB ~s@|@kintunehtaqsu (vai), paltaqsu (vai)@
@boat landing@|@oqessut (-iyil)(ni)@
@boat quickly: take SB by ~@|@wisahulal (vta)@
@boat SB away@|@macehulal (vta), macehutun (vti)@
@boat ST away@|@macehutun (vti)@
@boat towing another@|@nihkanuloq (ni)@
@boat: bring SB by ~@|@pethulal (vta)@
@boat: go get SB to ride in ~@|@nathulal (vta)@
@boat: new ~@|@piluloq (ni)@
@boat: old ~@|@kanuloq (ni)@
@boat: SB ~s alone@|@qotulom (vai)@
@boat: SB has a ~@|@tuliw (vai)@
@boat: SB takes SB around in a ~@|@iyalhulal (vta)@
@boat: SB's ~@|@tul (-ol) (ni-d), tuloq (ni-d), tuloq (ni-d)@
@boat: take SB by ~ quickly@|@wisahulal (vta)@
@boat: wooden ~@|@oposuloq (ni)@
@boats: new ~@|@pilulokul (ni-pl)@
@boats: wooden ~@|@oposulokul (ni-pl)@
@bobby pin@|@kelonaket (na)@
@bobcat@|@posu (-ok)(na)@
@bobcat hunter@|@nuci-posuhket (na)@
@bobcat hunters@|@nuci-posuhkecik (na-pl)@
@bobsled@|@suwhewik (-ol)(ni)@
@body lotion@|@sunhusut (-iyil)(ni)@
@body odor: SB has ~@|@maskilqiye (vai)@
@body of water at base of cliff: there is a ~@|@koskitome (vii)@
@bog@|@pkuwahq (ni)@
@bog spruce@|@kawatoq (na)@
@bogeyman (smb scary to children)@|@kuku (na)@
@bogs@|@pkuwahkul (ni-pl)@
@boil@|@anqotuwa (na)@
@boil SB@|@t-olakomitehla (vta), t-olakomitehlal (vta)@
@boil SB off@|@monakomitehlal (vta)@
@boil SB until burnt and hardened@|@sakolapsqesal (vta)@
@boil SB until hardened@|@sakolapsqehlal (vta)@
@boil ST@|@t-olakomitehtun (vti)@
@boil ST off@|@monakomitehtun (vti)@
@boil: remove ST by ~ ing@|@monakomitehtun (vti)@
@boil: SB ~s away@|@sihkolapsqesu (vai)@
@boil: SB ~s dry@|@sihkolapsqesu (vai)@
@boil: SB ~s off@|@monakomitehe (vai)@
@boil: SB ~s over@|@pasitakomitehe (vai)@
@boil: SB/ST ~s@|@lakomitehe (vai/vii)@
@boil: ST ~s away@|@sihkolapsqete (vii)@
@boil: ST ~s dry@|@sihkolapsqete (vii)@
@boil: ST ~s off@|@monakomitehe (vii)@
@boil: ST ~s over@|@pasitakomitehe (vii)@
@boiler@|@lakomitehtikon (na)@
@boiling: SB is ~ (liquid)@|@tolakomitehe (vai)@
@boiling: ST is ~ (liquid)@|@tolakomitehe (vii)@
@boils: SB has ~@|@anqotuwawine (vai)@
@bolt@|@skihkapekhikon (-ol)(ni)@
@bone@|@skonis (ol)(ni)@
@bone marrow@|@winis (-ol)(ni)@
@bone marrow disease: SB has ~@|@winisuwine (vai)@
@bone: SB's ~s give out@|@musikonassu (vai)@
@bony: SB is ~@|@skonishoke (vai)@
@bony: SB is ~ (fish)@|@skonisiw (vai)@
@booby trap@|@lapektuwakon (ni)@
@book@|@okitomakon (-ol)(ni), wikhikon (-ol)(ni)@
@boondocks@|@kataskomiq (ni)@
@boot@|@kuts (na)@
@boot-liner: SB's ~@|@t-osikon (-ol) (ni-d)@
@booty@|@komutonikon (ni)@
@bore hole in ST@|@tuwalokahmon (vti)@
@borer: tree ~@|@muhsu (-ok)(na)@
@born: SB is ~@|@nomihqosu (vai)@
@born: SB is ~ early@|@miyahsi-nomihqosu (vai)@
@borrow from SB@|@mahqalal (vta)@
@borrow from SB: SB can ~@|@kiscanomuwal (vta)@
@borrow: come (go)to ~ from SB@|@natcanomuwal (vta)@
@borrowed from SB: SB ~@|@kiscanomuwal (vta)@
@boss@|@kciqaha (na)@
@boss: minor or small ~@|@kciqahahsis (na dim)@
@both@|@toqiw (pc), nisiw (pc)@
@bother SB@|@utomeyuwal (vta)@
@bother SB by touching@|@sispeyuwal (vta), sispeyuwal (vta)@
@bother ST by touching@|@sispeyutomon (vti)@
@bother: come and ~ SB@|@peci-'tomeyuwal (vta), peci-wtomeyuwal (vta)@
@bothering@|@tom- (pv), tomi (pv)@
@bothersome@|@tom- (pv), tomi (pv)@
@bothersome: SB is ~@|@tomihke (vai)@
@bottle@|@puhtay (-ak) (ni)@
@bottle: quart ~@|@qatsis (-ok)(na)@
@bottom of hill: at ~@|@cikcahkew (Ma) (pc), cikcahkiw (Pa) (pc)@
@bottom of lidded basket@|@wiponut (-iyil)(ni)@
@bottom: only the ~ of him is covered (container)@|@puhkonikciyepu (vai)@
@bough@|@pskiyahtoq (ni)@
@bough: cedar ~@|@kakskatoq (na)@
@boughs@|@pskiyatkul (ni-pl)@
@bought SB: SB ~@|@kisonuwal (vta)@
@bought ST for SB: SB ~@|@kisonuhmuwewan (vt2o)@
@bounce around: ST ~s@|@yalamu (vii)@
@bounce SB up and down@|@ninimtehkuwal (vta)@
@bounce: ST ~s around@|@yalamu (vii)@
@bovine@|@kuhusuwi (kuhusuw-)(pv)@
@bow (boat)@|@nawuloq (ni)@
@bow (weapon)@|@tap (-iyik)(na)@
@bow head: SB ~s@|@cituwamqewu (vai)@
@bow of a boat@|@qonaskuloq (ni)@
@bowl@|@walot (-iyik)(na)@
@bowl for mixing@|@tuhcokhikonut (-iyik)(na)@
@bowl for sugar@|@mahqaninut (-iyik)(na), sukolinut (-iyik)(na)@
@bow-legged: SB is ~@|@panolukheku (vai)@
@box@|@paksis (-ol)(ni), tuwahtahsut (-iyil)@
@box: SB ~ es@|@toke (vai)@
@boxer@|@nuci-nseqehmat (na), nuci-toket (na)@
@boxers (fighter)@|@nuci-nseqehmacik (na-pl)@
@boy@|@skinuhsis (-ok)(na)@
@boyfriend: have SB as ~@|@utuhkominol (vai)@
@brace@|@cetuwaqhomon (vti), cecononikon (na)@
@brace SB against falling: SB ~s@|@ceconaqhal (vta)@
@brace self: SB ~s@|@ceconitutom (vai)@
@brace ST against falling: SB ~s@|@ceconaqhomon (vti)@
@brace ST solidly: SB ~s@|@ceconihtun (vti), ceconiyal (vta)@
@braced against falling: SB is ~@|@ceconaqhasu (va)@
@bracelet@|@wisqoney (-al)(ni)@
@bracing@|@ceconi (cecon-)(pv)@
