@English@|@Basque@
@to go up@|@igo@
@to greet@|@agurtzeko@
@to grind@|@apurtu@
@to group together@|@taldekatu@
@to grow@|@hazi@
@to grow fat@|@gizendu@
@to grow up@|@nagusitu@
@to guess@|@asmatu@
@to guess thoughts@|@igarri, somatu@
@to half do something@|@e-r erdizka egin@
@to han@|@itzuli@
@to hand in@|@eskuz eman@
@to hand out@|@banatu@
@to hand over@|@en eskuetan jarri@
@to handle@|@eskuztatu@
@to have@|@ukan@
@to have a cough@|@eztul egin@
@to have a duel@|@duelu egin@
@to have a good cry@|@barrua negarrez hustu@
@to have a hand in something@|@e-tan eskua sartu@
@to have a long reach@|@beso luzeak izan@
@to have a shave@|@bizarra@
@to have a shower@|@dutxatu@
@to have a sore throat@|@eztarriko mina izan@
@to have a stab at doing something@|@e-r egiten saiatu@
@to have an idea@|@buruatu@
@to have bats in the belfry@|@burutik egon@
@to have breakfast@|@gosaldu@
@to have diarrhea@|@kakeria izan@
@to have dinner@|@afaldu@
@to have visitors@|@etxean bisitariak eduki@
@to heal@|@sendu@
@to hear@|@entzun@
@to hide@|@ezkutatu, gorde@
@to himself@|@bere baitan@
@to hinge on@|@-(r)en esku egon@
@to hit@|@jo, kolpatu@
@to hold@|@eutsi@
@to hold someone at bay@|@i-r inori (ezeri) eutsi@
@to hold someone hostage@|@i-r bahituta izan@
@to hold up@|@atzerapen@
@to hope@|@espero, espero izan@
@to impose a fine@|@-(r)i isuna ezarri@
@to inspire@|@isuri@
@to invent@|@asmatu@
@to investigate@|@ikertu@
@to invite@|@gonbidatu@
@to iron clothing@|@plantxatu@
@to jog@|@(r)i bultza egin@
@to jog someone's memory@|@i-en oroimena bizkortu@
@to join@|@kide bihurtu@
@to join a church@|@eliza batean sartu@
@to join the army@|@armadan sartu@
@to jump@|@jauzi egin@
@to jump ship@|@ontzia bertan behera utzi@
@to keep@|@gorde, zaindu@
@to keep a level head@|@burua ez galdu@
@to keep in store@|@gordeta eduki@
@to keep one's promise@|@hitza atxiki@
@to keep watch@|@zaindari egon@
@to keep watch on someone@|@i-r zaintzapean eduki@
@to kill@|@baretu, hil@
@to knit one's brow@|@beltzuri egin@
@to knit together@|@bat egin@
@to know@|@ezagutu, ezagutzen, ezgutu, jakin@
@to laugh@|@barre egin@
@to lay one's hands on@|@atzeman@
@to lay something under an embargo@|@e-r bahitu@
@to lead a hard life@|@bizimodu gogorra izan@
@to leaf through@|@gainetik irakurri@
@to learn@|@ikasi@
@to leave@|@irten, utzi@
@to lend a hand@|@i-i langundu@
@to let someone off the hook@|@i-r ateratzen utzi@
@to liberate@|@libratu@
@to lift@|@jaso@
@to like@|@gustatu@
@to listen@|@entzun@
@to live@|@bizi@
@to live in clover@|@esne-mamitan bizi@
@to look@|@begiratu@
@to lose@|@galdu@
@to lose courage@|@bihotza galdu@
@to lose one's temper@|@haserretu@
@to love@|@enamoratua@
@to mail@|@bidali@
@to make@|@egin, prestatzeko@
@to make a claim@|@alegatu@
@to make a fool of someone@|@barregarri gelditu@
@to make cold@|@hotzitu@
@to make note of@|@e-r apuntatu@
@to make or become happy@|@potzu, poztu@
@to make someone angry@|@i-r haserretu@
@to make someone do something@|@i-e e-r egitera behartu@
@to make someone happy@|@i-r poztu@
@to make someone judste@|@epaile egin@
@to make someone rich@|@i-r aberastu@
@to make someone wait@|@igurikarazi@
@to marry@|@exkondu, ezkondu@
@to mask@|@mozorrotu@
@to match closely@|@baliokidea izan@
@to me@|@enegana, niri@
@to meet@|@elkartu@
@to mess up@|@nahastu@
@to mislay@|@galdu@
@to misplay@|@galdu@
@to mix@|@nahastu@
@to move@|@higi-tu, mugitu@
@to multiply@|@biderkatu@
@to narrow@|@mugatu@
@to narrow down@|@mugatu@
@to need@|@behar@
@to notice@|@oharmen@
@to open@|@zabaldu@
@to oppose@|@kontrajardun@
@to order@|@agindu, agintzen@
@to overcome@|@gainditu@
@to overeat@|@okatu@
@to overturn@|@tirabiratu@
@to owe@|@zordu@
@to pair (up)@|@kidetu@
@to pale@|@zurbildu@
@to pander to someone@|@i-en gustuari@
@to pass judgement on somebody@|@i-r epaitu@
@to pay@|@ordaindu@
@to pay on delivery@|@entregatzean ordaindu, entregatzean ordiandu@
@to pay tribute to somone@|@gorazarre egin@
@to pick up@|@bildu@
@to piss@|@pixa@
@to play@|@jokatu, jolastu@
@to play dice@|@dadotan ari@
@to play the game@|@garbi jokatu@
@to pollute@|@kutsatu@
@to pose as@|@i-ena egin@
@to pose as an intellectual@|@intelektualarena egin@
@to prefer@|@nahiago@
@to prepare@|@prestatzeko@
@to promise somthing to someone@|@i-i e-r ermateko@
@to protect@|@babestu@
@to pull@|@tira@
@to pull up one's roots@|@etxeaz aldatu@
@to punish@|@zigortu@
@to put@|@ipini, jarri@
@to put down@|@utzi@
@to put in@|@sartu@
@to put into gear@|@martxan jarri@
@to put something in the right perspective@|@e-r dagokion tokian jarri@
@to qualify@|@gaitu@
@to rain@|@euria egin@
@to raise one's self above the crowd@|@guztien artean nabaritu@
@to reach@|@irispide, iritsi@
@to read@|@irakurri@
@to rebel@|@jaiki@
@to receive@|@jaso@
@to recognize@|@ezagutu@
@to reduce@|@murriztu, txikitu@
@to referee@|@artekari@
@to reject@|@baztertu@
@to relax@|@lasai@
@to remain@|@geratu@
@to remember@|@gogoratu@
@to remove@|@kendu@
@to remove rust@|@ugera@
@to remove water@|@xukatu@
@to repair@|@konpondu@
@to resemble@|@-(r)en antzekoa izan@
@to return@|@itzuli@
@to ring back@|@i-i berriz hots egin@
@to ring up@|@telefonoz hots egin/deitu@
@to rip@|@txikitu@
@to rise@|@igo, jaiki@
@to risk@|@arrisku@
@to roar@|@orroe egin@
@to roast@|@erre@
@to roll the dice@|@dadoak bota@
@to rope off@|@sokaz inguratu@
@to run@|@korrika egin@
@to rush on@|@eraso@
@to saddle up@|@zelatu@
@to say@|@esan@
@to scare@|@bildurtu@
@to seal off@|@ihesbideak itxi@
@to search for@|@bilatu@
@to see@|@ikusi, ikustera@
@to sell@|@saldu@
@to sell back@|@berriz saldu@
@to sell out@|@saldu@
@to send@|@bidali@
@to separate@|@urrundu@
@to sew@|@josi@
@to sew up@|@josi@
@to ship out@|@bidali@
@to shoot (a firearm)@|@tiro egin@
@to shoot a pistol@|@pistolarekin tiro egin@
@to shoot pool@|@bilarjokoan aritu@
@to shoot someone dead@|@i-r tiroka hil@
@to shoot up@|@tiroka ibili@
@to shorten@|@motzu, moztu@
@to shout@|@orroka-tu@
@to shout with glee@|@pozez oihukatu@
@to show@|@erakutsi@
@to show up@|@agertu@
@to sign a treaty@|@ituna izenpetu@
@to sin@|@bekatu egin@
@to sing@|@abestu, kantatu@
@to sit@|@eseri@
@to sit down@|@eseri, jarri@
@to slave away at doing something@|@esklaboen antzera lan egin@
@to smooth out@|@guri-tu@
@to soften@|@bigundu, guri-tu@
@to soil@|@zikindu@
@to speak@|@hitzegin, mintzatu@
@to spell out@|@zehatz-mehatz azaldu@
@to spend@|@xahutu@
@to spill@|@jario@
@to stamp down@|@ostikoka zapaldu@
@to stamp one's foot@|@lurra ostikoka zapaldu@
@to start the ball rolling@|@gauzak martxan jarri@
@to starve@|@gosez hiltzen utzi@
@to starve someone of something@|@i-r e-z gabetu@
@to steal@|@lapurtu, ohostu@
@to still@|@baretu@
@to stir@|@higi-tu@
@to stomp@|@zuzitu@
@to stop dead@|@bertantxe gelditu@
@to strengthen@|@kemendu@
@to study@|@ikasi@
@to surprise@|@harritu@
@to swim@|@igeri egin@
@to take@|@hartu@
@to take a gamble@|@apostu bat egin@
@to take a walk@|@paseatzera@
@to take away@|@eraman@
@to take care of@|@babestu@
@to take delight in@|@(e)an atsegin hartu, e-k i-i atsegin eman@
@to take delivery of@|@jaso@
@to take note of something@|@e-z ohartu@
@to take notice of something@|@ohartu@
@to take one's turn@|@nork bere txanda hartu@
@to take risks@|@arriskatu@
@to take root@|@sustraiak egin@
@to take someone prisoner@|@i-r preso hartu@
@to take the lead@|@aurrea hartu@
@to talk to@|@hitzegin@
@to teach@|@irakatsi@
@to tear@|@puskatu@
@to tear a hole@|@zulatu@
@to tease@|@burla@
@to tell@|@kontatu@
@to testify to something@|@salatu@
@to thank@|@eskertu@
@to the earth@|@lurrari@
@to the man@|@gizonari@
@to the right@|@eskuinera@
@to think@|@pentsatu, uste@
@to throw@|@bota@
@to throw out of gear@|@martxa lokatu@
@to thumb through@|@gain-gainetik irakurri@
@to tie@|@lotu@
@to tire@|@nekatu@
@to touch@|@ikutu@
@to transmit@|@transmititu@
@to treat@|@tratatu@
@to trust@|@itxaron@
@to try hard@|@zazpi ahaleginak egin@
@to turn@|@bira-tu, itzuli@
@to turn a deaf ear to@|@gorrarena egin@
@to turn a new leaf@|@bizimodua berritu@
@to turn into@|@bihurtu@
@to turn off@|@itzali@
@to turn on@|@pitzu@
@to turn pale@|@zurbildu@
@to turn purple@|@ubeldu@
@to understand@|@ulertu@
@to use@|@erabil@
@to verify@|@egiztatu@
@to vomit@|@okatu@
@to wait@|@itxaron, itxoin, itxoin@
@to wait for@|@igurikatu, iguriki@
@to wake up@|@esnatu@
@to walk@|@buelta, ibili@
@to want@|@nahi@
@to warn@|@abisatu@
@to wash the dishes@|@ontziak garbitu@
@to waste@|@galdu@
@to watch for@|@igurikatu, iguriki@
@to wear@|@jantzi@
@to wet@|@busti@
@to whip out@|@tarrapatan@
@to whip up@|@harrotu@
@to widen@|@zabaldu@
@to win@|@gailendu, irabazi, lortu@
@to win by default@|@jokatu gabe irabazi@
@to wink at@|@begi-keinu egin@
@to wire@|@konektatu@
@to wish someone goodbye@|@i-i agur esan@
@to write@|@idatzi@
@toad@|@apo, apo arrunt, sapo, zapo@
@today@|@gaur@
@together@|@elkarekin@
@together with@|@(r)ekin batera@
@toilet@|@komun@
@tomorrow@|@bihar@
@tongue@|@mihi@
@tonsil@|@amigdala@
@too@|@baita...ere, ere@
@too cold@|@hotzegi@
@tool@|@lanabes, tresna@
@tool box@|@erreminta, lanabes-kaxa@
@tool chest@|@erreminta@
@tooth@|@hortz@
@toothache@|@hagineko min@
@top@|@egi, gain, hegi, tontor@
@tope shark@|@gelba@
@topic@|@hari@
@tore out@|@erauzitako@
@tornado@|@tornado@
@torque wrench@|@giltza dinamometriko@
@torso@|@gorputz-enbor, soin@
@tortilla@|@tortilla@
@tortoise@|@dortoka@
@toss@|@jaurtiketa@
@touch@|@ukitu, ukitzen@
@tourism office@|@turismo bulegoa@
@tourist industry@|@turismo@
@tournament@|@torneo@
@toward@|@ganantz@
@towards@|@-gana, aldera@
@towel@|@toaila@
@town@|@herri, hiri@
@town centre@|@erdigune@
@town clerk@|@udal idazkari@
@town council@|@udalbatza@
@town hall@|@udaletxe@
@track@|@aztarna@
@traditional Basque card game@|@mus@
@traffic@|@seinalizazio-panel@
@traffic control sign@|@seinalizazio-panel@
@traffic light@|@semaforo@
@traffic sign@|@trafiko-seinale@
@traffic signal@|@semaforo@
@tragic actor@|@antzezlari tragiko@
@trail@|@bide@
@train@|@tren@
@train station@|@tren geltokia@
@tranquil@|@lasai, trankil@
@transform@|@transformatu@
@translate@|@itzuli@
@translation@|@itzultze@
@translator@|@itzulitzaile, itzultzaile@
@transmission@|@transmisio@
@transmission chain@|@transmisio-kate@
@trap@|@tranpa-sare@
@trap net@|@tranpa-sare@
@trash can@|@zakarrontzia@
@travesty@|@parodia@
@tread on@|@zuzitu@
@treat@|@tratatu@
@tree@|@arbola, zuhaitz@
@tree diagram@|@zuhaitz-diagrama@
@tree sparrow@|@landa-txolarre@
@tree swallow@|@zuhaitz-enara@
@tremor@|@ikara@
@trench@|@lubaki, trintxera@
@triangle@|@triangelu@
@tribunal@|@epaimahai, epaimahai (B)@
@tribute@|@zerga@
@trigger fish@|@baleztarrain@
@trigonometry@|@trigonometria@
@trip@|@bidai, bidaia@
@tripe@|@tripakiak@
@triple@|@hiruko, hirukoitz@
@trousers@|@prakak@
@truck@|@kamioi@
@trump (card-games)@|@triunfo@
@trumpet fish@|@arrain tronpetari@
@trunk@|@gorputz-enbor@
@truth@|@egi, egia@
@try@|@eginahal@
@tube@|@tutu@
@Tuesday@|@astearte@
@tumor@|@tumore@
@tuna fish@|@atuna@
@turkey@|@indioilar@
@turkey vulture@|@sai papargorri@
@turmoil@|@iskanbilak, nahaste-borraste@
@turn (as in 'it's your turn')@|@txanda@
@turn around@|@bira eragin, buelta eman, itzuli, jiratu@
@turn aside@|@aldendu@
@turn of phrase@|@esaera@
@turn of the tide@|@joeraren aldaketa@
@turn on@|@piztu@
@turn over@|@irauli@
@turn round@|@jiratu@
@turnip@|@arbi@
@turtle@|@dordoka@
@tweezers@|@pintzak@
@twelve@|@hamabi@
@twentieth@|@hogeigarren@
@twenty@|@hogei, hogoi@
@twig@|@txotx@
@twin@|@biki, bizki@
@twisted@|@oker@
@two@|@bi@
@two each@|@bina@
@typewriter@|@idazmakina@
@typhoid fever@|@sukar ustel@
@ugly@|@itsusi@
@ulterior motive@|@bigarren asmo@
@umbrella@|@aterki, euritako, goardasol@
@uncle@|@osaba@
@uncooked@|@gordin@
@under@|@-pe(an)@
@under lock and key@|@giltzapeturik@
@under pressure@|@behartuta@
@underneath@|@-pe(an)@
@understand@|@aditu@
@understanding@|@ulertzen@
@undo@|@zuzitu@
@uniform@|@uniforme@
@unit@|@ale@
@United States@|@Estatu Batuak@
@universe@|@unibertso@
@university@|@unibertsitate@
@unproductive@|@agor@
@unruly@|@disziplinarik gabe@
@until@|@arte@
@until further notice@|@berri eman arte, berriro jakinarazi arte@
@until...; between@|@artean@
@up river@|@ibaian gora@
@up to@|@ganaino@
@upper class@|@goi-klase@
@urine@|@gernu@
@use@|@erabil@
@vaccum@|@xurgagailu@
@vacuum@|@irenskailu@
@valley@|@aran, haran, ibar@
@valve@|@balbula@
@vampire@|@banpiro@
@vase (of flowers)@|@lorontzi@
@vegetable fat@|@landare-olio@
@vegetable garden@|@baratz@
@vegetable soup@|@berdura-zopa@
@vehemently@|@sukar-ki@
@vein@|@zain@
@velocity@|@abiada, abiadura, abidxada, lastertasun@
@vend@|@saldu@
@venus@|@argi ixerra@
@verify@|@egiaztatu@
@vermut@|@bermuta@
@vernal equinox@|@udaberriko ekinozio@
@versatile@|@erabilera askotako, eskuanitz@
@verse@|@bertso, bertsolari@
@version@|@bertsio@
@very@|@biziki@
@very best@|@jator@
@very much@|@asko@
@vigorous@|@sendo@
@violence@|@biolentzia@
@violent@|@gogor@
@violinist@|@bibolinista@
@virgin@|@birjina@
@virgin olive oil@|@oliba-olio birjina@
@visitor@|@bisitari@
@vocabulary@|@hiztegi@
@voice@|@ahots@
@volatile@|@hegazkor, lurrinkor@
@vote@|@boto@
@vowel@|@bokal@
@vulture@|@sai@
@vulva@|@alu@
@wagon@|@gurdi@
@waist@|@gerri@
@wait@|@itxoin@
@waiting@|@igurika, zai@
@waitress@|@zerbitzaria@
@wake up@|@itzarri@
@walk@|@txango@
@wall@|@horm, horma@
@wall light@|@aplike@
@walnut@|@intxaur@
@walrus@|@mortsa@
@war@|@gudu@
@warcry@|@gerra-deiadar@
@warm@|@bero, epel@
@warm up@|@berotu@
@warning@|@ohar@
@warp@|@konkortu@
@warrior@|@gerlari@
@was@|@zegoen, zen@
@washer@|@garbigailu@
@wasp@|@liztor@
@wastepaper basket@|@paperontzi@
@watch@|@erloju, erlojua@
@watch out@|@kontuz ibili@
@watch your step!@|@kontuz ibili!@
@water@|@ur@
@water table@|@ur-geruza@
@watermelon@|@angurri, sandia@
@wax@|@ezko@
@we@|@gu@
@we are@|@gabiltza@
@we are late@|@berandu gara@
@we have@|@badaukagu@
@weak@|@ahul@
@wealth@|@ondasun@
@weather@|@eguraldi@
@Wednesday@|@Asteazken@
@weed@|@belar gaizto, belar txar, jorratu@
@weed out@|@jorratu@
@weekday@|@astegune@
@weekend@|@asteburu@
@well@|@iturri, putzu@
@well behaved@|@txintxo@
@well-being@|@ongizate@
@wept@|@malko batzuk atera@
@we're booked up@|@sarrerak@
@west@|@mendebalde@
@west wind@|@mendebal-baize, mendebaldeko haize@
@whale@|@balea@
@whale shark@|@marrazo balea@
@whale-shark@|@marrazo balea@
@what@|@zer@
@What happened?@|@Zer gertatu zen?@
@what?@|@zerk?@
@whatever@|@edozer, zernahi@
@what's the good of it?@|@zertako da?@
@What's up?@|@Zer dugu?@
@wheat@|@gari, garia@
@wheel@|@gurpil@
@when@|@noiz@
@when (subordinating conj.)@|@-enean@
@when...for?@|@noizko@
@where@|@non@
@Where are you from?@|@Nongoa zara?@
@where to@|@no-ra@
@Where were you born?@|@Non Jaio zinen?@
@where...for@|@norako@
@wherefrom@|@non-dik@
@wherever@|@edonon, nonahi@
@which@|@zein@
@which (pl.)@|@zeintzu@
@which corresponds to me@|@dagokidan@
@which is@|@dagoen@
@whichever@|@edozein, zeinhai, zeinnahi@
@while@|@bitartean@
@whip@|@zartailu, zigor@
@whip up@|@harrotu@
@whistle@|@txistu egin@
@white@|@txuri@
@white magic@|@sorginkeria beltz@
@white shark@|@marrazo zuri@
@white; to you@|@zuri@
@white-winged lark@|@kalandria hegalzuri@
@who@|@nor@
@who (pl)@|@nortzu@
@who?@|@nork?@
@whoever@|@edonor, nornahi@
@whole@|@gutzi, sendo@
@whore@|@emagaldu, puta@
@whose turn is it?@|@noren txanda da?@
@why@|@zergaitik@
@wicked@|@gaizto@
@wicker basket@|@txistera@
@wide@|@xabal, zabal@
@widow@|@alardun, alargun@
@wierd@|@bitxi@
@wife@|@emazte@
@wig@|@ileorde, perruka@
@wiggle@|@kulunkatze@
@will@|@gogo@
@will bring@|@ekarriko@
@will dance@|@dantzatuko@
@will have to@|@beharko@
@will help@|@lagunduko@
@will wake up@|@esnatuko@
@willow@|@sahats@
@win@|@gailendu, irabazi@
@win around@|@i-r i-en arrazoietara bildu@
@win back@|@berreskuratu@
@win over@|@i-r i-en arrazoietara bildu@
@wind@|@haize@
@wind direction@|@haizearen direkzio@
@wind generator@|@sorgailu eoliko@
@wind power@|@haize-energia@
@wind shear@|@haizearen zizailadura@
@wind sock@|@haize-kono@
@wind speed@|@haizearen abiadura@
@wind tunnel@|@haize-tunel@
@windmill@|@sorgailu eoliko@
@window@|@lehiatilaren, leiho, leihoa@
@wine@|@ardo, ardoa, arno@
@wing@|@hega@
@wink@|@begi-keinu@
@winter@|@negu@
@wire@|@alanbre, hari@
@wise@|@zuhur@
@wish@|@gurari, nahi@
@witch@|@oilar lerrozuzen, sorgin@
@with@|@(r)ekin@
@with (accompaniment-suffix)@|@-ekin@
@with best wishes@|@eskumuinak@
@with horns@|@adardun@
@with one accord@|@aho batez@
@with the friends@|@lagunekin@
@with this@|@honekin@
@without@|@gabe@
@without delay@|@luzatu gabe@
@without protest@|@protestatu gabe@
@witness@|@lekuko@
@witness a signature@|@sinadura egiaztatu@
@witticism@|@ateraldi@
@wizard@|@azti@
@wolf@|@otso@
@woman@|@emakume@
@wont@|@gurari@
@wood@|@baso, egur, oihan, zur, zura@
@wooden@|@zurezko@
@wooden building@|@zurezko eraikuntza@
@wooden rod@|@zurezko hagaxka@
@woodpecker@|@okil@
@wool@|@artile@
@word@|@hitz@
@word for word@|@hitzez hitz@
@work@|@lan@
@worker@|@langile@
@working class@|@langile-klase@
@workplace@|@lantegi@
@world@|@mundu@
@worm@|@har@
@worship@|@gurtu@
@wreath@|@koroa@
@wrench@|@giltza@
@wrist@|@ukarai@
@write@|@idatzi@
@writer@|@idazle, idazle@
@written in ink@|@tintaz idatzirik@
@wrongly@|@oker@
@wrought iron@|@burdina forjatu@
@x-fay@|@erradigrafia@
@X-ray@|@x-izpi@
@X-ray machine@|@X-izpi aparatu@
@yarn@|@hari, hari lodi@
@year@|@urte@
@yellow fever@|@sukar hori@
@yes@|@bai@
@yesterday@|@atzo@
@yew@|@hagin@
@yield@|@uzta@
@yield (production)@|@emaitza, emari@
@yolk@|@gorringo@
@you@|@hi, hik, zu@
@you (pl)@|@zuek@
@you are@|@zara, zaude@
@you have@|@badaukazue@
@you know@|@badakizu@
@you were not at fault@|@ez zinen erruduna@
@young@|@gazte@
@young people@|@gazte jentea@
@your@|@zure@
@your (pl.)@|@zuen@
@your (reflexive)@|@zeure@
@you're welcome@|@ez dago zergatik, ez horregatik@
@yourself (anaph.pron.)@|@heure burua@
@yourselves (anaph. pron.)@|@zeuen burua(k)@
@zebra@|@zenbra@
@zinc@|@zink@
@zoology@|@zoologia@

