@English@|@Sami@
@tariff treaty@|@tariffašiehtadus@
@tarmac@|@girdilangeaidnu@
@Taurus@|@burru@
@tawny owl@|@bussáskuolfi@
@tax@|@vearru@
@tax card@|@vearrokoarta@
@tax exemption@|@vearroheapmi@
@tax unit@|@evre@
@taxi rank@|@táxiorustansadji, taxiorustat@
@taxi stand@|@táxiorustansadji, taxiorustat@
@taxpayer@|@vearromáksi@
@tax-paying@|@vearroboanda@
@tea@|@deadja@
@tea (made)@|@deadja@
@tea (raw material)@|@deajat@
@teacher@|@oahpaheaddji@
@teacher's guide@|@oahpaheaddjibagadus@
@teasing@|@givssideapmi, mobben@
@teaspoon@|@deadjabaste@
@technical@|@teknihkalaš@
@technology@|@teknihkka, teknologiija@
@tedium@|@ahkit@
@teflon cake pan@|@teflonfoarbma@
@teflon saucepan@|@teflongáserola@
@telephone@|@telefon, telefovdna, telefuvdna@
@telephone number@|@telefonnummmir@
@telescope@|@teleskohpa@
@Temminck's stint@|@guolbbaviroš@
@temperate@|@bivval@
@temperature@|@temperatuvra@
@temple@|@vuoi'dngâšâk, vuoi'ngam, vuoingam, vuoingâš-@
@temple (1)@|@vuevešn, vujvešn@
@temporary@|@gaskaboddosaš@
@ten@|@logi@
@tendency@|@tendeansa@
@tendency literature@|@tendeansagirjjálašvuohta@
@Teno (river)@|@Deatnu@
@tense state@|@bag'ge@
@tenth@|@logát@
@term in office@|@doaibmabadji@
@terminology@|@terminologiija@
@terrorism@|@terrorisma@
@terry cloth@|@frottea@
@testicle@|@bállu, buððá, manne, monne@
@text@|@deaksta, teaksta@
@text analysis@|@teakstaanalysa, teakstaguorahallan@
@text write-up@|@deakstabordin@
@textile@|@tekstiila@
@than something@|@daði@
@thank s.o. for doing something@|@giitalit@
@thanks@|@giitu@
@thanks to someone@|@giitu@
@that@|@diet (close to listener), duo (far from both), vai@
@that (1)@|@ahte, naa, naaitt, naav, naavt@
@that easily gets tired@|@viesse@
@the Åland islands@|@Ålánda@
@the Arctic Ocean@|@Jiekngamearra@
@The arm of Finland@|@Giehttaruohtas@
@the Atlantic@|@Atlánta@
@the authorities@|@eiseválddit, eiseváldi@
@the back of the knee@|@gáddu@
@the Baltic Sea@|@Nuortamearra@
@the beginning of the year@|@álgojahki@
@the best@|@buoremus, gait buoremus@
@the Big Dipper@|@fávnnadávgi@
@the Coalition Party@|@Olgešbellodat@
@the darkest part of winter@|@skábma@
@the Earth@|@eanaspábba@
@the European Union@|@Eurohpá Uniovdna@
@the Fall@|@sudduijorraleapmi@
@the Faroe Islands@|@Fearsullot@
@the fruit of the European bird@|@ávžamuorji, duopmamuorji@
@the hammer@|@ballin@
@the health authorities@|@dearvvašvuohtaeiseválddit@
@the Ivory Coast@|@Efendákkiriddu, Elfendákkiriddu@
@the Kara sea@|@Karamearra@
@the land of the Sámi@|@Sápmi@
@the land where two rivers meet@|@skáidi@
@the language spoken at home@|@ruovttugiella@
@the language used for teaching@|@skuvlagiella@
@the late ~@|@~rohkki@
@the left shoe@|@gurutgáma@
@the majority of s.t.@|@stuorámus oassi@
@the Milky Way@|@Almmibálggis@
@the most of all@|@eanemus, eanemuš@
@the most X@|@buot@
@the mouth of a river@|@joganjálbmi@
@the need to do something@|@dárbu@
@the negative form of the verb@|@biehttalanhápmi@
@the negative verb@|@biehttalanvearba@
@the Netherlands@|@Hollánda@
@the news@|@oððasat@
@the Nordic Council@|@Davviriikkaid ráðði@
@The Nordic Saame Institute@|@Sámi Instituhtta@
@the Nordkinn peninsula@|@Chorgašnjárga@
@the North Star@|@Davvenásti@
@the Pacific Ocean@|@Jaskesáhpi@
@the Pleiades@|@Boares Gálgu@
@the press@|@mediija@
@the preterite@|@imperfeakta@
@the right shoe@|@olgešgáma@
@The Saami Parliament@|@Sámediggi@
@The Saami University College@|@Sámi allaskuvla@
@the Soviet Union@|@Sovjetlihttu@
@the United Nations@|@ON, Ovttastáhttojuvvon Nášuvnnat@
@the visual arts@|@govvadáidda@
@the way a beavrrit walks@|@beavrasaddat, beavrruhit, beavrut@
@the White House@|@Vilges dállu@
@the whole winter@|@oppa dálvvi@
@the World Bank Group@|@Máilmmebángkku@
@the wrong way@|@vuostegulgii@
@theater@|@teáhter@
@theatre@|@teahtár@
@theatrical property@|@lávdedá@
@theirs@|@sin, sudno@
@then@|@~gis, dalle, dasto, de, de@
@theology@|@teologiija@
@theoretical@|@teorehtalaš@
@theory@|@teoriija@
@therapist@|@terapevta@
@there (in the place)@|@doppe@
@thermos@|@tearbmugádnu@
@thermostat@|@termostáhta@
@they@|@sii, soai@
@they do not@|@eaba, eai@
@they two@|@soai@
@thick@|@suokkad@
@thin@|@asehaš, ruoinnas@
@thin and tall person@|@beavrrit@
@thing@|@ma, mii@
@third@|@goalmmát@
@thirteen@|@golbmanuppelohkái@
@thirty@|@beal, golbmalogi@
@this@|@dát, naa, naav, naavt, naitt@
@this instant@|@dakkaviðe@
@this is why@|@danne@
@this morning@|@otne iðitbeaivve@
@this spring@|@dán giða@
@this way@|@ná@
@this week@|@dán vahku, dán vahkus@
@this winter@|@dán dálvve@
@this year@|@dán jagi@
@thither@|@dasa, diehko, diehko, dohko@
@thou@|@Datne, don, doon, du-, ton, tonn@
@thought@|@jurdda@
@thread@|@árpu@
@thread on a screw@|@jeangga@
@three@|@golbma@
@three at a time@|@golmmaid golmmaid@
@three hundred@|@golmmátchuoði@
@three people@|@golmmas@
@three times@|@golbmii@
@three-room apartment@|@golmmalanjadat@
@three-toed woodpecker@|@cháihni@
@throat@|@chotta, karras@
@through@|@bok'te, chaða@
@thumb@|@bealgi@
@thunder@|@baján@
@Thursday@|@duorastat@
@Tibet@|@Tibehta@
@Tibetan@|@tibehtalaš@
@ticket@|@bileahtta@
@ticket inspection@|@bileahttadárkkisteapmi@
@ticket machine@|@bileahttaautomáhtta@
@tie@|@njaððe-@
@tiger@|@tiger@
@tight@|@teahtis@
@time@|@áigi, bale@
@time when the ice breaks up@|@jiekngadoadjin, jiekngajohtin@
@times ago@|@áigi@
@tin@|@burke@
@tin (metal)@|@datni@
@tip@|@suoj@
@tired@|@váiban, veissâ@
@title@|@namahus@
@Tjuolisjärvi@|@Chuolejávri@
@to@|@buozahit@
@to accept@|@dohkkehit@
@to accuse@|@guocco-, sivahit@
@to act as something@|@doaibmat@
@to admit@|@mieðihit@
@to advertise@|@máinnustit@
@to agree to something@|@guorrasit, mieðihit@
@to amaze@|@imaštahttit@
@to analyse@|@analyseret, guorahallat@
@to annex@|@vuollástit@
@to announce@|@dieðihit@
@to annoy@|@hárdit@
@to answer@|@vástidit@
@to answer someone@|@vástidit@
@to apologize@|@átnut ándagassii, bivdit ándagassii@
@to appear@|@orrut@
@to appease@|@árjjidit@
@to applaud@|@gieðaid doaškut, speažžut@
@to apply for@|@ohcat@
@to appoint s.o. as s.t.@|@válljet@
@to arrive@|@ollet@
@to ask@|@gachcha@
@to ask about something@|@jearrat birra@
@to ask something to do s.t.@|@dáhttut@
@to assess@|@mihtidit@
@to attend school@|@vázzit skuvlla@
@to automate@|@automatiseret@
@to await@|@vásihit@
@to bad-mouth@|@cielahit@
@to bake@|@láibut@
@to barbecue@|@grillet@
@to be@|@leat@
@to be able to@|@nagodit, sáhttit@
@to be able to do@|@nákcet, sáhttit@
@to be able to do something@|@máhttit@
@to be able to see@|@chuovggahit@
@to be afraid of something@|@ballat@
@to be allowed to do@|@oažžut@
@to be audible@|@gullot@
@to be born@|@riegádit@
@to be built@|@ráhkaduvvot@
@to be buried somewhere@|@hávdáduvvot@
@to be changed@|@rievdaduvvot@
@to be clear@|@leat gálljimis@
@to be conjugated@|@sojahuvvot@
@to be cooked@|@vuššot@
@to be copied@|@mánggejuvvot@
@to be created@|@ásahuvvot@
@to be delayed@|@mangngonit@
@to be disappointed?@|@behtohallat, behttot@
@to be discussed@|@gieðahallojuvvot@
@to be found somewhere@|@gávdnot@
@to be freezing@|@goallut@
@to be frightened by something@|@ballát@
@to be guilty of something@|@leat sivalaš@
@to be happy@|@illudit@
@to be hunted@|@bivdojuvvot@
@to be imprisoned@|@šaddat giddagasii@
@to be in force@|@leat fámus@
@to be in grade@|@vázzit luohkás@
@to be in its natural state@|@leat luonddudilis@
@to be in the habit of@|@lávet@
@to be incorrect@|@feailla váldit, feilet@
@to be invited@|@gohchoduvvot@
@to be jealous of s.o. for s.t.@|@gáðaštit@
@to be joined@|@laktojuvvot@
@to be left in peace@|@bállet@
@to be located somewhere@|@orro-@
@to be moved@|@sirdojuvvot@
@to be on sale@|@vuoliduvvot@
@to be on the brink of death@|@jápmigoahtit@
@to be overfished@|@bivdojuvvot menddo ollu@
@to be overturned@|@gomihuvvot@
@to be planned@|@plánejuvvot@
@to be possible to do@|@veadjit@
@to be pregnant@|@leat máná vuostá@
@to be protected@|@suddjejuvvot@
@to be said@|@daddjojuvvot@
@to be satisfied with s.t@|@duhtat@
@to be saturated@|@gallehuvvot@
@to be sentenced to do s.t.@|@dubmehallat@
@to be sewn@|@gorrojuvvot@
@to be short@|@váilut@
@to be sick with something@|@buohcit@
@to be sitting@|@chohkahit@
@to be solved@|@chovddojuvvot@
@to be sprawled out@|@velohallat@
@to be stable@|@stáðásmit@
@to be successful@|@menestuvvat@
@to be teased@|@givssiduvvot@
@to be together with somrone@|@leat ovttas@
@to be united@|@ovttastahttojuvvot@
@to be used@|@adnot, geavahuvvot@
@to be visible@|@oidnot@
@to be written@|@chállojuvvot@
@to bear a grudge@|@guoddit vaši@
@to become clear@|@chielggaduvvot@
@to become dumb@|@taimaske-@
@to become enthusiastic@|@movttiidit@
@to become free@|@mænno@
@to become Norwegian@|@dážaluvvat@
@to become president@|@beassat presideantan@
@to become salty@|@sáltut@
@to become something@|@beassat@
@to become tired@|@viessa-@
@to become ugly@|@ropmut@
@to become wet@|@luocca@
@to begin@|@riepmat@
@to begin to@|@vuolidišgoahtit@
@to begin to melt@|@suddagoahtit@
@to believe@|@doaivut, jáhkkit, jáhkkit@
@to belong to something@|@gullat@
@to bequeath@|@testamentet@
@to bike@|@sihkkelastit@
@to bind@|@gar`ta-@
@to blush@|@ruvssodit@
@to borrow@|@luoikkahit@
@to brag about something@|@rábmot, rámpot@
@to brake suddenly@|@goazastit@
@to break@|@billahuvvat, billahuvvat, billašuvvat, billašuvvat, cuvket@
@to break out in a rash@|@ihtaluvvat, ihttot@
@to breathe heavily@|@lap'pasi-@
@to bring@|@buktit@
@to bring quickly@|@buvttestit@
@to bring up@|@váldit ovdan@
@to burn@|@boaldit, buolle-, buollit@
@to burst into song@|@lávlestit@
@to burst into tears@|@chirrot@
@to bury@|@hávdádit@
@to butter@|@vuoidat@
@to calibrate@|@kalibreret@
@to carry@|@guoddit@
@to catch to have time@|@astat@
@to cause someone trouble@|@dagahit váttisvuoðaid@
@to chase@|@doarridit@
@to chat about something@|@hálsštit@
@to cheat@|@fillet@
@to chew@|@smiiriji-@
@to churn butter@|@huidut@
@to classify@|@klassiferet@
@to clean@|@chorget@
@to cleanse@|@buhtistit@
@to collect@|@choaggit@
@to come@|@boahtit, tolli-, viegâ-, viekkâ-@
@to come into force@|@boahtit fápmui@
@to come over@|@fitnat@
@to come to visit@|@guossái boahtit@
@to commit a sin@|@suddudit@
@to compensate@|@buhtadit@
@to complain about something@|@guoddalit, váidit@
@to confiscate@|@dollet@
@to conjecture@|@árvidit@
@to consider someone@|@jáhkkit@
@to continue@|@bistit@
@to continue doing something@|@bissut@
@to cook food@|@málestit@
@to coordinate@|@koordineret@
@to cost@|@máksit@
@to cough@|@gossat@
@to counsel@|@bagadit@
@to crawl@|@maade-, noalla-@
@to criticise@|@cuiggodit@
@to cry@|@chierrut@
@to cry a little@|@chierostit@
@to curse@|@garuhit@
@to damage@|@bilidit, billistit@
@to dance@|@dánsut@
@to dare@|@arvat, duos'tâ-@
@to date@|@beaivádit, servvoštallat@
@to deceive@|@beahttit@
@to decentralize@|@lávdadit@
@to decrease@|@geahppánit@
@to deliver@|@doaimmahit@
@to demand@|@gáibidit@
@to demand something@|@gáibidit@
@to deny something@|@gieldit@
@to depilate@|@navve@
@to devour@|@buola@
@to dictate@|@dikteret@
@to die@|@jápmit@
@to die of natural causes@|@jápmit lunddolachchat@
@to die of something@|@jápmit@
@to diet@|@ruoidnadit@
@to diner@|@boradit@
@to disappear@|@jávkat@
@to discover@|@gávnnahit@
@to disperse@|@leavvat@
@to do handicrafts@|@duddjot@
@to do one's shopping@|@gávppašit@
@to draft@|@válmmaštallat@
@to dream about something@|@niegadit@
@to dress@|@gárvodit@
@to drink@|@juhkat@
@to drive@|@viijje-, vujje-, vuodjee-, vuodjit, vuoggje-@
@to drive (1)@|@vuajje-@
@to earn@|@dinet@
@to eat@|@borrat@
@to emphasize@|@deahttuhit@
@to encourage@|@roahkkasmahttit@
@to enjoy@|@návddašit@
@to enter office@|@virgái asahit@
@to envy@|@gáðaštit@
@to erect@|@hápmet@
@to escape@|@báhtarit, báhtarit, gárgidit@
@to escape from something@|@báhtarit@
@to explain@|@chilget@
@to extinguish@|@jáddadit@
@to fade@|@guvggodit@
@to fail@|@mæd'de@
@to fall all of a sudden@|@goaikkehit@
@to fall asleep@|@nohkkat@
@to familiarize@|@beassat sisa@
@to fear@|@ballat@
@to feed@|@borahit@
@to fetch@|@vieççat, viežžat@
@to fight with someone@|@riidalit@
@to fill out@|@deavdit@
@to fill up@|@dievvat@
@to film@|@filbmet@
@to find out@|@boahtit diehtit@
@to fish@|@guolástit, oaggut@
@to fish with a nuohtti@|@nuohtut@
@to flow@|@uvve, uvwe, uvwete-, uwe, uwete-@
@to flow from something@|@golgat@
@to fly@|@girdit@
@to forgive@|@addit ándagassii@
@to format@|@formateret@
@to found@|@ásahit@
@to freeze@|@buolaš, galmas@
@to function@|@doaibmat@
@to fund@|@ruhtadit@
@to galvanize@|@galvaniseret@
@to get@|@šaddat@
@to get angry@|@suhttat@
@to get away@|@beassat@
@to get bored@|@dolkat@
@to get bored of doing s.t@|@dolkat@
@to get engaged@|@lohpádallat@
@to get engaged to someone@|@lohpádallat@
@to get in contact@|@váldit oktavuoða@
@to get into debt@|@vealggáiduvvat@
@to get married@|@náitalit@
@to get nervous@|@jierástuvvat@
@to get rich@|@riggut@
@to get sick@|@buohccát@
@to get sleepy@|@oaðestuvvat@
@to get stuck@|@darvánit, vavdat@
@to get undressed@|@nuoladit@
@to get wet@|@njuoskat@
@to get worse@|@hedjonit@
@to give@|@addit, maaikse-, maakse-, maaxse-, mak'se, maksee@
@to give a lecture@|@logaldallat@
@to give a little bit@|@attestit@
@to give birth@|@riegádahttit@
@to give credit@|@velggohit@
@to give quickly@|@addilit@
@to give something to someone@|@addit@
@to give up@|@luobahit@
@to give up something@|@hilgádit, luobahit@
@to gleam@|@bæggjo@
@to globalize@|@globaliseret@
@to glow@|@áhchagastit, chuovgat@
@to glow more and more@|@áhchagaddat@
@to go@|@manna, mannat, mannat@
@to go bankrupt@|@raestaluvvot@
@to go deaf@|@bealjehuvvat@
@to go down@|@viilke-, vuol'ge, vuol'kee, wuecheri-, wuotjete-@
@to go off without a hitch@|@lihkostuvvat bárttiid haga@
@to go over water@|@maksee-@
@to go some place@|@mannat@
@to go steady@|@ovttastallat@
@to go swimming@|@vuodjalit@
@to go without@|@báhcit haga@
@to gob@|@cholgat@
@to gold-plate@|@gollet@
@to grant@|@juolgi, juolludit@
@to grant permission@|@mieðihit, mieðušteapmi@
@to graze@|@guohtut@
@to greet@|@dearvvahit@
@to grind@|@ferdnet@
@to ground@|@ednet@
@to gust@|@bieggaladdat@
@to hail@|@chuorpmasit@
@to halt@|@nohkat@
@to handle@|@gieðahallat@
@to hang@|@eahpidit, gajjahe-, gocaste-, gocco-, kahtsahi-@
@to hang up@|@hengget@
@to harness@|@gœlde-@
@to have@|@lea, leat@
@to have a good memory@|@hui muiteš@
@to have cancer@|@buohcit borrasa@
@to have time@|@as'ta-, geargat@
@to have time to do s.t@|@geargat@
@to have to do something@|@fertet, galgat@
@to hear@|@gullat@
@to help out@|@veahkehit@
@to hide@|@chiehkádit@
@to hinder@|@eastadit@
@to hold@|@gierda@
@to homogenize@|@homogeniseret@
@to hop away@|@njuikulit@
@to howl@|@holvut@
@to hunt@|@bivdit@
@to hurtle in@|@chákngalit@
@to illustrate@|@govuhit, illusteret@
@to improve@|@buorránit@
@to improvise@|@improviseret@
@to increase@|@lasihit, lassanit, lassánit@
@to influence something@|@vaikkohit, váikkuhit, váikkuhus@
@to inform@|@almmuhit@
@to initial@|@paraferet@
@to inquire@|@jearrat@
@to inquire about something@|@jearrat@
@to integrate@|@integreret@
@to intend@|@áigut, viggat@
@to interview@|@jearahallat@
@to invest@|@investeret@
@to invite someone to something@|@bovdet@
@to iron clothes@|@sriiket@
@to isolate@|@isoleret@
@to jump@|@chiek'cha, njuikestit, njuikut@
@to jump for an extended period@|@njuikkodit@
@to jump once@|@njuiket@
@to keep in mind@|@muittus atnit@
@to keep quiet@|@orrut jaska@
@to kiss@|@cummestit@
@to know@|@diehtit, dovdat@
@to know how@|@máhttit@
@to lack the courage@|@duostat@
@to laugh@|@boagustit, chaibmat@
@to lay eggs@|@monnut@
@to learn@|@oahppat@
@to leave@|@vuolgit@
@to lend@|@luoikat@
@to lend something@|@lonet@
@to lend something to someone@|@luoikat@
@to lick@|@njoallo-, njolodit@
@to lift@|@loktet@
@to like@|@liikot@
@to like something@|@liikot@
@to listen@|@guldalit@
@to live@|@eallit@
@to live in a lávvu@|@lávostallat@
@to live somewhere@|@orrut@
@to look@|@geahchchat@
@to look for something@|@ohcat@
@to lose one's temper@|@eattahit@
@to lose weight@|@ruoidnat@
@to love@|@ráhkestit, ráhkistit@
@to lug@|@feastit@
@to make@|@dagahit, dahkat@
@to make blood pudding@|@gumppostit@
@to make cheese@|@vustet@
@to make clear@|@chielgat@
@to make it in time@|@astat@
@to make rich@|@riggat@
@to make s.o. answer for s.t@|@gáibidit vástui@
@to make sausage(s)@|@márfut@
@to make someone angry@|@suhttadit@
@to make someone cry@|@chieruhit@
@to make someone jump@|@njuikehit@
@to make someone wash@|@basahit@
@to manage@|@birget@
@to melt (intr.)@|@suddat@
@to melt (trans.)@|@suddadit@
@to milk@|@bahchit, bohchit, lak'ca@
@to mill@|@millet@
@to misplace@|@láhppit@
@to mix a drink with alcohol@|@seaguhit juhkamuša álkoholain@
@to mix s.t. with s.t.@|@seaguhit@
@to mold@|@guohpput@
@to mourn for@|@moraštit, omardit@
@to move@|@fárret, johtalit@
@to move someplace@|@fárret@
@to move somewhere@|@sirdit@
@to nail@|@návlet@
@to need@|@dárbbašit@
@to not do something@|@dagakeahttá, orrut@
@to notice@|@fuobmát, fuomášit@
@to occur@|@dáhpáhuvvat@
@to offer@|@bivvat@
@to open@|@puottso@
@to open up@|@rahpat@
@to order@|@dinggot, lachche-@
@to organize@|@lágidit, organiseret@
@to own@|@oamastit@
@to paint@|@molet@
@to pass@|@mälkat@
@to pass gas@|@busket@
@to pay someone@|@máksit@
@to peel@|@garahit, gárvvihit, oallo@
@to peel potatoes@|@garahit, gárvvihit@
@to penetrate@|@suoððâ-@
@to phone@|@ringget@
@to pick berries@|@murjet/@
@to pick cloudberries@|@lupmet@
@to plan@|@plánet@
@to plan to do something@|@áigut@
@to play an instrument@|@chuojahit@
@to play as a child@|@stoahkat@
@to play cards@|@speallat@
@to pluck@|@gaske@
@to pollute@|@nuoskkidit@
@to pour@|@goai'ko-@
@to pray@|@rohkadallat@
@to preach@|@doallat sártni@
@to press@|@narre-, norle-, norrâ-@
@to prohibit@|@gieldit@
@to promise to do something@|@lohpidit@
@to prompt@|@ávžžuhit@
@to propose@|@árválit@
@to protect@|@suddjet@
@to pull@|@geassit@
@to pull out@|@chuol'de-@
@to pump@|@bumpet@
@to purchase@|@oastit@
@to push@|@hoigat, sas'ka, sas'ke@
@to put@|@baste@
@to put a curse on someone@|@baháid bidjat@
@to put out to pasture@|@guoðohit@
@to put to sleep@|@nohkkadit@
@to put together@|@bar'de@
@to rain@|@arvit@
@to react@|@reageret@
@to receive@|@oažžut@
@to receive credit@|@velgohit@
@to reflect upon all of a sudde@|@smiehtastit@
@to refuse@|@biehttalit@
@to refuse to do s.t.@|@biehttalit@
@to register for something@|@chálihit@
@to regret@|@dahkat gáhtamuša, gáhtat@
@to reject@|@hilgut@
@to reject an application@|@hilgut ohcámuša@
@to remain@|@báhcit@
@to remember@|@muitit, muittašit@
@to remind@|@muittuhit@
@to reside@|@ássat@
@to respect@|@áktet@
@to ride@|@riidet@
@to ripen@|@kopša-@
@to rise@|@loktat@
@to roast@|@bassit@
@to roast meat@|@bassit bierggu@
@to run@|@viehkat@
@to rust@|@ruostut@
@to sacrifice@|@oaffaruššat@
@to sag@|@heanggát@
@to salt@|@sáltet@
@to salute@|@buorástahttit@
@to saw@|@sahát, sahet@
@to say@|@dadjat, dovddahit, moanna-, muitalit, muitalit, muone@
@to say to someone@|@muitalit@
@to see@|@adsote, oaidnit@
@to see one another@|@oaidnalit@
@to seem to be something@|@orrut@
@to select@|@válljet@
@to sentence@|@dubmet@
@to sentence s.o. to do s.t@|@dubmet@
@to separate@|@piätseket@
@to set@|@bidjalit, bidjat@
@to set a deadline@|@bidjat áigemeari@
@to settle down@|@jávohuvvat@
@to sew@|@goarrut@
@to shade@|@ivdnet@
@to sharpen@|@sâggje-@
@to shine@|@báitit, viel'gâd, vielkeð, vil'gis, vilkød@
@to shorten@|@oatnut@
@to shout@|@churvet@
@to show@|@chájehit@
@to sing@|@lávlut, veaisadit@
@to sink@|@vuoggjo-@
@to sit@|@chohkkát@
@to sit around@|@chohkkádit@
@to sit down on something@|@chohkánit@
@to ski@|@chuoigat@
@to sleep@|@oaððit@
@to sleep for a short period@|@nohkastit@
@to smoke@|@borgguhit, duhpáhastit@
@to sneeze@|@gaste, kasnee-@
@to snore@|@snuhrrat@
@to snuff@|@ništele-@
@to solve@|@choavdit@
@to solve something@|@choavdit@
@to some extent@|@árvvu@
@to sound@|@skai'ge@
@to speak@|@hállat, hupmat@
@to speak Norwegian@|@dárostit, dárustit@
@to speak Russian@|@ruoššastit@
@to speak Sámi@|@ámástit@
@to specialise@|@spesialiseret@
@to spin@|@gœrse@
@to spit out@|@cholgadit@
@to splash about@|@vuojadit@
@to splinter@|@cuovkanit@
@to spy on@|@spioneret@
@to squeeze@|@chárvut@
@to stabilize@|@dásset@
@to staff@|@veagaiduhttit@
@to stand@|@chuožžut@
@to stand to do something@|@leat bahá@
@to stare@|@gaifát@
@to start@|@álggahit@
@to start off@|@vuos álgit@
@to start to ask frequently@|@bivdališgoahtit@
@to start to come@|@boahtigoahtit@
@to start to do@|@álgit@
@to start to do something@|@goahtit, riepmat, riepmat@
@to start to feel better@|@buorránišgoahtit@
@to start to go@|@johtigoahtit@
@to start to listen@|@gullagoahtit@
@to start to print@|@prentegoahtit@
@to start to read@|@lohkagoahtit@
@to start to smoke@|@borgguhišgoahtit, duhpáhastigoahtit@
@to stay@|@bissut@
@to stay over@|@orrut ija@
@to step over@|@vaddsee-, vaj'je-@
@to stop@|@bissehit, chuochchahit, orustit@
@to stop for a while@|@dollestit@
@to stop to do something@|@bissánit@
@to stretch@|@rach'cha, sad'de@
@to study@|@lohkat@
@to study something@|@lohkat@
@to succeed@|@lihkostuvvat, lihkustuvvat@
@to suggest@|@evttohit@
@to suggest that@|@evttohit@
@to supplement@|@dievasmahttit@
@to support@|@doarjut, tüärja-@
@to suspect@|@gáddit@
@to swallow@|@njella, njieládit@
@to swear@|@garrudit, riehtudit@
@to sweep@|@luvdet@
@to sweep the floor@|@luvdet láhtti@
@to swim@|@vuodja-, vuodjat, vuoggjâ-@
@to taint@|@billastit@
@to take@|@váldit@
@to take a stand on something@|@beali váldit@
@to take a step@|@lávket@
@to take away@|@doalvut@
@to talk@|@hállat, hupmat@
@to talk over@|@hálsštit@
@to teach@|@oahpahit@
@to tell a lie@|@gielistit@
@to think@|@jurddašit@
@to think about something@|@jurddašit@
@to threaten@|@áitit@
@to throw@|@sátti-, sette-, sitte-@
@to touch@|@guos'ka@
@to transfer@|@sirdit@
@to translate@|@jorgalit@
@to travel@|@johtit, reiset@
@to trust@|@luohttit@
@to trust someone@|@luohttit@
@to try@|@geahchchalit@
@to try to ask@|@bivdalit@
@to try to do@|@viggat@
@to turn@|@botnjat, jorggihit@
@to turn round and round@|@jorahallat@
@to twinkle@|@bilaidit@
@to uncover@|@gávdnat@
@to understand@|@áddegoahtit, áddet@
@to undress@|@nuolahit@
@to undress someone@|@nuolahit, nuommi, nuommir@
@to unite@|@ovttastahttit@
@to use@|@atnit, geavahit@
@to use up@|@loaktit@
@to usurp@|@rivvet@
@to vacuum@|@noavkkuhit@
@to visit someone's house@|@fitnat, geahchen@
@to vote@|@jienastit@
@to waddle@|@loaggut, loggahit@
@to wade@|@gálašit@
@to waft@|@beaggit@
@to wait@|@vuordit@
@to wake someone up@|@gohchcháhit@
@to wake up@|@gohchchát, morránit@
@to walk@|@vázzit@
@to want@|@hálidit, háliidit@
@to warm@|@atsek@
@to wash@|@bassa-, bassat@
@to wash up@|@basadit@
@to watch@|@váruhit@
@to wave@|@seavvit@
@to wet@|@njuoskadit@
@to whistle@|@njurgut@
@to win@|@vuoitit@
@to wish something@|@sávvat@
@to wonder@|@imaštallat, imaštit@
@to work@|@bargat, barju, bicca@
@to write@|@chállit@
@to write poetry@|@diktet@
@to write up@|@chállit buhttásit, chállit buhttát@
@to yok@|@juoigat@
@tobacco@|@duhpát@
@tobacco company@|@duhpátfitnodat@
@tobacco industry@|@duhpátindustriija@
@Todarodes sagittatus@|@áhkkár@
@today@|@odne, otne@
@toe@|@juolgesuorbma@
@together with someone@|@ovttasráðiid@
@toilet brush@|@hivssetborsta@
@toilet paper@|@hivssetbábir@
@tolerance@|@toleránsa@
@tomato@|@tomáhta@
@tomorrow@|@ihttin@
@tomorrow during the day@|@ihttábeaivi@
@tongs@|@bas'ta@
@tongue@|@giellas, njal'bme, njuovchcha@
@too@|@~ge, maid, menddo@
@too much@|@beare@
@tool@|@bargoneavvu@
@tooth@|@bátni@
@toothache@|@bátnevárka, bátnevearka@
@toothpick@|@bátnesoallun@
@top@|@dutkum, dutkun@
@topgraphy@|@topográfiija@
@Tornio@|@Duortnus@
@Tornionjoki@|@Durnuseatnu@
@torrent@|@guoika@
@touching@|@gitta@
@tourism@|@turisma@
@towards something@|@beallái@
@towards south@|@máttas@
@towards southeast@|@máttanuorttas@
@towards southwest@|@máttaoarjjás@
@tower@|@doardna@
@town@|@gávpot, suohkan@
@track made in the snow by skis@|@láhttu@
@traction@|@trakšuvdna@
@tractor@|@traktor, tráktor@
@trade@|@asas@
@tradition@|@árbevierru, tradišuvdna@
@traditional@|@árbevirolaš@
@train@|@toga@
@trampoline@|@trampoliidna@
@tranquil@|@ráfálaš@
@transistor@|@transistor@
@translate into Sami@|@jorgalit sámegillii@
@translation@|@jorgaleapmi@
@transmission@|@sátta@
@trap@|@raitte@
@traveller's cheque@|@mátkešeahkka@
@trawl@|@feastonuohtti@
@trawler@|@feastonuohttefanas@
@treacle@|@sierrat@
@treasure@|@dávvir@
@tree@|@muorra@
@tree hair@|@beahcelahppu@
@tree pipit@|@muorracivkkán@
@trespass@|@suddu sin@
@tributary@|@oalgejohka@
@trisyllabic@|@golmmastávval@
@trivial@|@triviála@
@trochee@|@trokea@
@Tromsø@|@Romsa@
@Tromsøya@|@Romssasuolu@
@trousers@|@buvssat@
@truck load@|@sparrodeaddu@
@truly@|@gal@
@trunk@|@árku@
@truth@|@duohtavuohta@
@trying@|@váivvalaš@
@T-shirt@|@soajahisbáidi@
@tsp@|@db@
@tube@|@bohcci@
@Tuesday@|@disdat, disdat, disttat, mangngebárga@
