@Esperanto@|@English@
@amaso@|@crowd, heap, pile, mass, multitude@
@amasproduktado@|@mass production@
@amastombejo@|@mass grave@
@amata@|@beloved, loved@
@amatino@|@lover, beloved, sweetheart, loved one@
@amato@|@loved one, sweetheart, lover, beloved@
@amatoreca@|@small-time, amateurish@
@amatoro@|@fancier, amateur@
@Amazono@|@Amazon@
@ambasadejo@|@embassy@
@ambasado@|@embassy@
@ambasadorejo@|@embassy, embassy building@
@ambasadoro@|@ambassador@
@ambaŭ@|@both@
@ambaŭdekstra@|@ambidextrous@
@ambaŭflanka@|@bilateral, reciprocal@
@ambaŭflanken@|@to both sides@
@ambaŭtranĉa@|@two-edged@
@ambicia@|@ambitious@
@ambicio@|@ambition@
@ambiciulo@|@ambitious person, careerist@
@ambigua@|@ambiguous@
@ambivalenco@|@ambivalence@
@ambona@|@Amboinese@
@ambonano@|@Amboinese@
@Ambono@|@Amboina@
@ambono@|@platform, pulpit@
@amboso@|@anvil@
@ambosoĉizilo@|@hardy@
@ambro@|@amber@
@ambrozio@|@ambrosia@
@ambulanco@|@ambulance; field hospital@
@ambulatorio@|@outpatient care facility@
@amebo@|@amoeba@
@amegi@|@adore@
@amen@|@amen@
@amendamento@|@amendment@
@amendi@|@amend@
@amendo@|@amendment@
@amerika@|@American@
@amerikano@|@American@
@Ameriko@|@America@
@ametisto@|@amethyst@
@amfetamino@|@amphetamine@
@amfibio@|@amphibian@
@amfiteatro@|@amphitheatre@
@Amforo@|@Aquarius@
@ami@|@love@
@amika@|@friendly@
@amikaro@|@circle of friends@
@amikeco@|@friendship@
@amikino@|@friend@
@amiko@|@friend@
@aminda@|@loveable@
@amindeco@|@sweetness@
@amindo@|@sweetness, charm@
@amindumi@|@court, woo@
@Amirantoj@|@Amirants@
@amkanto@|@love song@
@amnestii@|@amnesty, pardon@
@amnestio@|@amnesty@
@amnezio@|@amnesia@
@amo@|@love@
@amoko@|@amuck@
@amoniako@|@ammonia@
@amonio@|@ammonia@
@Amono@|@Amon, Amun, Ammon@
@amorado@|@lovemaking@
@amorfa@|@amorphous@
@amori@|@make love@
@amorludo@|@lovemaking play@
@Amoro@|@Eros, Cupid@
@amortizebla@|@redeemable, repayable@
@amortizi@|@amortise, deaden@
@amortizilo@|@shock absorber@
@amortizo@|@redemption@
@ampermetro@|@ammeter@
@ampero@|@ampere@
@amperometro@|@ammeter@
@ampleksa@|@bulky, ample, extensive@
@amplekse@|@comprehensively@
@ampleksi@|@comprise@
@amplekso@|@dimension, size, bulk, extent@
@amplitudo@|@amplitude@
@ampolo@|@bulb@
@amputi@|@amputate@
@amputo@|@amputation@
@Amsterdamo@|@Amsterdam@
@Amudarjo@|@Amudaryra, Oxus@
@amuleto@|@charm, talisman, amulet@
@Amuro@|@Amur@
@amuza@|@amusing, funny, entertaining@
@amuzado@|@amusement, fun@
@amuzaĵo@|@entertainment@
@amuzi@|@amuse@
@amuziĝi@|@have a good time, enjoy oneself@
@amuzilo@|@plaything@
@amuzo@|@amusement, fun@
@anabaptismo@|@Anabaptism@
@anagramo@|@anagram@
@anakondo@|@anaconda@
@anakronismo@|@anachronism@
@analfabeta@|@illiterate@
@analfabetismo@|@illiteracy@
@analfabeto@|@illiterate@
@analfabetulo@|@illiterate@
@analitiko@|@analytical, analytic@
@analizi@|@analyse@
@analizisto@|@analytical chemist, analyst@
@analizo@|@analysis@
@analoga@|@analogous@
@analoge@|@by analogy@
@analogeco@|@analogy@
@analogia@|@analogous@
@analogio@|@analogy@
@analoj@|@annals@
@ananaso@|@pineapple@
@anarĥia@|@anarchic, anarchist, anarchical@
@anarĥiismo@|@anarchism@
@anarĥiisto@|@anarchist@
@anarĥio@|@anarchy@
@anarkia@|@anarchical, anarchic, anarchist@
@anarkiismo@|@anarchism@
@anarkiisto@|@anarchist@
@anarkio@|@anarchy@
@anarkisindikatismo@|@anarcho-syndicalism@
@anaro@|@disciples, party, supporters, following, adherents@
@anasaĵo@|@duck (meat)@
@anaso@|@duck@
@anatemi@|@anathemetise, curse@
@anatemo@|@anathema, ban@
@Anatolio@|@Anatolia, Asia Minor@
@anatomia@|@anatomical@
@anatomiisto@|@anatomist@
@anatomio@|@anatomy@
@anĉovo@|@anchovy@
@andaluza@|@Andalusian@
@Andaluzio@|@Andalusia@
@andaluzo@|@Andalusian@
@Andamanmaro@|@Andaman Sea@
@Andamanoj@|@Andaman Islands@
@Andoj@|@Andes@
@andora@|@Andorrean@
@andoranino@|@Andorrean woman@
@andorano@|@Andorrean@
@Andoro@|@Andorra@
@andujo@|@andouille@
@aneco@|@membership@
@anekdoto@|@anecdote@
@aneksa@|@accessory(3)@
@aneksado@|@annexation@
@aneksaĵo@|@annex, attachment(2)@
@aneksi@|@annex@
@anekso@|@annexation@
@anemia@|@anĉmic@
@anemio@|@anĉmia@
@anemono@|@anemone@
@anestezi@|@anĉsthetise@
@anestezilo@|@anĉsthetic@
@anestezisto@|@anĉsthetist@
@anestezo@|@anĉsthesia@
@aneto@|@dill@
@anĝela@|@angelic@
@anĝelo@|@angel@
@anĝeluso@|@angelus@
@angilforkego@|@eelspear@
@angilforma@|@anguilliform, eel-shaped@
@angilglata@|@slippery as an eel@
@angilhaŭto@|@eelskin@
@angilkaptado@|@eel-fishing@
@angilnaso@|@eel-pot, eel-trap@
@angilo@|@eel@
@angilpasteĉo@|@eel-pie@
@angilsimila@|@eel-like@
@angilvendisto@|@eelmonger@
@angino@|@quinsy, angina@
@angio@|@blood vessel@
@angla@|@English@
@angla lingvo@|@English (language)@
@anglamika@|@anglophile@
@angle@|@in English@
@anglikana@|@Anglican@
@anglikano@|@Anglican@
@anglino@|@Englishwoman, English@
@Anglio@|@England@
@anglismo@|@anglicism@
@anglo@|@Englishman@
@anglosaksa@|@Anglo-Saxon@
@anglosakso@|@Anglo-Saxon@
@angola@|@Angolan@
@angolanino@|@Angolan (woman)@
@angolano@|@Angolese@
@Angolo@|@Angola@
@angora@|@oppressing, harrowing@
@angoro@|@agony, fear, anguish@
@angorŝvito@|@cold sweat@
@angula@|@gaunt(3)@
@angulfero@|@angle-iron@
@angulhava@|@angular@
@angulo@|@angle; corner@
@angura kato@|@Angora cat@
@Anguro@|@Ankara, Angora@
@anĥo@|@ankh@
@aniĝi@|@accede@
@anilino@|@aniline@
@anima@|@of ŝe soul, spiritual@
@animala@|@animal@
@animalo@|@animal@
@animi@|@animate@
@animo@|@soul@
@animstato@|@mood@
@animzorgado@|@pastoral care, religious guidance@
@animzorganto@|@provider of pastoral care@
@anizlikvoro@|@anisette@
@anizo@|@anise@
@anizosukeraĵo@|@candy coated aniseed@
@anjono@|@anion@
@ankaŭ@|@also, likewise, too@
@ankoraŭ@|@yet, still@
@ankoraŭ ne@|@not yet@
@ankoraŭfoje@|@once more@
@ankrejo@|@mooring, moorage, anchorage@
@ankro@|@anchor@
@anksieco@|@anxiety@
@ano@|@-er [group member], supporter, member, an@
@anodo@|@anode@
@anomalia@|@deviating, divergent@
@anomalio@|@abnormity, anomaly@
@anoncado@|@notification, announcement, notice@
@anoncanto@|@advertiser, proclaimer@
@anonci@|@give notice, announce, advertise@
@anoncistino@|@announcer@
@anoncisto@|@announcer@
@anonco@|@advertisement, ad@
@anonctabulo@|@bulletin board@
@anonima@|@anonymous@
@anonima kompanio@|@limited liability company@
@anonima societo@|@limited liability company@
@anonimeco@|@anonymity@
@anonimulo@|@anonymous writer@
@anseraĵo@|@goose (meat)@
@ansero@|@goose@
@anservice@|@single file@
@anso@|@handle, knob@
@anstataŭ@|@instead of@
@anstataŭa@|@deputy, replacement@
@anstataŭe@|@instead@
@anstataŭi@|@substitute for, take the place of@
@anstataŭigi@|@substitute, replace@
@anstataŭo@|@replacement, substitution@
@antagonisto@|@opponent, adversary@
@antarkta@|@Antarctic@
@Antarkta Oceano@|@Antarctic Ocean@
@antarktika@|@Antarctic@
@Antarktika Oceano@|@Antartic Ocean@
@Antarktiko@|@Antarctic@
@Antarkto@|@Antarctic, the Antarctic@
@antaŭ@|@in front of, before@
@antaŭ ĉio@|@especially, above all@
@antaŭ nelonge@|@recently@
@antaŭ ol@|@before, prior to@
@antaŭa@|@former, prior, previous, last@
@antaŭa flanko@|@front@
@antaŭa lampo@|@headlamp@
@antaŭa nomo@|@first name@
@antaŭaĵo@|@antecedent@
@antaŭbrako@|@lower-arm@
@antaŭĉambro@|@antechamber, front room@
@antaŭdati@|@antedate@
@antaŭdestini@|@foredestine@
@antaŭdiluva@|@antediluvian@
@antaŭdiri@|@forecast, prophesy, foretell@
@antaŭdiristino@|@fortune teller(2)@
@antaŭdiristo@|@fortune teller(2)@
@antaŭe@|@previously, ahead; formerly@
@antaŭen@|@forward, on, ahead@
@antaŭenigi@|@foment, promote@
@antaŭeniri@|@go forward@
@antaŭenpuŝi@|@promote, push@
@antaŭfabrikita domo@|@prefabricated house@
@Antaŭfasta Mardo@|@Shrove-Tuesday@
@antaŭgardi@|@protect, save, preserve(2), guard@
@antaŭĝoji@|@look forward, eagerly anticipate@
@antaŭĝoji pri@|@look forward to@
@antaŭgusto@|@foretaste@
@antaŭhieraŭ@|@ŝe day before yesterday@
@antaŭi@|@precede@
@antaŭiranto@|@precursor@
@antaŭiri@|@precede@
@antaŭjuĝo@|@prejudice@
@antaŭlasta@|@the one before last, penultimate@
@antaŭludo@|@prelude; foreplay@
@antaŭmendi@|@reserve@
@antaŭmendo@|@booking@
@antaŭmeti@|@serve@
@antaŭnomo@|@first name@
@antaŭo@|@fore@
@antaŭo posten@|@back to front@
@antaŭpagi@|@prepay@
@antaŭparolo@|@foreword@
@antaŭplano@|@foreground@
@antaŭscii@|@know beforehand@
@antaŭsigno@|@portent, presage, sign(2), indication, omen@
@antaŭtagmeze@|@a.m.@
@antaŭtegmento@|@shed(2), penthouse@
@antaŭtimi@|@be apprehensive@
@antaŭtuko@|@apron@
@antaŭulo@|@predecessor@
@antaŭurbo@|@suburb@
@antaŭvenanto@|@precursor@
@antaŭvidebla@|@foreseeable, predictable@
@antaŭvidi@|@foresee@
@antaŭzorga@|@thoughtful@
@antaŭzorgi@|@take precautions, take care  beforehand@
@antaŭzorgo@|@precaution; thoughtfulness@
@antecedento@|@antecedent@
@antemo@|@corn chamomile@
@anteno@|@antenna@
@antibiotiko@|@antibiotic@
@anticipi@|@think ahead, anticipate@
@anticipo@|@anticipation@
@antikoncipa@|@contraceptive@
@antikorpo@|@antibody@
@antikva@|@antique, ancient@
@antikva tempo@|@antiquity@
@antikvaĵisto@|@antique dealer@
@antikvaĵo@|@relic, antique@
@antila@|@Antillean@
@antilano@|@Antillean@
@Antiloj@|@Antilles@
@antilopo@|@antelope@
@antimono@|@antimony@
@Antioĥio@|@Antioch@
@antipatia@|@nasty(3)@
@antipatio@|@dislike, aversion@
@antipodo@|@antipode@
@antisemita@|@anti-Semitic@
@antisemitismo@|@anti-Semitism@
@antisemito@|@anti-Semite@
@antisepsa@|@antiseptic@
@antisepsilo@|@antiseptic@
@antitezo@|@antithesis@
@antologio@|@anthology@
@antracito@|@anthracite@
@antropologio@|@anthropology@
@antropologo@|@anthropologist@
@Antverpeno@|@Antwerp@
@Anubo@|@Anubis@
@anuitato@|@repayment, instalment@
@Anunciacio@|@Annunciation@
@anusa seksumado@|@anal sex@
@anuso@|@anus@
@aorto@|@aorta@
@apaĉo@|@ruffian, hood, apache@
@aparatadaptilo@|@device driver@
@aparataro@|@equipment, hardware@
@aparato@|@apparatus, device, set@
@aparatulo@|@aparatchik@
@aparta@|@particular, special, apart, separate@
@apartaĵo@|@peculiarity, distinguishing feature@
@apartamento@|@apartment, flat@
@aparte@|@apart, separately@
@aparte de@|@apart from@
@aparteni@|@belong to@
@apartigi@|@divide, separate@
@apartiĝo@|@separation@
@apartigo@|@partition, separation@
@apartismo@|@separatism@
@apatia@|@apathetic@
@apatio@|@apathy@
@apatiulo@|@apathetic person@
@apelacianto@|@appellant@
@apelacii@|@appeal@
@apelacii al@|@appeal to, make an appeal to@
@apelacio@|@appeal@
@apelo@|@appeal@
@apenaŭ@|@only just, scarcely, hardly, barely@
@apenaŭa@|@bare, meagre@
@apendicito@|@appendicitis@
@apendico@|@appendix@
@Apeninoj@|@Apennines@
@aperaĵo@|@phenomenon, occurrence@
@apercepti@|@apperceive@
@aperi@|@perform, appear, emerge@
@aperigi@|@make to appear; publish@
@aperitivo@|@snifter, snorter, dram, peg, nip@
@apero@|@appearance@
@aperta@|@open@
@aperteco@|@frankness, openness@
@aperturo@|@aperture, opening@
@apetita@|@appetising@
@apetitiga@|@appetising@
@apetito@|@appetite@
@apika@|@steep@
@aplaŭdado@|@acclamation@
@aplaŭdi@|@applaud, acclaim, clap@
@aplaŭdo@|@acclamation, acclaim, approval@
@aplikado@|@employment, application, use@
@aplikaĵo@|@application@
@apliki@|@practice, apply@
@apliko@|@application, employment, use@
@aplombo@|@self-assurance, aplomb@
@apodikta@|@apodictic@
@apogeo@|@apogee@
@apogi@|@sustain, support, lean@
@apogi sin@|@lean@
@apogi sin al@|@lean against@
@apogilo@|@prop, support@
@apogseĝo@|@arm-chair, armchair@
@apokalipsa@|@apocalyptic@
@Apokalipso@|@Apocalypse@
@apokrifa@|@apocryphal@
@Apolo@|@Apollo@
@apologio@|@apology@
@apopleksio@|@seizure, stroke of apoplexy, stroke@
@apostata@|@apostate@
@apostatiĝi@|@apostatise@
@apostato@|@apostate@
@aposteriora@|@a posteriori@
@apostola@|@apostolic@
@apostola patro@|@church-father@
@apostoleco@|@apostleship, apostolate@
@apostolo@|@apostle@
@apostrofo@|@apostrophe@
@apotekisto@|@chemist, pharmacist@
@apoteko@|@pharmacy, chemist's shop@
@apoteozi@|@apotheosise@
@apoteozo@|@apotheosis@
@apraĵo@|@wild boar (meat)@
@apreci@|@appreciate@
@apreco@|@appreciation@
@apreti@|@finish(2)@
@apreturi@|@finish(2)@
@apreturo@|@starch@
@aprezi@|@appreciate@
@aprezo@|@appreciation@
@aprilo@|@April@
@apriora@|@a priori@
@apro@|@wild boar@
@aprobi@|@approve@
@aprobo@|@acclaim, approval@
@apud@|@next to, nearby, at, near to, beside, near(2), by@
@apuda@|@adjacent@
@apudaĵo@|@vicinity, neighbourhood@
@apude@|@nearby@
@apudeco@|@proximity@
@apudesti@|@be present@
@apudiĝi@|@approach(2), come closer@
@apudmeti@|@juxtapose@
@Apulio@|@Apulia@
@araba@|@Arabian, Arabic@
@Araba Maro@|@Arabian Sea@
@arabe@|@in Arabic@
@arabesko@|@arabesque@
@arabino@|@Arabian woman@
@Arabio@|@Arabia@
@arabo@|@Arab@
@arakido@|@peanut@
@arako@|@rack, arrack@
@Arallago@|@Aral Sea@
@araneaĵo@|@spiderweb@
@araneo@|@spider@
@aranĝaĵo@|@set-up, arrangement@
@aranĝi@|@arrange, fix up@
@aranĝi florojn@|@arrange flowers@
@aranĝo@|@arrangement, accommodation@
@araŭkario@|@monkey puzzle, araucaria@
@arbalesto@|@crossbow@
@arbaristo@|@woodsman, forester@
@arbaro@|@forest, woods@
@arbedo@|@shrub@
@arbitra@|@arbitrary@
@arbitracianto@|@arbiter, referee, umpire, arbitrator@
@arbitracio@|@arbitration@
@arbitre@|@arbitrarily@
@arbo@|@tree@
@arbokulturo@|@arboriculture@
@arboŝelo@|@bark@
@arbotrunko@|@stem, tree-trunk, trunk@
@Arbroto@|@Arbroath@
@arbustaro@|@shrubbery@
@arbusto@|@shrub, bush@
@arĉo@|@fiddlestick, bow@
@arda@|@ablaze, ardent@
@ardaĵo@|@coals, embers@
@Ardenoj@|@Ardennes@
@ardeo@|@heron@
@ardezo@|@slate@
@ardezotabulo@|@slate@
@Ardgajo@|@Ardgay@
@ardi@|@glow, glow with heat@
@ardo@|@glow, passion, heat@
@arego@|@mass, multitude@
@areno@|@arena@
@areo@|@area@
@Areopago@|@Areopagus@
@Areso@|@Ares@
@arestado@|@detention, arrest, apprehension@
@aresti@|@arrest@
@arestito@|@prisoner, arrested person@
@aresto@|@apprehension, arrest, detention@
@areto@|@small number, small group@
@argano@|@crane@
@arĝenta@|@silver@
@argentina@|@Argentinean, Argentine@
@argentinanino@|@Argentinean woman@
@argentinano@|@Argentine@
@Argentino@|@Argentina@
@arĝentkolora@|@silver-coloured@
@arĝento@|@silver@
@argila@|@earthen, clay, stone@
@argilaĵo@|@crockery, pottery, earthenware@
@argilo@|@clay@
@Argo@|@Argus@
@argono@|@argon@
@argumentado@|@argumentation@
@argumenti@|@maintain@
@argumento@|@plea, argument@
@arĥaika@|@archaic@
@arĥaismo@|@archaism@
@arĥeologio@|@archĉology@
@arĥeologo@|@archĉologist@
@Arĥeozoiko@|@Archĉozoic, Archĉozoic era, Archeozoic era@
@Arĥimedo@|@Archimedes@
@arĥipelago@|@archipelago@
@arĥitekto@|@architect@
@arĥitektura@|@architectonic, architectural@
@arĥitekturo@|@architecture@
@arĥitravo@|@architrave@
@arĥivisto@|@archivist, keeper of the records@
@arĥivo@|@archives, archive, files, records@
@Ariadno@|@Ariadne@
@ariergardo@|@rearguard, rather(2)@
@ariero@|@rather(2)@
@ariĝi@|@come together, form a group@
@arigi@|@amass@
@arigi@|@put together@
@ario@|@air, aria@
@aristokrata@|@aristocratic@
@aristokrataro@|@aristocracy@
@aristokratio@|@aristocracy@
@aristokrato@|@aristocrat@
@Aristotelo@|@Aristotle@
@Aristoto@|@Aristotle@
@aritmetiko@|@arithmetic@
@arja@|@Aryan@
@arjo@|@Aryan@
@arkadaro@|@portico@
@arkaika@|@archaic@
@arkaismo@|@archaism@
@arkana@|@arcane@
@arkeo@|@ark@
@arkeologia@|@archĉological@
@arkeologiisto@|@archĉologist@
@arkeologio@|@archĉology@
@arkeologo@|@archĉologist@
@arkeopterigo@|@archĉopteryx@
@arketipo@|@archetype@
@arkiduklando@|@archduchy@
@arkiduko@|@archduke@
@Arkimedo@|@Archimedes@
@arkipelago@|@archipelago@
@arkitekto@|@architect@
@arkitektura@|@architectural, architectonic@
@arkitekturo@|@architecture@
@arkitravo@|@architrave@
@arkivejo@|@archive(s)@
@arkivisto@|@keeper of the records, archivist@
@arkivo@|@archive@
@arko@|@arc, bow@
@arkta@|@Arctic@
@Arkta Oceano@|@Arctic Ocean@
@Arktika Oceano@|@Arctic Ocean@
@Arktiko@|@Arctic, the Arctic@
@Arkto@|@Arctic, the Arctic@
@arlekeno@|@jester, buffoon@
@armaturo@|@cramp-iron, armature, brace@
@armea@|@military@
@armea pastro@|@army chaplain, chaplain, padre@
@armena@|@Armenian@
@armenino@|@Armenian woman@
@Armenio@|@Armenia@
@armeno@|@Armenian@
@armeo@|@army@
@armerio@|@sea pink@
@armi@|@arm@
@armilejo@|@arsenal, armoury@
@armilo@|@weapon@
@Armoriko@|@Armorica@
@Arnhejmo@|@Arnhem@
@arniko@|@arnica@
@aro@|@are, group, herd, collection, set, heap@
@aroga@|@arrogant@
@aroganta@|@arrogant@
@aroganteco@|@presumption, overbearingness, assumingness@
@arogi@|@presume, arrogate@
@aroki@|@castle@
@aroma@|@aromatic, nutty, fragrant@
@aromo@|@flavour, aroma@
@arondismento@|@district@
@Arono@|@Aaron@
@aroruto@|@arrowroot@
@arsenalo@|@armoury, arsenal@
@arseniko@|@arsenic@
@arsenoksido@|@arsenic@
@arta@|@artistic, artificial@
@artaĵo@|@work of art@
@artefakto@|@artefact@
@artefarita@|@artificial@
@artefarita satelito@|@earth satellite@
@artemizio@|@absinthe@
@Artemo@|@Artemis, Phoebe@
@arterio@|@artery@
@arteriosklerozo@|@arteriosclerosis@
@arteza@|@artesian@
@artfajraĵo@|@fireworks@
@artgalerio@|@art gallery@
@artifika@|@contrived@
@artifiko@|@subterfuge, trick; trickery@
@artiki@|@articulate@
@artikigi@|@articulate@
@artiklo@|@article, commodity@
@artiko@|@joint@
@artikolo@|@article@
@artileriano@|@artilleryman, gunner@
@artileriisto@|@artilleryman, gunner@
@artilerio@|@artillery@
@artismo@|@artistic taste, virtuosity@
@artiŝoko@|@artichoke@
@artista@|@artistic@
@artisto@|@artist@
@arto@|@art@
@artrozo@|@arthritis@
@arumo@|@arum@
@asafetido@|@asafoetida@
@asbesto@|@asbestos@
@ascendi@|@ascend, go up@
@asekura statistikisto@|@actuary@
@asekuri@|@insure@
@asekuristo@|@insurer@
@asekuro@|@insurance@
@asembleo@|@assembly@
@asemblero@|@assembler@
@asepsa@|@aseptic@
@aserti@|@state, assert@
@asfalti@|@asphalt@
@asfalto@|@asphalt@
@asfodelo@|@asphodel@
@asidua@|@assiduous@
@asigni@|@assign@
@asigno@|@summons@
@asimilado@|@assimilation@
@asimili@|@assimilate@
@asimilo@|@assimilation@
@asira@|@Assyrian@
@Asirio@|@Assyria@
@asiro@|@Assyrian@
@asistado@|@help, assistance@
@asistantino@|@lady help, assistant@
@asistanto@|@assistant, helper, aide@
@asisti@|@aid, help, abet, assist@
@asisto@|@help@
@Asizo@|@Assisi@
@asketa@|@ascetic@
@askorbata acido@|@ascorbic acid, vitamin C@
@aso@|@ace@
@asociano@|@partner@
@asociito@|@partner@
@asocio@|@association@
@asparago@|@asparagus@
@aspekti@|@appear, look@
@aspektigi bona@|@become@
@aspekto@|@aspect, appearance@
@aspergi@|@sprinkle, water(2)@
@aspergilo@|@aspergillum, sprinkler@
@aspidistro@|@aspidistra@
@aspiko@|@aspic@
@aspiri@|@aspire to, hope for, aspire@
@aspirino@|@aspirin@
@aspiro@|@aspiration, ambition@
@aspra@|@rough, harsh, raspy@
@astateno@|@astatine@
@asteka@|@Aztec@
@asterisko@|@asterisk@
@astero@|@aster@
@asteroido@|@asteroid@
@astma@|@asthmatic, wheezy@
@astmeco@|@shortness of breath, wheeziness, asthma@
@astmo@|@asthma@
@astmulo@|@asthmatic, asthmatic patient@
@astro@|@heavenly body@
@astrologiisto@|@astrologer@
@astrologio@|@astrology@
@astrologo@|@astrologer@
@astronaŭto@|@astronaut, spaceman@
@astronomia@|@astronomic, astronomical@
@astronomiisto@|@astronomer@
@astronomio@|@astronomy@
@astronomo@|@astronomer@
@Asturio@|@Asturias@
@ataka@|@offensive, aggressive(2)@
@atakadi@|@harass, press hard@
@atakanto@|@aggressor, assailant, attacker@
@atakema@|@aggressive(2)@
@ataketo@|@fit(2), attack@
@ataki@|@assault, attack@
@atako@|@access, attack@
@atalanto@|@red admiral@
@ataŝeo@|@attach‚@
@atavismo@|@atavism, throw-back@
@ateismo@|@atheism@
@ateisto@|@atheist@
@ateliero@|@studio, atelier, work-room, workshop@
@atena@|@Athenian@
@atenano@|@Athenian@
@atencanto@|@assailant, assaulter@
@atenci@|@violate, assault(2)@
@atencinto@|@assailant, assaulter@
@atenco@|@assault(2)@
@atenculo@|@assailant, assaulter@
@atendado@|@expectation@
@atendejo@|@waiting room, waiting-room@
@atendi@|@wait for, expect, await, wait, abide@
@atendo@|@expectation@
@Ateno@|@Athena, Athene; Athens@
@atenta@|@attentive@
@atente@|@attentively@
@atentema@|@attentive@
@atenti@|@watch out for, pay attention@
@atenti pri@|@pay attention to@
@atentigi@|@draw attention@
@atentigi pri@|@advance(2), put forward@
@atento@|@attention@
@atestanto@|@witness@
@atesti@|@attest, bear witness of, testify@
@atestilo@|@certificate@
@atesto@|@certificate, testimony@
@atika@|@Attic@
@Atiko@|@Attica@
@atingebla@|@accessible@
@atingi@|@reach, get(2), accomplish, attain@
@atingo@|@achievement@
@atingopovo@|@range, reach@
@Atlantido@|@Atlantis@
@atlantika@|@Atlantic@
@Atlantiko@|@Atlantic Ocean, Atlantic@
@Atlantio@|@Atlantis@
@atlaso@|@atlas@
@atleta@|@athletic@
@atletiko@|@athletics@
@atletismo@|@athletics@
@atleto@|@athlete@
@atmosfera@|@atmospheric@
@atmosfero@|@atmosphere@
@atolo@|@atoll@
@atoma@|@atomic@
@atombombo@|@atom bomb@
@atomcentralo@|@atomic power station@
@atomenergio@|@atomic energy@
@atomfendado@|@fission@
@atomfiziko@|@nuclear physics@
@atomfuzio@|@atomic fusion@
@atommilito@|@atomic war@
@atomo@|@atom@
@atompezo@|@atomic weight@
@atomteorio@|@atomic theory@
@atonala@|@atonal@
@atrakcia@|@attractive@
@atrakcio@|@attraction@
@Atreĥto@|@Arras@
@atribui@|@assign, attribute@
@atributo@|@attribute@
@atrofii@|@atrophy@
@atrofiiĝi@|@atrophy@
@atrofio@|@atrophy@
@atuti@|@trump@
@atuto@|@trump@
@aŭ@|@or@
@aŭ ... aŭ@|@either ... or@
@aŭbado@|@aubade@
@aŭbrieto@|@aubretia@
