@Koine Greek@|@English@
@ἀπειθέω @|@I disobey, rebel, am disloyal@
@ἀπειθής -ές @|@unbelieving, disobedient@
@ἀπειλέω @|@I threaten, forbid by threatening@
@ἀπειλή -ῆς -ἡ @|@a threatening, threat@
@ἄπειμι @|@I am absent@
@ἄπειμι @|@I go away, depart@
@ἀπεῖπον @|@I renounce, disown@
@ἀπείραστος -ον @|@untried, inexperienced, incapable of being tempted@
@ ἄπειρος -ον @|@inexperienced, unskillful@
@ἀπεκδέχομαι @|@I expect eagerly, wait for eagerly@
@ἀπεκδύομαι @|@I strip, divest, renounce@
@ἀπέκδυσις -εως -ἡ @|@a putting off, casting off@
@ἀπελαύνω @|@I drive away@
@ἀπελεγμός -οῦ -ὁ @|@refutation, rejection, disrepute@
@ἀπελεύθερος -ου -ὁ @|@a freedman@
@Ἀπελλῆς -οῦ -ὁ @|@Apelles@
@ἀπελπίζω @|@I despair@
@ἀπέναντι @|@over against, opposite, in view of, in the presence of@
@ ἀπέραντος -ον @|@unaccomplished, unending, endless@
@ἀπερισπάστως @|@without distraction, without being distracted@
@ἀπερίτμητος -ον @|@uncircumcised, unclean@
@ἀπέρχομαι @|@I come or go away from, depart, return@
@ἀπέχομαι @|@I abstain from@
@ἀπέχω @|@I have in full, am far, it is enough@
@ἀπιστέω @|@I am unfaithful, I disbelieve@
@ἀπιστία -ας -ἡ @|@unbelief, unfaithfulness, distrust@
@ἄπιστος -ον @|@unbelieving, incredulous, unchristian, unbeliever@
@ἁπλότης -τητος -ἡ @|@simplicity, sincerity, purity@
@ἁπλοῦς -ῆ -οῦν @|@single, simple, sound@
@ἁπλῶς @|@simply, sincerely@
@ἀπό @|@from, away from@
@ἀποβαίνω @|@I go or come out of, disembark, result@
@ἀποβάλλω @|@I throw away from, throw overboard@
@ἀποβλέπω @|@I look away from, turn my attention to@
@ἀπόβλητος -ον @|@worthy to be cast away, worthless@
@ἀποβολή -ῆς -ἡ @|@a casting away, rejection, loss@
@ἀπογίνομαι @|@I go out of being, cease to be, die@
@ἀπογραφή -ῆς -ἡ -@|@an enrollment, census-taking, record@
@ἀπογράφω @|@I enroll, inscribe in a register@
@ἀποδείκνυμι @|@I show by proof, demonstrate, set forth@
@ἀπόδειξις -εως -ἡ @|@demonstration, proof@
@ἀποδεκατόω @|@I take off a tenth part, pay tithe@
@ἀπόδεκτος -ον @|@worthy to be received, acceptable, welcome@
@ἀποδέχομαι @|@I receive, welcome, entertain@
@ἀποδημέω @|@I go into another country@
@ἀπόδημος -ον @|@away from home@
@ἀποδίδωμι @|@I give back, return, sell@
@ἀποδιορίζω @|@I make a distinction@
@ἀποδοκιμάζω @|@I reject after testing, I disqualify@
@ἀποδοχή -ῆς -ἡ @|@acceptance, appreciation, approbation@
@ἀπόθεσις -εως -ἡ @|@a putting off, a laying down@
@ἀποθήκη -ης -ἡ @|@a repository, granary, barn, storehouse@
@ἀποθησαυρίζω @|@I store up, treasure up@
@ἀποθλίβω @|@I jostle@
@ἀποθνῄσκω @|@I am dying, am about to die@
@ἀποκαθίστημι @|@I restore, give back@
@ἀποκαλύπτω @|@I uncover, bring to light, reveal@
@ἀποκάλυψις -εως -ἡ @|@an unveiling, uncovering, revealing@
@ἀποκαραδοκία -ας -ἡ @|@eager expectation@
@ἀποκαταλλάσσω @|@I reconcile@
@ἀποκατάστασις -εως -ἡ. @|@restitution, reestablishment, restoration@
@ἀπόκειμαι @|@I have been put away, am stored, am reserved for@
@ἀποκεφαλίζω @|@I behead@
@ἀποκλείω @|@I shut@
@ἀποκόπτω @|@I smite, cut off, emasculate@
@ἀπόκριμα -ατος -τό @|@an answer, a judicial decision@
@ἀποκρίνομαι @|@I answer, reply@
@ἀπόκρισις -εως -ἡ @|@an answer, reply@
@ἀποκρύπτω @|@I hide away, conceal@
@ἀπόκρυφος -ον @|@hidden away, secret@
@ἀποκτείνω @|@I put to death, kill@
@ἀποκυέω @|@I bring forth, give birth to@
@ἀποκυλίω @|@I roll away@
@ἀπολαμβάνω @|@I get back, receive back@
@ἀπόλαυσις -εως -ἡ @|@the faculty or experience of enjoyment@
@ἀπολείπω @|@I leave, leave behind, desert, am reserved@
@ἀπολείχω @|@I lick off, lick clean@
@ἀπόλλυμι @|@I destroy, lose, am perishing@
@Ἀπολλύων -ονος -ὁ @|@Apollyon, Destroyer@
@Ἀπολλωνία -ας -ἡ @|@Apollonia@
@Ἀπολλώς -ώ -ὁ @|@Apollos@
@ἀπολογέομαι @|@I give a defense, defend myself@
@ἀπολογία -ας -ἡ @|@a verbal defense@
@ἀπολούω @|@I wash off, wash away@
@ἀπολύτρωσις -εως -ἡ @|@redemption, deliverance@
@ἀπολύω @|@I release, let go, send away, divorce@
@ἀπομάσσω @|@I wipe off@
@ἀπονέμω @|@I apportion, render as due@
@ἀπονίπτω @|@I wash dirt off@
@ἀποπίπτω @|@I fall away from, fall off@
@ἀποπλανάω @|@I cause to wander astray, have wandered away@
@ἀποπλέω @|@I sail away@
@ἀποπλύνω @|@I wash, rinse@
@ἀποπνίγω @|@I suffocate, choke, drown, stop the growth of@
@ἀπορέω @|@I am in difficulties, am at my wits end@
@ἀπορία -ας -ἡ @|@perplexity, anxiety@
@ἀπορρίπτω @|@I throw away from, throw overboard@
@ἀπορφανίζω @|@I separate from some one, bereave@
@ἀποσκευάζομαι @|@I prepare for a journey, depart@
@ἀποσκίασμα -ατος -τό @|@a shadow, a faint image or copy@
@ἀποσπάω @|@I wrench away from, drag away, withdraw@
@ἀποστασία -ας -ἡ @|@defection, apostasy@
@ἀποστάσιον -ου -τό @|@repudiation, divorce@
@ἀποστεγάζω @|@I unroof, take the roof off@
@ἀποστέλλω @|@I send forth, send, send away, dismiss@
@ἀποστερέω @|@I deprive one of something, rob@
@ἀποστολή -ῆς -ἡ @|@commission, duty of apostle, apostleship@
@ἀπόστολος -ου -ὁ @|@an apostle, a messenger, an envoy, a delegate@
@ἀποστοματίζω @|@I draw out by questioning@
@ἀποστρέφω @|@I turn away, restore, reject@
@ἀποστυγέω @|@I detest, abhor@
@ἀποσυνάγωγος -ον @|@away from the synagogue, excommunicated@
@ἀποτάσσομαι @|@I withdraw from, take leave of, renounce, send away@
@ἀποτελέω @|@I complete, accomplish, form fully, perfect@
@ἀποτίθημι @|@I lay off or aside, renounce@
@ἀποτινάσσω @|@I shake off@
@ἀποτίνω @|@I repay, pay what is due@
@ἀποτολμάω @|@I assume boldness@
@ἀποτομία -ας -ἡ @|@harshness, severity@
@ἀποτόμως @|@sharply, severely@
@ἀποτρέπω @|@I turn away from, shun@
@ἀπουσία -ας -ἡ @|@absence@
@ἀποφέρω @|@I carry, bear away@
@ἀποφεύγω @|@I flee from, escape@
@ἀποφθέγγομαι @|@I speak out, declare@
@ἀποφορτίζομαι @|@I unload, discharge@
@ἀπόχρησις -εως -ἡ @|@using up@
@ἀποχωρέω @|@I go away, depart@
@ἀποχωρίζω @|@I separate from@
@ἀποψύχω @|@I faint, breathe out life, die@
@Ἄππιος -ου -ὁ @|@Appius@
@ἀπρόσιτος -ον @|@unapproachable@
@ἀπρόσκοπος -ον @|@not offending, not causing offence, blameless@
@ἀπροσωπολήπτως @|@impartially@
@ἄπταιστος -ον @|@without stumbling or falling@
@ἅπτομαι @|@I touch or handle@
@ἅπτω @|@I kindle, light@
@Ἀπφία -ας -ἡ @|@Apphia@
@ἀπωθέω @|@I push or thrust away, reject@
@ἀπώλεια -ας -ἡ @|@destruction, ruin, loss@
@ἀρά -ᾶς -ἡ @|@a prayer or prayer for evil, a curse, imprecation@
@ἄρα @|@then, therefore, since@
@ἆρα @|@a particle asking a question, expecting a negative response@
@Ἀραβία -ας -ἡ @|@Arabia@
@Ἀράμ -ὁ @|@Ram@
@Ἄραψ -Ἄραβος -ὁ @|@an Arabian@
@ἀργέω @|@I linger, delay, am idle@
@ἀργός -ή -όν @|@idle, lazy, thoughtless@
@ἀργυροῦς -ᾶ -οῦν @|@made of silver@
@ἀργύριον -ου -τό @|@silver, a shekel, money in general@
@ἀργυροκόπος -ου -ὁ @|@a silversmith@
@ἄργυρος -ου -ὁ @|@silver as a metal@
@Ἄρειος πάγος -ου -ὁ @|@the Areopagus@
@Ἀρεοπαγίτης -ου -ὁ @|@member of the Council of the Areopagus@
@ἀρέσκεια -ας -ἡ @|@pleasing, willing service@
@ἀρέσκω @|@I please, serve@
@ἀρεστός -ή -όν @|@pleasing, satisfactory, acceptable@
@Ἀρέτας -α -ὁ @|@Aretas@
@ἀρετή -ῆς -ἡ @|@virtue, moral excellence, perfection@
@ἀρήν -ἀρνός -ὁ @|@a lamb@
@ἀριθμέω @|@I number, count@
@ἀριθμός -οῦ -ὁ @|@a number, total@
@Ἀριμαθαία -ας -ἡ @|@Arimathea@
@Ἀρίσταρχος -ου -ὁ @|@Aristarchus@
@ἀριστάω @|@I breakfast, dine@
@ἀριστερός -ά -όν @|@on the left hand@
@Ἀριστόβουλος -ου -ὁ @|@Aristobulus@
@ἄριστον -ου -τό @|@breakfast or a mid-day meal@
@ἀρκετός -ή -όν @|@sufficient@
@ἀρκέω @|@I am sufficient, I suffice, am content, satisfied@
@ἄρκος -ου -ὁ -ἡ @|@a bear@
@ἅρμα -ατος -τό @|@a chariot@
@Ἁρμαγεδών @|@Armageddon@
@ἁρμόζω @|@I fit, join@
@ἁρμός -οῦ -ὁ @|@a joint of the body@
@ἀρνέομαι @|@I deny, repudiate@
@ἀρνίον -ου -τό @|@a lamb@
@ἀροτριάω @|@I plow@
@ἄροτρον -ου -τό @|@a plow@
@ἁρπαγή -ῆς -ἡ @|@the act of plundering, plunder, spoil@
@ἁρπαγμός -οῦ -ὁ @|@spoil, an object of eager desire, a prize@
@ἁρπάζω @|@I seize, snatch, obtain by robbery@
@ἅρπαξ -αγος -ὁ @|@rapacious, ravenous, a robber, an extortioner@
@ἀρραβών -ῶνος -ὁ @|@an earnest, earnest-money@
@ἄραφος -ον @|@not sewed, seamless@
@ἄρσην -ενος -εν @|@male@
@ἄρρητος -ον @|@not to be uttered, secret@
@ἄρρωστος -ον @|@infirm, sick, ill@
@ἀρσενοκοίτης -ου -ὁ @|@a male engaging in samegender sexual activity@
@Ἀρτεμᾶς -ᾶ -ὁ @|@Artemas@
@Ἄρτεμις -ιδος -ἡ @|@the Persian or Ephesian Artemis@
@ἀρτέμων -ονος -ὁ @|@a foresail, set on the bow@
@ἄρτι @|@now, just now@
@ἀρτιγέννητος -ον @|@newly begotten, newly born@
@ἄρτιος -ια -ον @|@perfect, complete@
@ἄρτος -ου -ὁ @|@bread, a loaf, food@
@ἀρτύω @|@I season, flavor@
@Ἀρφαξάδ -ὁ @|@Arphaxad@
@ἀρχάγγελος -ου -ὁ @|@a ruler of angels, a superior angel, an archangel@
@ἀρχαῖος -αία -αῖον @|@original, primitive, ancient@
@Ἀρχέλαος -ου -ὁ @|@Archelaus@
@ἀρχή -ῆς -ἡ @|@ruler, beginning@
@ἀρχηγός -οῦ -ὁ @|@originator, author, founder@
@ἀρχιερατικός -ή -όν @|@high priestly, to which the chief priest belongs@
@ἀρχιερεύς -έως -ὁ @|@high priest, chief priest@
@ἀρχιποίμην -ενος -ὁ @|@the chief shepherd@
@Ἄρχιππος -ου -ὁ @|@Archippus@
@ἀρχισυνάγωγος -ου -ὁ @|@a leader of the synagogue@
@ἀρχιτέκτων -ονος -ὁ @|@master-builder@
@ἀρχιτελώνης -ου -ὁ -@|@head of a custom-house, chief tax-gatherer@
@ἀρχιτρίκλινος -ου -ὁ @|@master of the feast@
@ἄρχομαι @|@I begin@
@ἄρχω @|@I reign, rule@
@ἄρχων -οντος -ὁ @|@a ruler, prince, leader@
@ἄρωμα -ατος -τό @|@spice, perfume@
@Ἀσά -ὁ @|@Asa@
@ἀσάλευτος -ον @|@unshaken, immovable@
@ἄσβεστος -ον @|@inextinguishable, unquenchable@
@ἀσέβεια -ας -ἡ @|@impiety, irreverence, wickedness@
@ἀσεβέω @|@I am impious, irreverent, do impiously@
@ἀσεβής -ές @|@impious, ungodly, wicked@
@ἀσέλγεια -ας -ἡ @|@wantonness, lewdness@
@ἄσημος -ον @|@undistinguished, obscure@
@Ἀσήρ -ὁ @|@Asher@
@ἀσθένεια -ας -ἡ @|@want of strength, weakness, illness@
@ἀσθενέω @|@I am weak, sick@
@ἀσθένημα -ατος -τό @|@weakness, infirmity@
@ἀσθενής -ές @|@weak, infirm, sick@
@Ἀσία -ας -ἡ @|@roughly the western third of Asia Minor@
@Ἀσιανός -οῦ -ὁ @|@belonging to the Roman province Asia@
@Ἀσιάρχης -ου -ὁ @|@an Asiarch@
@ἀσιτία -ας -ἡ @|@abstinence, a fast@
@ἄσιτος -ον @|@fasting@
@ἀσκέω @|@I train, practice, exercise@
@ἀσκός -οῦ -ὁ @|@a wine-skin@
@ἀσμένως @|@joyfully, with delight@
@ἄσοφος -ον @|@unskilled, unwise, foolish@
@ἀσπάζομαι @|@I greet, salute, pay my respects to@
@ἀσπασμός -οῦ -ὁ @|@a greeting, salutation@
@ἄσπιλος -ον @|@unstained, undefiled@
@ἀσπίς -ίδος -ἡ @|@an asp@
@ἄσπονδος -ον @|@implacable@
@ἀσσάριον -ίου -τό @|@a small coin@
@ἆσσον @|@nearer, close by@
@Ἄσσος -ου -ἡ @|@Assos@
@ἀστατέω @|@I am unsettled, have no fixed abode@
@ἀστεῖος -α -ον @|@elegant, pretty, fair, fine, beautiful@
@ἀστήρ -έρος -ὁ @|@a star@
@ἀστήρικτος -ον @|@unsteady, unstable@
@ἄστοργος -ον @|@unloving, devoid of affection@
@ἀστοχέω @|@I miss the mark, miss my aim, make a false aim@
@ἀστραπή -ῆς -ἡ @|@a flash of lightning, brightness, luster@
@ἀστράπτω @|@I flash, am lustrous@
@ἄστρον -ου -τό @|@a star@
@Ἀσύγκριτος -ου -ὁ @|@Asyncritus@
@ἀσύμφωνος -ον @|@dissonant, discordant@
@ἀσύνετος -ον @|@unintelligent, unwise, undiscerning@
@ἀσύνθετος -ον @|@untrue to an agreement, treacherous@
@ἀσφάλεια -ας -ἡ @|@safety, security, reliability@
@ἀσφαλής -ές @|@safe, reliable, trustworthy@
@ἀσφαλίζω @|@I make safe@
@ἀσφαλῶς @|@safely, securely, assuredly@
@ἀσχημονέω @|@I act improperly, unseemly@
@ἀσχημοσύνη -ῆς -ἡ @|@unseemliness, shame, nakedness@
@ἀσχήμων -ον @|@unseemly, indecent@
@ἀσωτία -ας -ἡ @|@wantonness, profligacy@
@ἀσώτως @|@prodigally, with prodigal living@
@ἀτακτέω @|@I behave disorderly@
@ἄτακτος -ον @|@disorderly, slack@
@ἀτάκτως @|@in a disorderly manner@
@ἄτεκνος -ον @|@childless@
@ἀτενίζω @|@I direct my gaze, look steadily@
@ἄτερ @|@apart from, without@
@ἀτιμάζω @|@I disgrace, dishonor@
@ἀτιμία -ας -ἡ @|@disgrace, dishonor@
@ἄτιμος -ον @|@without honor, despised@
@ἀτιμόω @|@I dishonor, treat shamefully@
@ἀτμίς -ίδος -ἡ @|@breath, steam, vapor@
@ἄτομος -ον @|@an indivisible part of time, a moment@
@ἄτοπος -ον @|@improper, unrighteous, perverse@
@Ἀττάλεια -ας -ἡ @|@Attalia@
@αὐγάζω @|@I shine forth@
@αὐγή -ῆς -ἡ @|@light of day@
@Αὐγούστος -ου -ὁ @|@Augustus@
@αὐθάδης -ες -@|@self-satisfied, arrogant@
@αὐθαίρετος -ον ’ @|@of one’s own accord@
@αὐθεντέω @|@I domineer over@
@αὐλέω @|@I play the flute, pipe@
@αὐλή -ῆς -ἡ, -@|@court-yard, fore-court, palace, house@
@αὐλητής -οῦ -ὁ @|@a flute-player@
@αὐλίζομαι @|@I lodge, pass the night@
@αὐλός -οῦ -ὁ @|@a flute, pipe@
@αὐξάνω @|@I cause to increase, become greater, grow@
@αὔξησις -εως -ἡ @|@increasing, increase, growth@
@αὔριον @|@tomorrow@
@αὐστηρός -ά -όν @|@grim, severe, strict, exacting@
@αὐτάρκεια -ας -ἡ -@|@self-sufficiency, independence@
@αὐτάρκης -ες -@|@self-sufficient, contented, satisfied@
@αὐτοκατάκριτος -ον @|@self-condemned@
@αὐτόματος -η -ον @|@of its own accord@
@αὐτόπτης -ου -ὁ @|@an eye-witness@
@αὐτός -αὐτή -αὐτό @|@he, she, it, they, them, same@
@αὐτοῦ @|@here, there@
@αὐτόχειρ -ρος -ὁ ’ @|@with one’s own hand@
@αὐχμηρός -ά -όν @|@dingy, dusky, obscure, dark, funereal@
@ἀφαιρέω @|@I take away, smite off@
@ἀφανής -ές @|@invisible@
@ἀφανίζω @|@I cause to disappear, I hide, remove, disfigure@
@ἀφανισμός -οῦ -ὁ @|@disappearing, disappearance@
@ἄφαντος -ον @|@disappearing, invisible, hidden@
@ἀφεδρών -ῶνος -ὁ @|@a drain, latrine@
@ἀφειδία -ας -ἡ @|@severity@
@ἀφελότης -τητος -ἡ @|@simplicity, sincerity@
@ἄφεσις -εως -ἡ @|@deliverance, pardon, complete forgiveness@
@ἁφή -ῆς -ἡ @|@a band, fastening, a ligament@
@ἀφθαρσία -ας -ἡ. @|@indestructibility, incorruptibility, immortality@
@ἄφθαρτος -ον @|@imperishable, incorruptible@
@ἀφίημι @|@I send away, release, remit, forgive, permit@
@ἀφικνέομαι @|@I arrive at, reach@
@ἀφιλάγαθος -ον @|@not loving that which is good@
@ἀφιλάργυρος -ον @|@not loving money, not avaricious@
@ἄφιξις -εως -ἡ @|@arrival, departure@
@ἀφίστημι @|@I lead away, seduce, depart, abstain from@
@ἄφνω @|@suddenly@
@ἀφόβως @|@fearlessly@
@ἀφομοιόω @|@I assimilate, make like to@
