@English@|@Mam Todos Santos@
@address (of the destination)@|@temb'il@
@address (street address of a person)@|@tb'eyal, tenb'il@
@address of the person who is being sent a telegram@|@tajlal tja k'amol@
@addressee (on the lower portion of the envelope of correspondence)@|@k'amol@
@adds emphasis to a noun or adjective@|@-ju@
@adjective used to designate an ear of corn that is just beginning to form grains@|@smak'@
@adjust@|@tz'aqsal, tz'aqsil@
@adobe brick@|@loq'@
@adopt@|@meb'ayi, meb'ayi-@
@adopt or care for an orphan@|@meb'ayil, meb'eyil@
@adopted child@|@meb'a@
@adorned@|@tz'ib'@
@adornment@|@wiqb'il@
@adult@|@tij@
@adulterous@|@aj ky'a'j@
@adultery@|@aq'pul xjal@
@advance@|@nejil, nejnel@
@advance payment@|@ab'tzib'il@
@Adverb  meaning which? Particle meaning whom or who are doing or going to do a certain action@|@alkyeqechaq@
@adverb meaning since a few minutes ago@|@maytxi'@
@adverb meaning until later@|@nejxi'@
@adverb of negation@|@nya@
@adverb of negation leaving the possibility that circumstances could change@|@na'mx@
@adverb that indicates that a place is topographically located at a lower altitude than than another place@|@kub'ni@
@adverb that indicates that an action has to be done in a certain way@|@kala@
@adverb that indicates that something or someone is moving little by little@|@b'atzan@
@adverb that is used to reaffirm something@|@ax tok@
@adverb that usually ends a sentence and indicates the point in time or place where a past act or happening began@|@atxi'x@
@adverb to indicate that an action is done permanently or habitually@|@majx@
@adverb used to affirm that something is true@|@ax toklen@
@advocate (noun)@|@kolil@
@advocate (person who defends someone)@|@ajyol@
@aerialist (like one who walks the highwire in a circus)@|@xwe'tzal@
@affection@|@k'ujlab'il@
@affectionate term for a fat person especially babies@|@xuq'@
@affectionate term used with a boy child (like saying sweety or sweetheart)@|@mil@
@affective word that means to go rolling slowly@|@tololon@
@affirm@|@tz'iyil@
@affirmative adverb that gives assurance of the certainty of an action@|@ax@
@affirmative answer to signify that something is already done (Did you do your homework? Yes)@|@may@
@affix of Juego B meaning I@|@chin@
@affliction@|@b'isb'il@
@aforetime@|@ojtxa@
@after@|@chi rij, liwey, okt, otk, yaji, yajxa, yajxitl@
@after (despues)@|@despwes@
@afternoon@|@kala, qala, qa'la, qale@
@afterward@|@yajxitl@
@again@|@jmajtil, jun majtl, jun majtle, juntl majl@
@against@|@te, ti'j@
@against as in The boy is leaning against the post.@|@chi rij@
@Against whom? (Against who are you inventing stories?)@|@al qi'j@
@agape@|@jaqal, xhk'ab'tzi@
@age@|@ab'q'iyal, ab'q'iyil, kolamb'il@
@age (How old are you?)@|@tab'q'iyil@
@aged@|@b'uk, ma tijin, saqwi', sb'u'j@
@agenda@|@txolb'aq'untl@
@agitated@|@kyi'tx@
@agreeable@|@chya'l@
@agreement@|@wi' aq'untl@
@agriculatural worker@|@majin@
@agriculturist@|@ajkol@
@ahead@|@chi ruwach@
@ahead of@|@nejli@
@aid@|@onb'il, q'ejlil@
@aid (not necessarily financially)@|@onb'il@
@air@|@kyq'iq, kyq'iq', qman kyq'iq, qman kyq'iq'@
@air compressor@|@xupil@
@air gauge (for gauging tire pressure)@|@kib'il kyq'iq'@
@air produced by something in particular (storm wind or wind caused by the rain etc)@|@kyq'iq'il, tkyq'iq'il@
@airline stewardess@|@aq'nal tuj k'uxb'et@
@airplane@|@k'uxlin, sis@
@airplane hanger@|@tja k'uxlip@
@airplane tail@|@tje' k'uxlip@
@airplane ticket@|@tu'jal b'etb'il@
@airplane wing@|@txiky' k'uxlip@
@airstrip@|@kykub'il k'uxlip@
@ajar@|@katlach'in, katxl, k'atxla@
@Albert@|@Bet@
@alcohol-free drink usually made with plant extracts and water and sugar that is taken cold to quench thirst@|@k'wache'w@
@alert@|@xhtij@
@alert person@|@sak'@
@Alice was at Betty's house Thursday@|@Ten Alice tja Betty toj jueves@
@alive@|@itz'@
@all@|@chqilka, kyaqil, tkyaqil@
@all at once@|@b'ix, b'i'x, jun majx@
@all children@|@tkyaqil k'wal@
@all five of us@|@we' qb'aje@
@all gone@|@b'ajset@
@all of a sudden@|@alol, chix, mixininj, mixnin, noqx, nyapelo, qaxlo@
@all of it@|@a'lixju, tkyaqil@
@all of it (the -ju adds emphasis)@|@tkyaqilju@
@all of the children@|@tkyaqil k'wal@
@All of the water disappeared!@|@Tkyaqil a' ma kub'naj!@
@all of them@|@kykyaqil@
@all of this (tkyaqil 'all of it' - jlu 'this')@|@tkyaqil jlu@
@all of those boys@|@naq ju'nqa k'wal@
@all of us@|@qkyaqilx@
@all over@|@jachaqja, jaxja@
@all people (everyone blinks)@|@tkyaqil xjal@
@all that is done using the brain@|@nab'il@
@all those people@|@naq ju'nqa xjal@
@all, expression of admiration as in I carried all this@|@a'lixjo@
@Allanton Casrio belonging to the Papal aldea in San Idelfonso Ixtahuacan Guatamala@|@ayanton@
@allergic reaction@|@tky'aqachil@
@allergy@|@tky'aqachil@
@almanac@|@ajla'b'l q'ij@
@almost@|@ch'inx, ch'inxtl, ch'ix b'aj, ch'ixma, noq ch'intl@
@almost (casi)@|@kasi@
@almost (It is almost there)@|@ch'ixtl@
@almost daughter in law@|@ilib'ajiyen@
@almost there@|@ch'ix b'aj@
@alone@|@jiq'jil, jonalx, tjonalx, tjunal@
@along side@|@t-txlaj, -txlaj@
@along with@|@junx tuk'u, kitunun ki', -ky'itz@
@Alonzo@|@loxh, Loxh@
@aloud@|@kyuw@
@aloud (to say something aloud)@|@kyiw twi'@
@alphabetize@|@yek'u'jil@
@already@|@ataq, matxa, may, oje, otaq@
@already (I already finished eating)@|@matxi'@
@already (We are already finished dancing)@|@matxi@
@already better@|@ma b'anix@
@already done@|@ma'@
@already finished@|@ataq@
@also@|@atzen, atzente, ax, ax ikx, ax ikyx, axax, axtl, b'ix, ex, ikx, ikyx, jni', jux, moqa, nya o'kxjo, sub'an@
@also a vulgar way to refer to the vagina in Todos Santos@|@sub'in@
@altar@|@ajwalil, k'ulb'il, k'u'lb'il, wa'lb'il@
@although@|@b'awtl, exlaqa, i'chaqj, itzala, ixqa, maske@
@although this word has the meaning of guiding someone or some animal its focus is on the bringing@|@k'lel@
@although this word means to guide it focuses on guiding someone by the hand@|@wab'il, xkol@
@although this word means to guide its focus is on the trip@|@wa'bil@
@although this word means to guide its focus is on the trip or the going@|@wa'b'il@
@always@|@awal kjo'n, axix, axi'x, ikx, jomajx, kukx, majx, naqxix, temb'ix@
@always necessary@|@ilxna@
@amadillo@|@ib'oxh@
@amaranth@|@xloqtx'o'@
@amass@|@xyoq'a-@
@Amate tree from which a type of bark paper was manufactured in ancient times (primarily to create codices)@|@ky'ajiky'@
@Amate tree whose bark was used for making a type of paper in times past@|@ky'ijik'@
@Ambrocio@|@loxh@
@American pokeweed@|@saqtx'yan@
@among@|@chi rukojol@
@among (them)@|@kyxol@
@among (this works only with the third persons)@|@-xol@
@among us@|@qxol@
@ample surface of objects@|@nim twitz@
@amulet made of gopher bones that is placed on the left hand of babies to protect against the evil eye)@|@b'ach@
@amuse@|@tachaxil@
@amusing@|@ajsokil@
@an abstract noun that indicates pain that is produced by something (like a headache or wound)@|@tky'ixk'ojil@
@an accident@|@il@
@an action carried out rapidly@|@b'e'x@
@an action that falls upon the first person singular@|@wi'j@
@an adjective that is applied to objects that tend to break or crack easily like clay pots or plates@|@pa'x@
@an adjective used to indicate the ease with which a woman or an animal gets pregnant@|@alan@
@an affirmative enclitic (ilxna is composed of il- necessary -x meaning always and -na affirmative so all together it means 'Yes it is always necessary') the Mam word -at- means 'there is' coupled with the enclitic -na (atna) means 'Yes there is'@|@-na@
@an agave fiber mecapal which is a device used to carry loads on the back by suspending the load on two cords that are attached to a sash that is placed on the forehead@|@q'ob'xek, q'ob'xeky@
@an agumentive that occurs with adjectives (nimaq 'large' comes from nim 'a lot' or 'big' and the suffix -aq)@|@-aq@
@an animal@|@jun txkup@
@an animal standing in one place with a full stomach (the animal was so full it couldn't move)@|@chb'ejli@
@an animals young@|@alb'aj@
@an annelid (a wormlike animal with a long segmented body) that lives in the ground and feeds on plant roots (Guatemalan children can be bitten by this annelid if they play with it and the bite feels like a burn)@|@xk'alk'a's@
@an apple like fruit that looks similar to a pear and usually appears in markets in Guatemala in late-December@|@cha'x tx'omanxan@
@an arm@|@qenb'aj@
@an armful (loaded on both arms)@|@chel@
@an armload@|@jaj@
@an augmentative used with adjecives (nintz tnam 'a very big city' comes from nim 'a lot' and the suffix -tz)@|@-tz@
@an avocado@|@tlo' oj@
@an ear of corn that have no corn but have black points of rot@|@ch'o'l@
@an ear of corn that is tender and juicy@|@me'xh@
@an edible herb@|@mix@
@an edible muhroom@|@xul@
@an edible mushroom@|@b'u'q, tx'oyol, xul@
@an edible succulent annual trailing plant that thrives in poor soil@|@xjetlaq, xkyitzwi'@
@an edible weed that produces yellow flowers and is edible@|@paq@
@an eighth@|@twajxqin pix@
@an empty bag backpack or net laying on any surface@|@b'eqli@
@an enclitic added to a noun to show possession by the second person singular@|@-a@
@an enclitic added to a noun to show possession of that noun@|@-e'@
@an enclitic added to a root ending with a vowel to indicate possession@|@-ye@
@an enclitic added to a word that ends in a vowel showing possession by the second person singular@|@-ya@
@an enclitic added to a word to show possession of that word@|@-e@
@an enclitic that is added to certain nouns to show possession of that noun@|@-ye'@
@an enclitic that is added to the verb in the last part of a sentence it is used to indicate an action that happens immediately after another action@|@-tzun, -tzuntz@
@an equal quantity for each one@|@junilni@
@an exaggerated desire for something edible (Her daughter wants to eat everything in the market)@|@tzeqal, tzeqil@
@an explanation@|@jun txilen@
@an expression used to indicate someone is a part of a group@|@aqechaqtzan@
@an expression used to indicate that someone is smiling because they are at the point of crying@|@oq'iltze'@
@an expression used to scare off hawks or other flying predators to keep them from eating chickens or other small farm animals@|@kule'@
@an illness that provokes heart attacks@|@b'iyal@
@an imperative that means 'come' (In San Juan Ostuncalco)@|@qlan@
@an incline@|@jawil, jawl@
@an incomplete ear of corn that has grains separated by a channel from one end to the other@|@kya'@
@an initial x is usually a prefix if it precedes another consonant (k'a means 'bitter' while xk'a means 'bile' and b'akix means 'vapor' while xb'akix also means 'vapor')@|@x-@
@an insect that makes a high pitched and very monotonus noise@|@chinkli'@
@an instrument or means of giving something such as a paper towel that you might use to hand someone a donut@|@aq'b'al@
@an instrument used to cut something@|@job'il@
@an instrument used to finish out a weaving on the loom@|@esb'il@
@an instrumet that is used to roll up thread or hemp@|@b'alb'il@
@an insufficiently secured load (The load fell off the horse because the load was to loosely secured)@|@ko'w@
@an insult that means a person is brazen and ugly and insolent@|@pak'a'ch@
@an intense desire@|@tzeqil vt@
@an intense liking for something@|@tzeqil vt@
@an intensifier (Intensifiers are adverbs or adverbial phrases that strengthen the meaning of other expressions and show emphasis for example -absolutely or highly or very or so -he was so calm- etc)@|@mati@
@an isolated group of something@|@swej@
@an isolated rock of extraordinary size (it is a steeply projecting mass of rock forming part of a rugged cliff or headland and is a fragment that has separated from the larger rock mass)@|@piky@
@an itch@|@ky'aqach@
@an object someone used to break something (the boys used a hammer to break the toys)@|@b'uchb'il@
@an object that has been predestined to be given@|@oyb'e'tz@
@an object that someone has used@|@b'ajsab'en@
@an obligatory antecedant to a number@|@chel@
@an offense@|@il@
@an offensive way to indicate to someone that they have eaten something that they shouldn't have (tleq'ina)@|@leq'il@
@an offensive way to refer to a person@|@paja'ch@
@an orderly orientation@|@nak'ul, nik'ul, nuk'il@
@an unreliable person@|@meltz'il tib'@
@anchor@|@twe'b'il tib'aja'@
@ancient measurement called a rod that was equivalent to about thirty-three inches (this measurement is still being used in the Mayan community of Guatemala)@|@mijaj@
