@English@|@Manx@
@beater@|@yeealleyder@
@beatific@|@noo@
@beautiful@|@aalin, bwoyagh@
@beautify@|@jannoo aalin, jannoo bwoyagh@
@beauty@|@bwoyid@
@beayf@|@toad@
@beayn@|@durable, firm, longstanding, steady, sustained@
@because@|@er coontey, er y fa, er yn oyr@
@beck@|@beck@
@becloud@|@cur smull er@
@bed@|@cur lhiaght fo, immyr, lhiabbee@
@bed (river)@|@ammyr@
@bedside@|@keeil-lhiabbagh@
@bedtime@|@traa cadlee@
@bee ny gunnyn mooarey@|@cannon fodder@
@beeal bane y chur (da)@|@play up@
@beeal bing@|@nightingale@
@beeal foshlit@|@agape@
@beeal freayn@|@hastily@
@beeal-daah@|@lipstick@
@beef@|@feill vart@
@beef tea@|@jough feill vart@
@bee-oardagh@|@dietary@
@beer@|@beer, jough cheyl@
@beery@|@beeragh@
@beet@|@beetys@
@beetle@|@bwoailteen, deyll, treickney@
@beetles@|@deyil@
@beetroot@|@beetys@
@before@|@kiongoyrt, ro, roish@
@before them@|@rhymboo, roue@
@before us@|@roin@
@before you@|@royd@
@befriend@|@jannoo carrey jeh@
@beg@|@jeirkal@
@beggarly@|@dy moal@
@begin@|@toshiaghey@
@beginning@|@goaill toshiaght, toshiaght@
@begone@|@immee@
@behave@|@aghtey@
@behind@|@jei@
@behold@|@jeeaghyn@
@behoof@|@vondeish peiagh ennagh@
@beige@|@baysh@
@being@|@beays, beays@
@being (person)@|@bioagh@
@being afraid@|@goaill aggle@
@belay@|@cur lhoob ayn@
@Belfast@|@Beeal Feirshtey@
@belie@|@insh breag er@
@believing@|@credjal@
@belittle@|@jannoo beg jeh@
@belittlement@|@jannoo beg@
@belligerence@|@caggoilid@
@bellow@|@baical, garveig@
@bellow (of pain)@|@baic@
@belly@|@kewyl@
@belly; bellies@|@bolg (pl. builg)@
@below@|@fo@
@below you@|@feue@
@bemire@|@laaghey@
@bemired@|@laaghit@
@bench@|@bink (f), caair vriwnys@
@bench (in boat)@|@beck@
@benediction (at meals)@|@oltaghey bee@
@beneficial@|@foaysagh, vondeishagh@
@beneficiary@|@geddynagh@
@benefit@|@foays, vondeishal@
@benevolence@|@my-chreeys@
@bent@|@cam, keep, keep@
@benumb@|@neuvioyree@
@bereavement@|@baase@
@beret@|@beeray@
@berm@|@rimmey@
@berry@|@oghyr@
@berserk@|@yn verre-chaggee (er)@
@beseech@|@guee (er), jannoo aghin (hug), yeearree (er)@
@beseecher@|@gueeder@
@beseeching@|@guee@
@beseem@|@ve cooie (da)@
@besides@|@gyn eie, gyn oai@
@besmear@|@slaa@
@bespatter@|@laaghey@
@bespoke@|@oarderit rolaue, oarderit rolaue@
@best@|@share, share@
@bet@|@cheb, chebbal, cur giall er, cur gioal er@
@betimes@|@dy traa@
@betrayal@|@treigeilys@
@better@|@share@
@betterm@|@share@
@betting@|@chebbal, cur gial er@
@between@|@eddyr@
@between-time(s)@|@voish traa dy hraa@
@bevel@|@battyr@
@beverage@|@jough (f)@
@bewail@|@mergney@
@bewitch@|@cur fo obbeeys@
@beyond@|@hoal@
@beyond dispute@|@gyn ourys erbee@
@beyond our ken@|@harrish yn oayllys ain@
@beyond peradventure@|@gyn ourys erbee@
@beyond that@|@harrish shen@
@beyond; snot@|@har@
@bezel@|@beesyl@
@bias@|@cur lhiasraght er@
@biased@|@baighagh, slentagh@
@bibulous@|@iuagh@
@bicycle@|@roar, troailt er daawheeyl@
@bicyclist@|@daawheeylleyder@
@bid@|@cheb, chebbal@
@bid (order)@|@oardraghey@
@bidding@|@chebbal@
@bifurcation@|@banganey@
@big@|@mooar@
@big mouthed@|@beeallagh@
@big spender@|@jummaltagh@
@big toe@|@ordaag choshey, ordaag choshey@
@bigamy@|@daa-phoosey@
@big-chested@|@keeaghagh@
@bilateral@|@daa-heuagh@
@bilberry@|@freoghage@
@Bill@|@Illiam@
@billet@|@oardagh billad@
@billion@|@billioon@
@billow@|@tonnaghtyn@
@Billy@|@Illiam@
@bi-monthly@|@keayrt 'sy chegeesh, keayrt 'sy daa vee@
@binocular@|@daa-hooillagh@
@biographer@|@beashnyseyr@
@biographical@|@beashnyssagh@
@biography@|@beashnys@
@biology@|@bea-oaylleeaght@
@birch@|@custhey@
@birthday@|@laa-ruggyree, laa ruggyr(ee)@
@birthright@|@cairys dooghys@
@biscuit@|@biskee@
@bisexual@|@daa-cheintyssagh@
@bishop@|@aspick@
@bishopric@|@aspickys@
@bishop's weed@|@lus yn aspick@
@bison@|@ollagh oaldey@
@bit@|@beealragh, beealveer, beealveer@
@bite (of food)@|@scrog@
@bitter@|@sharroo@
@bittern@|@coar vooar, ny boob@
@bitumen@|@pick hallooin@
@bi-weekly@|@daa cheayrt 'sy chiaghtin@
@blabber@|@beealerey@
@black@|@doo@
@black cherry@|@shillish ghoo@
@black grouse@|@kellagh doo@
@black man@|@dooinney doo, dooinney gorrym@
@black pudding@|@putage ghoo@
@black sheep@|@keyrrey ghoo@
@blackball@|@doo-yiooldey@
@blackberry bush@|@dress@
@blackbird@|@lhondoo@
@blackhead@|@guirrin doo, pluccan doo@
@blackmail@|@cur fo dooal, cur fo doorey@
@black-out@|@lane-dorraghey@
@blackthorn@|@drine airn@
@bladder@|@eddryman@
@bladed@|@my yeeas@
@blain@|@gurrin@
@blame@|@cur foill er@
@blameless@|@gyn cron, gyn foill@
@bland@|@meen@
@blankness@|@baneid, merriuid@
@blasphemous@|@ard-vollaghtagh@
@blasphemy@|@ard-vollaght@
@blast (explosion)@|@polt@
@bleat@|@maaley@
@bleating@|@maalagh, maaley@
@bleeding@|@fuiltagh@
@blemish@|@cur lheamys er, jannoo lheamys (er)@
@blessed@|@bannee, bannit@
@blight@|@ceau scaa (er), cur smoalley er@
@blind@|@doal, kyragh@
@blind men@|@doail@
@blindfold@|@doalanagh@
@blindness@|@kyaght@
@blink@|@meek, meekey@
@blinking@|@meekagh@
@blizzard@|@dorrin sniaghtee@
@block@|@cur lhiettrimys er@
@blocked@|@blockit@
@blockhead@|@kione shoggyl, kione teayst@
@blonde@|@caillin fynn@
@blood@|@fuill (f)@
@blood guilt@|@kyndid folley@
@blood pressure@|@trimmid folley@
@blood pudding@|@putage folley@
@blood relationship@|@fuilleeaght@
@bloodless@|@gyn fuill@
@bloodshed@|@fuillaghtys@
@bloodstained@|@daahit lesh fuill@
@bloody@|@fuilltagh@
@bloom@|@cur magh blaaghyn@
@blooming@|@my vlaa@
@blot@|@dolley@
@blot out@|@dolley@
@blotted@|@dollit@
@blouse@|@bloose@
@blow@|@feddanit, labb@
@blow off@|@sheebey jeh@
@blow over@|@tuittym lesh y gheay@
@blown@|@ass ennal@
@blubber@|@sahll blennick@
@blubberer@|@keayneyder@
@blubber-lipped@|@beeallagh@
@blubbery@|@keaynagh@
@bludgeon@|@bwoailteen@
@blue@|@gorrym@
@blue blood@|@fuill reeoil@
@blue cheese@|@caashey gorrym@
@blue titmouse@|@kione gorrym@
@bluebottle@|@guilley gorrym@
@blued (as money)@|@jummit@
@blueprint@|@jalloo gorrym@
@bluff@|@baggyrtys, baggyrtys follym, lhean 'sy toshiaght@
@bluish@|@lesh y ghormid@
@blunder@|@lutchey@
@blunderbuss@|@gunney taarnee@
@blunderer@|@lutchynagh@
@blunderhead@|@lutchynagh@
@blundering@|@lutchynys@
@blunt@|@neuvirragh@
@bluntness@|@neuvirrid@
@blur@|@cur kay er, dolley@
@blur (on mirror)@|@kay (f)@
@boa constricter@|@aarnieu traastagh@
@board@|@oik@
@boarding@|@oastys@
@boast@|@jannoo boggys@
@boasting@|@jannoo boggys@
@boat@|@baatey, jannoo baateyrys@
@boating@|@baateyrys@
@boatman@|@baateyr@
@boats (pl.)@|@baatyn@
@bob up@|@irree neese@
@bode@|@insh rolaue (jeh)@
@bodiless@|@gyn callin, gyn corp@
@bog pine@|@juyssagh@
@bogey@|@oyr dwoaie@
@bogs@|@curreeyn@
@bogus@|@gyn bun@
@bold@|@daaney, daanyssagh, dunnal@
@boldness@|@daanaght@
@bolled@|@my rass, my resh@
@bolt@|@side@
@bomb@|@shliggan, shligganaghey@
@bombed@|@shligganaghey@
@bon voyage@|@cair vie@
@bond@|@raane@
@bone@|@craue (pl. craueyn)@
@bones@|@craue (pl. craueyn)@
@bony@|@lane crauenyn@
@boob@|@thoot@
@book of many volumes@|@yl-lioar@
@book review@|@barel lioaragh@
@booked@|@bookit, claarit@
@booking@|@bookal, claaraghey@
@booking office@|@oik tiggad@
@book-learning@|@ynsagh lioaragh@
@books@|@lioaryn@
@bookshop@|@shapp-lioaragh@
@boom@|@jannoo tharmaneys jeh@
@bootlace@|@laatchey, yeeal vraag@
@booze@|@iu dy trome, jough (f)@
@boozer@|@meshtallagh@
@border@|@joarey, oirr@
@borderless@|@gyn joarey@
@bore@|@towley@
@boring@|@dree, towley@
@born@|@ruggit@
@borrowed@|@eeassit@
@borrower@|@yeeasseyder@
@borrown@|@yeeassaghey@
@bosk(et)@|@keyll veg@
@bosom@|@oghrish@
@boss@|@pollag, ymmyrkey chiarnys (er)@
@bossed@|@aashagagh@
@botanic(al)@|@luss-oaylleagh@
@botanist@|@lusseyr@
@botany@|@oayllus@
@both@|@nyn neesht, nyn yees@
@bother@|@fillosher@
@bottleneck@|@keyllys straiddey@
@bottom@|@grunt@
@bottom (as fishing)@|@gruntal, gruntey@
@bottomless@|@dyn grunt, gyn grunt, gyn thoyn@
@bough@|@bangan@
@bought@|@kionnit@
@bounce@|@daanys-chree@
@bound@|@cagliaghey@
@boundary@|@joarey@
@bounded@|@caglit@
@boundless@|@ass cagliagh, ass cagliagh@
@bovine@|@ollee@
@bovines@|@ollagh (f)@
@bow@|@obbraghey y bow@
@bow drill@|@biol@
@bow tie@|@kiangley folican@
@bowl@|@juist@
@bowl (as hoop)@|@rowlaghey@
@bowman@|@sideyr@
@box@|@kishtey (pl. kishtaghyn)@
@boxful@|@lane kishtey@
@boy@|@guilley@
@boyhood@|@guillaght@
@boyish@|@guilleydagh@
@brace@|@bann, beemyl, cur maidjey coonee rish, cur quing er, piyr@
@brag@|@jannoo boggys@
@braggadocio@|@froaishid@
@bragging@|@froaishagh@
@brain@|@inchyn@
@brainless@|@frittagh, gyn inchyn, neuhoiggaltagh@
@brainy@|@inchynagh@
@bramble@|@dress@
@branch@|@banglane@
@branched@|@banglaneagh@
@branchial@|@grooaneagh@
@branchy@|@banglaneagh@
@brand (torch)@|@daajey@
@branded@|@daajit@
@branding@|@daajey@
@brassy@|@neufaitagh@
@brat@|@paitchey@
@brave@|@dunnal, dunnalagh@
@bravery@|@gastoilid, treanid, treanys@
@brawl@|@jannoo boiraneys@
@brawn@|@myneill@
@bray@|@beihll, caayn@
@brazen@|@neufaitagh, prashey@
@brazen woman@|@byddage@
@breach@|@jannoo barney (ayn)@
@bread@|@arran@
@bread basket@|@bastag arran@
@breadfruit@|@troar arran@
@break@|@aash@
@break!@|@brish!@
@breakfast@|@anjeeal, brishey trostey@
@breaking@|@brishey@
@breakwater@|@calloo@
@breaming@|@er gliee@
@breast@|@kee, keeagh, oghrish, sheeiney@
@breast milk@|@bainney kee@
@breast strap@|@yeeal chleeau@
@breastplate@|@playt@
@breath@|@ennal@
@breathlessly@|@gyn ennal@
@bred@|@sheelrit@
@breech-loader@|@gunn thoanney@
@breed@|@fuilleeaght, sheelrey@
@breeding@|@fuill (f)@
@breeding ewe@|@keyrrey eayin@
@breeding sheep@|@keyrrey eayin@
@breeziness@|@bioalys@
@brent goose@|@guiy breck@
@breviary@|@portoose@
@brevity@|@cuttid@
@brew@|@imbyl@
@brew (as mischief)@|@grooaghey@
@brewing@|@imbyl@
@briar@|@dress@
@brickwork@|@obbyr vreekey@
@bridal@|@bannish (f0@
@bride@|@ben ny banshey@
@bridegroom@|@fer ny banshey@
@bridge (of nose)@|@keylid ny stronney@
@brief@|@cur fys da@
@briefless@|@gyn cooish@
@brier@|@freoagh bane@
@bright@|@gial@
@brightest@|@by yilley@
@brightly@|@dy sollys@
@brim@|@oirr@
@brimming@|@er ghlee, er gliee@
@bring around@|@cur lesh ayns shoh@
@bring under@|@cur fo smaght@
@bringing@|@cur lesh@
@brink@|@oirr@
@bristly@|@friogganagh@
@British@|@Goaldagh@
@British people@|@Goaldee@
@Brittany@|@Yn Vritaan@
@broach@|@cur lhong hug y gheay, towley@
@broad awake@|@lane dooisht@
@broadcloth@|@kialter@
@broadening@|@lheanee@
@broadly@|@dy lhean@
@broccoli@|@callish Rangagh@
@bronze@|@jalloo ooha, ooha@
@bronzing@|@cur ooha er@
@brood@|@guirr@
@broody@|@guirragh@
@broom@|@jucklagh@
@brother@|@braar@
@brothers@|@braaraghyn@
@brow@|@gruaie@
@brown@|@dhoan, dhone@
@brown hair@|@gruag ghone@
@brown owl@|@hullad goan@
@brown sugar@|@shugyr ruy@
@brownine@|@gruagagh@
@brownish@|@lesh yn dhoanid@
@browse@|@tuig, yndyr@
@browsing@|@gyndyr@
@brrod mare@|@laair ghrih@
@brunette@|@caillin dhoan, dhoan@
@brush over@|@cur screebey skeab er@
@brushwood@|@myncheyll@
@brutalize@|@jannoo brout (jeh)@
@brute force@|@niart y veisht@
@bubonic plague@|@yn phlaih fairaigagh@
@buccaneer@|@jannoo buccaneyrys@
@buck deer@|@feeaih firryn@
@buckthorn@|@drine bugogue@
@bud@|@gub, gubbit, keeagh@
@budding@|@gubbey@
@buffalo@|@ollagh oaldey@
@buffeted@|@bwoailt@
@bug-infested@|@er croo lesh carthanyn@
@bugle@|@glassyr keylley@
@bugler@|@guilley cayrn@
@building plot@|@grunt thie@
@bull-calf@|@lheiy firryn@
@bullfight@|@caggey terriu@
@bullfinch@|@corkan keylley, ree ruy@
@bulling@|@er deeah@
@bulwark@|@calloo@
@bump@|@labb@
@bumping@|@bwoalley noi ry hoi@
@bumpkin@|@thoot@
@bunch@|@kiangley ayns dossanyn@
@bundle@|@jannoo bundeil@
@bung@|@dhull, pluggan@
@bungle@|@jannoo brock jeh, lutchey@
@bunker@|@immyr gheinnee@
@buoyant@|@lane dy chree as d'aigney@
@burden@|@laadey@
@burdened@|@laadit@
@burdensome@|@laadagh@
@bureaucracy@|@oik-reill@
@bureaucrat@|@oikreilleyder@
@burglar@|@maarliagh oie@
@burglary@|@maarleeys oie, maarlys@
@burial ground@|@grunt oanluckee@
@burial place@|@ynnyd oanluckee@
@buried@|@oanluckit@
@burn in@|@daahjey@
@burnet rose@|@drine drughaig@
@burning@|@lostey@
@burst in@|@bwoalley stiagh@
@bury@|@oanluckey@
@bus station@|@stashoon-barroose@
@bush@|@immyr chorree, immyr correy@
@bush fighting@|@caggey keylley@
@bushel@|@tubbag@
@business card@|@kaart dellal@
@businesslike@|@abyl@
@businessman@|@delleyder@
@bust@|@jalloo, keeaghyn@
@busy@|@tarroogh@
@but@|@agh@
@butt@|@immyr@
@butter dish@|@jyst eeymey@
@butter-fingered@|@ordaagagh@
@buttermilk@|@bainney geayr@
@buttock@|@kease, keays@
@buy out@|@kionnaghey magh@
@buying@|@kionnaghey@
@buzz off@|@troggal (er)@
@by@|@liorish@
@by degrees@|@veggan as ny veggan@
@By how much?@|@Er cre houd?@
@by pieces@|@dy peeshyn@
@by rotation@|@rere shallyllyn@
@by stealth@|@gyn yss@
@by the right@|@rere yn jesh@
@by virtue@|@er coontey@
@bygone@|@immeeit@
@cab@|@cab (f)@
@cabbage@|@caayl (f), cabbash@
@cabbage worm@|@durrag@
@caber@|@caabyr@
@cabin@|@cabbane@
@cabinet@|@cabnaid@
@cabinet maker@|@cabnaidagh@
@cable@|@caabley@
@caboose@|@caboose@
@cacao@|@cacao@
@cacophonous@|@mee-ving@
@cacophony@|@mee-vingys@
@cactus@|@cactys@
@cadet@|@mac saa, ynseydagh@
@cadre@|@caidrey, ushylagh@
@cafe@|@oastan@
@cafeteria@|@cafeteyrey, oastan beg@
@caffeine@|@caffeen@
@cage@|@caaidjaghey@
@caisson@|@heedraghys@
@cake@|@scroigey@
@cake of soap@|@caabaig@
@calabash@|@caleybash@
@calamine@|@calameen@
@calamus@|@calmys@
@calculated@|@calghoolit, kialgagh@
@calculating@|@calghooley@
@calculus@|@calcalys@
@calender@|@feaillere@
@calf@|@lheiy@
@calk@|@calkey@
@calkked@|@calkit@
@call@|@yllagh@
@call on@|@cur shilley er@
@call up@|@yllagh gys shirveish@
@caller@|@keayrtagh@
@calligrapher@|@penneyr@
@calligraphic@|@penneyragh@
@calligraphy@|@penneyrys@
@calling@|@keayrtey@
@calling out@|@gyllagh@
@callous@|@gyn ennaghtyn@
@calm@|@feagh, kiunaghey, kiune@
@calmed@|@kiunit@
@calming@|@kiunaghey@
@calmness@|@kiunid@
@calves@|@lheiyee@
@Calvinism@|@Calveenaghys@
@Calvinist@|@Calveenagh@
@came@|@haink@
@camera@|@camerey@
@campaign@|@caggey, cahnys@
@can you?@|@nod: nod oo?@
@Canadian goose@|@guiy Canadagh@
@canal@|@ammyr@
@canary@|@canaaree@
@cancel@|@lheanagh ynnyd@
@cancellation@|@noi-oardagh@
@cancer@|@kanghyr@
@cancerous@|@kanghyraagh@
@candidate@|@yeearreyder@
@candidly@|@dy seyr-chreeagh, dy yrnick@
@candle@|@cainle (f)@
@cane chair@|@caair chuirtlee@
@canful@|@lane-curn@
@cannon@|@aaventyn, gunn mooar@
@canon@|@oardagh (yn erin)@
@canopy@|@kione-vrat@
@cant@|@beeal-chraueeaght@
@cantaloup@|@mellyn asnagh@
@cantankerous@|@friogganagh@
@cantankerousness@|@friogganys@
@canton@|@kerrin@
@capable@|@abyl@
@cape@|@kione cheerey@
@capillarary@|@myn-eddanagh@
@capillary@|@myn-eddan@
@capital@|@ard-valley@
@capital offence@|@ard-loght@
@capitals@|@ard-valjyn@
@capitular@|@myn-chioneagh@
@caption@|@cur fo-heidyl er@
@captor@|@taareyder@
@captured@|@taarit@
@car@|@gleashtan@
@carcinomous@|@kahngyragh@
@card@|@caartey, kaart, kaartey@
@cardboard@|@reenchaart@
@carded (as wool)@|@kaartit@
@carder@|@caarteyder@
@carding@|@caartey@
@cards@|@kaart (pl. kaartyn), kaartyn@
@care@|@imnea, kiarail@
@career@|@coorse-kiartey, imneeaght roish@
@careful@|@kiarailagh@
@cargo boat@|@baatey lughtee@
@caring@|@kiarail@
@carless@|@meerioosagh@
@carnage@|@slaigh@
@carob tree@|@billey locust@
@carp@|@khennoughey@
@carpenter@|@seyir@
@carpentry@|@seyiraght@
@carping@|@khennoughey@
@carps@|@kerriu@
@carried@|@ymmyrkit@
@carried away@|@currit lesh ersooyl@
@carrier@|@ymmyrkagh (doghan)@
@carrier (person)@|@ymmyrkagh@
@carry@|@cur lesh, ymmyrkey@
@carry away@|@ymmyrk ersooyl@
@carry back@|@cur lesh er ash, ymmyrk er ash@
@carry down@|@ymmyrk neose@
@carry long@|@ymmyrkey lesh@
@carry off@|@ymmyrkey ersooyl@
@carry on@|@freayll seose@
@carry out@|@ymmyrkey magh@
@carry up@|@ymmyrkey seose@
@cart@|@cairt (f)@
@carted@|@ymmyrkit@
@cartload@|@laad cairt@
@cartographer@|@kaartgraafee@
@cartographical@|@kaartgraafagh@
@cartography@|@kaartgraafeeaght@
@cartoon@|@cartoon@
@cartwheel@|@queeyl chairt@
@carver@|@jallooder@
@case@|@askan@
@cash crop@|@troar argid@
@cassette@|@kishteen@
@Cassiopea@|@Keeagh yn Assyl@
@cast@|@cur skimmee da, mac-skeih, plaitail@
@cast (in rope)@|@kest@
@cast in@|@ceau stiagh@
@cast loose@|@feasley@
@cast off@|@feashley@
@castigator@|@kerreyder@
@casting iron@|@yiarn roit@
@castle@|@cashtal@
@castor oil@|@ooill feayslee@
@cat@|@kayt, kayt (pl.kiyt)@
@cat burglar@|@maarliagh drappal@
@catacombs@|@oayghyn, ynnyd oanluckee@
@catapult@|@yeeal orraghey@
@catchword@|@treoir-ockle@
@categorical@|@neuleaystagh@
@cater@|@rere@
@caterpillar@|@praddag@
@catfish@|@kayt marrey, kaytlag@
@cathode@|@caddoyd@
@catkin@|@kayteen@
@catlike@|@kaytoil@
@cats@|@kiyt@
@cat's tail@|@kayteen@
@catsup@|@ketchup@
@cattle@|@maase, ollagh (f)@
@cattle breeding@|@troggal maase@
@cattle drover@|@guilley yn ollee@
@cauliflower@|@caayl blaa@
@caulk@|@kalkey@
@causality@|@oyraght@
@cause@|@oyr@
@causeless@|@anoyral, gyn cooish, neuoyrdagh@
@causeway@|@toccar@
@cauterize@|@daahjey@
@cauterized@|@daahjit@
@caution@|@baggyrt, cur raaue da@
@cautiously@|@dy twoaieagh@
@cave@|@oghe@
@cavern@|@ooig@
@caviar@|@oghyr reeoil@
@cavil@|@khennoughey@
@caw@|@caaghey@
@cawing@|@caaghagh@
@ceaseless@|@gyn scuirr@
@cedar@|@billey sedar, sedar@
@cedilla@|@seddag@
@ceilidh@|@kaylee@
@ceiling lamp@|@lampey farvoalley@
@celebrate@|@jannoo ardeailley@
@celebration@|@flurt@
@celestial@|@niauoilagh@
@celibate@|@gyn poosey@
@cell@|@keeill (f)@
@Celtic people@|@Celtiee@
@Celtic; Celtic person@|@Celtiagh@
@Celts@|@Celtiee@
@cement@|@gleiyghey, taah, taahan@
@censer@|@senser@
@censor@|@kinseyr@
@censoring@|@kinseyraght@
@censorship@|@kinseyraght@
@censure@|@jey-voylley, oghsan, oltoonaney@
@cent@|@sent@
@cental@|@keead punt@
@centenarian@|@keead-vleineyr@
@centenary@|@keead blein@
@centennial@|@keead blein d'eash@
@centipede@|@keead-choshagh@
@Central Africa@|@Yn Affrick Veanagh@
@centralization@|@laaraghey@
@centralize@|@laaraghey@
@centuple@|@keeadagh@
@century@|@keead@
@ceramic@|@pashagh, pashagh@
@cereal@|@grinenyn@
@cerebral@|@inchynagh@
@certain@|@shickyr@
@certainly@|@shickyrys@
@certainty@|@shickyrys@
@certificate@|@teisht, teisht@
@cervical@|@mhuinneelagh@
@cervix@|@beeal ny breinney@
@cesspit@|@mwyllin keck@
@cesspool@|@mwyllin keck, thorran@
@chagrin@|@cur jymmoose er, jymmoose@
@chain@|@driaght, sloureeagh, slourin@
@chair@|@caair@
@chalice@|@callish@
@challenge@|@ceau ourys (er)@
@challengin@|@cur forrane da@
@challenging@|@cur forrane@
@chameleon@|@kameelyan@
@chamfer@|@cur foyr er@
@champagne@|@shampagne@
@championship@|@shassooys@
@chance@|@caa@
@change@|@caghlaa, myn-argid@
@changeable@|@caghlaaee@
@changeableness@|@caghlaaid@
@changed@|@caglaait@
@changeless@|@gyn caghlaa@
@changer@|@caghlaader@
@changes@|@caghlaa (pl. caghlaaghyn)@
@changing@|@caghlaa (pl. caghlaaghyn), caghlaaee@
@channel@|@feddan, keyllys@
@chapel@|@cabbal (f)@
@chaperon@|@freayll arrey er@
@chaplain@|@saggyrt cabbal@
@chapter@|@cabdil@
@char@|@daahjey@
@character@|@ambee, karracteyr, maayleyder@
@characterless@|@gyn ambee, gyn cowrey, gyn grunt@
@charcoal@|@geayl foiee@
@charge@|@kyndaghey, trimmid (lectragh)@
@charge (duty)@|@treisht@
@charge (legal)@|@kerr@
@chargeable@|@oolee@
@charisma@|@karismey@
@charm@|@cur fo druaight@
@charming@|@obbee, obbeeys@
@charnel house@|@ulley@
@chart@|@kaart marrey@
@charteered@|@kaartit@
@charter@|@kaart@
@chartless@|@gyn kaart@
@chastened@|@kerrit@
@chastisement@|@custhym@
@chats@|@cowag (pl. cowagyn)@
@chatter@|@cabbaragh, tutlerys@
@chatterbox@|@cabbarey@
@chatting@|@goaill cowag@
@chatty@|@cabbaragh@
@cheap@|@neugheyr@
@cheap morally@|@cur nearey er@
@cheapen@|@meephreiseil@
@cheapness@|@neugheyrsnys@
@check@|@oght@
@check point@|@ynnyd scrutee@
@cheek@|@gruaie@
@cheeky@|@daaney@
@cheer@|@horaa@
@cheerful@|@gennal@
@cheerless@|@neughennal@
@cheese@|@caashey@
@cheesy@|@caasheydagh@
@chemistry@|@kemmig@
@cheque@|@sheck@
@cherish@|@keainey@
@cherished@|@keainit@
@cheroot@|@sheroot@
@cherry@|@shillish@
@chess@|@feeal@
@chessman@|@babban feeal@
@chest deep@|@dys y chleeau@
@chestnut grove@|@keyll chastan@
@chestnut tree@|@billey castan@
@chew@|@caigney@
@chewer@|@caigneyder@
@chewing gum@|@gummey caignee@
@chief@|@ard, kionard, kione reiltagh, triah@
@chiefly@|@hoshiaght@
@chieftain@|@kione-ard, tosh@
@child@|@guilley yn ushtey, paitçhey, ponnair@
@childhood@|@lambaanys@
@childish@|@lambaanagh@
@childless@|@gyn cloan@
@children@|@cloan@
@chimera@|@far-smooinaghtyn@
@chin@|@smeg@
@chin strap@|@yeeal smeggin@
@China orange@|@oranje villish@
@chippings@|@myn-chlaghyn@
@chit@|@paitchey@
@chive@|@shoushan@
@chock-full@|@lane da'n chrossag, lane da ny feeacklyn@
@chocolate@|@shocklaid@
@choice@|@reih@
@choir@|@kior@
@choke@|@keylaghey, toghtey, toghteyr@
@choose@|@tughtey@
@Choose!@|@reih!@
@choosey@|@do yannoo magh@
@choosing@|@reih@
@chop up@|@mynnaghey@
@chops@|@asnaghyn@
@Christ@|@Creest@
@Christianity@|@Creestiaght@
@Christmas Eve@|@Oie'll Vayree, Oie'll Voirrey@
@Christmas night@|@Oie Nollick@
@Christmas tree@|@juys Nollick@
@chrome@|@kroym@
@chromic@|@kroymagh@
@chromosome@|@kroymasoom@
@chronologically@|@rere ny dateyn@
@chuck about@|@ceau mygeayrt@
@church@|@keeill, keeill, keeill (f)@
@church ordinance@|@oardagh ny hagglish@
@church worker@|@obbree killagh@
@churches@|@kialteenyn@
@churn@|@saagh bainney@
@cigarette@|@jaaghag@
@cinnabar@|@kinneybar@
@cipher@|@neunhee@
@circuit@|@keayrt (f)@
@circular@|@kiarklane, ym-screeuyn@
@circulate@|@keayrtaghey@
@circulating@|@keayrtagh, keayrtaghey@
@circulation@|@ym-stroo@
@circumnavigate@|@keayrt-hiaulley@
@circumnavigation@|@keayrt-hiaulley@
@circumrotatory@|@keayrt-hoolyllagh@
@circumscribed@|@ym-scruit@
@circumscription@|@ym-screeu@
@cities@|@ard-valjyn@
@citric@|@kidragh@
@citron@|@billey kidrane@
@citrus@|@kidrys@
@city@|@ard-valley, caayr@
@civic duties@|@currymyn baljagh@
@civics@|@caayraght@
@civil (as person) accomodating@|@keainal@
@civil disturbance@|@rouan@
@civil rights@|@cairyn deiney@
@civility@|@ard-veenid, beashaght@
@civilization@|@ard-veenid@
@civilize@|@ard-veenaghey@
@civilized@|@ard-veenit@
@claiming@|@gaggyrts@
@clannish@|@kynneydagh@
@clap@|@polt@
@clapping@|@poltal@
@clarify@|@sheealaghey@
@clash@|@caggey@
@clasp@|@cur greim laue da@
@class; classes@|@brastyl (pl. brastyllyn)@
@classic@|@mie ass towse@
@classical@|@classicagh@
@classify@|@rheynn (f)@
@claustrophobic@|@lane feoh chionney@
@claw@|@ingin, ingin (f), ingney@
@clawed@|@inginagh@
@clawing@|@ingney screebey@
@clean@|@glen@
@clean!@|@glen!@
@cleanest@|@s'glenney@
