@English@|@Jerriais@
@bladderwrack@|@du vrai à cliouques@
@blessing@|@la bénédiction@
@blind@|@abat-jour, aveugl'ye@
@blind worm@|@l'orvet@
@blinking@|@la clyinn'téthie@
@blister@|@la boursoufliuthe, la vessie@
@blond@|@bliond@
@blood@|@lé sang@
@blood pressure@|@l'sang porté à la tête@
@bloodclot@|@des caillots@
@bloodshot eyes@|@les yièrs couis@
@blow@|@eune haïste, un co, un coup@
@blue@|@bliu@
@Blue Fleabane@|@d'l'hèrbe à puches@
@blue tit@|@eune bliûtinne@
@Bluebell@|@des bliuets, des bliuettes, des clioches dé Carême@
@Bluebell (1)@|@la becque-dé-corbîn@
@bluebottle@|@la moûque à vèrs@
@bluetit@|@lé p'tit moussieu@
@blunt@|@tron@
@boar@|@lé véthot@
@boarding school@|@lé pensionnat@
@boaster@|@lé cratcheux@
@boat@|@un baté@
@boat-hook@|@lé bouête-hook@
@boatswain@|@baûsouîn@
@bodger@|@lé boûtcheux@
@body hair@|@du pé@
@Bog Pondweed@|@du vrai d'vivi@
@Bogbean@|@du trêfl'ye dg'ieau@
@bogey@|@barbou@
@boil@|@bouoilli, un frouët@
@boiled egg@|@un oeu bouoilli@
@boiler@|@lé tchaûdron@
@boiler (Jersey cooking)@|@la chaûdgiéthe@
@Bolivia@|@Bolivie@
@bollard@|@la lache@
@bolt@|@êcrou, lé touothot@
@bolt-rope@|@la râlîngue@
@bolt-ropes@|@les râlîngues@
@bomb@|@eune bombe@
@bombardment@|@lé bombardement@
@Bon appetit@|@Bouan appétit!@
@Bon voyage@|@Bouan viage!@
@Bonaventure@|@Bouann'aventuthe@
@bone@|@l'os@
@bone marrow@|@la moelle d'un os@
@bonfire@|@eune fouée, un feu d'jouaie@
@Bonfire Night@|@la Séthée d'Guy Fawkes@
@bonnet@|@lé bannète@
@booby trap@|@un attrape-nigaud@
@bookcase@|@la bibliothèque@
@bookmark@|@lé mèrtcheux@
@books of magic@|@les livres d'magique, les mauvais livres@
@bookshop@|@la librairie, librairie@
@boom@|@la bôme@
@boot@|@la botte@
@boozer@|@lé riboteux, un riboteux@
@Borage@|@du bouôrrage@
@border@|@eune bordeuse@
@bore@|@l'embête@
@Boreau's Ramping-fumitory@|@d'la finnetèrre@
@borer@|@pèrcheux@
@boring@|@enn'yant@
@borrower@|@l'emprunteux@
@Bosnia@|@Bosnie@
@Bosnia and Herzegovina@|@Bosnie et Herzegovina@
@bot-fly@|@lé bourdon à j'va@
@Botswana@|@Botswana@
@bottle@|@eune boutelle@
@bottleful@|@eune boutillie@
@bottling@|@l'emboutil'lie@
@boulder@|@lé pèrron@
@boundary stone@|@la borne@
@Bouvet Island@|@Île Bouvet@
@bow@|@eune bliouque, l'avant, la bliouque@
@bow tie@|@l'noeud papillote@
@bowl@|@l'êtchuelle, la bolle, lé dgichon@
@bowler-hat@|@lé d'mié-bas@
@bowline knot@|@un noeud d'bôlinne@
@bow-wow@|@ba-ouîn, ouo-ouo, tchiannot@
@box@|@du bouisque@
@box on the ears@|@un houaithion@
@boxcart@|@lé hèrnais à bannieaux@
@boxer shorts@|@les boxeurs@
@boy@|@garçon, hardé@
@boyfriend@|@lé galant, un galant@
@bra@|@la brâssiéthe@
@brace@|@courbe, tathouette@
@bracelet@|@lé brâcelet@
@braces@|@les guélesses@
@Bracken@|@d'la feûgiéthe@
@bradawl@|@brédâle@
@braggart@|@lé vantard@
@bragger@|@braidgeux@
@brails@|@les cargues@
@brain@|@lé chèrvé@
@brake@|@lé chabot@
@brake cable@|@un câbl'ye dé chabot@
@brake lever@|@un lévyi d'chabot@
@bramble@|@la ronche@
@brambling@|@lé pînchon d'France@
@branch@|@eune branque@
@branchage@|@lé brancage@
@branding iron@|@êtampe@
@brass@|@jaune tchuivre, pâlîn@
@brass ring@|@l'âtelle en jaune tchuivre@
@brat@|@lé marmot@
@Bratislavan@|@Bratislavien@
@brave@|@couothageux@
@brawl@|@du câtu@
@Brazil@|@Brési@
@bread@|@lé pain@
@bread dough@|@la pâte lévée@
@break@|@d'pichi, rompre@
@breakers@|@les grand's louêmes@
@breakfast@|@dêjeuner@
@breakwater@|@la caûchie@
@bream@|@bream@
@breasts@|@les seins@
@brent goose@|@eune bânêque, eune bênacl'ye@
@Breton@|@Bréton@
@brew@|@brachi@
@brewer@|@lé bracheux@
@brewery@|@la brach'chie@
@brick@|@brique, la brique@
@bride@|@la mathiée@
@bridegroom@|@lé mathié@
@bride's veil@|@lé vouaile d'eune mathiée@
@bridesmaid@|@la fil'ye d'honneu@
@bridge@|@lé pont@
@bridle@|@lé bridot@
@brig@|@la brigue@
@Bright's disease@|@la maladie d'rîngnons@
@brill@|@eune brille@
@brine@|@sautchet@
@bring@|@emm'ner@
@bring into the roads@|@haler en rade@
@brisket@|@lé brueûtchet@
@Bristol@|@Bristo@
@Bristolian@|@Bristolien@
@British Colombian@|@Britanno-Colombien@
@British Columbia@|@Colombie Britannique@
@British Virgin Islands@|@Îles Vièrges Britanniques@
@Brittany@|@Brétangne@
@broad in the beam@|@large d'bord, large d'run@
@Broad-leaved Dock@|@des doques (f), des patheilles@
@broccoli@|@lé brécolîn@
@bronze@|@bronze@
@bronze age@|@l'âge dé bronze@
@brook@|@lé dou@
@Brooklime@|@d'la bêle, du louothigan@
@broom@|@brînge, du genêt, la brînge@
@Broom@|@du genêt@
@broth@|@lé bouoillon@
@brother@|@lé fréthe@
@brother-in-law@|@lé bieau-fréthe@
@brow@|@brun@
@brown paper@|@lé gris papi@
@brown sugar@|@lé jaune chucre@
@bruise@|@eune êcouocheuse, eune meurdrisseûthe, meurdri@
@bruiser@|@un freûleux@
@Brunei Darussalam@|@Brunei Darussalam@
@brunette@|@breunette@
@brush@|@brînge, eune brînge à main, la brînge à main@
@brush (1)@|@lé pîncieau@
@brushwood@|@brousses@
@Brussels@|@Bruxelles@
@Brussels sprouts@|@les chours d'Bruxelles@
@bucket@|@boutchet, lé boutchet, un boutchet@
@buckle@|@la bliouque@
@buckles@|@les bliouques@
@Buck's-horn Plantain@|@d'la cône dé chèr@
@Buckwheat@|@du sarrasîn@
@bud@|@un bourgeon@
@Buenos Aires@|@Bouonézâr@
@bug@|@bog'se, eune bog'se@
@buggy@|@la tchéthiole@
@Bugloss@|@d'la p'tite g'linne@
@build@|@bâti@
@builder@|@lé bâtisseux@
@building@|@bâtisse, l'înmeubl'ye, lé bâtisse, lé bâtisse@
@bulb@|@lé lampion êlectrique@
@Bulbous Buttercup@|@du pipot@
@Bulgaria@|@Bulgarie@
@Bulgarian@|@Bulgarien@
@bull@|@lé boeu, lé touathé@
@bull-calf@|@lé bouët@
@bullet@|@eune balle@
@bullfinch@|@un bouv'reu, un bouv'theu@
@bullock@|@lé boeu@
@bully@|@lé bruta@
@bulwark@|@lé boulevard@
@bumblebee@|@la bourde, lé bourdon@
@bumf@|@la paperache@
@bump@|@heurter@
@bun@|@ban'se, la ban'se, lé chîngnon, un chîngnon@
@bundle of hay@|@lé fagot d'fain@
@bungler@|@lé boucranneux@
@bunk@|@lé liet d'pathai@
@buoy@|@la boule, lé bondé@
@Burgundian@|@Bouôrdgîngnon@
@Burgundy@|@Bourgouongne@
@burial@|@eune entèrrement@
@Burkina Faso@|@Burkina Faso@
@burn@|@brûler, la brûleuse@
@Burnet Rose@|@d'la rose à sablion, la rose dé mielle@
@burrowing bee@|@un bourdon d'tèrre@
@Burundi@|@Burundi@
@bus@|@beusse, eune beusse@
@bus shelter@|@abri d'beusse, l'abri d'beusse@
@bus station@|@la stâtion d'beusse, stâtion d'beusse@
@bus stop@|@arrêt d'beusse, l'arrêt d'beusse@
@bushel@|@un bouessé@
@busking@|@la beusquéthie@
@busybody@|@lé tout-s'mêle@
@butcher@|@lé bouochi@
@butcher's@|@bouochel'lie, la bouochel'lie@
@Butcher's-broom@|@du frêgon, du p'tit housse@
@butter@|@lé beurre@
@butter churn@|@la bathette, lé ribot@
@butter dish@|@lé beurryi@
@butter paper@|@lé papi à beurre@
@butter pat@|@la palette à beurre, palette à beurre@
@butter spoon@|@la tchulyi à beurre@
@buttered@|@embeurré@
@butterfish@|@la douoche, la tchilieuvre dé mé@
@butterfly@|@la papillote@
@butterfly-bush@|@du myi d'Jâcob@
@buttermilk@|@lé lait d'beurre@
@buttock@|@la fêsse@
@button@|@lé bouton, un bouton@
@button-hole@|@la boutonniéthe@
@buy@|@acater@
@buyer@|@l'acateux@
@buzz@|@bourdonner@
@buzzard@|@eune outarde@
@bye@|@tôt@
@cabbage@|@la caboche@
@cabin@|@la cabanne@
@cabin-boy@|@lé mousse@
@cabinetmaker@|@lé mênuîsyi@
@cable@|@lé câbl'ye@
@cactus@|@du cactus@
@Caen@|@Caën@
@café@|@café@
@Cairo@|@Lé Caire@
@cake@|@la gâche@
@calceolaria@|@du chabot@
@calculate@|@caltchuler@
@calculator@|@lé caltchuleux, un caltchuleux@
@calendar@|@l'almonnas, lé calendriyi, un calendriyi@
@calf@|@lé pommet, lé vieau, lé vieau@
@calfskin@|@vêlîn@
@calico@|@calicot@
@California@|@Califournie@
@California poppy@|@la tulipe pèrpétuelle@
@Californian@|@Califournien@
@call@|@houâler@
@calvados@|@l'ieau-d'vie d'cidre@
@Cambodia@|@Cambodge, Cambodia@
@camel@|@lé chanmeau@
@camera@|@lé caméra, lé quéméreu@
@camera crew@|@eune êtchipe dé quéméreu@
@cameraman@|@lé vidéoiste@
@Cameroon@|@Cameroun@
@camomile@|@la canmiéthe@
@Camomile@|@d'la canmiéthe@
@can@|@canne, pouver@
@can I have....@|@j'peurs-t-i' aver....@
@Canada@|@Cannada@
@Canadian@|@Cannadgien@
@canal@|@lé canal@
@Canaries@|@Les Canâries@
@canary@|@un canârien@
@Canary-grass@|@d'la canârie@
@cancer@|@lé cancèr, un mauvais ma@
@candidate@|@lé candidat@
@candidature@|@la candidatuthe@
@candlestick@|@lé changlyi@
@cane@|@eune vèrgue, la tchêne, la vèrdgette@
@cane (1)@|@eune houssinne@
@caning@|@eune frandgie@
@cannabis@|@cannabis, lé cannabis@
@cannibal@|@lé cannibale@
@cannon@|@lé canon@
@cannonball@|@eune balle dé canon, un boulet dé canon@
@Canterbury@|@Cantorbéry@
@Canterbury bells@|@des clioches, rose dé papi@
@Cantonese@|@Cantonnais@
@canvas@|@cannevas@
@cap@|@la castchette@
@Cape Breton@|@Cap Bréton@
@Cape Town@|@Lé Cap@
@Cape Verde@|@Vèrt Cap@
@Caper Spurge@|@d'l'hèrbe d'chorchi@
@caplin@|@un capelain@
@capon@|@lé chapon@
@capstan@|@lé capeste, lé vitheveau@
@captain@|@lé cap'taine, lé cap'tainne@
@car@|@eune vaituthe, lé moto, vaituthe@
@car park@|@lé par à vaituthes, par à motos@
@caravan@|@la caravanne@
@caraway@|@lé carawé@
@caraway-cake@|@la sî-tchête@
@card table@|@la tabl'ye à cartes@
@cardboard@|@carton@
@Cardiffian@|@Cardiffais@
@cardigan@|@lé blianchet@
@Cardinal@|@lé Cardinna@
@carefree person@|@lé sans-souci@
@carer@|@lé souongneux@
@Caribbean@|@Antillais, Caribbéen@
@Carnations@|@des êliets (m), des iliets (m)@
@carp@|@eune carpe, la carpe@
@carpenter@|@un tchèrpentchi@
@carpet@|@lé tapis@
@carpet-piece@|@la tap'tchiéthe@
@carriage@|@eune att'leuse@
@carrot@|@la cârotte@
@carry@|@porter@
@cart@|@hèrnais, la tchithette@
@cart body@|@lé corps dé hèrnais@
@cart shed@|@la tchèrquéthie@
@cart sword@|@lé sâbre@
@Carteret@|@Cart'ret@
@carton of milk@|@un carton d'lait@
@cartridge pouch@|@eune cartouchiéthe@
@carving knife@|@couté à viande, lé couté à viande@
@carving-knife@|@lé couté à viande@
@case@|@eune cause@
@cash@|@argent comptant@
@cash machine@|@argent comptant, la machinne à sou, machinne à sou@
@cassette@|@la cassette@
@caster sugar@|@lé chucre en poudre@
@castle@|@lé châté, un châté@
@cat@|@cat, la catte, un cat@
@Catalan@|@Catalan@
@Catalonia@|@Catalongne@
@catamaran@|@lé catamaran@
@catch@|@happer@
@catch (of fish)@|@eune pêque@
@catch fish@|@prendre du paîsson@
@catechism@|@l'Caticème@
@caterpillar@|@la carpéleuse@
@cat-flap@|@la catchiéthe@
@cathedral@|@la cathédrale@
@Catherine@|@Cat'let, Cat'linne, Cath'rinne@
@Catholic@|@catholique@
@catkins@|@des catons@
@cat's tail@|@des lêques@
@cattle@|@lé bestchias, les bêtes à cornes@
@cattle-breeder@|@l'êleveux@
@cattle-farm@|@la fèrme à bêtes@
@cauliflower@|@lé chou-flieur@
@causeway@|@lé tailli@
@cave@|@la cave, la cotte@
@Cayenne pepper@|@lé paîvre d'Cayenne@
@Cayman Islands@|@Îles dé Cayman@
@CD-R@|@un disque enr'gistrabl'ye@
@CD-RW@|@un disque èrenr'gistrabl'ye@
@Cedar@|@un cèdre@
@celeriac@|@lé célériac@
@celery@|@lé céléri@
@cell@|@un cachot@
@cellar@|@la cave, lé ch'lyi@
@cello@|@la bâsse dé viole@
@cement@|@lé chînment@
@cemetery@|@lé chînm'tchiéthe@
@centenary@|@un chenténaithe@
@Centenier@|@lé Chent'nyi, un Chentn'yi@
@centipede@|@la bête à chent pids@
@Central African Republic@|@République Centrafritchaine@
@central heating@|@lé caûffage central@
@century@|@un siècl'ye@
@ceremony@|@eune cérémonie@
@Chad@|@Tchad@
@chaffinch@|@un pînchon, un rossîngno@
@chain@|@la chaîne@
@chain saw@|@scie à chaîne, troncheux@
@chains hooked to horse collar@|@les avanchons@
@chair@|@tchaîse, tchaîse@
@chalice@|@la coupe@
@chalk@|@la craie@
@chamfer plane@|@rabot à chaûfrein@
@Champagne@|@Champangne, lé champangne@
@chancre@|@verruca@
@change@|@changi, lé change@
@change course@|@touônner, vither d'bord@
@Changing Forget-me-not@|@dé l'ouothelle dé souothis@
@channel@|@lé ch'na@
@Channel Islanders@|@l's Îlemans@
@Channel la Manche@|@Lé Ch'na@
@chap@|@du halître, lé gas@
@chapel@|@la chapelle@
@chaplain@|@l'aumônyi@
@charabanc@|@lé char à bancs@
@charcoal@|@tchèrbon d'bouais@
@Charleroi@|@Tchèrlerouai@
@Charles@|@Charles, Charlot, Tchèrli@
@Charlock@|@du bréha@
@chasing in stone@|@la panne@
@chats (potatoes)@|@les radigotes@
@chatterbox@|@lé badlagoule, lé bailleux d'goule, lé caqu'teux@
@chaûdé@|@lé chaûdé@
@cheap@|@bouôn marchi@
@cheek@|@la joue@
@cheep@|@piauler, tuiter@
@Cheers@|@Bouonne santé!@
@cheers!@|@santé!@
@cheese@|@lé fronmage@
@chemist@|@apotiqu'sie, l'apotiqu'sie, l'apotitchi@
@cheque@|@eune chèque@
@cherry@|@lé tchoeur@
@Cherry Laurel@|@du louothi d'Espangne@
@Cherry tree@|@un tchoeuryi@
@Cherry tree (for wood)@|@un mérîsyi@
@Cherry tree (short stemmed)@|@un chérîsyi@
@chervil@|@lé chèrfi@
@chest@|@l'estonma, lé baheur, lé côffre@
@chest of drawers@|@la tithette@
@Chestnut@|@un mârronyi@
@chicken@|@cocotte, lé poulet, lé pouochîn, un pouochin@
@chicken pox@|@la vétheule volante@
@chicken-run@|@lé run à pouochîns@
@chicory@|@la chicorée@
@Chicory@|@d'la chicôrée sauvage@
@chief@|@lé chef@
@chief mourner@|@lé chef dé deu@
@chiffchaff@|@un tchitte-tes-clius@
@chilblain@|@la fraideuse@
@child@|@l'avé, l'êfant, lé mousse@
@Chile@|@Chile@
@chill@|@lé saisissement@
@chimney@|@eune cheunm'née, la cheunm'née@
@chimney sweep@|@lé ramonneux@
@chin@|@lé moton@
@china@|@porcélaine@
@China@|@Chinne, la vaisselle dé porcélaine@
@chine@|@l'êtchinnée (d'lard)@
@Chinese@|@Chinnouais@
@chip axe@|@tîle à tchèrpentchi@
@chips@|@les frites@
@chives@|@les chives@
@chloroform@|@chloroforme@
@chocks@|@les choques@
@chocolate@|@lé chocolat@
@choir@|@lé tchoeu@
@cholera@|@choléra@
@choose@|@chouaîsi@
@chop@|@la côtelette@
@chops@|@des bajoues@
@chorus@|@l'èrfrain@
@chough@|@la caûvette@
@Christ@|@lé Christ@
@christening@|@lé bâptême@
@Christian@|@chrêtchien@
@Christianity@|@la chrêtchienneté@
@Christmas@|@Noué@
@Christmas card@|@eune carte d'Noué, la carte dé Noué@
@Christmas carol@|@lé cantique d'Noué, un cantique d'Noué@
@Christmas cracker@|@un dgiâbliotîn@
@Christmas Eve@|@la sèrvelle d'Noué, la Sèrvelle dé Noué@
@Christmas festival@|@la Fête dé Noué@
@Christmas Island@|@Île dé Noué@
@Christmas present@|@un présent d'Noué@
@Christmas pudding@|@lé podîn d'Noué@
@Christmas stocking@|@la cauche dé Noué@
@Christmas tree@|@un arbre d'Noué@
@chronic@|@chronique@
@chronicle@|@eune chronique@
@chrysanthemum@|@chrysanthème, gérémienne d'hivé@
@chuck@|@cocotte@
@chunk of bread@|@lé betchet, lé couêpîn, lé crôtîn, lé crôton@
@chunk of bread (1)@|@lé gobîn@
@church@|@êglyise, l'êglyise@
@churchwarden@|@lé seurvillant d'l'Êglyise@
@cider@|@lé cidre@
@cider apple@|@eune pomme à cidre@
@cider crusher@|@lé tou d'preinseu@
@cider dray@|@lé hèrnais à cidre@
@cider must@|@du nouvieau cidre@
@cider press@|@lé preinseu@
@cinema@|@cinnéma@
@cinnamon@|@la cannelle@
@circumference@|@la circonféthence@
@cirrus@|@d'la crîngnache@
@citizen@|@lé citouoyen@
@civil servant@|@lé fonctionnaithe@
@Civil War@|@la Dgèrre Civile@
@clamp@|@crampe@
@claret@|@lé Bordgieaux, lé clairète@
@clarinet@|@la clairinnette@
@clasps@|@les clianques@
@class@|@la clâsse@
@clatter@|@clyîncailli@
@claw@|@grimmer@
@claw hammer@|@marté à pattes@
@clay@|@glyîse@
@clean@|@netti, propre@
@clean again@|@èrnettit@
@cleaner@|@lé nettisseux, un nettisseux@
@cleaning@|@la nettithie@
@clear@|@clièrgi@
@clear one's throat@|@râqu'ter@
@cleat@|@un tatchet@
@cleaver@|@hachot, un hachot@
@cleavers@|@des prannants@
@Clement@|@Cliément@
@clergyman@|@lé minnistre@
@clerk@|@clèrcot, lé clèrc@
@cliff@|@la falaise@
@cliff-climber@|@lé falaîsyi@
@climb@|@grîmper@
@clink (glasses)@|@trîntchi@
@clioutchi@|@clioutchi@
@cloak@|@lé cliôque, lé manté@
@clock@|@eune hôlouge, l'hôlouoge@
@clockmaker@|@l'hôlouogi@
@clog@|@lé chabot@
@close@|@freunmer@
@close-cropped@|@touôsé coumme, un sorti d'prison@
@closed@|@freunmé@
@cloth (tea)@|@l'êssuie-tâsses@
@clothes@|@les habits, les hardes@
@clothes line@|@eune corde à lînge, la corde à lînge@
@clothes line prop@|@eune êtendpèrque@
@clothes peg@|@eune êpile à lînge, l'êpîle à Iînge@
@clothes shop@|@la boutique d'habilements@
@cloud@|@un nouage@
@cloud (cover)@|@des nues@
@cloudy@|@nouageux@
@clout@|@chatourne, slîndgi, un pataöuarre@
@clout (dé "sling")@|@slîndgi@
@clove@|@lé cliou d'giroufl'ye@
@clove of garlic@|@eune gousse d'ail, la gousse d'ail@
@clown@|@lé bouffon@
@club@|@clobe@
@clubs@|@du trêfl'ye@
@cluck@|@clioutchi, couarder, crocheter, queûqu'ter@
@coach@|@lé cârrosse@
@coal@|@lé tchèrbon, tchèrbon@
@coal cellar@|@lé creux à tchèrbon@
@coal scuttle@|@la boête à tchèrbon@
@coal shovel@|@palette à tchèrbon@
@coalfish@|@un colîn@
@coalman@|@lé tchèrbonnyi@
@coal-tongs@|@pînchettes à tchèrbon@
@coast@|@la côte@
@coastguard@|@lé garde-côte, un garde-côte@
@coat@|@la câsaque@
@coathanger@|@un porte-habits@
@cobbler@|@lé chav'tchi, lé cordonnyi@
@cobweb@|@l'ithangnie@
@cock@|@lé co@
@cock-a-doodle-doo@|@cocolîncheux@
@cock-a-doodle-doo !@|@cocolîncheux, coquelicot!@
@cockchafer@|@lé hanneton@
@cockerel@|@cocolîncheux, un co@
@cockerel (young)@|@un cotchet@
@cockle@|@eune chuchette@
@cockroach@|@lé potithon@
@Cock's-foot@|@du pid-d'co@
@Cockspur@|@d'l'hèrbe à pithot, d'la canârie@
@coconut@|@la cocannette@
@Cocos Islands@|@Îles Cocos@
@cod@|@eune mouothue@
@coffee@|@lé café@
@coffee-bean@|@la grainelle dé café@
@coffee-pot@|@la caf'tchiéthe@
@coffin@|@l'côffre@
@cog of hub@|@la boête du moueu@
@cognac@|@lé couongnac, lé martel@
@colander@|@coul'rêsse, la coul'rêsse@
@cold@|@fraid, lé fraid@
@cold chisel@|@chîsé à fraid@
@cold sore@|@lé feu sauvage@
@Cold War@|@la Fraide Dgèrre@
@cold water tap@|@lé coq à ieau fraide@
@colic@|@les tranchies@
@collaborator@|@lé collaborateur@
@collar@|@lé collet@
@colleague@|@lé collègue@
@collect@|@la collecte@
@collector@|@lé collecteux@
@college@|@lé collège@
@college boy@|@lé collégien@
@Colombia@|@Colombie@
@colonel@|@lé coronel@
@Coloradan@|@Coloradgien@
@colorado beetle@|@lé doryphore@
@colour-bearer@|@lé porte-enseigne@
@Columbine@|@d'la colombinne, des vièrs garçons@
@column@|@la colonne@
@comb@|@lé dêmêle, lé dêmêleux, lé piègne, un dêmêleux@
@combat@|@lé combat@
@combatant@|@lé combattant@
@come@|@v'nîn@
@come back@|@èrvénîn@
@comedian@|@lé conmédien@
@comet@|@la conmète@
@coming of age@|@l'enâgement@
@commanding officer@|@lé commandant@
@committee@|@lé conmité@
@Common Amaranth@|@du chuchot@
@Common Bird's-foot-trefoil@|@des p'tits chabots@
@Common Centaury@|@d'l'hèrbe d'St Martin, d'la centaurée@
@Common Chickweed@|@du meurdron@
@common cockle@|@eune bobbe, eune chuchette@
@Common Cornsalad@|@d'la bourse@
@Common Couch@|@du bas@
@common dab@|@un cat@
@Common Dog-violet@|@du coucou@
@Common Duckweed@|@d'l'hèrbe d'pithot@
@common guillemot@|@eune gaude@
@Common Knapweed@|@d'la bourdonniéthe@
@common lavender@|@d'la lavande@
@Common Mallow@|@d'la p'tite mauve@
@Common Mouse-ear@|@dé l'ouothelle dé souothis@
@Common or round-headed Poppy@|@des roses à tchian@
@Common Ragwort@|@d's entaillies (f), lé gros s'nichon@
@Common Reed@|@du ros@
@Common Restharrow@|@du ricolisse en bouais@
@Common Sorrel@|@d'la grand' suthelle@
@Common Stork's-bill@|@des piègnes@
@communion@|@la communion@
@communist@|@lé commeuniste@
@Comoros@|@Comores@
@companion-ladder@|@lé compangnon@
@compare@|@compather@
@compass@|@compas, lé compas@
@compass saw@|@pâsse-partout@
@competitor@|@lé compétiteu@
@complaint@|@eune pliainte@
@computer@|@l'ordinnateu, lé compiuteu@
@computer game@|@eune gamme dé compiuteu@
@computer programmer@|@lé programmeux d'compiuteu@
@comrade@|@lé canmathade@
@con@|@l'aveugliément, l'aveugliéthie@
@concern@|@concèrner@
@concrete@|@chiment@
@condom@|@eune capote@
@conductor@|@lé chef dé musique@
@confessional@|@lé confêssionna@
@configuration@|@la confidguthâtion@
@confirmation@|@la confirmâtion@
@conger-eel@|@eune andgulle@
@Congo@|@Congo@
@congregation@|@eune congrégâtion@
@conman@|@conman, un chicangneux@
@connected@|@brantchi@
@Connecticuter@|@Connecticutchi@
@conqueror@|@lé contchérant@
@conservative@|@lé consèrvateu@
@consider@|@considéther@
@conspiracy@|@un compliot@
@conspirator@|@un complioteux@
@Constable@|@lé Connêtabl'ye@
@Constable's Officer@|@l'Offici d'Connêtabl'ye@
@constellation@|@eune constellâtion@
@constipation@|@la constipâtion@
@constitution@|@la Constitution@
@constitutional@|@constitutionnel@
@constitutionally@|@constitutionnellement@
@consul@|@lé consul@
@consulate@|@lé consulat@
@contagious@|@contagieux@
@contain@|@cont'nîn@
@continent@|@un continnent@
@contingent@|@lé contigent@
