@English@|@Sesotho@
@bow@|@inama@
@bow of a ship@|@bokapele ba sekepe@
@bowel@|@lela, mala@
@bowels@|@dikahare@
@bowl@|@dijana, merifi, morifi, sejana@
@bowls@|@rolobolo@
@box@|@lebokose, mabokose@
@box office@|@ntlwana ya ditekete@
@boxing@|@ditebele@
@boy@|@bashanyana, bashanyana, bashemane, Moshanyana, Moshanyana, moshemane@
@Boy@|@Moshanyana@
@boy-hero in many basotho@|@senkatana@
@boys@|@bashemane@
@bra@|@boti, diboti@
@braces@|@diterata tsa meno@
@brackets@|@masakana@
@brag@|@ikgantsha@
@braid@|@loha@
@braid for@|@lohela@
@braids@|@meloho, moloho@
@brain@|@boko@
@brake@|@boriki, mariki@
@brake lever@|@mariki a kere@
@brake ligt@|@lebone la boriki@
@brake pedal@|@bohato ba mariki@
@bran@|@ditlhoka@
@branch@|@lekala, makala@
@brand@|@letshwao la kgwebo@
@Brandfort@|@Majwemasweu@
@brandy glass@|@kgalasa ya brandy@
@brass@|@borase@
@brave@|@dikgalala, kgalala@
@brazier@|@dipaola, paola@
@bread@|@bohobe, borotho, mahobe, marotho@
@breadboard@|@boroto ya bohobe, diboroto ya bohobe@
@breads@|@mahobe@
@break@|@kgaola, pshatla, roba@
@breakfast@|@borakefese, diborakefese@
@Breakfast@|@Mofihlolo@
@breakfast (1)@|@dijo tsa hoseng@
@breast@|@difuba, letswele, matswele, sefuba@
@breast milk@|@lebese la letswele@
@breastbone@|@lesapo la sefuba@
@breast-fed baby@|@lesea le anyang letswele@
@breastfeed@|@ho antsha@
@breastfeeding@|@phepo ya letswele@
@breath@|@moya, moya, tshwea@
@breathe@|@phefumoloha@
@breed@|@rua@
@breeze@|@moya o mosesane@
@brew@|@meritelo, moritelo, ritela@
@bribe@|@ditjotjo, ntsha tjotjo, tjotjo@
@bribery@|@ho ntsha tjotjo@
@bride@|@banyaduwa, monyaduwa, monyaduwa@
@bridegroom@|@banyadi, monyadi@
@bridesmaid@|@baetsana, moetsana@
@bridge@|@marokgo, mmopo@
@Bridge@|@Borogo@
@bridle@|@ditomo, tomo@
@brief@|@Kgutshwane@
@briefcase@|@borifikheisi, diborifikheisi@
@bright@|@hlakile, hlakile, kganya@
@bright colour@|@mmala o kganyang@
@brilliance@|@ho hlaka@
@bring@|@tlisa, tlisitse@
@bring up@|@hodisa@
@broad@|@batsi@
@broadcast@|@hasa@
@brochure@|@broushara, dibroushara@
@broke@|@robile@
@broken@|@pshatlehile, robeha, robehile@
@broken bone@|@lesapo le robehileng@
@broken piece of pottery@|@lengetana, mangetana@
@Bromine@|@Bromini@
@bromothymol blue@|@poromothaemolotalabalehodimo@
@bronchitis@|@mokgokgothwane@
@brood@|@alama@
@brook@|@melapo, molapo@
@broom@|@lefielo, mafielo@
@broomstick@|@mofeng@
@brother@|@bareso, moholwane, moreso@
@brotherhood@|@boena@
@brown dark@|@sootho@
@brown hyena@|@diphiri, dithamahane, phiri, thamahane@
@brown light@|@kgunong@
@browse@|@phetla@
@browser@|@mobali@
@bruis@|@letetetso, matetetso@
@bruise@|@phumoha, tetetsa@
@brush@|@borashe, borosolo, diborashe, diborosolo@
@brutal@|@soro@
@bubble@|@pudula@
@buck@|@letsa@
@bucket@|@diemere, dikgamelo, emere, kgamelo@
@bud@|@diphupu, Phupu@
@buffalo@|@nare@
@Buffalo River@|@Mosinyathi@
@bug@|@dikokwanyana, ditshitshidi, kokwanyana, tshitshidi@
@build@|@haha@
@builder@|@diahi, seahi, sehahi, sehahi@
@building@|@meaho, moaho@
@building materials@|@dintho tsa ho aha@
@built-in cupboard@|@khabete ya leboteng@
@bulb@|@dikotola, kotola@
@bulge@|@kokomoha@
@bull@|@dipoho, poho@
@bulldog@|@dipofa, pofa@
@bullet@|@dikulo, kulo@
@bulleted@|@kulofaditsweng@
@bump@|@thesela@
@bumper@|@bampara, dibampara@
@bunch@|@lesihla, masihla@
@bungalow@|@dirontabole, rontabole@
@bunion@|@ditorong, torong@
@burden@|@merwalo@
@burglar@|@bathohi, mothohi@
@burglar bar@|@ditshepe tsa monyako, tshepe ya monyako@
@burglar bars@|@dithibelamashodu@
@burgle@|@thuha@
@burial@|@poloko@
@burn@|@leqeba la mollo, tjha, tjhesa, tuka@
@burned@|@tjhele, tjheswa@
@burns@|@dipala, pala@
@bursary@|@basari, dibasari@
@burst@|@phatloha, qhoma@
@burst tyre@|@thaere e tabohileng@
@Burundi@|@Burundi@
@bury@|@bitla, epela, pata@
@bus@|@bese, dibese@
@bus driver@|@mokganni wa bese@
@bus rank@|@boemadibese@
@Bus station@|@Seteishene ya bese@
@bus stop@|@boemabese@
@bus ticket@|@tekete ya bese@
@bush@|@meru, moru@
@bushbuck@|@dipabala, pabala@
@Bushmans River@|@Barwa@
@bushpig@|@dikolobemoru, kolobemoru@
@bushveld@|@merung@
@business@|@kgwebo@
@but@|@empa, mpa@
@but not the charges@|@mejo ha e e rutwe@
@butcher@|@boraselaga, raselaga, selaga@
@butchery@|@dilaga, selaga@
@butter@|@botoro, dibotoro, sereledi@
@butterfly@|@serurubele@
@buttermilk@|@mofehlo@
@butternut squash@|@disolotsi, solotsi@
@buttock@|@lerao, marao@
@buttocks@|@dibono@
@button@|@dikonopo, konopo@
@buttonhole@|@lesoba la konopo@
@buy@|@reka, rekile@
@buy for oneself@|@ithekela@
@buyer@|@bareki, moreki@
@by reason of@|@ka hoba@
@bystander@|@babohi, mobohi@
@byte@|@dipaete, paete@
@cabbage@|@dikhabetjhe, khabetjhe@
@cabin@|@dikhebini, khebini@
@cabinet@|@dikhabinete, khabinete@
@cabinet minister@|@letona la khabinete@
@cable@|@mehala, mohala@
@Cadmium@|@Kadmiamo@
@cafe@|@dikhefi, khefi@
@cairntoul@|@Makhollo@
@Cairntoul mountain@|@Makhollo@
@cake@|@dikuku, kuku@
@calabash@|@mehope, mohope@
@Calcium@|@Kalsiamo, Khalesiamo@
@calcium carbonate@|@khalesiamokhabonete@
@calcium hydroxide@|@khalesiamohaeterokosaete@
@calculator@|@dibadi, motjhini wa dipalo, motjhini wa tekanyetso, sebadi@
@calculus@|@khalekhulase@
@caledon@|@Mogakare, Mohokare@
@Caledon River@|@Mogakare, Mohokare@
@calendar@|@almanaka, dialmanaka, dikhalendara, khalendara@
@calf@|@dinamane, manamane, namane@
@calf leg@|@ditlhafu, tlhafu@
@Californium@|@Kaliforniamo@
@call@|@bitsa, bitsitse@
@call for@|@bitsetsa@
@call him@|@mmitsa@
@call one another@|@bitsana@
@called@|@bitsitse@
@caller@|@mmitsi@
@calm@|@kgutsitse@
@camel@|@dikamele, kamele@
@camera@|@dikhemera, khemera@
@camp@|@dikampo, kampa, kampo@
@camping@|@ho kampa@
@can@|@kanekane@
@canal@|@dikanale, kanale@
@canary@|@ditswere, tswere@
@cancel@|@khansela, timetsa@
@cancer@|@dikankere, kankere, mofetshe@
@candle@|@dikerese, kerese@
@cannabis@|@hlahla-se-maele, kgomo ya faatshe, matekwane@
@cannibal@|@ledimo, madimo@
@cannon@|@dikanono, kanono@
@cannot create directory@|@e ke ke ya bopa tshupetso@
@cannot create document@|@sitwa ho simolla tokomane@
@cannot open document@|@sitwa ho bula tokomane@
@canoe@|@dikan, kanu@
@Cantonese culture@|@Sekantonese@
@canvas@|@diseile, seile@
@cap@|@dikwahelo, ditopisi, kepisi, sekwahelo, topisi@
@cap (1)@|@dikepisi@
@Cape@|@kapa@
@Cape cobra@|@meswa, moswa@
@Cape fur seal@|@tau ya lewatle, tau ya metsi, tlou ya lewatle, tlou ya metsi@
@Cape ground squirrel@|@lesamane, masamane@
@Cape hunting dog@|@lekanyane, makanyane, mokoto@
@Cape Town@|@Motse Kapa@
@capillary@|@methatswana@
@capital city@|@metsemoholo, motsemoholo@
@capsize@|@phethoha@
@captain@|@dikapotene, kapotene@
@caption@|@dihlooho, sehlooho@
@capture@|@hapa@
@captured@|@hapile@
@car@|@dimmotokara, koloi, koloi, mmotokara, motokara@
@car (1)@|@dikoloi, dimotokara, dimotorokara, motorokara@
@Car rental agency@|@Sebaka so ho hira makoloi@
@caracal@|@dithoane, thoane@
@caravan@|@dikaravane, dikharavane, karavane, kharavane@
@caravan park@|@paka ya dikharavene@
@carbon@|@khabone@
@carbon atom@|@dikhaboneathomo, khaboneathomo@
@carbon dioxide@|@khabondaeoksaede@
@carcass@|@dififi, sefifi@
@carcinogen@|@dikhasinojene, khasinojene@
@card@|@dikarete, karete@
@card operated phone@|@mohala wa karete@
@cardboard@|@dikhateboto, khateboto@
@care@|@kgathalla, natsa, paballo, Tlhokomelo, tlhokomelo@
@cared@|@hlokomelwa@
@careful@|@hlokomelang@
@careless@|@bohlaswa@
@caress@|@pholla, qekisa@
@caretaker@|@bahlokomedi, mohlokomedi@
@cargo plane@|@sefofane sa thepa@
@carnivore@|@dibatana, sebatana@
@carousel@|@dikharaosele, kharaosele@
@carpenter@|@babetli, dibetli, mmetli, mobetli, sebetli@
@carpet@|@ditapeite, tapeite@
@carried@|@jarwa, jere, jerwe, rwalwa, rwalwa, rwetse@
@carrier of disease@|@motho ya nang le tshwaetso@
@carrot@|@dihwete, sehwete@
@carry@|@jarisa, rwadisa, rwala@
@carry a burden@|@unyapa@
@carry on back@|@pepa@
@carrying case@|@mokotla wa ho jara@
@cart@|@dikariki, kariki@
@Cartesian plane@|@sebaka sa Cartesian@
@cartilage@|@lefufuro, mafufuro@
@cartoons@|@dikhatunu@
@cascade@|@khaskeite@
@case@|@ditaba, taba@
@cash@|@ditjhelete, tjhelete@
@cashier@|@balefisi, molefisi@
@cast@|@akgela, akgelwa, akgetswe, bopa, bopilwe@
@castle@|@dikasetlele, diqhobosheane, kasetlele, qhobosheane@
@castor oil@|@kasteroli@
@castrate@|@fahola@
@casualty@|@lehlatsipa, mahlatsipa@
@cat@|@dikatse, katse@
@catalogue@|@dikhataloko, khataloko@
@catamaran@|@dikatamarane, katamarane@
@catch@|@henqa, nanabela, nanabela, nanabetsa, tshwara, tshwere@
@catch fish@|@tshwasa@
@category@|@dikhathakori, khathakori@
@cattle@|@dikgomo@
@Cattle're the bank of a Mosoto@|@Dikgomo ke banka ya Mosotho@
@cauliflower@|@dikholifolawa, kholifolawa@
@cause to drink@|@nwesa@
@cause to see@|@bontsha@
@cave@|@lehaha, mahaha@
@CD@|@CD, di-CD@
@cease@|@kgaotsa@
@ceasefire@|@ho lala ha ntwa@
@celebrate@|@keteka@
@celebration@|@mekete, mokete@
@celery@|@diseleri, seleri@
@celestial body@|@sebopeho sa lehodima@
@cell@|@disele, sele@
@cell background color@|@mmala wa bokamorao ba sele@
@cell contents@|@dikahare tsa sele@
@cellist@|@batjhelo, motjhelo@
@cello@|@ditjhelo, tjhelo@
@Celsius@|@Celsius@
@cement@|@disamente, samente@
@cemetery@|@mabitleng@
@censor@|@nyakurela@
@census@|@dipalabongata, palabongata, palo ya batho@
@cent@|@disente, sente@
@centenary@|@mokete wa dilemokgolo@
@center@|@bohare@
@centipede@|@lefokolodi, mafokolodi@
@centre@|@disentare, sentare@
@century@|@dilemotsekgolo@
@certain@|@se seng, tse ding@
@certain people@|@batho ba bang@
@certainly@|@le ho leka!, ruri@
@certify@|@tiisa@
@chacma baboon@|@ditshwene, tshwene@
@chafe@|@hohla@
@chain@|@diketane, ketane@
@chair@|@dulasetulo, setulo@
@chairperson@|@modulasetulo@
@chalk@|@ditjhoko, tjhoko@
@chalk board@|@letlapa la tjhoko@
@challenge@|@phephetsa, phephetso@
@chameleon@|@lempetje, lenwabo, mampetje, mampetje, manwabo@
@champion ...@|@mmampodi@
@change@|@ditjhentjhe, fetoha, fetoha, fetola, phetoho, tjhentjhe@
@change (1)@|@diphetoho@
@change opinion@|@kweneha@
@changing room@|@ntlo ya ho aparela@
@chaos@|@meferefere, moferefere@
@chapman's zebra@|@pitsi ya naha@
@character@|@dimelo, semelo, tlhaka@
@character styles@|@ditaele tsa batho@
@charge@|@ditjhatje, tjhatje@
@Charity begins at home@|@Mmetla-kgola o e lebisa wabo@
@charm@|@mofuthu@
@chart@|@ditjhate, tjhate@
@charts@|@ditjhate@
@chase@|@leleka@
@chase for a long time@|@utela@
@chat@|@buang, puisanong, qoqa@
@chatter@|@lehehle@
@chauffeur@|@bakganni, mokganni@
@cheat@|@qhekanyetsa@
@checklists@|@lenanenetefatso@
@check-up@|@ditekolo, tekolo@
@cheek@|@lerama, marama@
@cheekbone@|@lesapo la lerama@
@Cheers!@|@Nqa!@
@cheese@|@dikase, ditjhese, kase, tjhese@
@cheetah@|@lengau, mangau@
@chemical@|@dikhemikhale, khemikhale@
@chemical compound@|@dikhomphaonte tsa khemikhale, khomphaonte ya khemikhale@
@chemical reaction@|@phetohong ya khemikhale@
@chemical symbol@|@leswao la khemikale, leswao la sekhemise@
@chemist@|@bakhemisi, dikhemisi, Khemisi, mokhemisi@
@chemistry@|@khemisitiri@
@cheque@|@ditjheke, tjheke@
@chew@|@hlafuna@
@chew on something hard@|@kukura@
@chick@|@ditsuonyana, tsuonyana@
@chicken@|@kgoho, nama, Nama ya kgoho, ya kgoho@
@chicken pox@|@baterepokise, sekgolopane@
@chief@|@morena, ramohlongwana@
@chieftainess@|@dikgosana, kgosana@
@child@|@bana, ngwana@
@childbirth@|@pelehi@
@childhood@|@bongwana@
@children@|@bana@
@chilli@|@ditjhilise, tjhilise@
@chimney@|@ditjhemene, tjhemene@
@chin@|@diledu, seledu@
@China@|@Tjhaena@
@Chinese@|@Setjhaena@
@Chinese person@|@Letjhaena, Matjhaena@
@chips@|@ditjhipisi@
@chisel@|@betla, ditjhesele, lebetlo, mabetlo, tjhesele@
@chlorine@|@ditlelorine, tlelorine@
@chocolate@|@ditjhokolete, tjhokolete@
@choir@|@dikhwaere, khwaere@
@cholera@|@kholera@
@choose@|@kgetha, kgethang@
@choose for me@|@nkhetheleng@
@chop@|@ditjhopose, ratha, rema, tjhopose@
@chop for@|@remela@
@chopped@|@remme, rengwa, renngwe@
@Christ@|@Keresete@
@christian@|@bakeresete, bakreste, bokeresete, mokeresete, mokreste@
@Christian@|@Sekreste@
@Christmas@|@Keresemese@
@Chrome@|@Khorom@
@Chromium@|@Kheromiamo@
@chronic disease@|@bohloko bo diqebo, lefu le se nang pheko@
@chronological@|@tatelano@
@church@|@dikereke, kereke@
@church hall@|@holo ya kereke@
@churches@|@dikereke@
@chutney@|@ditjhatene, tjhatene@
@cinema@|@baesekopo, dibaesekopo@
@circle@|@didikadikwe, sedikadikwe@
@circuit@|@dikete, sekete@
@circular@|@disekulara, lengolo la potolohang, sekulara@
@circulate@|@potoloha@
@circulation@|@potoloho@
@circumcise@|@bolotsa@
@circumcision@|@polotso@
@circumference@|@didika, disekemferense, sedika, sekemferense@
@circumference of a circle@|@sekemferense ya sedikwedikwe@
@circumvent@|@pota@
@circus@|@serekisi@
@cistern@|@disisetene, sisetene@
@citation@|@ditebiso, tebiso@
@citizen@|@baahi, baahi, moahi, moohi@
@city@|@metse, motse@
@civilise@|@ntshetsa pele@
@clad@|@apere@
@claim@|@nqosa@
@clap@|@tlelapa@
@Clarens@|@Botjheletsane@
@clarinet@|@ditlelarinete, tlelarinete@
@clasp@|@letlao, matlao, tseparela@
@class@|@ditlelase, tlelase@
@class room@|@diphaposi, phaposi@
@classify@|@hlophisa@
@classroom@|@phaposi, phaposi ya ho rutela@
@claw@|@dingwaparelo, ngwaparela, ngwaparelo@
@clay@|@letsopa, matsopa@
@clay pot@|@dinkgo, nkgo@
@clean@|@hlakola, hlakotse, hlweka, hlweka, hlweka, hlwekile, hlwekile, hlwekileng@
@clean (1)@|@hlwekisa@
@cleanliness@|@tlhweko@
@clear@|@hlakile@
@clear sky@|@lehodimo le hlakile@
@clear up@|@sa@
@clerk@|@ditlelereke, tlelereke@
@click@|@tobetsa@
@climate@|@ditlelaemete, tlelaemete@
@climb@|@hlwa@
@climb for@|@hlwela@
@cling@|@momahana@
@clinic@|@ditleliniki, tleliniki, tliliniki@
@clippers@|@sekere sa difate@
@clock@|@ditleloko, tleloko@
@Clocolan@|@Hlohlowane@
@Clorine@|@Klorine@
@close@|@haufi, kwala, kwetse@
@close eyes@|@tsitsibana@
@Close the door!@|@Kwalang monyako!@
@close to@|@haufi le@
@Closed@|@Kwetswe@
@cloth@|@lelapi, lesela, malapi, masela@
@clothe@|@apesa@
@clothes@|@diaparo@
@clothes moth@|@ditshwele, tshwele@
@cloud@|@leru, maru@
@cloudburst@|@sekgohola@
@club@|@mekgatlo, mokgatlo@
@clumsy@|@monyebe@
@clutch@|@ditlelatje, tlelatjhe@
@clutch pedal@|@bohato ba tlelatjhe@
@coach@|@bakwetlise, kwetlisa, mokwetlise@
@coal@|@leshala, mashala@
@coast@|@lebopo, mabopo@
@coaster@|@dikhousetara, khousetara@
@coat@|@baki, dibaki, dijase, jase@
@coat of arms@|@diboko, seboko@
@Cobalt@|@Khobalete@
@cobweb@|@bolepo@
@cockroach@|@lephela, lephele, maphele@
@cocoa@|@khoukhou@
@cocoon@|@mekone, mokone@
@code@|@dikgato, dikhoutu, kgato, khoutu@
@code page@|@leqephe la khoutu@
@coefficient@|@dikhoefeshiente, khoefeshiente@
@co-existence@|@kahisano@
@coffee@|@dikofi, kofi@
@coffee with milk@|@kofi e nale mashi@
@coffin@|@lekase, makase@
@coherence@|@kgokahanyo@
@cohesion@|@momahano@
@coil@|@dikhoile, khoile@
@coin@|@dikhoine, khoine, lewana, mawana@
@coin operated@|@mohala o kenyang tjhelete@
@colddrink@|@dinomaphodi, senomaphodi@
@collar@|@dikholloro, kholloro, lepetu, mapetu@
@collarbone@|@lesapo la lepetu@
@collect@|@bokella, kgobokanya@
@college@|@dikholetjhe, kholetjhe@
@collide@|@thulana@
@collision@|@ho thulana@
@collission@|@dithulano, thulano@
@colon@|@dikgutlwana, kgutlwana, meqopo, moqopo@
@colour@|@mebala, mmala@
@colour resolution@|@tharollo ya mmala@
@coloured@|@mmala@
@coloured line@|@metsero, motsero@
@column@|@dikholomo, kholomo@
@comb@|@dikama, kama@
@combine@|@kopanya@
@come@|@tla, tlile, tlo, tloho@
@come and help me@|@tloo tlo nthusa@
@Come and help me@|@Tlo o tlo nthusa@
@come from@|@tswa@
@come to the rescue to@|@phallela@
@comet@|@dikhomete, khomete, metjhotjhonono, motjhotjhonono@
@comfort@|@kgothatsa, kgothatsa, kgothatso, matshediso, matshediso, tshedisa, tshedisa@
@comfortable@|@iketlileng@
@comic strips@|@dikhomiki@
@comma@|@feelwana@
@command@|@ditaelo, laela, taelo@
@command oneself@|@itaela@
@commerce@|@bohwebi, dikgwebo, kgwebo@
@commission@|@dikhomishene, khomishene@
@commissioner@|@khomishenare wa boikano@
@committee@|@dikomiti, komiti@
@common@|@tlwaelehileng@
@common factor@|@dipalokatisotlwaela, palokatisotlwaela@
@communication@|@dipuisano, ditherisano, puisano, therisano@
@community care@|@tlhokomelo ka baahi@
@community hall@|@diholo tsa setjhaba, holo ya setjhaba@
@commuter@|@bapalami, mopalami@
@commuter train@|@terene ya baeti@
@companion@|@balekane, molekane@
@company@|@dikhampani, khampani@
@compare@|@bapisa, lekanya, tshwantsha@
@compass@|@ditshupakgutlo, khampase, kompase, tshupakgutlo@
@compass (1)@|@dikhampase, dikompase@
@compassion@|@khauhelo@
@compell@|@qobella@
@compensate@|@putsa@
@compensation@|@dipuseletso, puseletso@
@compete@|@hlodisana@
@competence descriptions@|@ditlhaloso tsa bokgoni@
@competition@|@ditlhodisano, tlhodisano@
@complain@|@tletleba@
@complainant@|@batletlebi, motletlebi@
@complaint@|@ditletlebo, tletlebo@
@complete@|@felletse, felletse, felletseng, phetha, qetella@
@completion@|@phethisi@
@complex@|@polelomararane@
@component@|@dikhompiuta, khompiuta@
@component manager@|@molaodi wa dithusi@
@compose@|@qapa@
@composer@|@baqapi, moqapi, seqapi, seqapi@
@composition@|@diqapo, qapo@
@compost@|@dikompose, kompose@
@compound@|@dikompone, kompone@
@compound of elements@|@dikhomishene, dikhomphaonte, khomishene, khomphaonte@
@compound sentence@|@polelokopane@
@comprehension@|@kutlwisiso@
@compress@|@kokobana, patisa@
@compulsion@|@qobello@
@computer@|@dikhomphuta, dikhomphuta, dikhompiuta, khomphuta, khomphuta, khompiuta, khomputa@
@Computer@|@Khomputara@
@computer (1)@|@dikhomputa, dikhomputara, khomputa, Khomputara@
@computer chip@|@diphatsa, phatsa@
@computer literacy@|@litheresi ya khomputa@
@computer program@|@lenaneo, mananeo@
@computer virus@|@kokwanahloko ya dikhomputa, vaerase ya khomputa@
@concave@|@khonkheifi@
@conceal oneself@|@ipata@
@conceited@|@ikgohomosa@
@conceive@|@emara, emola@
@concentration@|@dikgobokano, kgobokano@
@concern@|@toba@
@concerning@|@ha e le@
@concert@|@dikonsarete, konsarete@
@concertina@|@dikorosetina, korosetina@
@conclusion@|@diqeto, qeto@
@concrete@|@dikonkereite, konkereite@
@concrete mixer@|@lori e tswakang konkereite@
@condition@|@boemo, maemo, peelano, peelano@
@condom@|@dikhondomo, khondomo@
@conduct@|@bintsha@
@conductor@|@batsamaisi, dikhonda, khondaktara, motsamaisi@
@cone@|@dikhouno, khouno@
@conference@|@diphutheho@
@confession@|@boipolelo@
@confide@|@amela@
@confident@|@itshepa@
@confidential@|@lekunutu, makunutu@
@confidentiality@|@ho tshepela lekunutu@
@configuration@|@difaele tsa ho fetola sebopeho@
@confiscate@|@amoha, hapa@
@conflict@|@dikgohlano, hohlana, kgohlano@
@confuse@|@ferekanya@
@Congo@|@Kongo@
@congratulate@|@lebohela@
@congratulations@|@u lebohela@
@Congratulations@|@Re a o lebohela@
@congregation@|@phutheho@
@connect@|@hokahanya, hokanya@
@connected@|@kopantswe@
@connection@|@dikamano, kamano@
@connection type@|@mofuta wa kgokahano@
@connector@|@dihokahanyi, sehokahanyi@
@conquer@|@fekisa, fenya@
@conscience@|@matswalo@
@conscious@|@ikutlwang@
@consciousness@|@boikutlo, maikutlo@
@consequence@|@ditholwana@
@conservative@|@hananang le phetoho@
@conserve@|@boloka@
@consider@|@nahana, tadima, tadima@
@considerate@|@nahanelang@
@consist@|@na le@
@consolation@|@matshediso@
@Consolation@|@Tshediso@
@console@|@tshedisa@
@consonant@|@didumammoho, sedumammoho, tumammoho@
@consonant (1)@|@ditumammoho@
@conspicuous@|@totobetse@
@conspiracy@|@mmommori@
@conspire@|@kunuta@
@constipation@|@ho sokela@
@constitution@|@melaotheo, molao wa motheo, molaotheo@
@Constitutional Court@|@Lekgotla la Molaotheo@
@construction@|@mohaho@
@consult@|@rerisa@
@contact@|@amana, kopana@
@contagious@|@tshwaetsang@
@container@|@dipitso, ntho ya ho bolokela, pitso@
@container ship@|@sekepe sa thepa@
@contempt@|@nyedisa@
@content@|@kgodisang@
@content tree@|@sefate sa bokahare@
@contentment@|@kgodiso@
@contest@|@ditseko, tseka, tseko@
@continent@|@dikontinente, kontinente@
@continents@|@dikontinente@
@continue@|@pesetsa, tswela pele, tswella@
@Continuous Assessment@|@Tekanyetso e Tswellang@
@contour@|@dithapallo, thapallo@
@contraception@|@thibelo ya pelehi@
@contract@|@boitlamo, finahanya, finahanya, finyetsa, honyela, konteraka@
@contract (1)@|@dikonteraka@
@contraction@|@diphinahano, phinahano@
@contradict@|@ngangisa@
@contrast@|@diphapano, moahloho, phapano@
@control@|@ditaolo, laola, taolo, tsamaisa@
@control type@|@nofuta o laolang@
@controller cards@|@dikaratataolo@
@controversy@|@ditsekiso, tsekiso@
@convalesce@|@nonopela@
@convene@|@bokanya@
@convenient@|@tshwanelang@
@conversation@|@meqoqo, meqoqo, moqoqo, puiso@
@converse@|@buisana@
@conversion@|@ditshokoloho, phetolelo, tshokoloho@
@convert@|@basokolohi, mosokolohi, sokolla@
@converting@|@ho fetolela@
@convex@|@konofekese@
@convict@|@batshwaruwa, motshwaruwa@
@convince@|@kgodisa@
@cook@|@baapehi, moapehi, pheha, phehile, sephehi@
@cook for@|@phehela@
@cook for oneself@|@iphehela@
@cooked@|@phehwa@
@cool@|@phodileng, phola@
@co-operate@|@sebedisana@
@co-operation@|@dikoporasi, ditshebedisano, koporasi, tshebedisano@
@coplanar@|@khapolanare@
@copper@|@dikoporo, koporo@
@Copper@|@Koporo@
@copper sulphate@|@koporosalefeiti@
@copulate@|@robalana@
@copulative@|@leba, leba-kamanyo@
@copy@|@dikopi, dikopi, etsisa, kopi, kopi, kopisa@
@cord@|@dikgole, dikgwele, kgole, kgwele@
@core@|@bokaharehare, meko, moko@
@cork@|@dipako, sepako@
@coronation@|@ho beha borena@
@correct@|@laya, lokisa, nepahetse, nepisa, tshwaya@
@correct a person@|@upa@
@corrugated iron@|@lesenke, masenke@
@corruption@|@ditshenyo, tshenyo@
@costume@|@dikhosetjhumo, khosetjhumo@
@cottage@|@dikotase, kotase@
@cotton blanket@|@lepae, mapae@
@cotton wool@|@boya ba tshwele@
@cough@|@hohlola, kgohlela, mekgohlane, mokgohlane@
@cough medicine@|@moriana wa ho kgohlela@
