@English@|@Old English@
@altar@|@alter, gledstede, hearg, veofod, weofod, wigbed@
@altar (heathen)@|@wibed@
@altar attendant@|@weofodþegn@
@altar cloth@|@weofodsceat@
@altar cover@|@weofodhrægl@
@altar service@|@weofodþenung@
@altar-hearth@|@weofodheorþ@
@alter@|@awendan, oncierran, wræsnan@
@alteration@|@awendednes, onwendednes@
@alterative@|@wrixle@
@altercation@|@gecid@
@alternate@|@gewrixle, oðer, stefnan@
@alternately@|@stefnmælum, stundmælum, twæmendlice@
@alternating@|@gewrixlic@
@although@|@þeah, þeah þe, þeahðe, þonne@
@altogether@|@æghwæs, anunga, eallinga, wissum@
@altogether (gen)@|@ealles@
@altogether cold@|@ælceald@
@always@|@a, æfre, æfre, awa, ealneg, forweard, gehwær, simbel, simble, simbles, simle, singala, symle, wideferhð@
@am@|@eom, sie, sie@
@am not@|@neom@
@amass@|@strienan@
@amaze (bewilder)@|@amasian@
@amazed@|@wafian@
@amazement@|@færstylt, færswige@
@ambassador@|@ærendraca, sand, spellboda@
@amber@|@eolhsand, glær, sap, smelting@
@ambiguity@|@tweo@
@ambiguous@|@tweolic, twifeald, twiwyrdig@
@ambition@|@gemægþ, mægþ, riceter, unrihtwillnung@
@amble@|@tealtian@
@ambo@|@rædingscamol@
@ambrosia@|@ambrosie, ealsealf, hindhæleðe@
@ambulas@|@þiustra@
@ambuscade@|@searu@
@ambush@|@gesæte, sætung, sætung, syrwan@
@amelioration@|@ieðrung?@
@amen@|@amen, gea la ge@
@amend@|@betan, edwyrpan, gebetan, helpan, onwendan, onwendan, rihtan, trumian@
@amendment@|@gebetendnes@
@amends@|@bot, dædbot@
@amiable@|@freondheald, luflic@
@amicable settlement@|@lufu@
@amid@|@betweonan, mid, onmiddan@
@amidst@|@betwux, tomiddes@
@amiss@|@untela@
@among@|@betweonan, betwux, gemang, geond, in, mid, of, on, ongemang, tomiddes@
@among (dat)@|@oninnan@
@among others@|@herongemong@
@amongst@|@betwux@
@amorous@|@wogerlic@
@amorous intention@|@freondmyne@
@amount@|@andefn, dæl, gewyrðe, weorð, weorþ@
@amour propre@|@selflice@
@amphitheater@|@plegstow, wæferhus, witegeard?@
@ample@|@brad, ginfæst, ginn, rum, sid, sid, widsceop@
@amplitude@|@rymþ, widgilnes@
@amply@|@rume, side, side@
@ampulla@|@elefæt@
@amputate@|@sniðan, tosniðan@
@amputation@|@ofcyrf@
@amulet@|@lybesn@
@amuse oneself@|@plegan@
@amusement@|@gamen@
@an@|@an, hwelc@
@an abortion@|@æwyrp@
@an age of the world@|@ieldo@
@an aromatic(?) wood@|@wuducynn@
@an eighth of a plow-land@|@oxangang@
@an equal in rank@|@efenhada@
@an event@|@wend@
@an order of the church@|@cirichad@
@an unguent@|@sealfcynn@
@anathematize@|@fremdian@
@ancestor@|@cneomæg, cneowmæg, foregenga, forþfæder@
@ancestors@|@ieldra, ieldran@
@ancestral@|@fæderlic@
@ancestral seat@|@heafodbotl@
@ancestry@|@frumcyn@
@anchor@|@ancor@
@anchor rope@|@ancorrap@
@anchorite@|@anbuend, ancor, ancra, ansetla, westensetla@
@ancient@|@eald, fyrn, gamol@
@ancient boundary@|@ealdegemære@
@ancient decree@|@fyrngesceap@
@ancient foe@|@ealdgefa@
@ancient good@|@ærgod@
@ancient history@|@fyrngemynd@
@ancient hostility@|@ærgewinn@
@ancient privilege@|@ealdriht@
@ancient prophecy@|@fyrngidd@
@ancient right@|@ealdgeriht@
@ancient streams@|@fyrnstreamas@
@ancient tradition@|@ealdgesegen, fyrnsægen@
@ancient treasure@|@ærgestreon, ealdgestreon, fyrngestreon@
@ancient wealth@|@ærwela@
@ancient work@|@ærgeweorc, ærsceaft, fyrngeweorc@
@ancient world@|@ærworuld@
@and@|@ac, ac, and, eac, ge, ge, ge, oððe, ond@
@and of taking the fines for the crime@|@infangeneþeof@
@aneurysm@|@neurisn@
@anew@|@edniwan, niwlinga, niwunga, ofniwe@
@angel@|@ærendgast, ar, boda, engel, engel, gast, heahþegen, wilboda, wuldorgast@
@angel of heaven@|@heofonengel@
@angel speaker@|@spellboda@
@angelic@|@engelcund, engellic, engellic@
@Angeln@|@Angel, Angulus@
@angels@|@miht@
@anger@|@abelgan, æbylga, æbylgnes, æbylgþ, anda, eornes, gebelg, gebylgan, grama, gramian, gyrst, hatheort, hathige, hygewælm, iernes, ierre, ierscipe, iersung, niþgrama, reðscipe, þrutung, torn, torn, unmilts, weamet, weamodnes, wræðan, wræþþu, yrre@
@angle@|@angel, byge, byht, hoc, hwamm, hwemm, hyrne, sceat, sceata, sceata@
@Angles@|@Angle, Engle, norþleode@
@Angles (pl)@|@Engle@
@angrily@|@eorlice, grame, grame, ierringa@
@angry@|@biter, gealgmod, gram, gram, hatheort, hreoh, ierlic, ierre, ierre, þweorh, tornmod, weamod, wod, wraþ, yrre, yrremod@
@anguish@|@angian, modðrea, modþrea, pin, wærc@
@angular@|@hyrnen, hyrnful, hyrnig@
@animal@|@deor, neat, nietenlic, nyten@
@animal (wild)@|@deor, wilddeor@
@animal food@|@flæscæt@
@animal yoked with another@|@geoctema@
@animals (the race of)@|@deorcynn@
@animals for slaughter@|@slieht@
@animate@|@ahierdan, þurhblawan@
@ankle@|@ancleow@
@anklet@|@scancgegirela@
@annihilate@|@adilegian@
@annihilation@|@dilignes, spild@
@anniversary@|@gemynddæg, ymbryne@
@anniversary of a death@|@leorednes@
@anniversary of martyrdom@|@þrowung@
@announce@|@abeodan, abeodan, abeodan, abodian, acyðan, anemnan, asecgan, bebeodan, besecgan, bodian, bodian, bodian, forebodian, forþcyðan, mærsian, meldian, onbeodan, spellian, tellan, utcyðan, utmæran@
@announce by bells@|@hringan@
@annoy@|@dreccan, nætan@
@annoyance@|@hienþu, laþ@
@annual@|@gearlic@
@annual fair@|@gearmarcet@
@annual service@|@gearþenung@
@annul@|@aidlian, awægan, awægan, tobrecan, undon@
@annulled@|@forhrered@
@Annunciation Day@|@bodungdæg@
@anoint@|@afættian, asmirian, aþwean, bedipan, befættian, begeotan, clæman, lyðran, mæstan, sealfian, sealfian, smierwan, þurhsmyrian@
@anoint with chrism@|@cristnian@
@Anointed One@|@Crist@
@anointing@|@crisma, onsmyrung@
@anointing oil@|@smiringele@
@anointing with chrism or holy oil@|@cristung@
@another@|@elra, oðer@
@answer@|@acweðan, ærende, andcwiss, andswaru, andswaru, andwyrdan, andwyrde, betellan, gegncwide, gegncwide, oncweðan, resele@
@answer (dative)@|@andswarian@
@ant@|@æmette, æmette@
@ant hill@|@æmethyll@
@antagonism@|@striþ, wiðermedo@
@antagonist@|@hettend@
@antagonistic@|@wiðerhycgende, wiðermede@
@anthem@|@antefn, capitol@
@anthill@|@æmetbed@
@Antichrist@|@Antecrist@
@anticipate@|@forefon, forestæppan, forhradian, forsceotan, forsceotan, onettan@
@anticipation@|@forestæppung@
@antidote@|@dolhdrenc@
@antimony@|@nebsealf@
@antiphon@|@antefn, graðul@
@antiquity@|@gefyrnnes@
@anus@|@earsgang, earsþerl, utgang@
@anvil@|@anfealt, anfilt@
@anxiety@|@angnes, anhoga, behydignes, brandhord, breostcearu, carfulnes, caru, gehðu, gehþu, gieming, giemnes, hygesorg, modbysgung, nearones, sorg, sorgcearu, sorgstafas, unretu, unsibsumnes, ymbhoga, ymbhygd@
@anxious@|@behydig, carful, carig, fyrwitful, fyrwitgeorn, geenged, hohful, nearo, sorgcearig, sorgcearig, sorgful, ymbhydig, ymbhydiglic@
@anxious to go@|@feðegeorn@
@anxiously@|@enge, hædre, nearwe@
@any@|@æghwilc, ælc, ænig, ænig, hwilchwugu, þy/þon, welhwylc@
@any dye@|@wurma@
@any every one@|@gehwilc@
@any fleshy part of the body@|@lira@
@any foreign language@|@læden@
@any more than@|@þonmaðe@
@any time@|@ahwænne@
@anyone@|@ænig, ænigmon, ahwa, ahwæðer, ahwelc, gehwa, hwa, hwa, hwone, hwone, mon@
@anything@|@ahwæðer, ahwæt, awiht, awiht, gehwæt, hwæt, hwæt, hwilchwugu, owiht@
@anything else@|@oðer@
@anything thick or heavy@|@þicnes@
@anywhere@|@æghwær, ahwær, ahwær, ahwar, ahwergen, gehwider, ofereall@
@apart@|@inðer, onsundran, sundor, sundorlice, sundrum, syndrig@
@apartment@|@bur, clysung, inn@
@ape@|@apa@
@aperture@|@hol, teolþyrl, þyrel@
@apex@|@holstæf@
@apocryphal book@|@dyrngewrit@
@apologetic@|@beladiendlic@
@apologist@|@beladigend, lædend@
@apology@|@beladung, ladung@
@apoplexy@|@færcoðu@
@apostasy@|@fleamlast, frætgenga, frambige, onwegacyrnes, wiðersacung@
@apostate@|@andsaca, andsaca, apostata, hindergenga, unstydful, wiðercora@
@apostatize@|@æswician, framgewitan@
@apostle@|@ærendraca, apostol, apostol, ar, boda, heahþegen, postol@
@apostolic@|@apostolic@
@apostolic letter@|@pistol@
@apparatus@|@æxfaru, getawu@
@apparel@|@gierela, wæd@
@apparition@|@beacen, gesihþ, hiw, scinnlac@
@apparitor@|@bydel@
@appeal for justice@|@foresecan@
@appeal to@|@sceotan@
@appear@|@ætiewan, ætywan, blican, onhlidan, oþiewan, seon, standan, þyncan, upamylan?@
@appear in a dream@|@swefnian@
@appearance@|@ætywednes, bleo, hiew, hiw, hiw, hiwnes, hiwung, onsyn, wlite@
@appease@|@awacian, gesmyltan, geswefian, gladian, leoðuwæcan, liðigian, smeðan, stillan@
@appeasing@|@gladung@
@append@|@cnyssung@
@appetite@|@friclo, lust, metesocn@
@applaud@|@blissian, plegan@
@applause@|@plega@
@apple@|@æppel, æppel, appel@
@apple core@|@æppelscealu@
@apple orchard@|@apuldortun@
@apple parings@|@æppelscreada@
@apple tree@|@æppeltreow, apulder@
@apple vessel@|@æppelfæt@
@apple-bearing@|@æppelberende@
@appleseed@|@æppelcyrnel@
@apple-shaped@|@æppled@
@apple-yellow@|@æppelfealu@
@appliance used in weaving@|@seamsticca@
@applicant for baptism@|@fulwihtbena@
@application@|@begegnes, ontyhting@
@applied@|@togewegen@
@apply@|@asettan, ateon, befæstan, todon@
@apply (the mind)@|@aþennan@
@apply oneself@|@befeolan@
@apply oneself to@|@ætfeolan, befeolan, wiþfeolan@
@appoint@|@amearcian, arædan, arædan, ascieppan, asettan, astellan, besettan, dihtan, gesettan, instihtian, namian, sciftan, scirian, sellan, settan, titelian@
@appoint (for)@|@betæcan@
@appointed@|@gesettendlic, witod@
@appointed day@|@andaga, beboddæg@
@appointed fast@|@gecwedfæsten@
@appointed place@|@gecwedstow@
@appointed share@|@gemet@
@appointed time@|@firstmearc, mældæg@
@appointment@|@scir@
@apportion@|@miscian@
@appraise@|@lofian, wyrðan@
@appraiser@|@eahtere, eahtere@
@appraising@|@lofung@
@apprehend@|@aparian, asittan, beniman, gelangian, gripan@
@approach@|@ætgangan, agan, becuman, cuman, cuman, cyme, geneahwian, genealæcan, gretan, nægan, nealæcan, nealæcung, onbecyme, ongan, ongan, onsigan, sigan, togang, tonealæcan@
@approaching@|@toweard@
@approaching time@|@neahtid@
@appropriate@|@agnettan, agnian, geagnian, geagnian, gehyðe, genge, genge, hentan, niman, riht@
@appropriate time?@|@antid@
@approval@|@unne@
@approve@|@ceosan, lufian, þafian@
@approve (gen)@|@geþafian@
@approved@|@afandigendlic, andfenge@
@April@|@Aprelis, Eastermonaþ@
@apron@|@bearmclaþ@
@apt@|@gemet, gerad, til@
@aptly@|@þæslice@
@Aquarius@|@wætergyte@
@aquatic@|@wæterlic@
@aqueduct@|@wætergelæt, wætertige@
@arable land@|@eringland, yrþland@
@arbalest (medieval missile launcher)@|@arblast@
@arbitrarily@|@selfwealdlice@
@arbitration@|@som@
@arbitrator@|@sema, semend@
@arbor@|@sceadu@
@arc@|@arc@
@arcade@|@þrep?@
@arch@|@bigels, boga, forbigels, gehwielfan, hwealf, hwielfan, þrep?@
@archangel@|@heahboda, heahengel@
@archangelica (plant)@|@blindenetele@
@archbishop@|@arcebiscop, heahbiscop@
@archbishopric@|@arcebiscoprice, arcerice@
@archdeacon@|@arcediacon@
@arched@|@hwealf@
@arched place@|@boga@
@arched roof@|@forbigels@
@archer@|@sceotend, scytta, strælbora@
@arch-hypocrite@|@þeodlicetere@
@archiepiscopal pallium@|@arce@
@archiepiscopal see@|@arcebiscopstol, arcestol@
@architect@|@cræftiga, heahcræftiga, icend@
@architect (female)@|@icestre@
@arch-liar@|@þeodloga@
@ardent@|@brandhat, fyrhat, hatheort@
@ardently@|@hatlice, leofwendum@
@ardor@|@æling, hætu, onbryrdnes@
@arduous@|@geandyne, sticol, strang@
@are@|@eart, eart, sie, sie, sien, sind, sindon@
@are (pl) (Anglian)@|@earon@
@aren't@|@neart@
@argentilla@|@argentille@
@argue@|@cneatian, motian, talian@
@argument@|@cwide, gescead, racu, scearpsmeawung@
@Aries@|@ramm@
@aright@|@ariht, onriht@
@arise@|@arisan, arisan, aspringan, awacan, awæcnian, onwacan, onwæcnan, springan, standan, upaspringan, upcuman, wacan, wæcnan@
@aristocratic@|@æðele, indryhten@
@arithmetic@|@getælcræft, rimcræft@
@ark@|@ærc, cofa, earc, mereciest, scrin, sundreced, þellfæsten@
@arm@|@bog, earm, earm, gesierwan, wæpnian@
@arm of the sea@|@sæearm@
@arm-bone@|@earmscanca@
@armed@|@gesierwed, gesyrwed@
@armed bands (in)@|@flocmælum@
@armed company@|@gargetrum@
@armed hate@|@wæpenhete@
@armed warrior@|@wæpenwiga@
@armed with a spear@|@gesperod@
@armlet@|@beagwriða@
@armor@|@eorlgewæde, frætwe, fyrdsceorp, gearwe, guþgeatwe, guþgewæde, guþreaf, guþsceorp, guþscrud, guþsearo, heaðuwæd, herepad, herewæd, hildesceorp, hrægl, hyrst, mæl, reaf, searu, wæpnung@
@armorer@|@smiþ@
@arm-ornamented@|@earmhread@
@armory@|@wæpenhus@
@armour@|@eorlgewæde, geatwe, geatwe, guðgewæde, guðsearo, heaðuwæd, herewæd, hildesceorp@
@armourer@|@smið@
@armpit@|@ocusta, oxn@
@arms@|@geatwe, geatwe, gewæpnu@
@army@|@beaduþreat, campweorod, fierd, fierd, folcmægen, fyrdtruma, fyrdwerod, gefylce, guþhere, here, herefolc, landfyrd, mægen, mearcðreat, mearcþreat, sweot, werod@
@army (invading)@|@here@
@army (national)@|@fyrd, þeodhere@
@army (predatory@|@stælherige@
@army corps@|@fyrdstemn@
@army from the north@|@norþhere@
@army of foot-soldiers@|@ganghere@
@army of pirates@|@flothere@
@army of ships@|@æschere@
@aromatic herb@|@spice@
@around@|@abutan, abutan, ymbe, ymbutan@
@around (dat@|@onbutan@
@arouse@|@aweccan, awreccan, onhreran, ræran, toweccan, weccan, wreccan@
@arousing@|@awehtnes, onwaccan, onwæcenes@
@arrange@|@arædan, aredian, ascirian, behweorfan, dæftan, dihtan, endebyrdan, fadian, fadian, foreadihtian, foreteon, gedreoglæcan, geendebyrdan, gefadian, gefadian, gelogian, geradian, gerenian, gesidian, instihtian, lecgan, logian, macian, renian, scieppan, sciftan, sciran, stefnan, stihtan, stihtian, þingian, todihtnian, tostihtan, trymian@
@arrange amiss@|@misendebyrdan@
@arrange for a man's wergild@|@forþingian@
@arrange in line@|@gerawan@
@arrange in order@|@endebyrdan@
@arranged in rows@|@geræwed@
@arrangement@|@diht, fadung, fadung, gestihtung, geteohhung, geþinge, getiung, mearcung, onstæl, seht, stihtung@
@arranger@|@endebyrdend@
@arranging@|@gerenung@
@array@|@prass, rof, truma@
@arrest@|@gehætan, hæftan@
@arrival@|@cyme, cyme, hidercyme, ofercyme@
@arrive@|@ancuman, becuman, becuman, cuman, gecuman, lendan, tocuman@
@arrive at@|@forþcuman@
@arrive by sea@|@geliðan@
@arrogance@|@anmedla, bælc, bieldo, bieldu, bieldu, bogung, byldu, dyrstignes, gebelg, gielp, gielp, gielpgeornes, mod, modignes, modignes, oferhygd, oferhygdnes, ofermod, ofermodignes, prutscipe, prutung, pryt, riceter, ricetere, toþundenes, upahafennes, upahefednes, wiðerweardnes, wlenc, wlenco@
@arrogant@|@andeaw, beotlic, beotlic, beotlic, healsfæst, modig, ofermede, ofermodig, oferprut, prut, swiþmod, toþundenlic, wlanclic@
@arrogant speech@|@orgelword@
@arrogantly@|@oferhygdlice, upahafenlice, upahefedlice@
@arrogate@|@teon@
@arrow@|@arwe, earh, fla, fla, flan, flan, heorufla, herestræl, hildenædre, onga, pil, scytel, stræl, stræl, wæpenstræl, wifer@
@arrow (heavy)@|@bolt@
@arrow-equipped@|@flanhred?@
@arrowhead@|@gad@
@arrow-swift@|@flanhred?@
@arson@|@bærnett@
@art@|@cræft, eart, eart, gescead, list, prætt, searo, searocræft, searu@
@art not@|@neart@
@art of building@|@stangeweorc@
@art of embroidery@|@bleocræft@
@art of grammar@|@grammaticcræft@
@art of healing@|@læcecræft@
@art of logic@|@wordloc@
@art of music@|@dreamcræft@
@art of poisoning@|@atorcræft@
@art of singing@|@sangcræft@
@art of teaching@|@lar@
@art of versifying@|@metercræft@
@art of war@|@guðcræft, wigcræft, wigcræft@
@artery@|@ædre, geotend, sinewind@
@artful@|@logðer, ongleawlic@
@artful intrigue@|@inwitsearo@
@artfully@|@gamenlice, nearwe@
@article of a harness?@|@þistra@
@article of clothing or bedding@|@heafodhrægl@
@article of furniture@|@loma@
@article of merchandise@|@waru@
@article of peace@|@friþmal@
@articulate@|@rihtliþlic@
@artifice@|@geapscipe, leasung, lotwrenc, searocræft, searowrenc, sierwung@
@artificer@|@cræftiga@
@artificial@|@cræftlic@
@artisitic@|@wrætlic@
@artist@|@wyrhta@
@artistic@|@searolic@
@artistic clasp@|@searobend@
@artistic object@|@searoceap@
@artistic skill@|@searocræft@
@artless@|@cræftleas@
@as@|@be þam þe, gelice, mid þæm þe, swilce, þa, to@
@as a boy@|@cnihtwesende@
@as a youth@|@cnihtwesende@
@as broad as long@|@efenbrad@
@as day@|@dæghluttre@
@as far as@|@æt, geond, geond, oþ@
@as follows@|@þus@
@as I do it@|@minlice@
@as if@|@gelice ond, swa swa, swelce, swilce@
@as if with two wings@|@twifeðerede@
@as long as@|@hwonne, þenden@
@as often as@|@þanecan þe@
@as one's own@|@agendlice@
@as regards place@|@stowlice@
@as soon as@|@siþþan@
@as thick as pottage@|@briwþicce@
@as though@|@swilce@
@as to persons@|@hadelice@
@as unwashed wool@|@eowocig@
@as well@|@efenwel, samod@
@as well as@|@æghwæðer ge...ge, samðe...samðe@
@as yet@|@þa giet@
@ascend@|@astigan, astigan, astigian, clymmian, gestigan, ofstigan, stigan, stigan, upstigan, upstigan@
@ascending@|@ufeweard@
@ascension@|@upastignes, upfæreld, upstige@
@Ascensiontide@|@Upastignestid@
@ascent@|@astignes, stige, upastignes, upryne, upstige@
@ascertain@|@gecnawan, gewitan@
@ascribe@|@titelian@
@ash@|@asce@
@ash (tree)@|@æsc@
@ash heap of a beacon?@|@adfini@
@ash tree@|@æsc, æsc@
@ashamed@|@æwiscmod@
@ashen@|@æscen, hasu, hasufag@
@ashes@|@æmerge, æmerge, æscegeswap@
@ash-plot@|@æscbedd@
@ashy grey@|@æscgræg@
@ashy-hued@|@æscfealu@
@Asians@|@eastleode@
@ask@|@acsian, ascian, ascian, asecan, axian, befrinan, biddan, crafian, firmettan, frasian, fricgan, fricgan, frignan, frignan, gebiddan, giwian, laðian, manian, spyrian, þingian, þingian@
@ask advice@|@beahsian@
@ask for@|@abiddan, biddan, biddan, secan@
@asked@|@bæd, bædon@
@asking@|@æsce, ascung, bedu, spyrung@
@asleep@|@on slæpe@
@asp@|@aspide@
@asparagus@|@eorþnafela@
@aspect@|@ansien, mægwlite, syge@
@aspen@|@cwicbeam, cwictreow@
@aspen bark@|@æsprind, cwicbeamrind@
@aspen tree@|@æspe@
@aspen wood@|@æsphangra@
@aspersion@|@awyrðung, strægdnes@
@aspire to@|@orðian, tilian@
@ass@|@ears, esol@
@ass (female)@|@assen, assmyre@
@ass (male)@|@assa@
@assail@|@bedrifan, forgripan, gestandan, gripan, onfeohtan, onginnan, onsigan, onwinnan, ymbhypan@
@assailant@|@ofercymend@
@assailing@|@onsæge@
@assassin@|@sceaða@
@assault@|@æhlyp, æthlyp, andfeng, oferweorpan, onfæreld, ongang, ongewinn, onræs, onryne, onscyte@
@assemble@|@gadrian, gecuman, gesamnian, gesomnian, samnian@
@assemble together@|@efenmetan@
@assembled workmen@|@gegaderwyrhtan@
@assemblies?@|@motlæðu@
@assembly@|@eaht, fulla, gaderung, gemang, gemot, gesetl, geþeaht, heap, heap, laðung, leodstefn, mæðel, manweorod, meðelstede, meting, mot, mot, samnung, sinoþ, þing, þyncþo, togeladung, ymbcyme@
@assembly of the men of a hundred@|@hundred@
@assembly place@|@mæðelstede@
@assent@|@geþafung, tiþ@
@assent to@|@geþwærlæcan@
@assert@|@lætan@
@assertiveness@|@bodung@
@assessor@|@gesetla@
@asseverate@|@benemnan@
@asseveration@|@cann@
@ass-going@|@earsgang@
@asshole@|@bæcþearm, earsgang, earsþerl, utgang@
@assiduity@|@onwunung, singalnes@
@assiduous@|@unaþreotend@
@assign@|@amearcian, ametan, ascieppan, cennan, lætan, medemian, rihtan, sceotan, scieppan, scirian, settan, tæcan, talian, tellan, toamearcian@
@assign by lot@|@behleotan@
@assign due measure to@|@metgian@
@assign to@|@cnodan@
@assist@|@undercuman@
@assistance@|@ætstæl, ætsteall, arstaf, midhelp@
@assistant@|@geongra, geongre@
@associate@|@efenwiht, formengan, geferlæcan, geþoftian@
@associate (with)@|@þeodan@
@associate with@|@gadrian, mengan, midsiðian, togeefnan?, towettan@
@associated@|@geferlic@
@association@|@gefegnes, geþeodnes, þeodscipe@
@assuage@|@gesmyltan, liðigian, þyllan, weðan@
@assume@|@beniman, beniman, niman, onteon@
@assume to be@|@profian@
@assumption@|@afangennes, underfangenes, upafangnes@
@assurance@|@foreweard@
@assured@|@langtwidig@
@assuredly!@|@afæstla@
@asterion@|@asterion@
@asthma@|@angbreost@
@astonish@|@agælwan, areccan, toþunian@
@astonished@|@ofwundrod, wafian@
@astonished (be)@|@ofwundrian@
@astonishment@|@oferstige, wundrung@
@astrologer@|@dægmelsceawere, gebyrdwiglere, gebyrdwitega, soþbora, steorsceawere, steorwiglere, tidsceawere, tidymbwlatend, tunglere, tungolcræftga, tungolwitega, wicca@
@astrology@|@reonung, steorwigle, steorwiglung, tungolgescead, tungolspræc@
@astronomer@|@steorsceawere@
