@English@|@Naskapi@
@boot: work ~@|@atuuschaauschin (ni)@
@bootmaker@|@mischiniihchaaw (na)@
@boots: he/she has new ~@|@uskischinaaw (vai)@
@bored from sitting: he/she is ~@|@misaapiihtimuupuw (vai-i)@
@bored from standing: he/she is ~@|@misaapaaihtimuukaapuuw(vai-uu)@
@bored with it: he/she is ~@|@misaapaaihtim (vti)@
@boredom@|@misaapaaihtimuun (ni)@
@bores him/her: he/she ~@|@misaapaaimaaw (vta)@
@boring to hear: he/she is ~@|@mwaastaasiihtaakusuw (vai-i)@
@boring to hear: it is ~@|@mwaastaasiihtaakun (vii)@
@boring to listen to@|@mwaastaasiihtaakun (vii), mwaastaasiihtaakusuw (vai-i)@
@boring: he/she is ~@|@misaapaaihtaakusuw (vai-i), mwaastaataayaaihtaakusuw (vai)@
@boring: it is ~@|@misaapaaihtaakun (vii), mwaastaataayaaihtaakun (vii)@
@boring: it's ~@|@mwaastaasinaakun (vii)@
@born deformed: he/she is ~@|@maaschiniihtaauchuw (vai-i)@
@born: first ~@|@niistimusaan (na)@
@born: last ~@|@maastaanusaan (na)@
@boss@|@uchimaaw (na)@
@bosses him/her: he/she ~@|@uchimaahkaatuwaaw (vta)@
@both@|@taapiskun (p)@
@both ends@|@aaituw (p)@
@both sides@|@aaituw (p)@
@bottle@|@puutiy (ni)@
@bottle: hot-water ~@|@akupitimaaun (ni)@
@bottom of a mountain: it is the ~@|@niihtaamitinaaw (vii)@
@bottom of the body of water is steep: the ~@|@chiiskaatimiiw (vii)@
@bottom of the lake is bad: the ~@|@michaamiskaaw (vii)@
@bottom of the lake is good: the ~@|@miywaamiskaaw (vii)@
@bottom of the lake is hard: the ~@|@miskuwaamiskaaw (vii)@
@bough@|@siihtaahkun (na)@
@boughs have snow on them: the ~@|@kuunuwaastiihtichisuw (vai-u)@
@bounty@|@chisaawaatisiiun (ni)@
@bow@|@aahchaapiiy (na)@
@bow of boat or canoe@|@niistaamuutikaaw (ni)@
@bow while standing: he/she ~s@|@nuwaakaapuuw (vai-uu)@
@bowel movement: he/she has a ~@|@miisiiw (vai)@
@bowl@|@suupaapuwiyaakin (ni)@
@bow-legged: he/she is ~@|@kaahkipaasiiw (vai)@
@bowsman (who sits in front of canoe)@|@kaaniistaamuuchaat (nap)@
@bowsman: he/she is a ~@|@niistaamuchaaw (na)@
@bowstring@|@nuutaapiiy (ni)@
@box@|@miiut (ni)@
@box: cardboard ~@|@misinaaikinaachiiut (ni)@
@box: raised square cache ~@|@kiskaaskwaaikin (ni)@
@box: wooden ~@|@mistikut (ni)@
@boxer@|@kaautaamaaichaast (nap)@
@boy@|@naapaas (na d)@
@boy: bad ~@|@michinaapaas (na d)@
@boyfriend: her ~@|@wiitimusa (nad)@
@braid another's hair: he/she ~s@|@apiihkaatimuwaaw (vta)@
@braid it: he/she ~s@|@apiihkaatim (vti), apiihkaatim (vti)@
@braid of four strands@|@naaupiihkaan (ni)@
@braid of four strands: it is a ~@|@naawaapiihkaataaw (vii)@
@braid of many strands: it is a ~@|@miihchaatwaapiihkaataaw (vii)@
@braid of three strands@|@nistupiihkaan (ni)@
@braid of two strands@|@niisupiihkaan (ni)@
@braid of two strands: it is a ~@|@niiswaapiihkaataaw (vii)@
@braided: it is ~@|@apiihkaataaw (vii), apiihkaataaw (vii)@
@brain@|@utiihp (nid)@
@brain (mashed and boiled for tanning hide)@|@utiihpaapuy (ni)@
@branch: dead ~@|@miinaapaahkun (ni)@
@branches form a wide fork: the ~@|@iyikipaapiyuw (vai-i)@
@brass: it is ~@|@wiisaawaapiskaaw (vii)@
@brave: he/she is ~@|@suuhchistaahaaw (vai)@
@bread@|@paahkwaasikin (na)@
@bread baked right on the stove (no pan)@|@akwaapisinikin (na)@
@bread day: it is ~@|@paahkwaasikin-chiisikaaw (vii)@
@bread pan@|@kiskichiyaakin (ni)@
@break easily (an.): it ~s@|@saauhtaaw (vai)@
@break easily when cold or frozen (an.): it ~s@|@kaaspisin (vai)@
@break easily when cold or frozen: it ~s@|@kaaspitin (vii)@
@break easily: it ~@|@kaaspisiiw (vai)@
@break easily: it ~s@|@kaaspin (vii), saaun (vii), saausiiw (vai)@
@break in half by falling: it (an.) ~s@|@puuskuchisin (vai)@
@break in half: it ~s@|@puuskupiyuw (vai/ii-i)@
@break in pieces@|@pischipitim (vti)@
@break in two (anim): he ~s@|@naatwaapiyuw (vai-i)@
@break it (an.) easily: he/she ~s@|@saauhaaw (vta)@
@break it in two: he/she ~s@|@naatwaaskim (vti)@
@break it into pieces (an.): he/she ~s@|@pischipitaaw (vta)@
@break it with his/her hands: he/she ~s@|@piikwaachinim (vti)@
@break off a piece of it (an.) by hand: he/she ~s@|@chiminaaw (vta)@
@break off a piece of it by hand: he/she ~s@|@chiminim (vti)@
@break off it: a piece ~s@|@pischiminipiyuw (vai/ii-i)@
@break open by falling: it ~s@|@paahkaahtaaw (vai+o)@
@break open while handling it: it ~s@|@paahkaapitim (vti)@
@break the eggs: he/she ~s@|@paaskaawaaw (vai)@
@break through the ice: he/she ~s@|@twaasin (vai)@
@break through the ice: he/she/it ~s@|@twaapiyuw (vai/ii-i)@
@break through the ice: it ~s@|@twaahtin (vii)@
@break trail him/her: he/she ~s@|@maaskinaamuwaaw (vta)@
@breakfast food (porridge@|@chaachisaapaamiichim (ni)@
@breakfast: he/she eats his/her ~@|@chaachisaapaamiichisuw (vai-u)@
@break-up: it is ~@|@paahkutaachuun (vii)@
@breast: his/her ~@|@utiniiy (nid)@
@breastbone: his/her ~@|@uskaaschikaanaakaan (nid)@
@breath@|@yaahyaaun (ni)@
@breath vapourizes: his/her ~@|@piichisaataamuw (vai-u)@
@breathe freely: he/she ~s@|@miyutaamuw (vai-u)@
@breathe on him/her: he/she ~s@|@yaahyaatuutuwaaw (vta)@
@breathe: he/she ~s@|@yaahyaaw (vai)@
@breathing returns: his/her ~@|@paatitaamuw (vai-u)@
@bridegroom@|@uschiniipuuwaan (na)@
@bridge@|@aasuukin (ni)@
@bridge (ex fallen tree): it forms a ~@|@aasuukaamaapiyuw (vai/ii-i)@
@bridge: he/she makes a ~@|@aasuukiniihchaaw (vai)@
@bright@|@kichaahtaawaaihtim (vti)@
@bright: he/she is ~@|@kichaahtaawaaihtim (vti-r)@
@brine@|@siiwiihtaakinaapuy (ni)@
@bring a little of the meat he/she killed: he/s ~s@|@aapuuhtaaw (vai)@
@bring goods by canoe: he/she ~s@|@aautaauhtaaw (vai)@
@bring him/her/it (an.): he/she ~s@|@paasuwaaw (vta)@
@brittle (an.): it is ~@|@kaaspisiiw (vai)@
@brittle: it is ~@|@kaaspin (vii)@
@broad: he/she is ~@|@iyikischiiw (vai)@
@broad: it is ~@|@iyikiskaapischisuw (vai-i), iyikiskaapiskaaw (vii), iyikiskaaw (vai), mutaayaachisuw (vai-i), mutaayaakin (vii), piihtikaamaayaaw (vii)@
@broken in half: it (an.) is ~@|@puuskusiiw (vai)@
@broken off and washed away: it is ~@|@chimaapaautaaw (vii)@
@broken open due to handling (an.): it is ~@|@piskuchisin (vai)@
@broken open due to handling: it is ~@|@piskuchiihtin (vii)@
@broken up (an.): it looks ~@|@piikunaakusuw (vai-i)@
@broken up: it looks ~@|@piikunaakun (vii)@
@brook trout: inland ~@|@kaakuspit-maatimaakus (na d)@
@broth@|@muuskimiiy (ni)@
@broth thickened with flour: he/she makes ~@|@yuuskwaanaapuuchaaw (vai)@
@broth: caribou ~@|@atiihkwaapuy (ni)@
@broth: goose ~@|@niskaapuy (ni)@
@broth: grouse ~@|@piyaawaapuy (ni)@
@broth: he/she makes ~@|@muuskimiihchaaw (vai)@
@broth: ptarmigan ~@|@piyaawaapuy (ni)@
@brother: an older ~@|@ustaasimaaw (na)@
@brother: his/her older ~@|@ustaasa (nad)@
@brother: younger ~@|@usiima (nad)@
@brother-in-law (sister's husband@|@wiistaawa (nad)@
@brother-in-law: his/her ~@|@wiitimwa (nad)@
@brothers: they are many ~@|@miihchaatwaapaauuch(vai-uu pl)@
@brown: he/she/it is ~@|@chistaamaawaapuuw (vai/ii-uu)@
@bruise him/her: he/she ~s@|@utuukaawaaw (vta)@
@bruised (by falling): he/she is ~@|@utuuchisin (vai)@
@brush (entangled): it is ~@|@sichiihtikaaw (vii)@
@brush against smth as he/she passes by: he/she ~s@|@niskuwaasin (vai)@
@brush against smth in passing: he/she ~s@|@niskuwaahtin (vii)@
@buck teeth: he/she has ~@|@chaahkaapitaaw (vai)@
@bucket@|@aschiihkw (ni)@
@bucksaw@|@chimiputaakin (ni)@
@buddy: his/her ~@|@wiichi-chisaaiiyiisa (nad)@
@bulky: it's ~@|@piikuwaayaaw (vii)@
@bulldozer@|@kaautikitaaskuut (nap)@
@bullet@|@asiniiy (ni), muususiniiy (ni)@
@bullet: large (30-30) ~@|@chisaasiniiy (ni)@
@bullet: small (.22) ~@|@asiniis (ni d)@
@bump (an. sheet-like): it has a ~@|@piskwaachisuw (vai-i)@
@bump (an. stone@|@piskwaapischisuw (vai-i)@
@bump (an. string-like): it has a ~@|@piskwaapaachisuw (vai-i)@
@bump (sheet-like): it has a ~@|@piskwaakin (vii)@
@bump (stick-like): it has a ~@|@piskwaaskun (vii)@
@bump (stone@|@piskwaapiskaaw (vii)@
@bump (string-like): it has a ~@|@piskwaapaakin (vii)@
@bump into him/her by chance: he/she ~s@|@taauskuwaaw (vta)@
@bump into smth: he/she ~s@|@taausin (vai)@
@bump on the ice@|@piskusikwaaw (vii)@
@bumpy (an.): it is ~@|@pipaaskusiiw (vai r)@
@bumpy ground: it is ~@|@pipaaskwaaschaaw (vii r)@
@bumpy sand: it is ~@|@pipaaskuyaauhkaaw (vii r)@
@bumpy snow: it is ~@|@pipaaskwaakuunikaaw (vii r)@
@bumpy: it is ~@|@pipaaskwaaw (vii r)@
@buoyant: it's ~@|@muskaapaawaaw (vai/ii)@
@burbot (Lota lota)@|@miyiy (na)@
@burden: he/she finds it a ~@|@kusikumaahchiihtaaw (vai+o)@
@burlap bag@|@miskusiiuyaanut (ni)@
@burn down (an. tree): it ~s@|@kuwaahkisuw (vai-u)@
@burn him/her/it (an.): he/she ~s@|@iskwaaswaaw (vta)@
@burn it against the hot metal: he/she ~s@|@akwaapischiihisim (vti)@
@burn it: he/she ~s@|@iskwaasim (vti)@
@burn well (an.): it ~s@|@miyuuhkisuw (vai-u)@
@burn well: it ~s@|@miyuuhkaahtaaw (vii)@
@burned (an.): he/she/it is ~@|@iskwaasuw (vai)@
@burned: it is ~@|@iskwaataaw (vii)@
@burning: it is ~@|@iskwaataaw (vii)@
@burnt offering@|@mitustaahamaachaaun (ni)@
@burnt offering: he/she makes a ~@|@mitustaahamaaw (vai+o)@
@burp because of it (an.): he/she ~s@|@paakitaatuwaaw (vta)@
@burp because of it: he/she ~s@|@paakitaahtim (vti)@
@burp him/her: he/she ~s@|@paakitaawaaw (vta)@
@burp on him/her: he/she ~s@|@paakitaatuutuwaaw (vta)@
@burp: he/she ~s@|@paakitaaw (vai)@
@burst open by itself: it ~s@|@piskuchipiyuw (vai/ii-i)@
@bury him/her in sand: he/she ~s@|@iyaawaahkaahwaaw (vta)@
@bury him/her/it (an.) in sand by hand: he/she ~s@|@iyaauchinaaw (vta)@
@bury him/her/it (an.) in the snow: he/she ~s@|@iyaakuunaawaaw (vta)@
@bury it in ground (an.): he/she ~s@|@iyiskimichinaaw (vta)@
@bury it in ground: he/she ~s@|@iyiskimichinim (vti)@
@bury it in the mud: he/she ~s@|@iyischuukaaham (vti)@
@bury it in the sand by hand: he/she ~s@|@iyaawaahchinim (vti)@
@bury it in the sand: he/she ~s@|@iyaawaahkaaham (vti)@
@bury it in the snow: he/she ~s@|@iyaakuunim (vti)@
@bus@|@tuupiis (ni)@
@bush radio@|@taahkaapiichaanikin (ni)@
@bush-covered island: it is a ~@|@ministikusikaaw (vii)@
@bushy@|@piikuwaayaaw (vii)@
@busy with him/her: he she is ~@|@ituuhtuwaaw (vta)@
@busy with himself/herself: he/she is ~@|@aaimiikaatiisuw (vai-u)@
@busy with it: he/she is ~@|@iyiihtuutim (vti)@
@busy: he/she is ~@|@utimiiw (vai)@
@but@|@mikw (p)@
@butter@|@kaawiisaawaach (nip)@
@butterfly@|@kwaakwaapisiis (na d)@
@button@|@sichipaasuun (ni)@
@buy him/her/it (an.): he/she ~s@|@iyaawaaw (vta)@
@buy it out (an.): he/she ~s@|@siikwaahwaaw (vta)@
@buy it out: he/she ~s@|@siikwaaham (vti)@
@buy smth for him/her: he/she ~s@|@iyaahtiyaaw (vta)@
@buy smth: he/she ~s@|@iyaaw (vai)@
@by turns@|@maamiiskuch (p)@
@cabbage@|@niipiiy (ni)@
@cache of poles: enclosed ~@|@wiiskichaanitiiy (ni)@
@cache platform@|@taasipitaakin (ni)@
@cake@|@yaakaautuuw (na)@
@calculator@|@kaamaamuchiihtaasupiich (nip)@
@calendar@|@piisimusinaaikin (ni)@
@call him/her by his/her name: he/she ~s@|@isiniihkaataaw (vta)@
@call it by its name: he/she ~s@|@isiniihkaatim (vti)@
@calm@|@chiiyaamaaw (p)@
@calm side of a lake@|@tipinuukaamikaanuuhch (p)@
@calm: it is ~@|@ywaastin (vii)@
@camera@|@akunikin (ni)@
@camping: he/she is ~@|@kuspuw (vai-i)@
@can opener@|@paahkaaikin (ni), usuischiihkw (ni)@
@canary@|@wiisaawaapiyaasiis (na d)@
@cancer@|@minitus (na d)@
@candle@|@waastaanipimaakinaaskw (ni)@
@candlestick@|@waastaanipimaakinaaskw-mistikw@
@candy@|@siiutiis (ni d)@
@candy): it is ~@|@pisikwaaw (vii)@
@Caniapiscau River@|@kaanaayaapuskaaw (ni)@
@cannibal@|@aachaan (na)@
@cannon (lit. big gun)@|@mistipaaschikin (ni)@
@cannot sleep: he/she ~@|@siipiihkusuw (vai-i)@
@canoe@|@uut (ni)@
@canoe canvas (by the yard)@|@apaahkwaanaachin (ni), apaahkwaanaachin (ni)@
@canoe: square-back ~@|@aachimischaayaach (vii cj)@
@canvas cover for hunting blind@|@apuunaachin (ni)@
@canvas covering for a canoe@|@uutaachin (ni)@
@canvas funnel used to smoke hide@|@waaskaastaaikin (ni)@
@cap@|@akuniskwaaun (ni), chipaaikin (ni)@
@cap: hide ~@|@piisaakinikuniskwaaun (ni)@
@cap: leather ~@|@piisaakinikuniskwaaun (ni)@
@capable: he/she is ~@|@chisuusiiw (vai), kischiiw (vai)@
@capably: he/she ~s@|@niihtaaukwaasuw (vai-u)@
@capsize (in a canoe): he/she ~s@|@kutipiiw (vai)@
@capsizes: he/she/it ~@|@kutipiyuw (vai/ii-i)@
@car@|@puusiihtaaw (vai+o), utaapaan (ni)@
@cardboard box@|@misinaaikinaachiiut (ni)@
@cared for: he/she/it (an.): is to be ~@|@kinuwaaihtaakusuw  (vai-i)@
@carefully@|@maatiihkaach (p), paahkaach (p)@
@cares for it: he/she ~@|@kinuwaaihtim (vti)@
@caretaker@|@kaakinuwaaihtaahk (nap)@
@cargo (things put in a canoe or in a vehicle)@|@puusiitaasuun (ni)@
@caribou@|@atiihkw (na)@
@caribou dung@|@umaaitiihkw (ni)@
@caribou fat w/o powdered dried meat: it is ~@|@muustisikwaaw (vii)@
@caribou feces@|@umaaitiihkw (ni)@
@caribou hide@|@atiihkuyaan (na)@
@caribou hide string@|@atiihkuyaanaayaapiiy (ni)@
@caribou in winter (Nov-April)@|@pinuw (na)@
@caribou nose bone@|@uchaaikukin (na)@
@caribou skin@|@atiihkuyaan (na)@
@caribou skin with the hair left on@|@mistiihkuyaan (na)@
@caribou skull@|@atiihkustikwaanikin (ni)@
@caribou trail@|@nuukuwaahamutiihkw (ni)@
@caribou) ~@|@uskisiitiihkw (nid)@
@caribou: baby ~@|@atiihkus (na d)@
@caribou: white ~@|@waapitiihkw (na)@
@caribou's muzzle@|@uchaat (nad)@
@caribou's nose@|@uchaat (nad)@
@carnal desires@|@michinituwaaihtimuun (ni)@
@carpenter@|@mistikunaapaaw (na)@
@carpenter's plane@|@kaasuuskupiisch (nip)@
@carrot@|@kaamiihkwaaskwaach (nip)@
@carry him/her/it (an.) on his/her back on the ice@|@musaaskuutimaaw (vta)@
@carry him/her/it (anim) uncovered: he/she ~s@|@musaanaaw (vta)@
@carry him/her/it along: he/she ~s@|@paamitaahkunaaw (vta)@
@carry it along: he/she ~s@|@paamitaahkunim (vti)@
@carry it on his/her back downhill: he/she ~s@|@niihtichiwaatuutaaw (vai+o)@
@carry it on his/her back out on the ice: he/she ~s@|@musaaskuutaaw (vai+o)@
@carry it out on the ice on his/her back: he/she ~s@|@musaaskutuutaaw (vai+o)@
@carry smth on his/her back uphill: he/she  ~s@|@akutwaatuutaaw (vai)@
@carry two things on his/her back: he/she ~s@|@niisuutaaw (vai)@
@carton of cigarettes@|@paaikuskitaayaachiiy (p)@
@cartons of cigarettes: many ~@|@miihchaatuskitaayaachiiy (p)@
@carve designs on it (an.): he/she ~s@|@mimaahtaauhkutaaw (vta r)@
@carve designs on it: he/she ~s@|@mimaahtaauhkutim (vti r)@
@carve designs: he/she ~s@|@mimaahtaauhkutaachaaw (vai r)@
@carve it (an.) with a crooked knife: he/she ~s@|@muuhkutaaw (vta)@
@carve it on both sides: he/she ~s@|@aaituuhkutim (vti)@
@carve it straight (an.): he/she ~s@|@kuiiskuuhkutaaw (vta)@
@carve it straight: he/she ~s@|@kuiiskuuhkutim (vti)@
@carve it to a point (an.): he/she ~s@|@chiinaaskuuhkitaaw (vta)@
@carve it to a point: he/she ~s@|@chiinaaskuuhkitim (vti)@
@carve straight: he/she ~s@|@kuiiskuuhkutaachaaw (vai)@
@carve with a crooked knife: he/she ~s@|@muuhkutaachaaw (vai)@
@carving shop@|@muuhkutaachaauchiwaahp (ni)@
@case: one ~@|@paaikutich (p)@
@cases: many ~@|@miihchaatutich (p)@
@cases: three ~@|@nistutich (p)@
@cases: two ~@|@niisutich (p)@
@cashier@|@ataawaaw-iiyiis (na d)@
@cast a shadow: it ~s@|@tikaastaahtin (vii)@
@cat@|@miinuus (na)@
@cat: small ~@|@miinuusis (na d)@
@catalogue@|@naatisinaaikinaachiiy (ni)@
@catch him/her falling just in time: he/she ~s@|@chaastipitaaw (vta)@
@catch him/her in the act: he/she ~s@|@chaaskuwaaw (vta)@
@catch his/her scent and runs (an.@|@piswaaw (vta)@
@catch it falling just in time: he/she ~s@|@chaastipitim (vti)@
@catch sight of him/her: he/she ~s@|@chaastuwaapimaaw (vta)@
@catch sight of it: he/she ~s@|@chaastuwaapaahtim (vti)@
@caught: he/s is ~@|@aasaachisin (vai)@
@cause death: it ~s@|@nipaaiwaamikin (vii)@
@cause him/her to haul smth: he/she ~s@|@utaapaaw (vta)@
@cause it to go back with his/her body: he/she ~s@|@chiiwaaskim (vti)@
@caution@|@iyaakwaamaaihtimuun (ni)@
@cautious: he/she is ~@|@iyaakwaamaaihtim (vti)@
@CB radio@|@taahkaapiichaanikin (ni)@
@cease to breathe: he/she ~s@|@puuniyaayaaw (vai)@
@cease: he/she ~s@|@chimiiw (vai), puuniiw (vai)@
@cement@|@asischuuw (na)@
@center of the fire@|@taauskutaaw (ni)@
@centre thwart@|@mistipiihkin (na)@
@ceremonial pole@|@mistikuuhkaanaaskw (na)@
@ceremony@|@mikusaan (ni)@
@ceremony in the shaking tent: he/she will do the ~@|@kusaapaahtim (vti)@
@certain@|@chaastinaataaihtaakun (vii)@
@certain distance from it: he/she is a ~@|@ispisaapaahtim (vti)@
@certainly@|@chaastinaas (p)@
@chainsaw@|@kaanchiputaachaapiich (nip)@
@chainsaw (ni)@|@kaapimipiich-nchimiputaakin@
@chair@|@taahtipuwaakin (ni)@
@Chakapas (the boy who lives on the moon)@|@chaakaapaas (na)@
@change camps: he/she ~s@|@aahtuuhchaaw (vai)@
@change him/her: he/she ~s@|@miiskutuunaaw (vta)@
@change his/her clothes: he/she ~s@|@maamiiskutaaspisuw (vai-u r)@
@change his/her job: he/she ~s@|@aayaahchaatuuschaaw (vai)@
@change his/her mind about it: he/she ~s@|@kwaaschaaihtim (vti)@
@change his/her mind bout him/her: he/she ~s@|@kwaaschaaimaaw (vta)@
@change it (an.@|@aahtiskuwaaw (vta)@
@change it (an.): he/she ~s@|@aahtinaaw (vta)@
@change it (clothes): he/she ~s@|@aahtiskim (vti)@
@change it: he/she ~s@|@aahtinim (vti)@
@change its position: he/she ~s@|@aahtistaaw (vai+o)@
@change of seasons: it is a ~@|@kwaaskaayaaw (vii)@
@change place while lying down: he/she ~s@|@aahtisin (vai)@
@change plumage in spring (an.ptarmigan): it ~s@|@chiistaakuiiwaaw (vai)@
@change sides (paddling): he/she ~s@|@kwaaskaakaamaaham (vti)@
@changed life@|@kwaaschipimaatisiiun (ni)@
@changes facing direction: he/she ~s@|@aayaahtiskwaayuw (vai-i)@
@channel is straight: the ~@|@kuiiskwaatimiiw (vii)@
@channel of a river: side ~@|@siipaastikw (ni)@
@charcoal@|@iskwaaschaaw (ni)@
@charge him/her for it: he/she ~s@|@chiisiikimutiyaaw (vta)@
@chase after him/her (running): he/she ~s@|@nuusupiistuwaaw (vta)@
@chase after him/her/it (an.): he/she ~s@|@paaminaasaahwaaw (vta)@
@chase after it: he/she ~s@|@paaminaasaaham (vti)@
@chase him/her: he/she ~s@|@naanisunuwaaw (vta)@
@cheap: he/she is ~@|@minaastaaw (vai)@
@check@|@chaak (na)@
@check on it: he/she ~s@|@nituuchischaaihtim (vti)@
@check up to him/her: he/she gives a ~@|@nituumaaw (vta)@
@cheek: his/her upper ~@|@utaamikin (nid)@
@cheese@|@kaamiskuwaach (nip)@
@cheque@|@chaak (na)@
@chest: his/her ~@|@uskaachikin (nid)@
@chew a hole in it (an.): it ~s@|@paakuimaaw (vta)@
@chew a hole in it (wood): it (anim) ~s@|@paakutaahtim (vti)@
@chew a piece off: he/she ~s@|@paahkwaahtim (vti)@
@chew gum: he/she ~s@|@maamaakimuschuwaaw (vai r)@
@chew it (an.): he/she ~s@|@maamaakumaaw (vta r), pichiskaamaaw (vta)@
@chew it: he/she ~s@|@maamaakwaahtim (vti r), pichiskaahtim (vti)@
@chewing: he/she is ~@|@maamaakwaahchaaw (vai r)@
@chickadee (Parus hudsonicus)@|@pichikiiskisiis (na d)@
@chicken@|@pikaahkwaan (na)@
@chief@|@iiyuuchimaaw (na)@
@chief: he/she is a ~@|@iiyuuchimaauw (vai-u)@
@chief: they make a ~@|@iiyuuchimaahchaauch (vai pl)@
@chief's wife@|@iiyuuchimaaskwaaw (na)@
@child@|@awaas (na)@
@chin: his/her ~@|@ukwaaskunaaw (nid)@
@Chinese@|@kaaiischiimaaunaakust (nap)@
@Chisasibi (formerly Fort George)@|@chisaasiipiiy 9ni)@
@choke him/her: he/she ~s@|@chiputaaminaaw (vta)@
@choke on smth blocking his/her throat: he/she ~s@|@chipiskuyuw (vai-i)@
@choke: he/she makes him/her ~@|@chipiskuyaahaaw (vta)@
@choose it: he/she ~s@|@wiyaapaahtim (vti)@
@chop a mark on it (an.): he/she ~s@|@chistinuwaachikaahwaaw (vta)@
@chop a mark on it: he/she ~s@|@chistinuwaachikaaham (vti)@
@chop a point on it (an. stick-like): he/she ~s@|@chiinaaskuuhkaahwaaw (vta)@
@chop a point on it (stick-like): he/she ~s@|@chiinaaskuuhkaaham (vti)@
@chop a point on it: he/she ~s@|@chiinikaaham (vti)@
@chop it long: he/she ~s@|@chinuukaaham (vti)@
@chop it to a point: he/she ~s@|@chiikaaham (vti)@
@chop it: he/she ~s@|@chiikaaham (vti)@
@chop kindling: he/she ~s@|@piiukaaischaaw (vai)@
@chop the branches off it (an.): he/she ~s@|@chiikaahtuwaakaahwaaw (vta)@
@chop the branches off it: he/she ~s@|@chiikaahtuwaakaaham (vti)@
@chop wood: he/she ~s@|@nikuuhtaaw (vai)@
@chop: he/she ~s@|@chimikaaichaaw (vai)@
@Christmas@|@mikusaan (ni)@
@Christmas card@|@mikusaan-kaayuw (na)@
@Christmas lights@|@mikusaan-waastaanipimaakin(na)@
@Christmas: he/she celebrates ~@|@mikusaaw (vai)@
@church@|@iyimiyaauchiwaahp (ni)@
@churn up dust/sand in passing: he/she ~s@|@piiputaachipitim (vti)@
@churn up sand/dust with body or feet: he/she ~s@|@piiputaaskim (vti)@
@cigarette@|@chistaamaaw (na)@
@cigarette lighter@|@siskaahaamaasuun (ni)@
@circulation is blocked: his/her ~@|@chiischimipiyuw (vai-i)@
@circumcise him: he/she ~s@|@chistinuwaatiswaaw (vta)@
@city@|@utaanaaw (ni)@
@civil servant@|@chisaauchimaaukuuhpaanaaw (na)@
@claws: it has long ~@|@chinukisaaw (vai)@
@claws: it has very sharp ~@|@kaasikiskwaaw (ps)@
@clay@|@asischuuw (na)@
@clean him/her/it (an.): he/she ~s@|@miyuuhkuwaaw (vta)@
@clean it by hitting it: he/she ~s@|@paahpuwaakaaham (vti r)@
@clean it: he/she ~s@|@miyuuhkim (vti)@
@cleaning the fish: he/she is ~@|@piskisaahwaaw (vta)@
@cleanse: it ~s@|@miyuuhkaapiyuw (vii-i)@
@clear blue sky with haze on the horizon: it's a ~@|@pichiskin (vii)@
@clench his/her fist: he/she ~s@|@maakunichaapiihtaaw (vai)@
@clench his/her teeth: he/she ~s@|@maakwaapitaawiiw  (vai)@
@clerk@|@ataaw-iiyiis (na d), ataawaaw-iiyiis (na d), uchimaas (na d)@
@clerk: he/she is a ~@|@uchimaasuw (vai-i)@
@clever: he/she is ~@|@kichaastipiiw (vai r)@
@cliff on a mountain: it is a ~@|@chiischaakitinaaw (vii), chiiskitinaaw (vii)@
@cliff: it is a high steep rock ~@|@kischisaakaaw (vii)@
@cliff: it is a sheer ~@|@chiiskaapiskaaw (vii)@
@cliff: it is a steep ~@|@chiischaasaakaaw (vii)@
@cliff: it is on a ~@|@kaahtipaaw (vai/ii)@
@cliff-side lake: it is a ~@|@chiiskaakimaaw (vii)@
@climb onto him/her: he/she ~s@|@akusiituwaaw (vta)@
@climb up a snowy slope: he/she ~s@|@saakichuwaayaakuunaaw (vai)@
@climb up: he/she ~s@|@kuspaatuwiiw (vai)@
@cling: he/she ~s@|@michimiiw (vai)@
@cling: it ~s@|@michimiimikin (vii)@
@clinic@|@aahkusiiuchiwaahp (ni)@
@clock@|@piisimuuhkaan (na)@
@close it by lacing it: he/she ~s@|@chipwaaspitim (vti)@
@close it on him/her: he/s ~s@|@chipaahwaaw (vta)@
@close it: he/she ~s@|@chipaahwaaw (vta)@
@closed end of a tent@|@chipischaawaaikin (ni)@
@closely packed: it is ~@|@sikiskaaw (vii)@
@cloth@|@pichuwiyaan (ni)@
@cloth: strong ~@|@suuhchaakin (vii)@
@cloth-covered tent@|@pichuwiyaanichiwaahp (ni)@
@clothes-line@|@waapaakaaikinaayaapiiy (ni)@
@clothespin@|@waapaakaaikin-mistikus (ni d)@
@cloud@|@kiskuun (vii)@
@clouds: there are dark ~@|@ukaastaayaaw (vii)@
@cloudy very cold day in winter@|@wiisichinikupiyuw (vii-i)@
