@English@|@Nahuatl@
@children@|@pipiltzitzinti@
@children; little babies@|@coconetotonti@
@children; someone's sons; someone's children@|@tepilhuan@
@child's breast@|@conechichihualli@
@chili@|@chilli@
@chili-red@|@chichilihui, chichiltic, chihchiltic, cuachichilihui, mochilchachapatz@
@chin@|@tenchalli@
@chipmunk@|@mothotli@
@chocolate beater; smoking tube@|@acacuahuitl@
@chocolate stirring stick@|@acuahuitl@
@chocolate with lime water@|@tenexcacahuatl@
@chosen one@|@tlapepentli@
@cinnamon teal@|@chilcanauhtli@
@circular@|@malacachtic, yahualtic@
@circular; disc-like@|@tehuilacachtic@
@circumspect@|@mimattzintli@
@cities@|@altepehua, altepeme@
@city@|@all tepetl@
@city; state; town; settlement; village@|@altepetl@
@civilized way of life@|@tlacanemilizyotl@
@civilized way of life; human way of life@|@tlacanemiliztli@
@clapper@|@tlatlatziniloni, tlatziniloni@
@clapping instrument@|@tlatlatziniloni, tlatziniloni@
@clawed; having claws; having nails@|@izte@
@claws emerge@|@iztiquiza@
@clay@|@tlaltzauctli@
@clay; mud@|@zoquitl@
@clean@|@chipahuaca@
@clean; clear@|@chipactic@
@clean; pure; clear; limpid; delicate; fresh@|@chipahuac@
@clear words: Nahuatl language@|@nahuatlatolli@
@cliff@|@texcalli@
@cliff swallow@|@acuicuialotl@
@clothing; vestment@|@quemitl@
@cloud@|@ayahuitl, mixtli@
@cloud rattle board@|@ayachcuahuitl@
@cloud vessel@|@mixcomitl@
@club@|@tetlacotl@
@club; piece of wood; log; wood; pole; staff@|@cuahuitl@
@clump of grass@|@tlachuitl@
@coal; ember; spark@|@tlexochtli@
@coarse incense@|@copalxalli@
@coarse maguey fiber cape@|@ichayatl@
@coarse maguey fiber cape with nettles@|@ayatzitzicaztli@
@coarse paper@|@cuahuamatl@
@coarse salt; grain of salt@|@iztaxalli@
@coarse; fat; thick; full; large@|@tomahuac@
@coarse; rough; dense; developed; filled out@|@chamahuac@
@coarse-spined@|@ahuayochamahuac@
@coati@|@pezotli@
@coating on the tongue@|@nenepiltexquimiliuhcayotl@
@cobweb@|@tocapeyotl, tocatzahualli@
@coffer@|@toptli@
@cold@|@iytztic@
@cold water@|@alcecec@
@cold; chill; fresh; cool@|@cecec@
@cold; cool; cooling@|@itztic@
@collar bone@|@omicuicatl@
@collector of pine resin@|@ocotzocuicuini@
@color; coloring@|@tlapalli@
@colored feather@|@tlapalihhuitl@
@colored frings@|@tentlapalli@
@colored seashell@|@tlapaltecciztli@
@colored; powerful; red; ruby-red@|@tlapaltic@
@column@|@tlaquetzalli@
@come (pl.); come here@|@xihualhuian@
@come hither; come here@|@xihualmohuica@
@comet; foliage; herb; leaf; grass; plant; turquois@|@xihuitl@
@commanding general@|@tlacochcalcatl@
@commanding generals@|@tlatlacochcalca@
@common folk@|@macehualtin, macehualtzitzinti@
@common folk; common people; commoners@|@macehualti@
@common folk; man of low estate; commoner@|@macehualli@
@common folk; vassal@|@cuitlapilli atlapalli@
@common raven@|@cacalotl@
@common teal@|@quetzaltezolocton@
@compact@|@pipictic@
@compact; lean; strong@|@pipinqui@
@companions@|@tehuicaltin@
@compassionate@|@moyolitlacoani@
@compassionate person@|@teca tlaocoyani@
@completely@|@niman@
@completely white@|@cemiztac@
@composer of songs; song composer@|@cuicapiquini@
@concave part of our lower jaw@|@tocamachaloacal, tocamachaloacaliuhia@
@concave part of the lower jaw@|@camachaloacaliuhiantli@
@concave; having ravines; hollowed@|@huacaltic@
@conclusion@|@tzonquizcayotl@
@concubinage@|@nemecatiliztli@
@conduct@|@nemilizyotl@
@confession@|@neyolcuitiliztlatolli@
@conflagration@|@tlachinolli@
@confusers@|@tetlapololtianime@
@confusion; folly@|@netlapololtiliztli@
@conjurers@|@nonotzaleque@
@constant flyer@|@papatlanini@
@constant jumper@|@chohcholoani@
@constant singer@|@cuicuicani@
@constant warbler@|@tlatlatoani@
@contentment@|@yocoxcayotl@
@continent@|@mopixqui@
@conversation@|@tlatolli@
@cookable in an olla; cookable@|@pahuaxoni@
@cooked; fired (pottery) it cooked; well-formed@|@iuccic@
@cool place@|@tlaceceyaya@
@copper caster; coppercaster@|@tepozpitzqui@
@copper ear plug@|@tepoznacochtli@
@copper earth; copper filings@|@tepoztlalli@
@copper knife; knife@|@tepoztlateconi@
@copper scalpel@|@tepozhuictli@
@coral; seashell@|@tapachtli@
@cord bag; cotton bag@|@icpaxiquipilli@
@cord; rope; thong@|@mecatl@
@cord-like; rope-like@|@memecatic@
@cord-like; slender; straight@|@memelactic@
@cord-like; stringy@|@mecatic@
@corn bin; grain bin; maize bin; combin@|@cuezcomatl@
@corn cob@|@olotl@
@corn stalk; maize straw; corn straw@|@elozacatl@
@corner stone@|@tenacaztli@
@cornerless house@|@acalnacazyo@
@cornmeal; ground maize; cornflour@|@tlaoltextli@
@cornsilk@|@tzontlaolli@
@cornsilk)@|@ixiloyo@
@corpulent@|@tlaque@
@correct; correctly; justly; exact; true; exactly@|@melahuac@
@corrections@|@atl cecec tzitzicaztli@
@corrupted matter from the vulva@|@tepiltemalli@
@corruption; excrement; dung; ordure@|@cuitlatl@
@costly@|@tlazotlanqui@
@costly breech clout@|@tlazomaxtle@
@costly breechcloth; precious breechcloth@|@tlazomaxtlatl@
@costly cape; costly mantle@|@tlazotilamatli@
@costly feather; precious feather@|@tlazoihhuitl@
@costly shield; precious shield@|@tlazochimalli@
@costly skirt@|@tlazocueitl@
@cotton@|@ichcatl@
@cotton waste@|@ichcacuitlayo@
@cough medicine@|@tlatlacizpatli@
@cough; act of coughing; cold; mucous@|@tlatlaciztli@
@counsel of the elders; words of the old men@|@huehuetlatolli@
@counselor@|@tenonotzani, tlatole@
@counselor; one with wisdom@|@nonotzale@
@count@|@tlapoaliztli@
@courageous@|@yolchicahuac@
@courteous@|@tecpiltic@
@courtesy@|@nematcayotl@
@courtyard@|@ithualli@
@courtyard; in the courtyard@|@ithualco@
@covered with@|@moca@
@covered with stars@|@citlallotoc@
@coward; fearful person; cowardly person@|@mauhcatlacatl@
@coward; frightening; one who is afraid@|@momauhtiani@
@coyote@|@coyotl@
@coyote fur breechcloth@|@coyoichcamaxtlatl@
@coyote fur cape@|@coyoichctilmatli@
@coyote skin@|@coyoehuatl@
@coyote-colored cotton@|@coyoichcatl@
@crab lice; lice around the eyes@|@ixtamazolicihuiztli@
@crab-hawk@|@mixcoacuauhtli@
@crackling@|@tetecuitztic@
@cradle@|@cozolli@
@craftsman; one who is skilled@|@toltecatl@
@crag@|@tepexitl@
@crag; precipice; oven@|@texcalli@
@craggy@|@texallo@
@creation@|@tlachihualli@
@creations; creatures@|@tlachihualti@
@creator@|@techichihuani, techihuani@
@creator; creator of people@|@teyocoyani@
@creature@|@yolcatl@
@creeper@|@huihuilanqui, mohuihuilanani, mohuilanani@
@crier@|@tzatzazini, tzatzini@
@cripples@|@huilame@
@crocodile@|@acuetzpali, cipac, cipactli@
@crop@|@pixquiztli@
@crown of his head; on the crown of his head@|@icuanepantla@
@cruel@|@yollocococ@
@cry out to him@|@xicmotzatzilili, xicoyohui@
@crystal ear plug@|@tehuilonacochtli@
@crystal; glass; rock crystal@|@tehuilotl@
@cure for death@|@miquizpatli@
@cure for festering; medicine for festering@|@palancapatli@
@cured leather; leather@|@cuetlaxtli@
@curled@|@mamalacachtic@
@current@|@atoyatl@
@curve-billed thrasher@|@cuitlacochin, cuitlacochtototl@
@curved bill@|@tencolli@
@curved gold shell pendant@|@teocuitlaepcololli@
@curved of claw; having curved claws@|@izticocoltic@
@curved tail@|@cuitlapilcocoltic@
@curved; doubled over@|@cueltic@
@curved; twisted; wrinkled@|@noltic@
@curved; wavy@|@cocoltic@
@custom@|@tlamanitiliztli@
@cut@|@netequiliztli@
@cutter@|@tlatequini, tlatequini, tlatetequini@
@cylinder of wood@|@cuauhtemimilli@
@cylindrical basket@|@tanamimilli@
@cylindrical; like a pillar; round like a stone@|@temimiltic@
@cylindrical; reed-like@|@acatic@
@cylindrical; rounded@|@mimiliuhqui@
@cylindrical; rounded; round@|@mimiltic@
@cypress tree@|@ahuehuetl@
@cyst@|@coatetl, cohuatetl@
@damp@|@ciahuac@
@dance@|@netotiliztli@
@dancer@|@mitotiani@
@dancing@|@netotiliztli@
@dandruff@|@cuatequixquiicihuiliztli@
@danger@|@atoyatl tepexitl@
@dangerous place; difficult place@|@tlaohuican@
@dangerous place; difficult place; difficult time@|@ohuican@
@daring; it is sound@|@ixtlapalihui@
@dark@|@catzactic, chichintic, popoyacpil, poyactic, poyahuac, teixtlileuh, tlilchichintic, tlilnextic, yayactontli, yohualli@
@dark colored@|@tlappoyahuac, yayacpol@
@dark gray@|@tlilnextic@
@dark green@|@iyapaltic, mamatlaltic, matlaltic@
@dark place@|@tlatlayohuayan@
@dark purple@|@camopalpoyahuac@
@dark yellow@|@cozyayactic, poccoztic@
@darkened at the tips@|@yacachichintic@
@darkness@|@tlayoalli@
@darkness falls@|@tlapoyahua@
@dark-tailed@|@cuitlapilpopoyahuac@
@daughter; girl; maiden; virgin@|@ichpochtli@
@daughter-in-law@|@cihuamontli@
@dawn came@|@huallathuic@
@dawn came to him@|@otlathuili@
@dawn comes@|@huallathuih@
@dawn will break; it is about to dawn@|@huallathuiz@
@dawn will break; it will dawn@|@tlathuiz@
@day breaks@|@tlaneci@
@day broke@|@ohuallathuic, otlathuic, tlathuia, tlathuiliaya@
@day by day@|@cecemilhuitl@
@day count@|@tonalpoalli@
@day is about to break@|@tlathuiznequi@
@day) it follows@|@huitz@
@day; day sign; fortune; sun@|@tonalli@
@day; feast day; feast; his desert; his merit@|@ilhuitl@
@dazzling@|@aixnamiquiztli@
@dead people; the dead@|@mimicque@
@dead; corpse; dull@|@micqui@
@dead; deadly; fatal@|@micoani@
@dear@|@tlazotli@
@death@|@miquiztli@
@death of a ruler@|@tlatocamiquiliztli@
@death; mortality@|@miquiliztli@
@deathly place; place of death@|@micohuaya@
@deathly stench@|@miquizhiyaltic@
@debauched living; debauchery; evil life@|@ahuilnemilizyotl@
@debt payment; debt-payment@|@nextlahualiztli@
@decayed; worm-eaten@|@ocuilcuacuah@
@deceit@|@tencualactli@
@deceitful word@|@iztlacatlatolli@
@deceiver@|@teiztlacahuiani@
@deceiver; one who deceives; one who mocks@|@mocayahuani@
@deceivers@|@teiztlacahuianime@
@deceiving; fraud@|@tenenco@
@decorated@|@tlacuilolli, tlatlatlamachilli@
@decorated with heads; having skulls@|@tzotzontecomayo@
@deep; depth@|@huecatlan@
@deer@|@mazatl@
@deer fat@|@mazacetl@
@deer fodder; horse fodder@|@mazatlacualli@
@deer; deer (pl.); deer (pl.)@|@mamaza@
@deerskin@|@mazaehuatl@
@deflated@|@patzahuac@
@deity@|@teootl@
@delicate; fresh; green; tender; soft@|@celic@
@delicious; fragrant; good smelling@|@huelic@
@delight@|@paquiztli@
@demon@|@tzitzimitl@
@demons@|@tlatlacatecolo, tzitzizimi@
@departing on the part of each one; dispersing@|@huihuiloa@
@depressed@|@patzahuac@
@deranged; mad; madman@|@yollotlahueliloc@
@desert waste@|@teotlalli@
@desert; merit; fortune; favor; gift@|@nemactli@
@desert; merit; fortune; favor; gift; recompense@|@ilhuilli@
@desert; merit; gift; recompense@|@mahcehualli@
@desert; plain@|@ixtlahuatl@
@desirable@|@elehilizio@
@desirable; useful@|@neconi@
@desire@|@elehuiliztli, tlanequiliztli@
@despicable idolater@|@tlateotocanipol@
@detestable@|@tecualani@
@devil@|@tlatecolotl@
@devil; demon; possessed one@|@tlacatecolotl@
@devils@|@tlatlacatecolo@
@devout person; one who is devout@|@tlateomatini@
@dew (morning)@|@yohualahuachtli@
@dew cape@|@ahuachquemitl@
@dewy@|@ahuachio@
@diabolical; inhuman; monster; savage; man of water@|@atlacatl@
@diarrhea@|@amintli, apitzalli@
@different; various; different kinds@|@nepapan@
@difficult; with difficulty; gradually; with effort@|@ayaxcan@
@digging stick; hoe@|@huictli@
@diligent@|@iyel@
@directionless; from side to side; to and fro@|@ahuic@
@dirt@|@teuhyo@
@dirt around the lips@|@tencuicuitlatl, tencuitlatl@
@dirt of the buttocks@|@tzincuicuitlatl, tzincuitlatl@
@dirt; earth; dust; field; ground; land; soil;plain@|@tlalli@
@dirty@|@catzacpol, catzactix@
@dirty; filthy@|@cuitlayo@
@discord@|@tlatolyaotl@
@discours of admonition; sermon@|@tenonotzaliztlatolli@
@discourse@|@tlatolli@
@discourse of the ruler; judgement@|@teuctlatolli@
@discreet; it is cunning@|@yolizmatqui@
@disease of the groin@|@quexilihuiliztli@
@distended@|@pozactic@
@distended (each one)@|@cocoyahuac@
@divided@|@maxaltic@
@divided cord@|@mecamaxalli@
@divine cape; godly cape@|@teoquemitl@
@divinity; holiness; something holy@|@teoyotl@
@do it (h.)@|@xicmochihuilia@
@do your (h.) work@|@ximotequitili@
@doe@|@cihuamazatl@
@dog@|@chichi, itzcuintli@
@dog breeding@|@itzcuinnemitiliztli@
@dog meat@|@itzcuinnacatl@
@dogs@|@chichime, itzcuinti@
@dog's tail@|@chichicuitlapilli@
@dove; mourning dove@|@huilotl@
@down below@|@tlatzintla@
@downpour@|@tlaelquiyahuitl@
@downwards@|@tlachihuic@
@dream@|@temictli@
@dregs@|@xayocuitlatl@
@dried@|@ezcuahuaqui, tlahuatzalli@
@dried blood@|@ezhuaqui@
@dried duck@|@canauhtlahuatzalli@
@dried ear of maize@|@centli@
@dried ear of maize or corn; ear of maize@|@cintli@
@dried fish@|@michhuacqui@
@dried grain of maize or corn; kernel of maize@|@tlaolli@
@dried pigment@|@tlapalhuatzalli@
@dried; dry@|@huacqui@
@drink@|@atzintli, ihualoni@
@drink (h.) it@|@xoconmiti@
@drink it; drink it!@|@xoconi@
@drink was provided@|@aatlihuaya@
@drink; drinkable; potable; soemthing to be drunk@|@ihuani@
@drinker@|@tlahuanani, tlahuanini@
@drinker; drunk; drunkard; drunkman@|@tlahuanqui@
@drinker; drunkard@|@ihuintitl@
@drinking@|@atliliztli@
@drinking bowl; drinking vessel@|@tlahuancaxitl@
@drinking cup@|@tlahuanoni@
@drinking cup; uncles@|@tetlahuan@
@drinking place@|@tlahuanoya@
@drinking tube; hollow cane; sucking tube; tube@|@piaztli@
@drinking vessel@|@atlihualoni, tlaihualoni@
@drinking; filth@|@tlailli@
@drum beater@|@huehuetzonani@
@drum; ground drum; upright cylindrical drum@|@huehuetl@
@drumbeater@|@tlatzotzonqui@
@drunk@|@tlahuanque@
@drunk; drunkard@|@xocomicqui@
@drunk; intoxicated; he became drunk; he got drunk@|@ihuintic@
@drunkard@|@mihuintiani, tlahuanani, tlahuanini@
@drunkards@|@tlahuanque@
@drunken face@|@ixoocpol@
@drunkeness@|@ihuintiztli, tlahuanaliztli@
@drunkenness@|@ihuintiliztli, tlahuanayotl@
@dry cough@|@huaccatlatlaciztli@
@dry excrement@|@cuitlahuaquiztli@
@dry land@|@otlalhuacca, tlalhuacpan@
@dry place@|@huahuacca@
@dry; it becomes lean; it dries; it becomes thin@|@huaqui@
@duck egg@|@canauhtetl@
@duck feather@|@canauhihhuitl@
@duck feather blouse (of native women)@|@xomoihhuihuipilli@
@duck stewed in a pot@|@canauhtlapahuaxtli@
@duck; mallard@|@canauhtli@
@duck-egg@|@patoxtetl@
@duckling@|@canauhtzin@
@ducks@|@cacanauhti, cacanauhtin@
@dull@|@yolloquiquimil@
@dumb@|@nontli@
@dung ant@|@cuitlaazcatl@
@dung beetle@|@cuitlatemoli@
@dusky; swarthy; blackish@|@yayauhqui@
@dust@|@teuhtli@
@dustiness@|@teuhyo@
@dusty land@|@teuhtlalli@
@duty of fatherhood@|@tatequitl@
@duty of motherhood@|@nantequitl@
@dwarves@|@tzapame@
@dweller; householder@|@chane@
@dweller; one who lives; traveler@|@nemini@
@dwellers; householders; inhabitants@|@chaneque@
@dye water@|@tlapalatl@
@dye; pigment; red; red color@|@tlapalli@
@dyed yellow@|@coztlapalli@
@dying of hunger@|@apizmicqui@
@each night; nightly; night by night@|@ceceyoal@
@each of the majordomos; stewards@|@cacalpixque@
@each one@|@icecentetl, iceceyaca@
@each one animates himself@|@mochichicahua@
@each one is fat@|@totomactic, totomactic@
@each one is fat; thick@|@totomahuac@
@each one long; long@|@huehueyac, huihuiac@
@each one pointed; jagged; pointed; spiny; thorny@|@huihuitztic@
@each one round@|@tohtolontic, totolontic@
@each one soft; verdant; green; very fresh@|@cecelic@
@each one; one by one@|@cecentetl@
@each one; one by one; one at a time@|@ceceyaca@
@each twenty days@|@ccempoalihuitl@
@each year@|@cexiuhtica@
@each year; yearly; once a year; during each year@|@cecexiuhtica@
@eagle cane; eagle drinking tube@|@cuappiaztli@
@eagle feather@|@cuauhihhuitl@
@eagle foot@|@cuauhicxitl@
@eagle gate@|@cuauhquiyahuac, cuauhtlatzacuillotl@
@eagle house; warriors' house@|@cuauhcali@
@eagle mat@|@cuappetlatl@
@eagle meat@|@cuauhnacatl@
@eagle vessel; wooden vessel@|@cuauhxicalli@
@eagle; eagle warrior; warrior@|@cuauhtli@
@eagles; it has a pain in its side@|@cuacuauhti@
@ear@|@nacaztli@
@ear of green maize@|@elotl@
@ear of maize or corn@|@cintlaolli@
@ear pendant; ear plug@|@nacochtli@
@ear plug made of black beetles@|@mayanacochtli@
@ear ulcer@|@nacazpalaniliztli@
@ear wax@|@nacazcuitlatl@
@earth basin@|@tlalapazco@
@earth; on earth@|@tlalticpactli@
@earthen vessel@|@tecomatl@
@earthenware; clay articles@|@zoquitlatquitl@
@earthquake@|@tlalloliniliztli@
@earthworm@|@tlalocuili@
@eat (command@|@xitlacuacan@
@eat it@|@xoconcua@
@eat the umbilical cord offering@|@xicxichuencuaqui@
@eater@|@quicani, tlacuani@
@eater of lizards@|@cuetzpalcuani@
@eater of mice; mouse eater@|@quimichcuani@
@eater; chewer@|@tlacuacuani@
@eclipse of the moon@|@metztli cualo@
@eclipse of the sun@|@tonatiuh cualo, tonatiuh cualo@
@edge of the anus@|@cuilchiltentli@
@edge of the market place@|@tianquiztentli@
@edge of the road@|@otentli@
@edibe raw; edible uncooked@|@xoxouhcacualoni@
@edible as greens@|@quilcualoni@
@edible by children@|@pipilcualoni@
@edible ones@|@cualonime@
@edible raw@|@xoxouhcuacualoni@
@edible raw; edible uncooked@|@xoxouhcacualoni@
@edible uncooked@|@xoxocacualoni@
@edible; edible things; food; food-producing@|@cualoni@
@education; growing up; upbringing; rearing@|@nehuapahualiztli@
@eel@|@coamichi@
@effort; strength@|@tlapalihuiztli@
@egg producer@|@motetiani@
@egg seller@|@totoltenamacac@
@egg-layer@|@tlatlazani@
@eggs)@|@quinpachoa@
@eight@|@chichicueei, chicuei, chicuetetl@
@eight days@|@chicueilhuitl@
@eight hundred@|@ontzontli@
@eight times@|@chicuexpa@
@eight years@|@chicuexihuitl@
@eighty days@|@nappoalilhuitl@
@either@|@ahzo, anozo@
@elbow@|@molicpitl@
@elderly female matchmakers@|@cihuatitici@
@elderly matchmakers; midwives@|@titici@
@election@|@tlapepenaliztli@
@eleven@|@matlactloce@
@elsewhere; separate@|@cecni@
@embers@|@tletlexochio@
@emblem; war device@|@tlahuitztli@
@embroidered skirt@|@tlamachcueitl@
@emeral-green jade@|@quetzalitztli@
@enchantment@|@tlacatecolotlatolli@
@end@|@tzonquizcayotl@
@ended@|@tlanqui@
@enemies@|@yaome@
@enemy@|@yaotl@
@enemy land@|@yaoc@
@energetic@|@mopopoxani, popoxtic, popoxtli@
@enough@|@ye ixquich@
@entertainer@|@cahcamanale@
@entrails; intestine; intestines@|@cuitlaxcolli@
@entrance@|@calacoayan@
@entreaty@|@tlatlauhtli@
@entrusted word@|@piallatolli@
@equipment of women; women's belongings@|@cihuatlatquitl@
@esophagus; throat@|@cocotl@
@especially@|@mache, no cenca, oc cenca, tlacuauh@
@esteemed noble person@|@tlazotitlacatl@
@esteemed old men; old men@|@huehuentzitzin@
@esteemed old woman; old women@|@ilamatzitzin@
@esteemed place@|@nehmachoya@
@even more; the rest; still others@|@oc cequi@
@evening@|@teotlac@
@ever translucent@|@nanaltona@
@every four years@|@nauhxiuhtica@
@every night@|@ceceyohual@
@every third day@|@huiptlatica@
@everyone drinks; people drink@|@ahatlihua@
@everyone fasted; there was fasting@|@nezahualoya@
@everyone goes; one goes; people go; there is going@|@huiloa@
@everything@|@omochi@
@everywhere@|@nohuia, nohuiya, nohuiyan@
@everywhere; all about; all around; all over@|@nohuian@
@everywhere; all over; in all parts@|@onohuiyan@
@everywhere; in all directions@|@nohuiampa, nohuianpa@
@everywhere; in all parts@|@onohuian@
@everywhere; in all parts; from everywhere@|@nohuiyampa@
@evil@|@ahcualli, tlahueliloc, tlatlacolli@
@evil men; inhuman people@|@atlaca@
@evil old woman@|@ilamatlahueliloc@
@evil omen@|@tetzahuitl@
@evil woman@|@cihuatlahueliloc@
