@Laotian (romanized)@|@English@
@á ti theip@|@superdeity@
@á va@|@pejorative notion@
@á va chon@|@territory@
@á va chon@|@region@
@á va harn@|@theft@
@á va kard@|@space@
@á va kard@|@outer space@
@á va sarn@|@terminate@
@á va sarn@|@end@
@á va sarn@|@finish@
@á va sarn@|@region@
@á va sarn@|@terminate@
@á va sarn@|@end@
@á va sarn@|@finish@
@á va tarn@|@avatar@
@á va tarn@|@reincarnation@
@á va xard@|@lowborn@
@á va xard@|@degenerate@
@á va xard ta boud@|@a bad child@
@á va xay@|@subjugation@
@á vay nha va@|@general term for organ@
@á vay nha va hai chay@|@anat@
@á vay nha va hai chay@|@respiratory organs@
@á vay nha va sam phard@|@anat.@
@á vay nha va sam phard@|@sensory organs@
@á vay nha va seup phan@|@anat.@
@á vay nha va seup phan@|@genital organs@
@á vi chi:@|@hell@
@á vi chi:@|@underworld@
@á vi nay@|@no good behaviour@
@á vi rò:t@|@guiltlessness@
@á vi rūt@|@right@
@á vi rūt@|@comfortable@
@á vi rūt@|@free@
@á vi rūt@|@independent@
@á vi xar@|@ignorance@
@á vin nharn@|@soulless, heartless@
@á vin nharn na ka xarp@|@inorganic objects@
@á vin nharn na ka xarp@|@inanimate property@
@á vin nhou@|@ignorant@
@á vin nhou@|@uneducated@
@á vin nhou@|@unlearned@
@á vin nhou@|@unknowing@
@aánichang@|@instability@
@aánichang@|@inconstancy@
@adj@|@every@
@adj@|@each@
@adj@|@all@
@adv@|@in fact@
@adv@|@really@
@adv@|@in reality@
@ai nha karn@|@prosecutor@
@ai nha karn@|@prosecutor@
@ák@|@spining-drum.@
@ák@|@hide@
@ák@|@spining-drum.@
@ák@|@hide@
@ák kha@|@axle@
@ák kha@|@scoring point. anat. clavicle@
@ák khā@|@supreme@
@ák khā@|@eminent@
@ák khā lard th thoud@|@ambassador@
@ák khā lard tha thoud@|@plenipotentiary minister@
@ák khā ma har sei nar bor di:@|@First Councillor@
@ák khā ma hei si:@|@First Queen@
@ák khā nhar kharn@|@kitchen@
@ák khā ni:@|@fire@
@ák kha ra@|@letter@
@ák kha ra@|@consonant@
@ák kha ra@|@alphabet@
@ák kha ra@|@syllable@
@ák kha ra@|@word@
@ák kha ra@|@sound@
@ák khā ra ma har sei nar bor di:@|@prime minister@
@ák khā ra ma hei si:@|@principal queen@
@ák kha ra sa may@|@combination of letters to form word@
@ák khā ra sar vok@|@Buddh@
@ák khā ra sar vok@|@apostle@
@ák khā ra sar vok@|@principal disciple@
@ák khā ra sei nar@|@persons of high rank@
@ák kha ra vi thi:@|@orthography@
@ák kha ra vi thi:@|@book on reading and writing@
@ák khā ra xar nhar@|@queen@
@ák kha rar nou kom@|@alphabetical index@
@ák kha rar nou kom phou mi: sard@|@gazetteer@
@ák khā rar xa thoud@|@ambassador@
@ák khā rar xa thoud@|@minister@
@ák khā rar xa thoud@|@diplomatic representative@
@ák khā sei nar@|@persons of high rank@
@ák khā xar nhar@|@First Queen@
@ák khay@|@eternal@
@ák khi:@|@anat@
@ák khi:@|@eyes@
@ák khi:@|@fire@
@ák khi: houd@|@offering of lighted candles@
@ák khi: phay@|@arson@
@ák khi: phay@|@incendiary@
@ák khi: phay@|@accidental fire@
@ák khŏ:@|@very much@
@ák khŏ:@|@very many@
@ák khŏ: phei ni:@|@math@
@ák khŏ: phei ni:@|@a great number@
@ák khŏ: phi ni:@|@math@
@ák khŏ: phi ni:@|@a great number@
@ák ko tha@|@lack of anger@
@ák sa@|@axle@
@ák seip@|@inflammation@
@ák seip@|@tumour@
@ák son@|@letter@
@ák son@|@consonant@
@ák son@|@alphabet@
@ák son@|@word@
@ák son@|@sound@
@ák son bod@|@alphabetical chart@
@ák son kang@|@middle consonant@
@ák son lek@|@numerical cipher@
@ák son nhor@|@abbreviation; initial letter@
@ák son pa som@|@composed consonant@
@ák son ro man@|@Roman alphabet@
@ák son sard@|@the fine arts@
@ák son soung@|@high consonant@
@ák son tam@|@low consonant@
@ák vi sar man@|@extraordinary & plenipotentiary@
@an@|@thing@
@an@|@piece@
@an@|@that@
@an kap@|@side dish@
@an kap@|@food that goes with a main dish@
@an khard@|@absolutely@
@an khay kap@|@can opener@
@an khear ki: kok yar@|@ashtray@
@an khor khi: yar@|@ashtray@
@an khuan@|@appropriate@
@an khuan@|@suitable@
@an khuan@|@proper@
@an kiew doay@|@As for@
@an kiew doay@|@concerning@
@an kiew doay@|@included with@
@an kon@|@the former@
@an sam khan@|@important@
@an som khuan@|@reasonable@
@an soud thai@|@final@
@an soud thai@|@the last@
@an soud thai@|@final@
@an soud thai@|@the last@
@an sung@|@something@
@an sung@|@anything@
@an xa li:@|@salutation by reising hands together@
@an xa na@|@eyewash@
@ang@|@set on fire@
@āng@|@many@
@āng@|@many people@
@āng@|@cluttered@
@āng@|@encumber@
@āng@|@many@
@āng@|@many people@
@āng@|@cluttered@
@āng@|@encumber@
@ang fay@|@expose to the fire@
@ang fay@|@warm before the fire@
@ang ka na@|@mark@
@ang ka na@|@sign@
@āng kan@|@overburden with@
@ang kar@|@paragraph or chapter numbering@
@ang kha nar@|@woman@
@ang kha nar@|@miss@
@ang kha nhae@|@bot.@
@ang kha nhae@|@Desmodium lanceolatum Sch@
@ang khan@|@Tuesday, charcoal.  astr. the planet Mars.@
@ang khard@|@offer food to a bonze@
@ang khi ra sa@|@Buddh@
@ang khi ra sa@|@title of the Buddha@
@ang khi rod@|@Buddh@
@ang khi rod@|@title of the Buddha@
@ang khou li:@|@finger@
@ang khou li:@|@middle finger@
@ang khou li:@|@inch@
@ang kit@|@English@
@ang kor vard@|@Angkor Wat@
@ang kor vard@|@in Cambodia@
@ang kou ra@|@descendants@
@ang kou ra@|@progeny@
@ang koud@|@elephant goad@
@ang koud@|@ankus@
@ang lo@|@earthen stove@
@ang meu@|@warm the hands at a fire@
@ang nhi:@|@illegal or secret societ@
@āng or@|@crowded@
@ang sar@|@part@
@ang sar@|@anat@
@ang sar@|@shoulder@
@ang sar@|@side@
@ang sou@|@line@
@ang sou@|@thread@
@ang sou@|@ray@
@ang sou@|@way@
@ang sou@|@path@
@ang xan dam@|@bot.@
@ang xan dam@|@vine with black flowers and medicinal root@
@ang xeun@|@invite@
@át@|@close@
@át@|@the at@
@át@|@cent@
@át@|@a monetary unit equal to one on-hundredth of a kip or ticul@
@át@|@close@
@át@|@the at@
@át@|@cent@
@át@|@a monetary unit equal to one on-hundredth of a kip or ticul@
@át an@|@perplexed@
@át an@|@at a loss@
@át an tan chay@|@speechless@
@át cah nar@|@honor, respect; worship, offering@
@át chaep@|@shut tightly@
@át chi@|@flame@
@át chi@|@firelight@
@át chi mar@|@fire@
@át chi mar@|@glowing@
@át chi mar@|@bright@
@át chi mar@|@radiant@
@át chi mar@|@fire@
@át chi mar@|@glowing@
@át chi mar@|@bright@
@át chi mar@|@radiant@
@át choud@|@immovable@
@át hou@|@stop on's ears@
@át hou@|@stop a hole@
@át ka pong@|@can@
@át ka: sūa:n hoy@|@percentage@
@át li:@|@fish dam@
@át lom@|@carbonated@
@át nam@|@shut off the water@
@át neung@|@one ait@
@át pa tou@|@shut the door@
@át sa@|@zool.@
@át sa@|@horse@
@át sa chan@|@miracle@
@át sa don@|@well-bred horse@
@át sa dong@|@sunset@
@át sa dong@|@Occident@
@át sa dong khod@|@west@
@át sa dong khod@|@Occident@
@át sa dong khod pa theid@|@Occident@
@át sa mou khi:@|@horse-faced. myth. mane of a giantess in the romance 'Sin Say'@
@át sa ni: bard@|@fail of celestial element@
@át sa rar@|@celestial nymph@
@át sa rar@|@attendants on Indra@
@át sa va@|@zool@
@át sa va@|@horse@
@át sa va meid@|@in ancient India, the offering of a horse as a sacrifice@
@át sa vin@|@cavalry@
@át sid@|@lubricate@
@át sid@|@lubrication@
@át sid@|@lubricate@
@át sid@|@lubrication@
@át sop@|@gag@
@át sop@|@muzzle@
@át sop@|@idiom@
@át sop@|@Don't tell anyone@
@át sou@|@tear@
@át sou thar rar@|@tear flow@
@át ta@|@soul@
@át ta@|@ego@
@át ta@|@me@
@át ta@|@individuality@
@át ta heid@|@selfishness@
@át ta heid@|@self-caused@
@át ta heid@|@selfishness@
@át ta heid@|@self-caused@
@át ta hid@|@private benefit@
@át ta hid@|@self-interest@
@át ta khard@|@hard-pressed@
@át ta khard@|@impoverished@
@át ta ma tharn@|@self-sacrifice@
@át ta ni nha@|@belonging to oneself.@
@át ta ni nhom@|@realism@
@át ta no mard@|@automatic@
@át ta pa ti larb@|@acquisition of personality@
@át ta peu@|@Attopeu@
@át ta peu@|@a city and province of southern Laos@
@át ta pharp@|@individuality@
@át ta vi na nhard ta kam@|@suicide@
@át ta vin@|@cavalier@
@át ta vin@|@horseman@
@át ta xi: va pa vard@|@autobiography@
@át tar@|@schedule@
@át tar@|@rate@
@át tar@|@tariff@
@át tar@|@limit@
@át tar khon keud@|@birth rate@
@át tar khon tai@|@death rate@
@át tar khuam vay@|@rate of speed@
@át tar laek pien@|@rate of exchange@
@át tar leng@|@rate of acceleration@
@át tar pan suan@|@ratio@
@át tar pan suan@|@ration@
@át tar suan@|@ratio@
@át tar suan@|@ration@
@át tar suan hoy@|@percentage@
@át tha@|@prosperity@
@át tha@|@goods@
@át thā@|@half@
@át thā@|@rich@
@át thā@|@half@
@át thā@|@rich@
@át tha barn@|@Buddh@
@át tha barn@|@fruit juice permitted to bonzes during periods of fasting@
@át thā bod@|@halfway@
@át thā bod@|@midway.@
@át tha bung sa koun@|@grant to monk@
@át thā chan@|@half-moon@
@át thā chan@|@half disk@
@át tha ka@|@group of eight@
@át tha ka thar@|@commentary@
@át tha ka thar@|@name of an exegetic scripture@
@át tha ka thar charn@|@author of a commerntary@
@át thā kan@|@radius@
@át tha kha di:@|@lawsuit@
@át thā khard@|@pertial eclipse@
@át thā khod@|@one who has come a long way@
@át thā khod@|@one who has lives a long time@
@át thā khod@|@old-time@
@át tha khon@|@useful@
@át thā khou@|@traveler@
@át thā khou@|@tourist@
@át thā mard@|@half-month@
@át thā mon thon@|@semicircle@
@át thā nhai@|@lesson@
@át thā nhar say@|@spirit@
@át thā nhar say@|@capacity@
@át thā nhar say bor ri soud@|@pure spirit@
@át thā nhar say may ti@|@frank friendship@
@át thā nhard ta ma har vi tha nhar@|@psychology@
@át thā nhou@|@lifetime@
@át thā phark@|@half@
@át thā sa ra@|@semivowel@
@át tha sard@|@treaty of politic economy@
@át theip@|@record on tape@
@át thi@|@anat@
@át thi@|@bone@
@át thi min xa@|@anat@
@át thi min xa@|@bone marrow@
@át thi san tharn@|@skeleton@
@át thi thard@|@bone relics@
@át thi:@|@close up@
@át thi:@|@barrier@
@át thi:@|@close up@
@át thi:@|@barrier@
@át thung@|@eight parts@
@át thung@|@eight levels@
@át thung khi ka mack@|@eight fold path@
@át thung sa@|@octagon@
@át tou@|@close the door@
@át xar char@|@sin@
@át xar char@|@misconduct@
@át xar say@|@attitude@
@át xar say@|@desire@
@ba@|@make a wish@
@ba@|@Oh!@
@ba@|@lowland@
@ba@|@masculine prefixmercury@
@ba@|@shoulder@
@ba@|@crazy@
@ba@|@mad@
@ba@|@insane@
@ba ae@|@belt@
@ba am nat@|@megalomaniac@
@ba dan@|@earth hole@
@ba kam@|@sensual@
@ba kam@|@carnal@
@ba khan@|@handsome man@
@ba khan@|@prince@
@ba khan thao@|@handsome prince@
@ba khom phay@|@lens of a source of light@
@ba kiat@|@rank happy@
@ba lao@|@crazy drunk@
@ba lay@|@shoulder@
@ba len@|@whale@
@ba len@|@thermometer@
@ba leut@|@bloodthirsty@
@ba li@|@the Pali language@
@ba ling@|@vine@
@ba lot@|@thermometer@
@ba mak yong@|@covetous@
@ba meu neung@|@one day interval@
@ba mi@|@Chinese yellow soup@
@ba mi heng@|@yellow fried vermicelli@
@ba mi nam@|@yellow vermicelli soup@
@ba mu@|@epilepsy@
@ba nam@|@be crazy about@
@ba nam lay@|@garrulous@
@ba nam lay@|@raving@
@ba nam pha chao@|@make a vow to God or Buddha@
@ba nan@|@that fellow@
@ba nang seu@|@bibliomaniac@
@ba phi@|@vow sth to genius@
@ba ra mi@|@influence@
@ba si@|@handsome prince@
@ba si@|@Lao communal ceremony@
@ba si keo@|@hero@
@ba si keo@|@prince@
@ba si thao@|@glorious prince@
@ba song kham@|@warmonger@
@ba song meu@|@two days Interval@
@ba tan ha@|@nymphomaniac@
@ba tan ha@|@lustful man@
@ba thao@|@glorious prince@
@ba thao@|@glorious king@
@ba thay@|@a good man@
@ba thu ka@|@slippers@
@ba vai@|@give space@
@ba vang vae@|@mad@
@ba vang vae@|@insane@
@ba xat@|@vine@
@ba xu ka@|@bazooka@
@ba yot@|@megalomania@
@ba yot@|@megalomania@
@bae@|@pull a face@
@bae@|@pout@
@bae@|@pull a face@
@bae@|@pout@
@bae@|@lazy@
@bae@|@largely open@
@bae@|@goat@
@bae mae@|@nanny goat@
@bae meu@|@open the hand@
@bae noy@|@goatling@
@bae therk@|@billy goat@
@baek@|@carry on shoulder@
@baek a vut@|@shoulder a arms@
@baek a vut@|@carry a weapon@
@baek pha ra@|@shoulder a responsibility@
@baek pheun@|@shoulder a gun@
@baen@|@flat@
@baen@|@smooth@
@baen@|@throw@
@baen@|@penis@
@baen@|@rod@
@baen kon hin@|@throw stones@
@baen meu@|@to open one’s hand@
@baen say pa@|@flat basket for fish@
@baen therm@|@throwaway@
@baen tin baen meu@|@be fidgety@
@baep@|@model@
@baep@|@sample@
@baep@|@pattern@
@baep cham long@|@rply@
@baep cham long@|@rejoinder@
@baep hian@|@textbook@
@baep phen@|@tradition@
@baep phen@|@model@
@baep phen@|@plan@
@baep pheuk hat@|@exercise@
@baep pheuk hat@|@physical exercise@
@baep phi thi@|@ceremony@
@baep phi thi@|@formality@
@baep phim@|@printed formproof copy@
@baep sa bab@|@example@
@baep sa bab@|@standard@
@baep son an@|@readind text book@
@baep yang@|@example@
@bai@|@leaf@
@bai@|@paper@
@bai@|@talk in one’s sleep@
@bai@|@dumb@
@bai@|@stupid@
@bai a nu yat@|@license@
@bai a nu yat@|@permit sheet@
@bai a nu yat a vut peun@|@gun license@
@bai a nu yat song sin kha khao@|@import license@
@bai a nu yat song sin kha ork@|@export license@
@bai berk@|@bank check@
@bai berk@|@payment order@
@bai bok@|@summons@
@bai bok@|@official notice@
@bai bong han@|@kind of nettle@
@bai cheng khuam@|@circular@
@bai cheng khuam@|@note@
@bai chiay@|@sheet of paper@
@bai de ka@|@invitation to bonzes@
@bai de kor@|@subscription note@
@bai dern thang@|@laissez-passer@
@bai dern thang@|@permission to travel@
@bai hae@|@withered leaf@
@bai hap@|@receipt@
@bai hap@|@chit@
@bai hap hong@|@certificate@
@bai hap pa phan sat@|@animal certificate@
@bai hap sin kha@|@bill of lading@
@bai heng@|@dry leaf@
@bai hu@|@earlobe@
@bai hun@|@share@
@bai hun@|@certificate@
@bai hun suan@|@share@
@bai kam kap khong@|@waybill@
@bai kap ngern@|@bill@
@bai kap ngern@|@invoice@
@bai khap khi@|@driving license@
@bai khi non@|@medicianl bush@
@bai khor thon ngern@|@withdrawal slip@
@bai la@|@resignation@
@bai la@|@permission@
@bai lan@|@palm leave for writ@
@bai lin kay@|@soft palate@
@bai lin kay@|@velum@
@bai may@|@tree leaf@
@bai may phay@|@padddle@
@bai mit thae@|@razor blade@
@bai mon@|@mulberry leaf@
@bai mop san tha@|@mandate@
@bai mop san tha@|@power of attorney@
@bai mop san tha@|@deed@
@bai mop sit@|@power of attorney@
@bai mop sit@|@letter of attorney@
@bai na@|@feature@
@bai na@|@face@
@bai nang seu@|@sheet of writting paper@
@bai ngua@|@tree@
@bai on@|@young@
@bai on@|@tender leaf@
@bai pa kan@|@warrant@
@bai pa kat@|@notification@
@bai pha niang@|@moldboard of a plow@
@bai phad@|@propeller@
@bai phad@|@fan@
@bai phak ngern@|@deposit slip@
@bai phat lom@|@electric or ceiling fan@
@bai phay@|@oar@
@bai phay@|@paddle@
@bai phiv@|@handbill@
@bai phiv@|@tract@
@bai phiv@|@prospectus@
@bai pho@|@banyan leaf@
@bai pok@|@cover@
@bai pok@|@binding@
@bai sa mak@|@application form@
@bai sang chay@|@check@
@bai sang chay@|@coupon@
@bai sang chay@|@bond@
@bai sang chay@|@order form@
@bai sut thi@|@testimonial@
@bai ta din@|@property title@
@bai tan@|@palm leave@
@bai tan@|@palm leaf@
@bai theu hun@|@share certificate@
@bai thong@|@edible tree leaf@
@bai thung@|@banner@
@bai thung@|@flag@
@bai tong@|@banana leaf or leaves@
@bai xa@|@tea leaf@
@bai xa ta@|@birth certificate@
@bai xek@|@primary school certificate@
@bai ya@|@tobacco leaf@
@bai ya@|@blade of grass@
@bai yang yeun@|@certificate@
@bai yok ven@|@exemption certificate@
@bak@|@boy@
@bak@|@notch@
@bak@|@defination@
@bak@|@notch@
@bak@|@boy@
@bak@|@cut a large hole in th trunk of atree@
@bak@|@chip off the side@
@bak ban@|@persist@
@bak ban@|@persevere@
@bak ben@|@specify@
@bak king@|@Peking@
@bak king@|@Peiping@
@bak mai@|@notch or slash a tree@
@bak na@|@sepeak disrespectfully@
@bak na bak ta@|@shout abuse@
@bak na khao ha@|@turn to another for assistance@
@bak noy@|@little fellow@
@bak noy@|@popular call for children@
@bam@|@dented@
@bam@|@dimpled@
@bam@|@push in@
@bam@|@sink in@
@bam bam@|@masticating slowly@
@bam bat@|@neutralise@
@bam bat@|@prevent@
@bam bat@|@stop@
@bam hap@|@subdue@
@bam hap@|@overcome@
@bam ler@|@look after@
@bam ler@|@please sexually take good care of@
@bam lung@|@helpful@
@bam lung@|@nourish@
@bam lung heua haeng@|@fortify@
@bam lung liang@|@nourish@
@bam lung liang@|@promote@
@bam nat@|@remuneration@
@bam nat@|@commission@
@bam nat@|@bonus@
@bam phen@|@perform@
@bam phen@|@do@
@bam phen@|@accomplish@
@bam phen kun son@|@perform meritorious acts@
@bam phen pa yot@|@serve others@
@bam phen sa tha la na pa yot@|@beneficent@
@bam phen sa tha la na pa yot@|@grateful@
@bam phen sa tha la na pa yot@|@warm@
@bam phen sa tha la na pa yot@|@kindly@
@bam phen sin@|@observe religious precept@
@bam phen than@|@give alms@
@bam rert@|@wait on@
@bam rert@|@serve@
@bam rert@|@please@
@bam rert@|@delight@
@ban@|@change@
@ban@|@divide in pieces@
@ban@|@part@
@ban@|@chapter@
@ban@|@open@
@ban@|@bloom@
@ban@|@shuttle@
@ban@|@chip@
@ban@|@nicj@
@ban@|@notch@
@ban@|@home@
@ban@|@village@
@ban aev@|@waist@
@ban ai meung nong@|@brother countries@
@ban baeng@|@in flower@
@ban baeng@|@in bloom@
@ban bat@|@water container@
@ban bat@|@bowl@
@ban bu ri@|@a bush@
@ban bu ri@|@the allemanda@
@ban cha thon@|@mat@
@ban cha thon@|@mattress@
@ban chi xor xi@|@bloom beautifully@
@ban chong@|@invent@
@ban chong@|@compase@
@ban chop@|@be perfect@
@ban chop hot@|@complete a circuit@
@ban chu@|@contain@
@ban chu@|@insert@
@ban chu doy@|@fill with@
@ban chu hip@|@pack@
@ban chu hip@|@pack@
@ban chu khao pen@|@be recruited in@
@ban chu peun@|@load a gun@
@ban chu peun@|@load a gun@
@ban chu sin kha@|@load frieght@
@ban chu thi@|@install in position@
@ban chu zong@|@enclose in an envelope@
@ban chuap@|@decorate@
@ban da@|@prefix Indicating plural@
@ban da kam lang@|@forces@
@ban da khon@|@men@
@ban da sak@|@grade@
@ban da sak@|@rank@
@ban da sak@|@title@
@ban da sak@|@honour@
@ban da than thang lay@|@all of you@
@ban da than thang lay@|@every one of you@
@ban dai@|@ladder@
@ban dai vian@|@winding stairs@
@ban dai xeuk@|@rope ladder@
@ban dai xeuk@|@Jacob’s ladder@
@ban dan@|@create@
@ban dan@|@make to appear@
@ban dan tho sa@|@fly into a rage@
@ban derk@|@a night-blooming flower whose shrub is used ornamentally@
@ban derm@|@original village@
@ban dit@|@savant@
@ban dit@|@academician@
@ban dit sa than@|@academy@
@ban dit teng@|@innovation@
@ban don@|@cause to happen@
@ban don chay@|@presentiment@
@ban don chay@|@apphension@
@ban dor@|@enunch@
@ban ha@|@question@
@ban ha@|@problem@
@ban ha kan meung@|@political problem@
@ban ha som khan@|@important problem@
@ban ha yak@|@difficult problem@
@ban ham@|@young fellow@
@ban han@|@demonstrate@
@ban han@|@execute@
@ban han@|@reveal@
@ban hang@|@deserted village@
@ban hern@|@fly@
@ban hern@|@go through the air@
@ban heun@|@home@
@ban heun@|@house@
@ban heun ma nut@|@human habitation@
@ban kao@|@ancient village@
@ban kao@|@homeland@
@ban kay ban kay@|@far  and near@
@ban kert@|@birthplace@
@ban kert meung non@|@home town@
@ban kham@|@a night-blooming flower@
@ban kok@|@first part@
@ban kuat@|@fasten@
@ban kuat@|@bind@
@ban la yay@|@explain@
@ban la yay@|@lecture@
@ban lang@|@throne@
@ban lay@|@die@
@ban lay@|@expire@
@ban lay@|@succumb@
@ban lay@|@disappear@
@ban lek thi@|@address number@
@ban leng@|@make music@
@ban leng@|@give concert@
@ban leng pheng xat@|@play the national anthem@
@ban leu@|@announce loudly@
@ban leu@|@make a loud noise@
@ban leu@|@roar@
@ban lu@|@attain@
@ban lu phon@|@succeed@
@ban lu tham@|@succeed@
@ban meung@|@country@
@ban meung@|@nationa@
@ban mong khon@|@drinking party@
@ban mong khon@|@tea party@
@ban na@|@tree leaf@
@ban na@|@countryside@
@ban na kan@|@gift@
@ban na kan@|@oftering@
@ban na kan@|@tribute@
@ban na khom@|@library@
@ban na ku di@|@hut thatched with leaves@
@ban na ra si@|@fifteenth@
@ban na rak@|@librarian@
@ban na rot@|@fifteen@
@ban na sa la@|@place where a hermit lives@
@ban na sa la@|@usally covered with tree leaves@
