@English@|@Ojibwe@
@(0p)>(1p)(vta)+n@|@n*+__+nigomin@
@(0p)>(1p)(vta)C+@|@n*+__+igomin@
@(0p)>(2)(cnj)(neg)(vta)+m@|@+migosiwan@
@(0p)>(2)(cnj)(neg)(vta)+n@|@+nigosiwan@
@(0p)>(2)(cnj)(neg)(vta)C+@|@+igosiwan@
@(0p)>(2)(cnj)(vta)+m@|@+migoyan@
@(0p)>(2)(cnj)(vta)+n@|@+nigoyan@
@(0p)>(2)(cnj)(vta)C+@|@+igoyan@
@(0p)>(2)(neg)(vta)+m@|@g*+__+migosiinan@
@(0p)>(2)(neg)(vta)+n@|@g*+__+nigosiinan@
@(0p)>(2)(neg)(vta)C+@|@g*+__+igosiinan@
@(0p)>(2)(vta)+m@|@g*+__+migonan@
@(0p)>(2)(vta)+n@|@g*+__+nigonan@
@(0p)>(2)(vta)C+@|@g*+__+igonan@
@(0p)>(21)(cnj)(neg)(vta)+m@|@+migosiwang@
@(0p)>(21)(cnj)(neg)(vta)+n@|@+nigosiwang@
@(0p)>(21)(cnj)(neg)(vta)C+@|@+igosiwang@
@(0p)>(21)(cnj)(vta)+m@|@+migoyang@
@(0p)>(21)(cnj)(vta)+n@|@+nigoyang@
@(0p)>(21)(cnj)(vta)C+@|@+igoyang@
@(0p)>(21)(neg)(vta)+m@|@g*+__+migosiimin@
@(0p)>(21)(neg)(vta)+n@|@g*+__+nigosiimin@
@(0p)>(21)(neg)(vta)C+@|@g*+__+igosiimin@
@(0p)>(21)(vta)+m@|@g*+__+migomin@
@(0p)>(21)(vta)+n@|@g*+__+nigomin@
@(0p)>(21)(vta)C+@|@g*+__+igomin@
@(0p)>(2p)(cnj)(neg)(vta)+m@|@+migosiweg@
@(0p)>(2p)(cnj)(neg)(vta)+n@|@+nigosiweg@
@(0p)>(2p)(cnj)(neg)(vta)C+@|@+igosiweg@
@(0p)>(2p)(cnj)(vta)+m@|@+migoyeg@
@(0p)>(2p)(cnj)(vta)+n@|@+nigoyeg@
@(0p)>(2p)(cnj)(vta)C+@|@+igoyeg@
@(0p)>(2p)(neg)(vta)+m@|@g*+__+migosiinaawaan@
@(0p)>(2p)(neg)(vta)+n@|@g*+__+nigosiinaawaan@
@(0p)>(2p)(neg)(vta)C+@|@g*+__+igosiinaawaan@
@(0p)>(2p)(vta)+m@|@g*+__+migonaawaan@
@(0p)>(2p)(vta)+n@|@g*+__+nigonaawaan@
@(0p)>(2p)(vta)C+@|@g*+__+igonaawaan@
@(0p)>(3)(cnj)(neg)(vta)+m@|@+migosig@
@(0p)>(3')(cnj)(neg)(vta)+m@|@+migosinig@
@(0p)>(3)(cnj)(neg)(vta)+n@|@+nigosig@
@(0p)>(3')(cnj)(neg)(vta)+n@|@+nigosinig@
@(0p)>(3)(cnj)(neg)(vta)C+@|@+igosig@
@(0p)>(3')(cnj)(neg)(vta)C+@|@+igosinig@
@(0p)>(3)(cnj)(vta)+m@|@+migod@
@(0p)>(3')(cnj)(vta)+m@|@+migonid@
@(0p)>(3)(cnj)(vta)+n@|@+nigod@
@(0p)>(3')(cnj)(vta)+n@|@+nigonid@
@(0p)>(3)(cnj)(vta)C+@|@+igod@
@(0p)>(3')(cnj)(vta)C+@|@+igonid@
@(0p)>(3)(neg)(vta)+m@|@w*+__+migosiinan@
@(0p)>(3')(neg)(vta)+m@|@w*+__+migosiinini@
@(0p)>(3)(neg)(vta)+n@|@w*+__+nigosiinan@
@(0p)>(3')(neg)(vta)+n@|@w*+__+nigosiinini@
@(0p)>(3)(neg)(vta)C+@|@w*+__+igosiinan@
@(0p)>(3')(neg)(vta)C+@|@w*+__+igosiinini@
@(0p)>(3)(vta)+m@|@w*+__+migonan@
@(0p)>(3')(vta)+m@|@w*+__+migonini@
@(0p)>(3)(vta)+n@|@w*+__+nigonan@
@(0p)>(3')(vta)+n@|@w*+__+nigonini@
@(0p)>(3)(vta)C+@|@w*+__+igonan@
@(0p)>(3')(vta)C+@|@w*+__+igonini@
@(0p)>(3p)(cnj)(neg)(vta)+m@|@+migosigwaa@
@(0p)>(3p)(cnj)(neg)(vta)+n@|@+nigosigwaa@
@(0p)>(3p)(cnj)(neg)(vta)C+@|@+igosigwaa@
@(0p)>(3p)(cnj)(vta)+m@|@+migowaad@
@(0p)>(3p)(cnj)(vta)+n@|@+nigowaad@
@(0p)>(3p)(cnj)(vta)C+@|@+igowaad@
@(0p)>(3p)(neg)(vta)+m@|@w*+__+migosiinaawaan@
@(0p)>(3p)(neg)(vta)+n@|@w*+__+nigosiinaawaan@
@(0p)>(3p)(neg)(vta)C+@|@w*+__+igosiinaawaan@
@(0p)>(3p)(vta)+m@|@w*+__+migonaawaan@
@(0p)>(3p)(vta)+n@|@w*+__+nigonaawaan@
@(0p)>(3p)(vta)C+@|@w*+__+igonaawaan@
@(1) for b(n)@|@im= (pf), nim= (pf)@
@(1) for C(n)@|@ni+ (pf)(WO), in= (pf), nin= (pf)@
@(1) for CC(n)@|@ni+ (pf)@
@(1) for ii(n)@|@n= (pf)@
@(1) for o(n)@|@nindo+ (pf)(CS)@
@(1) for oo(n)@|@n= (pf)@
@(1) for V(n)@|@ind+ (pf), nd+ (pf), nid+ (pf)(WO), nind+ (pf)@
@(1)>(1)(cnj)(neg)(vta)+m@|@+ndizosiwaan@
@(1)>(1)(cnj)(neg)(vta)+n@|@+ndizosiwaan@
@(1)>(1)(cnj)(neg)(vta)C+@|@+idizosiwaan@
@(1)>(1)(cnj)(vta)+m@|@+ndizoyaan@
@(1)>(1)(cnj)(vta)+n@|@+ndizoyaan@
@(1)>(1)(cnj)(vta)C+@|@+idizoyaan@
@(1)>(1)(neg)(vta)+m@|@n*+__+ndizosiin@
@(1)>(1)(neg)(vta)+n@|@n*+__+ndizosiin@
@(1)>(1)(neg)(vta)C+@|@n*+__+idizosiin@
@(1)>(1)(vta)+m@|@n*+__+ndiz@
@(1)>(1)(vta)+n@|@n*+__+ndiz@
@(1)>(1)(vta)C+@|@n*+__+idizo@
@(1)>(2)(cnj)(neg)(vta)+m@|@+misinowaan@
@(1)>(2)(cnj)(neg)(vta)+n@|@+nisinowaan@
@(1)>(2)(cnj)(neg)(vta)C+@|@+isinowaan@
@(1)>(2)(cnj)(vta)+m@|@+minaan@
@(1)>(2)(cnj)(vta)+n@|@+ninaan@
@(1)>(2)(cnj)(vta)C+@|@+inaan@
@(1)>(2)(neg)(vta)+m@|@g*+__+misinoon@
@(1)>(2)(neg)(vta)+n@|@g*+__+nisinoon@
@(1)>(2)(neg)(vta)C+@|@g*+__+isinoon@
@(1)>(2)(vta)+m@|@g*+__+min@
@(1)>(2)(vta)+n@|@g*+__+nin@
@(1)>(2)(vta)C+@|@g*+__+in@
@(1)>(2p)(cnj)(neg)(vta)+m@|@+misinowagog@
@(1)>(2p)(cnj)(neg)(vta)+n@|@+nisinowagog@
@(1)>(2p)(cnj)(neg)(vta)C+@|@+isinowagog@
@(1)>(2p)(cnj)(vta)+m@|@+mineg@
@(1)>(2p)(cnj)(vta)+n@|@+nineg@
@(1)>(2p)(cnj)(vta)C+@|@+ineg@
@(1)>(2p)(neg)(vta)+m@|@g*+__+misinooninim@
@(1)>(2p)(neg)(vta)+n@|@g*+__+nisinooninim@
@(1)>(2p)(neg)(vta)C+@|@g*+__+isinooninim@
@(1)>(2p)(vta)+m@|@g*+__+mininim@
@(1)>(2p)(vta)+n@|@g*+__+nininim@
@(1)>(2p)(vta)C+@|@g*+__+ininim@
@(1)>(3)(cnj)(neg)(vta)+m@|@+maasiwag@
@(1)>(3')(cnj)(neg)(vta)+m@|@+mimaasiwag@
@(1)>(3)(cnj)(neg)(vta)+n@|@+naasiwag@
@(1)>(3')(cnj)(neg)(vta)+n@|@+nimaasiwag@
@(1)>(3)(cnj)(neg)(vta)C+@|@+aasiwag@
@(1)>(3')(cnj)(neg)(vta)C+@|@+imaasiwag@
@(1)>(3)(cnj)(vta)+m@|@+mag@
@(1)>(3')(cnj)(vta)+m@|@+mimag@
@(1)>(3)(cnj)(vta)+n@|@+nag@
@(1)>(3')(cnj)(vta)+n@|@+nimag@
@(1)>(3)(cnj)(vta)C+@|@+ag@
@(1)>(3')(cnj)(vta)C+@|@+imag@
@(1)>(3)(neg)(vta)+m@|@n*+__+maasiin@
@(1)>(3')(neg)(vta)+m@|@n*+__+mimaasiin@
@(1)>(3)(neg)(vta)+n@|@n*+__+naasiin@
@(1)>(3')(neg)(vta)+n@|@n*+__+nimaasiin@
@(1)>(3)(neg)(vta)C+@|@n*+__+aasiin@
@(1)>(3')(neg)(vta)C+@|@n*+__+imaasiin@
@(1)>(3)(vta)+m@|@n*+__+maa@
@(1)>(3')(vta)+m@|@n*+__+mimaan@
@(1)>(3)(vta)+n@|@n*+__+naa@
@(1)>(3')(vta)+n@|@n*+__+nimaan@
@(1)>(3)(vta)C+@|@n*+__+aa@
@(1)>(3')(vta)C+@|@n*+__+imaan@
@(1)>(3p)(cnj)(neg)(vta)+m@|@+maasiwagwaa@
@(1)>(3p)(cnj)(neg)(vta)+n@|@+naasiwagwaa@
@(1)>(3p)(cnj)(neg)(vta)C+@|@+aasiwagwaa@
@(1)>(3p)(cnj)(vta)+m@|@+magwaa@
@(1)>(3p)(cnj)(vta)+n@|@+nagwaa@
@(1)>(3p)(cnj)(vta)C+@|@+agwaa@
@(1)>(3p)(neg)(vta)+m@|@n*+__+maasiig@
@(1)>(3p)(neg)(vta)+n@|@n*+__+naasiig@
@(1)>(3p)(neg)(vta)C+@|@n*+__+aasiig@
@(1)>(3p)(vta)+m@|@n*+__+maag@
@(1)>(3p)(vta)+n@|@n*+__+naag@
@(1)>(3p)(vta)C+@|@n*+__+aag@
@(1’s 0) for b(n)(pt)C+@|@nim=__+im (pf__+sf)@
@(1’s 0') for b(n)(pt)C+@|@nim=__+im (pf__+sf)@
@(1’s 0) for b(n)a+w@|@nim=__+am (pf__+sf)@
@(1’s 0') for b(n)a+w@|@nim=__+am (pf__+sf)@
@(1’s 0) for b(n)C+@|@nim=__+im (pf__+sf)@
@(1’s 0') for b(n)C+@|@nim=__+im (pf__+sf)@
@(1’s 0) for b(n)C+A@|@nim=__+aam (pf__+sf)@
@(1’s 0') for b(n)C+A@|@nim=__+aam (pf__+sf)@
@(1’s 0) for b(n)C+w@|@nim=__+om (pf__+sf)@
@(1’s 0') for b(n)C+w@|@nim=__+om (pf__+sf)@
@(1’s 0) for b(n)C+wy@|@nim=__+wiim (pf__+sf)@
@(1’s 0') for b(n)C+wy@|@nim=__+wiim (pf__+sf)@
@(1’s 0) for b(n)C+y@|@nim=__+iim (pf__+sf)@
@(1’s 0') for b(n)C+y@|@nim=__+iim (pf__+sf)@
@(1’s 0) for b(n)Cw+ > Co+@|@nim=__+om (pf__+sf)@
@(1’s 0') for b(n)Cw+ > Co+@|@nim=__+om (pf__+sf)@
@(1’s 0) for b(n)Cy+ > Ci+@|@nim=__+im (pf__+sf)@
@(1’s 0') for b(n)Cy+ > Ci+@|@nim=__+im (pf__+sf)@
@(1’s 0) for b(n)i+w@|@nim=__+im (pf__+sf)@
@(1’s 0') for b(n)i+w@|@nim=__+im (pf__+sf)@
@(1’s 0) for b(n)o+w@|@nim=__+om (pf__+sf)@
@(1’s 0') for b(n)o+w@|@nim=__+om (pf__+sf)@
@(1’s 0) for b(n)VV+@|@nim=__+m (pf__+sf)@
@(1’s 0') for b(n)VV+@|@nim=__+m (pf__+sf)@
@(1’s 0) for C(n)(pt)C+@|@nin=__+im (pf__+sf)@
@(1’s 0') for C(n)(pt)C+@|@nin=__+im (pf__+sf)@
@(1’s 0) for C(n)a+w@|@nin=__+am (pf__+sf)@
@(1’s 0') for C(n)a+w@|@nin=__+am (pf__+sf)@
@(1’s 0) for C(n)C+@|@nin=__+im (pf__+sf)@
@(1’s 0') for C(n)C+@|@nin=__+im (pf__+sf)@
@(1’s 0) for C(n)C+A@|@nin=__+aam (pf__+sf)@
@(1’s 0') for C(n)C+A@|@nin=__+aam (pf__+sf)@
@(1’s 0) for C(n)C+w@|@nin=__+om (pf__+sf)@
@(1’s 0') for C(n)C+w@|@nin=__+om (pf__+sf)@
@(1’s 0) for C(n)C+wy@|@nin=__+wiim (pf__+sf)@
@(1’s 0') for C(n)C+wy@|@nin=__+wiim (pf__+sf)@
@(1’s 0) for C(n)C+y@|@nin=__+iim (pf__+sf)@
@(1’s 0') for C(n)C+y@|@nin=__+iim (pf__+sf)@
@(1’s 0) for C(n)Cw+ > Co+@|@nin=__+om (pf__+sf)@
@(1’s 0') for C(n)Cw+ > Co+@|@nin=__+om (pf__+sf)@
@(1’s 0) for C(n)Cy+ > Ci+@|@nin=__+im (pf__+sf)@
@(1’s 0') for C(n)Cy+ > Ci+@|@nin=__+im (pf__+sf)@
@(1’s 0) for C(n)i+w@|@nin=__+im (pf__+sf)@
@(1’s 0') for C(n)i+w@|@nin=__+im (pf__+sf)@
@(1’s 0) for C(n)o+w@|@nin=__+om (pf__+sf)@
@(1’s 0') for C(n)o+w@|@nin=__+om (pf__+sf)@
@(1’s 0) for C(n)VV+@|@nin=__+m (pf__+sf)@
@(1’s 0') for C(n)VV+@|@nin=__+m (pf__+sf)@
@(1’s 0) for CC(n)(pt)C+@|@ni+__+im (pf__+sf)@
@(1’s 0') for CC(n)(pt)C+@|@ni+__+im (pf__+sf)@
@(1’s 0) for CC(n)a+w@|@ni+__+am (pf__+sf)@
@(1’s 0') for CC(n)a+w@|@ni+__+am (pf__+sf)@
@(1’s 0) for CC(n)C+@|@ni+__+im (pf__+sf)@
@(1’s 0') for CC(n)C+@|@ni+__+im (pf__+sf)@
@(1’s 0) for CC(n)C+A@|@ni+__+aam (pf__+sf)@
@(1’s 0') for CC(n)C+A@|@ni+__+aam (pf__+sf)@
@(1’s 0) for CC(n)C+w@|@ni+__+om (pf__+sf)@
@(1’s 0') for CC(n)C+w@|@ni+__+om (pf__+sf)@
@(1’s 0) for CC(n)C+wy@|@ni+__+wiim (pf__+sf)@
@(1’s 0') for CC(n)C+wy@|@ni+__+wiim (pf__+sf)@
@(1’s 0) for CC(n)C+y@|@ni+__+iim (pf__+sf)@
@(1’s 0') for CC(n)C+y@|@ni+__+iim (pf__+sf)@
@(1’s 0) for CC(n)Cw+ > Co+@|@ni+__+om (pf__+sf)@
@(1’s 0') for CC(n)Cw+ > Co+@|@ni+__+om (pf__+sf)@
@(1’s 0) for CC(n)Cy+ > Ci+@|@ni+__+im (pf__+sf)@
@(1’s 0') for CC(n)Cy+ > Ci+@|@ni+__+im (pf__+sf)@
@(1’s 0) for CC(n)i+w@|@ni+__+im (pf__+sf)@
@(1’s 0') for CC(n)i+w@|@ni+__+im (pf__+sf)@
@(1’s 0) for CC(n)o+w@|@ni+__+om (pf__+sf)@
@(1’s 0') for CC(n)o+w@|@ni+__+om (pf__+sf)@
@(1’s 0) for CC(n)VV+@|@ni+__+m (pf__+sf)@
@(1’s 0') for CC(n)VV+@|@ni+__+m (pf__+sf)@
@(1’s 0) for V(n)(pt)C+@|@nind+__+im (pf__+sf)@
@(1’s 0') for V(n)(pt)C+@|@nind+__+im (pf__+sf)@
@(1’s 0) for V(n)a+w@|@nind+__+am (pf__+sf)@
@(1’s 0') for V(n)a+w@|@nind+__+am (pf__+sf)@
@(1’s 0) for V(n)C+@|@nind+__+im (pf__+sf)@
@(1’s 0') for V(n)C+@|@nind+__+im (pf__+sf)@
@(1’s 0) for V(n)C+A@|@nind+__+aam (pf__+sf)@
@(1’s 0') for V(n)C+A@|@nind+__+aam (pf__+sf)@
@(1’s 0) for V(n)C+w@|@nind+__+om (pf__+sf)@
@(1’s 0') for V(n)C+w@|@nind+__+om (pf__+sf)@
@(1’s 0) for V(n)C+wy@|@nind+__+wiim (pf__+sf)@
@(1’s 0') for V(n)C+wy@|@nind+__+wiim (pf__+sf)@
@(1’s 0) for V(n)C+y@|@nind+__+iim (pf__+sf)@
@(1’s 0') for V(n)C+y@|@nind+__+iim (pf__+sf)@
@(1’s 0) for V(n)Cw+ > Co+@|@nind+__+om (pf__+sf)@
@(1’s 0') for V(n)Cw+ > Co+@|@nind+__+om (pf__+sf)@
@(1’s 0) for V(n)Cy+ > Ci+@|@nind+__+im (pf__+sf)@
@(1’s 0') for V(n)Cy+ > Ci+@|@nind+__+im (pf__+sf)@
@(1’s 0) for V(n)i+w@|@nind+__+im (pf__+sf)@
@(1’s 0') for V(n)i+w@|@nind+__+im (pf__+sf)@
@(1’s 0) for V(n)o+w@|@nind+__+om (pf__+sf)@
@(1’s 0') for V(n)o+w@|@nind+__+om (pf__+sf)@
@(1’s 0) for V(n)VV+@|@nind+__+m (pf__+sf)@
@(1’s 0') for V(n)VV+@|@nind+__+m (pf__+sf)@
@(1’s 0) for VV(n)(pt)C+@|@nind+__+im (pf__+sf)@
@(1’s 0') for VV(n)(pt)C+@|@nind+__+im (pf__+sf)@
@(1’s 0) for VV(n)a+w@|@nind+__+am (pf__+sf)@
@(1’s 0') for VV(n)a+w@|@nind+__+am (pf__+sf)@
@(1’s 0) for VV(n)C+@|@nind+__+im (pf__+sf)@
@(1’s 0') for VV(n)C+@|@nind+__+im (pf__+sf)@
@(1’s 0) for VV(n)C+A@|@nind+__+aam (pf__+sf)@
@(1’s 0') for VV(n)C+A@|@nind+__+aam (pf__+sf)@
@(1’s 0) for VV(n)C+w@|@nind+__+om (pf__+sf)@
@(1’s 0') for VV(n)C+w@|@nind+__+om (pf__+sf)@
@(1’s 0) for VV(n)C+wy@|@nind+__+wiim (pf__+sf)@
@(1’s 0') for VV(n)C+wy@|@nind+__+wiim (pf__+sf)@
@(1’s 0) for VV(n)C+y@|@nind+__+iim (pf__+sf)@
@(1’s 0') for VV(n)C+y@|@nind+__+iim (pf__+sf)@
@(1’s 0) for VV(n)Cw+ > Co+@|@nind+__+om (pf__+sf)@
@(1’s 0') for VV(n)Cw+ > Co+@|@nind+__+om (pf__+sf)@
@(1’s 0) for VV(n)Cy+ > Ci+@|@nind+__+im (pf__+sf)@
@(1’s 0') for VV(n)Cy+ > Ci+@|@nind+__+im (pf__+sf)@
@(1’s 0) for VV(n)i+w@|@nind+__+im (pf__+sf)@
@(1’s 0') for VV(n)i+w@|@nind+__+im (pf__+sf)@
@(1’s 0) for VV(n)o+w@|@nind+__+om (pf__+sf)@
@(1’s 0') for VV(n)o+w@|@nind+__+om (pf__+sf)@
@(1’s 0) for VV(n)VV+@|@nind+__+m (pf__+sf)@
@(1’s 0') for VV(n)VV+@|@nind+__+m (pf__+sf)@
@(1’s 0p) for b(n)(pt)C+@|@nim=__+iman (pf__+sf)@
@(1’s 0p) for b(n)a+w@|@nim=__+aman (pf__+sf)@
@(1’s 0p) for b(n)C+@|@nim=__+iman (pf__+sf)@
@(1’s 0p) for b(n)C+A@|@nim=__+aaman (pf__+sf)@
@(1’s 0p) for b(n)C+w@|@nim=__+oman (pf__+sf)@
@(1’s 0p) for b(n)C+wy@|@nim=__+wiiman (pf__+sf)@
@(1’s 0p) for b(n)C+y@|@nim=__+iiman (pf__+sf)@
@(1’s 0p) for b(n)Cw+ > Co+@|@nim=__+oman (pf__+sf)@
@(1’s 0p) for b(n)Cy+ > Ci+@|@nim=__+iman (pf__+sf)@
@(1’s 0p) for b(n)i+w@|@nim=__+iman (pf__+sf)@
@(1’s 0p) for b(n)o+w@|@nim=__+oman (pf__+sf)@
@(1’s 0p) for b(n)VV+@|@nim=__+man (pf__+sf)@
@(1’s 0p) for C(n)(pt)C+@|@nin=__+iman (pf__+sf)@
@(1’s 0p) for C(n)a+w@|@nin=__+aman (pf__+sf)@
@(1’s 0p) for C(n)C+@|@nin=__+iman (pf__+sf)@
@(1’s 0p) for C(n)C+A@|@nin=__+aaman (pf__+sf)@
@(1’s 0p) for C(n)C+w@|@nin=__+oman (pf__+sf)@
@(1’s 0p) for C(n)C+wy@|@nin=__+wiiman (pf__+sf)@
@(1’s 0p) for C(n)C+y@|@nin=__+iiman (pf__+sf)@
@(1’s 0p) for C(n)Cw+ > Co+@|@nin=__+oman (pf__+sf)@
@(1’s 0p) for C(n)Cy+ > Ci+@|@nin=__+iman (pf__+sf)@
@(1’s 0p) for C(n)i+w@|@nin=__+iman (pf__+sf)@
@(1’s 0p) for C(n)o+w@|@nin=__+oman (pf__+sf)@
@(1’s 0p) for C(n)VV+@|@nin=__+man (pf__+sf)@
@(1’s 0p) for CC(n)(pt)C+@|@ni+__+iman (pf__+sf)@
@(1’s 0p) for CC(n)a+w@|@ni+__+aman (pf__+sf)@
@(1’s 0p) for CC(n)C+@|@ni+__+iman (pf__+sf)@
@(1’s 0p) for CC(n)C+A@|@ni+__+aaman (pf__+sf)@
@(1’s 0p) for CC(n)C+w@|@ni+__+oman (pf__+sf)@
@(1’s 0p) for CC(n)C+wy@|@ni+__+wiiman (pf__+sf)@
@(1’s 0p) for CC(n)C+y@|@ni+__+iiman (pf__+sf)@
@(1’s 0p) for CC(n)Cw+ > Co+@|@ni+__+oman (pf__+sf)@
@(1’s 0p) for CC(n)Cy+ > Ci+@|@ni+__+iman (pf__+sf)@
@(1’s 0p) for CC(n)i+w@|@ni+__+iman (pf__+sf)@
@(1’s 0p) for CC(n)o+w@|@ni+__+oman (pf__+sf)@
@(1’s 0p) for CC(n)VV+@|@ni+__+man (pf__+sf)@
@(1’s 0p) for V(n)(pt)C+@|@nind+__+iman (pf__+sf)@
@(1’s 0p) for V(n)a+w@|@nind+__+aman (pf__+sf)@
@(1’s 0p) for V(n)C+@|@nind+__+iman (pf__+sf)@
@(1’s 0p) for V(n)C+A@|@nind+__+aaman (pf__+sf)@
@(1’s 0p) for V(n)C+w@|@nind+__+oman (pf__+sf)@
@(1’s 0p) for V(n)C+wy@|@nind+__+wiiman (pf__+sf)@
@(1’s 0p) for V(n)C+y@|@nind+__+iiman (pf__+sf)@
@(1’s 0p) for V(n)Cw+ > Co+@|@nind+__+oman (pf__+sf)@
@(1’s 0p) for V(n)Cy+ > Ci+@|@nind+__+iman (pf__+sf)@
@(1’s 0p) for V(n)i+w@|@nind+__+iman (pf__+sf)@
@(1’s 0p) for V(n)o+w@|@nind+__+oman (pf__+sf)@
@(1’s 0p) for V(n)VV+@|@nind+__+man (pf__+sf)@
@(1’s 0p) for VV(n)(pt)C+@|@nind+__+iman (pf__+sf)@
@(1’s 0p) for VV(n)a+w@|@nind+__+aman (pf__+sf)@
@(1’s 0p) for VV(n)C+@|@nind+__+iman (pf__+sf)@
@(1’s 0p) for VV(n)C+A@|@nind+__+aaman (pf__+sf)@
@(1’s 0p) for VV(n)C+w@|@nind+__+oman (pf__+sf)@
@(1’s 0p) for VV(n)C+wy@|@nind+__+wiiman (pf__+sf)@
@(1’s 0p) for VV(n)C+y@|@nind+__+iiman (pf__+sf)@
@(1’s 0p) for VV(n)Cw+ > Co+@|@nind+__+oman (pf__+sf)@
@(1’s 0p) for VV(n)Cy+ > Ci+@|@nind+__+iman (pf__+sf)@
@(1’s 0p) for VV(n)i+w@|@nind+__+iman (pf__+sf)@
@(1’s 0p) for VV(n)o+w@|@nind+__+oman (pf__+sf)@
@(1’s 0p) for VV(n)VV+@|@nind+__+man (pf__+sf)@
@(1’s 3) for b(n)(pt)C+@|@nim=__+im (pf__+sf)@
@(1’s 3') for b(n)(pt)C+@|@nim=__+iman (pf__+sf)@
@(1’s 3) for b(n)a+w@|@nim=__+am (pf__+sf)@
@(1’s 3') for b(n)a+w@|@nim=__+aman (pf__+sf)@
@(1’s 3) for b(n)C+@|@nim=__+im (pf__+sf)@
@(1’s 3') for b(n)C+@|@nim=__+iman (pf__+sf)@
@(1’s 3) for b(n)C+A@|@nim=__+aam (pf__+sf)@
@(1’s 3') for b(n)C+A@|@nim=__+aaman (pf__+sf)@
@(1’s 3) for b(n)C+w@|@nim=__+om (pf__+sf)@
@(1’s 3') for b(n)C+w@|@nim=__+oman (pf__+sf)@
@(1’s 3) for b(n)C+wy@|@nim=__+wiim (pf__+sf)@
@(1’s 3') for b(n)C+wy@|@nim=__+wiiman (pf__+sf)@
@(1’s 3) for b(n)C+y@|@nim=__+iim (pf__+sf)@
@(1’s 3') for b(n)C+y@|@nim=__+iiman (pf__+sf)@
@(1’s 3) for b(n)Cw+ > Co+@|@nim=__+om (pf__+sf)@
@(1’s 3') for b(n)Cw+ > Co+@|@nim=__+oman (pf__+sf)@
@(1’s 3) for b(n)Cy+ > Ci+@|@nim=__+im (pf__+sf)@
@(1’s 3') for b(n)Cy+ > Ci+@|@nim=__+iman (pf__+sf)@
@(1’s 3) for b(n)i+w@|@nim=__+im (pf__+sf)@
@(1’s 3') for b(n)i+w@|@nim=__+iman (pf__+sf)@
@(1’s 3) for b(n)o+w@|@nim=__+om (pf__+sf)@
@(1’s 3') for b(n)o+w@|@nim=__+oman (pf__+sf)@
@(1’s 3) for b(n)VV+@|@nim=__+m (pf__+sf)@
@(1’s 3') for b(n)VV+@|@nim=__+man (pf__+sf)@
@(1’s 3) for C(n)(pt)C+@|@nin=__+im (pf__+sf)@
@(1’s 3') for C(n)(pt)C+@|@nin=__+iman (pf__+sf)@
@(1’s 3) for C(n)a+w@|@nin=__+am (pf__+sf)@
@(1’s 3') for C(n)a+w@|@nin=__+aman (pf__+sf)@
@(1’s 3) for C(n)C+@|@nin=__+im (pf__+sf)@
@(1’s 3') for C(n)C+@|@nin=__+iman (pf__+sf)@
@(1’s 3) for C(n)C+A@|@nin=__+aam (pf__+sf)@
@(1’s 3') for C(n)C+A@|@nin=__+aaman (pf__+sf)@
@(1’s 3) for C(n)C+w@|@nin=__+om (pf__+sf)@
@(1’s 3') for C(n)C+w@|@nin=__+oman (pf__+sf)@
@(1’s 3) for C(n)C+wy@|@nin=__+wiim (pf__+sf)@
@(1’s 3') for C(n)C+wy@|@nin=__+wiiman (pf__+sf)@
@(1’s 3) for C(n)C+y@|@nin=__+iim (pf__+sf)@
@(1’s 3') for C(n)C+y@|@nin=__+iiman (pf__+sf)@
@(1’s 3) for C(n)Cw+ > Co+@|@nin=__+om (pf__+sf)@
@(1’s 3') for C(n)Cw+ > Co+@|@nin=__+oman (pf__+sf)@
@(1’s 3) for C(n)Cy+ > Ci+@|@nin=__+im (pf__+sf)@
@(1’s 3') for C(n)Cy+ > Ci+@|@nin=__+iman (pf__+sf)@
@(1’s 3) for C(n)i+w@|@nin=__+im (pf__+sf)@
@(1’s 3') for C(n)i+w@|@nin=__+iman (pf__+sf)@
@(1’s 3) for C(n)o+w@|@nin=__+om (pf__+sf)@
@(1’s 3') for C(n)o+w@|@nin=__+oman (pf__+sf)@
@(1’s 3) for C(n)VV+@|@nin=__+m (pf__+sf)@
@(1’s 3') for C(n)VV+@|@nin=__+man (pf__+sf)@
@(1’s 3) for CC(n)(pt)C+@|@ni+__+im (pf__+sf)@
@(1’s 3') for CC(n)(pt)C+@|@ni+__+iman (pf__+sf)@
@(1’s 3) for CC(n)a+w@|@ni+__+am (pf__+sf)@
@(1’s 3') for CC(n)a+w@|@ni+__+aman (pf__+sf)@
@(1’s 3) for CC(n)C+@|@ni+__+im (pf__+sf)@
@(1’s 3') for CC(n)C+@|@ni+__+iman (pf__+sf)@
@(1’s 3) for CC(n)C+A@|@ni+__+aam (pf__+sf)@
@(1’s 3') for CC(n)C+A@|@ni+__+aaman (pf__+sf)@
@(1’s 3) for CC(n)C+w@|@ni+__+om (pf__+sf)@
@(1’s 3') for CC(n)C+w@|@ni+__+oman (pf__+sf)@
@(1’s 3) for CC(n)C+wy@|@ni+__+wiim (pf__+sf)@
@(1’s 3') for CC(n)C+wy@|@ni+__+wiiman (pf__+sf)@
@(1’s 3) for CC(n)C+y@|@ni+__+iim (pf__+sf)@
@(1’s 3') for CC(n)C+y@|@ni+__+iiman (pf__+sf)@
