@Georgian@|@English@
@აზარტული თამაში@|@gamble, gambling@
@აზარტული თამაში კამათლებით@|@craps@
@აზარტული მოთამაშე@|@plunger@
@აზარტული მოთამაშეები@|@plungers@
@აზარფტულ თამაშებს თამაშობს@|@gambling@
@აზბესტი@|@asbestos@
@აზე ჭუჭყიანი@|@blackest@
@აზელილი თიხა@|@pug@
@აზვიადებს@|@exaggerates, exaggerating, overstates, overstating@
@აზვიადებს, ალამაზებს@|@romances, romancing@
@აზვირთდა@|@surged@
@აზვირთება@|@billow, surge@
@აზვირთებული@|@billowed, billowy, surged@
@აზიანებს@|@blemishes, blights, damages, damaging, hurting, hurts@
@აზიატები@|@Asiatics@
@აზიელები@|@Asians@
@აზიელი@|@Asian, Asiatic@
@აზიის ტროპიკული ნაწილის პალმის ჯიში@|@areca@
@აზიმუტები@|@azimuths@
@აზიმუტი@|@azimuth@
@აზიური@|@Asian, Asiatic@
@აზოგადებს@|@generalizes, generalizing@
@აზომიერებს@|@moderates, moderating@
@აზოტის ჟანგი@|@nitric@
@აზოტური@|@nitrous@
@აზრად მოუსვლელი@|@unsinkable@
@აზრები@|@thinks, thoughts, verdicts, voices@
@აზრები, შეხედულებები@|@opinions@
@აზრთა სხვადასხვაობა@|@dissension, dissent@
@აზრთა სხვადასხვაობები@|@dissensions@
@აზრი@|@estimation, purport, thinking, verdict, voice@
@აზრი გამოთქვა@|@opined@
@აზრი, იდეა განავითარა@|@explicated@
@აზრი, შეხედულება@|@opinion@
@აზრიანად@|@meaningfully@
@აზრიანი@|@meaningful@
@აზრის გამოთქმა@|@opine@
@აზრის გამოხატვის სტილი@|@diction@
@აზრის, იდეის განვითარება@|@explicate@
@აზროვნება@|@thought@
@აზროვნების გაორება@|@double-think@
@აზროვნების უნარი@|@mentalities, mentality@
@აზრს გამოთქვამს@|@opines, opining@
@აზრს, იდეას ავითარებს@|@explicates, explicating@
@აზღვევს@|@ensures, ensuring, insures, insuring, secures,@
@ათავისუფლებს@|@exonerates, exonerating, freeing, frees,@
@ათავსებს@|@places, placing, positioning, positions, puts, sets,@
@ათამამამებს@|@indulges, indulging@
@ათანაბრებს@|@brackets, equalizes, equalizing@
@ათარიღებს@|@dates, dating@
@ათასები@|@thousands@
@ათასი@|@thousand, thousand@
@ათასი წვრილმანი@|@sundries@
@ათასწლეულები@|@millennia@
@ათასწლეული@|@millennium@
@ათასწლოვანი@|@millennial@
@ათასჯერ დიდი@|@thousandfold@
@ათასჯერ მეტად@|@thousandfold@
@ათბობდა@|@hotted@
@ათბობს@|@heating, heats, hots, hotting, warming, warms@
@ათგირვანქიანი ბანკნოტები@|@tenners@
@ათგირვანქიანი ბანკნოტი@|@tenner@
@ათეთრებს@|@blanches, whitening, whitens, whitewashes,@
@ათეიზმი@|@atheism@
@ათეისტები@|@atheists, infidels@
@ათეისტი@|@atheist, infidel@
@ათეისტური@|@atheistic@
@ათენელები@|@Athenians@
@ათენელი@|@Athenian@
@ათენი@|@Athens@
@ათენური@|@Athenian@
@ათეულები@|@decades@
@ათეული@|@decade@
@ათვალიერებს@|@examines, examining, mustering, musters, surveying,@
@ათვინიერებს@|@tames, taming@
@ათი@|@ten, ten@
@ათი მილიონი@|@crore@
@ათლანტა@|@Atlanta@
@ათლეტები@|@athletes@
@ათლეტი@|@athlete@
@ათლეტიკა@|@athletics@
@ათლეტური@|@athletic@
@ათმარცვლიანი@|@decasyllabic@
@ათმარცვლიანი სიტყვა@|@decasyllable@
@ათმარცვლიანი სიტყვები@|@decasyllables@
@ათობითები@|@decimals@
@ათობითი@|@decimal@
@ათპენსიანები@|@tenpences@
@ათპენსიანი@|@tenpence@
@ათრევს@|@hauling, hauls, manhandles, manhandling@
@ათრთოლებული@|@fluttered@
@ათრობს@|@fuddles, fuddling, inebriates, inebriating,@
@ათქვეფა@|@whisk@
@ათქვეფილი@|@whisked@
@ათქვეფილი ნაღები ღვინითა და შაქრით@|@sillabub@
@ათქვიფა@|@whisked@
@ათცენტიანი მონეტა@|@dime@
@ათცენტიანი მონეტები@|@dimes@
@ათჭიდელი@|@all-rounder@
@ათხევადებს@|@rarefies, rarefying@
@ათხელებს@|@liquefies, liquefying@
@ათჯერადი@|@denary, tenfold@
@აი ის@|@yon, yonder@
@აი იქ@|@yon, yonder@
@აიარაღებს@|@disarming, disarms@
@აიაფებს@|@cheapening, cheapens@
@აიბურდა@|@addled@
@აიგივებს@|@equates, equating@
@აიდა@|@Ada@
@აიდეალებს@|@idealizes, idealizing@
@აივანი@|@balcony@
@აივი@|@Ivy@
@აივნები@|@balconies@
@აივნიანი@|@balconied@
@აივსო@|@primed@
@აივსო ხალხით@|@overcrowded@
@აიკიდა@|@shouldered@
@აიმაღლა@|@reared@
@აინტერესებდა@|@interested@
@აინტერესებს@|@interesting, interests@
@აინტრიგებს@|@intrigues, intriguing@
