@English@|@Yiddish@
@living@|@parnose@
@Living high off the hog!@|@Lebst a chazerishen tog!@
@lizard@|@yashtsherke@
@loaf (of bread)@|@leybl@
@loaf of bread@|@labn@
@loafer@|@Laidik-gaier@
@local@|@dortik, ortik@
@locale@|@mekoymes, mokem@
@lock@|@shleser, shlos@
@locksmith@|@shloser@
@lodging@|@stantsye@
@Lodz; city in Poland@|@lodzsh@
@loft@|@boydem-shtub@
@log (wood)@|@klots (kletser)@
@logistics@|@logistik@
@lokshen kugel@|@lokshn kugl@
@lonely@|@elnt@
@Long@|@lang, Pripitchok@
@long ago@|@lang tsurik@
@Long may you live!@|@Lang leben zolt ir@
@Long side-curls worn@|@Payess@
@Long winter underwear@|@Gatkes@
@longevity@|@arikhes-yomim@
@longing@|@benkenish, Benkshaft@
@look@|@aynkukn zikh, blik@
@look (at)@|@kukn@
@look for@|@zukhn@
@Look here; look here!@|@Zeh nor; zeh nor!@
@look in@|@araynkukn@
@Look out!@|@Hit zich!@
@look through@|@adurkhkukn, adurkhn, durkhkukn@
@Look!@|@Kuk!@
@loose@|@loyz@
@Loose bowel movement@|@A shittern mogn@
@loosen@|@loyz makhn@
@Lord@|@hashem-yisborekh@
@Lord of the World@|@reboyne-sheloylem@
@lose heart@|@aropfaln bay zikh@
@lose money in a business@|@derleygn@
@lose one's way@|@farblondzshen@
@lose something@|@farlirn@
@loss@|@onver@
@lost@|@farblondzshet, farfaln, farloyrn@
@Lost@|@Farfolen@
@lot@|@marokhe@
@lottery@|@tsiung@
@loud noise@|@koyles@
@loud whistle@|@svishtsh@
@Louder@|@Hecher@
@Loudmouth@|@Plyoot@
@louse@|@loyz@
@louse (bug)@|@loyz@
@lousy@|@farkakt@
@love@|@aave, lib hobn, libe, libn, libshaft@
@Low class people@|@Prostaches@
@Low-class shithead@|@Proster chamoole@
@lowland@|@nider@
@luck@|@mazl, mazoles@
@Luckless person@|@Shlimazel@
@lucky@|@mazldik@
@luggage@|@bagazh@
@lullaby@|@viglid@
@lunatic@|@meshugener@
@Lunch@|@mitog@
@machine@|@mashin@
@machinery@|@mashinerye@
@Mad@|@Meshugeneh@
@made of sheet metal@|@blekhn@
@madmen@|@meshugoim@
@magazine@|@zhurnal@
@magical@|@kishefdik, kishefmakher@
@magician@|@kishefmakher@
@Magic-worker@|@Kishef macher@
@maiden@|@bsule, moyd, moyd@
@maiden name@|@meydlsher nomen@
@main meal@|@onbaysn@
@maintain@|@derhaltn, onhaltn, oyfhaltn@
@majority@|@rov@
@make@|@makhn@
@make a fuss over...@|@makhn a tsimes fun...@
@make a gesture with the thumb@|@makhn a fayg@
@make a speech@|@haltn a red@
@make amends for@|@meytev zayn@
@make an impresson@|@makhn an ayndruk oyf@
@Make fun of@|@Choyzik machen@
@make love@|@liuben zikh@
@make more Jewish@|@faryidishn@
@make up@|@tsunoyfshteln@
@make way for@|@opramen dem veg far@
@make yellow@|@fargeln@
@male@|@mansbil, mantsbil@
@male (gender)@|@zokher (zkhorem)@
@Male infant@|@pisher@
@man@|@ben-odem, bney-odem, man, mansparshoyn, Mentsh@
@Man built like an ox@|@Bulvan@
@Man of distinguished lineage@|@Yachsen@
@Man of worth and dignity@|@Choshever mentsh@
@man of...@|@bal-@
@manager@|@farvalter, onfirer, onfirer@
@mandelbrot@|@mandlbrot@
@manic@|@manish@
@mankind@|@mentshheyt@
@Manly@|@Gantseh mentsh@
@manuscript@|@ksavya'd, manuskript@
@many@|@fil, sakh@
@many times@|@a sakh mol@
@many-sided@|@filzaytik@
@map@|@karte@
@Map@|@mape@
@marble@|@bikl@
@March@|@marts, merts@
@march (walk)@|@marsh, marshirn@
@marching music@|@marshmuzik@
@mark@|@simen, simonem@
@marketplace@|@mark@
@marmalade@|@marmelad@
@marmot@|@baybak@
@marriage@|@heyrat, khasene@
@married@|@farheyrat, khasene-gehat@
@married couple@|@porfolk@
@married man@|@bavaybt@
@married woman@|@bamant@
@marrow@|@markh@
@marry@|@khasene tsu hobn mit...@
@martyr@|@martirer@
@masculine@|@mantsbilsh, menlekh@
@masculine gender (grammar)@|@loshn-zokher@
@mass-@|@mas-@
@massacre@|@oyshargenen@
@Master craftsman@|@mayster@
@match@|@meshadekh zayn, ziveg, zivugum@
@Match@|@Shidech, shiduchim@
@match of two people@|@shidekh, shidukhim@
@match stick@|@shvebele@
@matchmaker@|@shadkhn@
@Matchmaker@|@Shadchen@
@material@|@materiyel, materyal, shtof@
@materialize@|@mekuyem vern@
@maternity ward@|@kimpet-palate@
@mathematical@|@matematish@
@mathematician@|@matematiker@
@mathematics@|@matematik@
@matsah@|@matse@
@matsah ball@|@matse-kneydl@
@matter@|@inyen, inyonim@
@mattress@|@matrats@
@maven@|@mevinim, meyvn@
@maximum@|@maksimal, maksimum@
@May@|@may@
@May God help me!@|@Zol Got mir helfen!@
@May God prevent!@|@Zol Got ophiten!@
@May God remember@|@yiskor@
@May he be blessed@|@yisborekh@
@May he break a leg!@|@Zol er tsebrechen a fus!@
@May his name be erased!@|@yemakh-shmoy@
@May you explode@|@Platsin zuls du@
@May you grow like an onion@|@Vahksin zuls du vi a tsibeleh@
@May you grow to health@|@Vahksin zuls du tsu gezunt@
@May you grow to life@|@Vahksin zuls du tsu leben@
@May you grow to long years@|@Vahksin zuls du tsu langeh yor@
@May you suffer an ugly fate!@|@Chap ein a meesa meshina!@
@May your strength continue@|@Yashir koyech@
@mayor@|@birger-mayster@
@me@|@mikh, mir@
@Me@|@Ikh@
@meager@|@knap, Shitter@
@meal@|@mel, moltsayt@
@meal eaten Saturday night@|@melave-malke, melavemalke@
@mean@|@bataytn@
@Mean spirited@|@Drek auf dem teller@
@meaning@|@batayt, pshat, pshotim, taytsh@
@meanwhile@|@beyne-lebeyne, bshas mayse, dervayl, dervayle@
@measure@|@moser@
@measurement@|@mestung, mos@
@Meat@|@fleysh@
@meat loaf@|@klops@
@meaty@|@fleyshik@
@Mechanic@|@Maynster, Shlosser@
@mechanical@|@mekhanish@
@meddler@|@kokhlefl@
@Meddlesome person@|@Muttelmessig@
@Meddlesome spectator@|@Kibbitzer@
@medical@|@meditsinish@
@medication@|@medikament@
@meet@|@bagegn, bakenen zikh@
@meeting@|@bagegnish, farzamlung, zitsung@
@melody@|@melodye, nign, nigunim@
@melon@|@melon@
@melupim@|@melupm@
@mem; 14th letter of alphabet@|@mem@
@member of a group@|@mitglid@
@member of the household@|@ben-bayes@
@members of a household@|@hoyzgezind@
@memorable@|@tsu gedenken@
@memories@|@zikhroynes@
@memory@|@ondenk, zikorn@
@menace@|@droen@
@Menace@|@Bandit@
@Men's room@|@Menner vash tsimmer, Vash-tsimmer far menner@
@mental block@|@shter@
@mention@|@dermanen, dermonen, dermonung@
@merchandise@|@skhoyre@
@merciful@|@derbaremdik@
@merciless@|@umbrakhmonesdik@
@mercy@|@rakhmim@
@Mere nothings@|@Shihi-pihi@
@merger@|@tsunoyfgus@
@mermaid@|@yam-meydl@
@Merry Christmas@|@Fraylekhn Krismes@
@Merry Christmas!@|@Freylekhe nitl!@
@mess@|@balagan@
@message@|@bsure, psure@
@Messenger@|@Shik-yingel@
@Messiah@|@moshiyekh@
@metal@|@metal@
@metaphor@|@metafor@
@metaphoric@|@metaforish@
@metaphorically@|@metaforish@
@metaphysics@|@metafizik@
@meter@|@meter@
@method@|@metod, shite@
@mew@|@myauken@
@Mezuze@|@mezuze@
@Michael@|@mikhoyl@
@midday meal@|@mitog@
@middle@|@mitl, mitn@
@Middle Ages@|@mitl-elter@
@Middle finger@|@Groyser finger@
@middle of the road@|@mitlveg@
@Midrash@|@medresh, medroshim@
@migration@|@vanderung@
@mil@|@mil@
@Mildewed@|@Farfoylt@
@mile@|@mayl@
@military@|@militerish@
@milk@|@milkh@
@millennium@|@yortoyznt@
@miller@|@milner@
@million@|@milyon@
@millionaire@|@milyon@
@mince@|@tsehakn@
@miniature@|@miniyatur@
@ministry@|@ministeryum@
@Minsk@|@minsk@
@minute@|@minut@
@miracle@|@nes, nisim@
@miracle worker@|@bal-shem, bale-shem@
@Miracle-worker@|@Balnes@
@mirror@|@shpigl@
@miscelleneous@|@farsheydene@
@Mischief maker@|@Mossik@
@mischievous child@|@mazek, mazikim@
@miserable@|@nebekhdik@
@Miserable@|@Finster un glitshik@
@misery@|@tsores@
@misfortunate@|@shlimazldik@
@misfortune@|@brokh, maler, shlimazl, umglik@
@Mishne@|@mishne@
@mislay@|@farleygn@
@miss@|@Benken, nokh@
@Miss@|@fraylin@
@missing@|@felndik@
@mist@|@tuman@
@mistake@|@feler, toes@
@Mister@|@adoyn, adoyni, Her, reb@
@mistress of the house@|@baleboste@
@Mistress of the house@|@Baleboosteh@
@mistrust@|@umtsutroy@
@misunderstanding@|@umfarshteyenish@
@mite@|@milb@
@mitten@|@kulikl@
@mix@|@farmishn, mishn@
@mix in@|@araynmishn zikh@
@mixed up@|@Aiver butelt, farmisht, tsemisht@
@moan@|@Krechts@
@modern@|@modern@
@modernization@|@modernizatsye@
@modernize@|@modernizirn@
@modest@|@basheyden@
@modesty@|@basheydnkeyt, tsnies@
@moldy@|@farshimlt@
@Moldy@|@Farschimmelt@
@molecule@|@molekul@
@molest@|@balestikn@
@mom@|@mame@
@moment@|@moment, oygnblik@
@Monday@|@montik@
@money@|@gelt@
@Money goes to money@|@Gelt gait tzu gelt@
@Money is not a problem@|@Gelt is nisht kayn dayge@
@monk@|@monakh@
@monkey@|@malpe@
@monologue@|@monolog@
@monster@|@farzeenish, monkalb, monkelber, monster@
@month@|@hoydesh@
@Month@|@monat@
@month of Shevat@|@shevet@
@monthly@|@khoydeshlekh@
@monument@|@denkmol, monument@
@moon@|@levone@
@Moor@|@murin@
@moral@|@moralish@
@more@|@mer, meyn@
@more or less@|@merveniker@
@more...than@|@mer...eyder@
@moreover@|@dertsu@
@morning@|@frimorgn, Morgn@
@morning gown@|@shlofrok@
@morning prayer@|@shakhres@
@morror@|@shpigl@
@mortal@|@boser-vedom@
@mortality@|@shtarbikeyt@
@mortar@|@boyvapne, vapne@
@mortgage@|@hipotek@
@Moscow@|@moskve@
@Moses@|@moyshe@
@most@|@merste, merstns@
@most important thing@|@hoyptzakh@
@most of@|@s'rov@
@mostly@|@al-pi rov, merstns@
@moth@|@mokh@
@mother@|@mame, mamen, muder, muter@
@Mother dear@|@Mameleh@
@Mother language@|@Mamelushen@
@mother tongue@|@mame-loshn@
@mother-in-law@|@mekhutnste, shviger@
@Mother-In-Law@|@Mechutainista@
@motherly@|@mamish, muterlekh@
@Mother's favorite!@|@Tsatskeleh der mamehs!@
@motive@|@motiv@
@Mountain@|@barg@
@Mourning period of seven day@|@Shiva@
@mouse@|@mayz, mayzl, moyz@
@mouth@|@moyl, pisk@
@move@|@bavegn@
@move (oneself)@|@rukn zikh@
@move oneself@|@rirn zikh@
@move out of a house@|@aroysklaybn zikh@
@move something@|@bavegn@
@movement@|@bavegung@
@movie@|@film@
@movie picture@|@kinobild@
@movie theater@|@kino@
@Mr.@|@h', Her, r'@
@Mrs.@|@froy@
@Mrs. National Enquirer@|@Yente telebente@
@msyticism@|@mistik@
@much ado about nothing@|@oyfn himl a yarid@
@Much ado about nothing!@|@Oyfen himmel a yarid!@
@mud@|@blote@
@mule@|@moyleyzl@
@multitude@|@makhne@
@mumble@|@beben, Preplen@
@Murder@|@Retsiche@
@murderer@|@merder, rotseyekh, rotskhem@
@murderousness@|@retsikhe@
@murmur@|@murmlen@
@museum@|@muzey@
@Museum@|@muzeum@
@mushroom@|@shveml@
@music@|@muzik@
@musical@|@klezmerish, muzikalish@
@musical group@|@kapelye@
@musical piece@|@pyese@
@musician@|@klezmer, klezmorem, muziker@
@Muslim@|@musulman, musulmener@
@must@|@darfn, muzn@
@mustache@|@vontses@
@mustard@|@zeneft@
@my@|@mayn@
@My heart told me@|@Dos hartz hot mir gezogt@
@My money went down the drain!@|@In drerd mein gelt!@
@My name is...@|@Ikh heys...@
@My name is….@|@Ikh heys...@
@My Yiddish is bad@|@Mayns Yidish iz shlekht@
@mystery@|@retenish@
@Mystery meat@|@Gedempte flaysh@
@mystical@|@mistish@
@myth@|@mitos@
@mythical@|@mitish@
@mythology@|@mitologie@
@nail@|@tshvok@
@nail clippers@|@negl-sherl@
@nail polish@|@negl-lakir@
@nail to the spot@|@tsushmidn@
@naive@|@temimesdik@
@Naive@|@Kunyehlemel@
@Naive person@|@shmo, Shmoe@
@naivete@|@temimes@
@naked@|@naket@
@name@|@nomen@
@namely@|@dehayne@
@nap@|@dreml, dremlen, Shloof@
@narrator (female)@|@naratorshe@
@narrator (male)@|@narator@
@narrow@|@shmol@
@Narrowly achieved@|@Kam derlebt@
@nasal@|@fanfate@
@nation@|@land@
@national@|@natsyonal@
@nationality@|@natsyonalitet@
@native@|@ayngeboyrn, hi-geboyrn@
@native (of an area)@|@ayngeboyrner@
@native language@|@muter-shprakh@
@natural@|@natirlekh, naturlikh@
@naturalize@|@aynbirgern, aynbirgern zikh@
@nature@|@natur, teve@
@Nausea@|@Chaloshes@
@nauseating@|@khaloshesdik@
@Near@|@noent@
@nearby@|@derbayik@
@neat@|@tsikhtik@
@nebish (American Jewish)@|@nebish@
@necessarily@|@dafke, davke@
@necessary@|@neytik@
@necessity@|@neytikeyt@
@neck@|@haldz, heldzer@
@neck of a chicken@|@heldzl@
@necklace@|@haldzband, haldzbender@
@need@|@badarfn, badarfn, baderfenish, noyt@
@needle@|@nodl@
@negative@|@negativ@
@neighbor@|@shkheyne, shkheynim, shochn, shokhn@
@Neilah; the last prayer@|@nile@
@Neither here nor there@|@Nit ahin; nit aher@
@neither milk nor meat food@|@pareve@
@nephew@|@plimenik@
@nerve@|@yagdes@
@nervous@|@nerveish, nervez@
@Nervous@|@Narvez@
@ness (-ness)@|@keyt@
@nest@|@nest@
@nest egg@|@knipl@
@nestle@|@tulyen@
@network@|@nets@
@Neutral food@|@Parveh@
@never@|@keyn mol nisht@
@Never mind@|@Loz tsu ru, Meyle@
@new@|@nay@
@New Year's Day@|@nayyor@
@new Yiddish language@|@ney-yidish@
@New York@|@nyu york@
@newborn infant@|@kimpetkind@
@newly-wed married man@|@balbesl, balebesl@
@newspaper@|@blat, bleter, tsaytung@
@newspaper stand@|@shtel@
@next@|@vayter@
@next year@|@iber a yor, iberayor@
@Nice to meet you@|@zeyer ayngenem aych tsu trefn@
@Nice to meet you!@|@Es frayt mikh dikh tsu kenen.@
@nickel@|@finfele, nikl@
@nickname@|@tsunomen@
@nicotine@|@nikotin@
@niece@|@plimenitse@
@night@|@nakht@
@night fall@|@tsufaln@
@Night is falling@|@Nacht falt tsu@
@night shirt@|@nakhthemd@
@nightmare@|@beyzer kholem@
@nincompoop@|@shmendrik@
@nine@|@nayn@
@nineteen@|@nayntsn@
@ninety@|@nayntsik@
@nip@|@knip@
@nipple@|@opl@
@Nissan; the 7th month@|@nisn@
@no@|@keyn, Neyn@
@no admittance@|@nisht arayngeyn@
@No big deal!@|@Nishtkefelecht@
@No Evil-Eye!@|@keyn ayenore, keyn eynhore, keyn eynore, keynahore@
@no less than@|@a kayme-lon fun@
@no more@|@oys@
@No problem!@|@Keyne problem!@
@No smoking@|@Nit raykhern@
@No vacancies@|@nishto kayn fraye pletser@
@Noah@|@noyekh@
@nobility@|@adl@
@noble@|@adldik@
@nobody@|@keyner@
@nobody!@|@Nishtikeit!@
@nocturnal@|@nakhtik, nakhtish@
@No-good person@|@Nishtgutnick@
@noise@|@tuml@
@noisy@|@tumldik@
@non-Jewish boy@|@sheygets@
@Non-Jewish boy@|@Shaigitz@
@non-Jewish girl@|@shikse@
@Non-Jewish girl@|@Shikseh@
@non-kosher@|@treyf@
@non-numeric@|@umtsolik@
@nonsense@|@shmontses@
@noodles@|@lokshn@
@Noodles@|@Lokshen@
@noon@|@halber tog, mitogtsayt@
@noon hour@|@mitog-sho@
@normal@|@normal@
@North@|@tsofn@
@nose@|@nezer, noz, shnoz@
@nostalgic@|@farbenkt, nostalgish@
@nostril@|@nozlekher, nozlokh@
@not@|@nisht, nit@
@not a few@|@nisht veynik@
@not at all@|@klal….nisht@
@not be permitted to@|@torn@
@Not being able to walk right@|@Farklempt fis@
@not even@|@nisht nor@
@Not good@|@Nisht gut@
@not here@|@nishto, nito@
@Not in reality@|@kloymersht@
@Not necessary@|@Nisht naitik@
@Not on speaking terms@|@Broygis@
@Not so bad@|@Nisht geferlech@
@Not so fast!@|@Chap nit!@
@not so much@|@nisht azoy...vi...@
@Not to have any choice@|@Kein briere iz oich a breire@
@Not today; not tomorrow!@|@Nit heint; nit morgen!@
@Not what it's cracked up to be@|@Alle ziben glicken@
@not yet@|@nokh nisht@
@Not yet@|@Noch nisht@
@notary public@|@notar@
@note@|@fartseykhenen@
@notebook@|@heft@
@Nothing@|@Bupkis, Chei kuck, Gornisht, Nebechel@
@Nothing much@|@Nit fil@
@Nothing of value@|@Shmek tabik@
@Nothing will help!!@|@Es vet gornit helfen!@
@notice@|@bamerk, bamerk, bamerkn, mehader zayn, notits@
@noun (grammar)@|@substantiv@
@nourish@|@dernern@
@nourishment@|@dernerung@
@Nouveau riche!@|@Olreitnik!@
@novel@|@roman@
@November@|@november@
@now@|@atsind, atsinder, itst, itster, yetst, yetstik@
@now (1)@|@atsindert@
@now and then@|@fun tsayt tsu tsayt@
@now...now@|@dos...dos@
@nozzle@|@nezl@
@nucleus@|@kerndl@
@nudge@|@a shturkh ton, a tore ton, a tore ton, nudzh@
@nudnik@|@nudnik@
@nuetral@|@neytral@
@nuetrality@|@neytralitet@
@nuisance@|@nudnik, shlak, tsutshepenish@
@number@|@numer, numerirn, tsol@
@numeral@|@tsifer@
@numeral grammar@|@tsolvort@
@nun; 15th letter of alphabet@|@nun@
@nurse@|@krankshvester, nianie@
@nut@|@nis, nus@
@oasis@|@oazis@
@oath@|@shvue@
@obese@|@fet@
@obey@|@folgn@
@Obey me!@|@Folg mikh!@
@object@|@dover, obyekt@
@objective@|@tsil@
@obligated@|@farflikhtet@
@obligation@|@khoyv@
@obligation of@|@khoyvas@
@obligatory@|@obligatorish@
@obliged@|@mekhuyev@
@observe@|@observirn, onkukn, praven@
@observer@|@observator@
@obstacle@|@shter@
@obstruct@|@farshteln@
@occupant@|@okupant@
@occupation@|@okupatsye@
@occur to one's mind@|@aynfaln@
@occurs@|@khal@
@ocean@|@yamem, yamen@
@Ocean@|@okean, yam@
@Ocean wave@|@Chvalye@
@o'clock@|@azeyger@
@October@|@oktober@
@odd@|@meshunedik@
@Odessa@|@oDES@
@odor@|@shmukht@
@of@|@fun, shel@
@of blessed memory@|@zal, zikhroyne-livrokhe@
@of course@|@farshteyt zikh@
@Of course@|@Avade, Zikher@
@of old@|@far tsaytn@
@off@|@arop, avek, avek, op@
@off and on@|@avek, vi amol, vi ven@
@offender@|@ibershprayzer@
@offensive@|@derviderdik@
@office@|@byuro, ofis@
@office (position)@|@amt@
@office worker@|@byuralist@
@official@|@baamter, ofitsiel, ofitsyel@
@often@|@oft, oftmol@
@Oh God!@|@Gotteniu!@
@Oh hell!@|@A broch!@
@oh no!@|@oy vey!@
@Oh!@|@Ei! Ei!@
@Oh; what a disaster@|@A chorbn@
@oil@|@boyml@
@oil (for eating)@|@boyml@
@oil field@|@naftfeld@
@oily@|@aylik@
@old@|@alt@
@Old  woman@|@Di skeyne@
@old age@|@altkeyt@
@old fashioned@|@alt-modish@
@old geezer@|@alter kaker@
@old German language@|@altdaytsh@
@Old goat@|@Alter bok@
@old maid@|@alte moyd, Alteh moid@
@old man@|@alter, altetshker, skeynim, zokn@
@Old man@|@Der zokn@
@Old men@|@Di skeynim@
@Old Testament@|@tanakh@
@old woman@|@altetshke, skeyne@
@Old women@|@Di Skeynes@
@Old Yiddish@|@altyidish@
@old-fashioned@|@alttsaytish@
@olive@|@eylbert, masline@
@Omelet@|@Feinkochen@
@omit@|@oyslozn@
@omitted@|@oysgelozt@
@on@|@oyf@
@on account of@|@tsulib dem, tsulibn@
@on behalf of@|@letoyves@
@on purpose@|@bekivn@
@on the contrary@|@aderabe, adrabe, farkert@
@on the eve of@|@erev@
@on the part of@|@mitsad@
@on the right@|@oyf rekhts, rekhts@
@on the way@|@unter vegns@
@on the way back@|@tsurik vegs@
@on this account@|@fun dest halbn@
@on Thursday@|@donershtik@
@once@|@eyn mol@
@once and for all@|@eyn mol far ale mol@
@one@|@eyns, men@
@one (number)@|@eyn@
@one (when counting numbers)@|@eyns@
@one and a half@|@andert halb, anderthalb, onderthalbn@
@one hundred@|@hundert@
@one million@|@milyon@
@One moment please!@|@A moment; ikh bet dikh!, A oygnblik; ikh bet dikh!@
@One more time@|@Noch a mool@
@One mustn't@|@Min tor nit@
@one of the Thirty Six Good Men@|@lamed-vovnik@
@one of us@|@an eygen, er mentsh@
@one thousand@|@toyznt@
@One ticket to...; please@|@eyn bilet kayn...;bite@
@one who drops whatever touchs@|@Gelaimter@
@one who flouts Jewish law@|@Shaigetz ainer!@
@One who has succeeded@|@Alrightnik@
@one who performs circumcision@|@moyel@
@One who stirs up trouble@|@Kochleffel@
@one who's always causing grief@|@Menuvel@
@Oneness of God@|@ekhod@
@oneself@|@zikh@
@ongoing@|@ongeyendik@
@onion@|@tsibele@
@onion roll@|@tsibele pletsl@
@onlooker@|@kibitser@
@only@|@bloyz, eyntsik, mernisht, mernisht, nayert, nor, nor@
@Only God knows@|@Nor Got vaist@
@only son@|@benyokhed@
@open@|@efenen@
@Open@|@ofn@
@open (a book)@|@oyfmishn@
@opening@|@derefenung@
@openly@|@bifresye@
@opera@|@opere@
@operetta@|@operete@
@opinion@|@hasbore, meynung@
@opponent@|@kegner@
@opponent of Hasidism@|@misnaged@
@oppose@|@antkegngeshteln zikh, shteyn antkegn@
@oppose something@|@antkegngeshteln@
@opposite@|@antkegn, heypekh@
@Opposite of Yiddishe kop@|@Goyishe kop@
@opposition@|@vidershtand@
@oppress@|@drikn@
@optics@|@optik@
@optimistic@|@optimistish@
@opus@|@verk@
@or@|@oder@
@orally@|@bal-pe, balpe@
@orange@|@marants@
@orator@|@orator@
@orbit@|@orbit@
@orchard@|@sod@
@orchestra@|@orkester@
@orchid@|@orkhideye@
@order@|@bafel, bafel, bafeln, ordenung, sdorim, seyder, tolk@
@order (goods)@|@bashteln@
@ore@|@arts@
@organ@|@organ@
@organization@|@organizatsye@
@organize@|@organizirn@
@Orient@|@orient@
@original@|@originel@
@ornament@|@shayndl@
@orphan@|@yesoyme, yesoymes@
@Orphan@|@Yusoimeh@
@orthodox@|@ortodoksish@
@orthodox person@|@ortodoks@
@orthodoxy@|@ortodoksiye@
@orthography@|@ortografye@
@other@|@ander@
@others@|@andere@
@other-worldly@|@yeneveltik@
@Ouch!@|@Oy!@
@our@|@undzer@
@Our Father...Our King@|@ovine-malkenu@
@Our Father-King@|@ovine-meylekh@
@out@|@aroys@
@out of date@|@fareltert@
@out of practice@|@opgenit@
@out of the way@|@oysn veg@
@outbreak@|@oysbrokh@
@outcast@|@oysvorf@
@outcome@|@oysgang@
@outpour@|@oysgos, oysgus@
@outside@|@droysn, droysndik, mekhuts, mikhuts, oysnveynik@
@outsider@|@zaytiker@
@outstanding@|@boylet, oysgetseykhent@
@Ov; the 11th month of calendar@|@ov@
@oven@|@oyvn@
@over@|@oys@
@over the@|@ibern@
@overall@|@koyleldik@
@overboiled@|@tsekokht@
@overcoat@|@mantl@
@overcome@|@baykumen@
@Overdressed woman@|@Oisgeshtrobelt!@
@overflow@|@opflus@
@overgrown@|@bavaksn, bavaksn@
@overly@|@iberiks@
@overnight@|@ibernakhtik@
@overturn@|@iberkern@
@owl@|@sove@
@own@|@farmogn@
@owner@|@farmoger@
@ox@|@oks@
@Oxford@|@oksford@
@oxygen@|@zoyershtof@
@oyster@|@oyster@
@pace@|@shpanen, trot@
@pack@|@aynpakn@
@page@|@zayt, zaytl@
@pail@|@emer@
@pain@|@shmerts, vey, vey, veytik@
@painful@|@paynik verb, shmertslekh, veytikdik, veytuendik, veytuendik@
@painter of art@|@moler@
@painting@|@moleray@
@pair@|@por@
@pajamas@|@pizshames@
@palace@|@dvorets, palats@
@pale@|@blas, bleykh, Shvach@
@Pale as a sheet!@|@Veis vi kalech!@
@Palestine@|@ertsyisroel, palestine@
@pallbearer@|@odem hanoyshe orn meysim@
@palm of the hand@|@tener@
@pamper@|@koshken@
@pan@|@Fendel@
@pane@|@shoyb@
@pantry@|@shpayzarnye@
@paper@|@papir, papirn@
@paper clip@|@klemerl@
@parade@|@parad@
@paraphernalia@|@klaper-getsayg@
@parenthesis@|@halbe levone@
@parents@|@eltern, tate-mame@
@Parents@|@papa-mama, Tateh-mameh@
@Parking@|@parkung@
@parsley@|@petrishke@
@part@|@opteyl@
@part of speech@|@verterklas@
@participant@|@bateyliker, onteyl-nemer@
@participate@|@bateylikn zikh@
@participation@|@bateylikung, onteyl@
@particle@|@teylekhl, teylkhl@
@particle grammar@|@partikl@
@particularly@|@befrat@
@partition@|@mekhitse@
@partner@|@shutef, shutfim@
@partnership@|@shutfes@
@partridge@|@kuropate@
@party@|@simkhe@
@pasekh; vowel sign in Yiddish@|@pasekh@
@pass away@|@fargeyn@
@pass by@|@durkhloyfn@
@pass through@|@durkhforn@
@passion@|@laydnshaft, tayve, yeytser-hore@
@passionate@|@laydnshaftlekh@
@Passover@|@peysekh@
@Passport@|@pasport@
@past@|@amol, fargangen, fargangen, fargangenheyt, over, over, overdik@
@past tense (grammar)@|@over@
@paste@|@paste@
@pastime@|@farvaylung@
@Pastries with cheese inside@|@Borekes@
@path@|@shteg@
@Patience@|@Zitsflaish@
@patsy@|@Shnook@
@pattern@|@muster@
@Paul@|@pinkhes@
@Pauper@|@Kabtzen, kaptsen@
@pause@|@hafsoke@
@pay@|@batsoln@
@pay attention@|@akhtung ton, tsukukn@
@pay attention to@|@umkukn zikh@
@pay up@|@dertsoln, oystsoln@
@pea@|@arbes@
@Peace@|@Sholem@
@peach@|@fershke@
@peacock@|@pave@
@peaked@|@shpitsik@
@peanut@|@fistashke, rebe-nisl, stashke@
@peanut butter@|@stashkeshmir@
@pear@|@bar@
@peck at@|@pikn@
@peculiar to@|@eygnartik@
@Peddler@|@Hoizirer@
@Pedigree@|@Yichus@
@peevish@|@Ongeblozzen@
@pen@|@feder@
@penant@|@fendl@
@pencil@|@blayer@
@penetrate@|@durkhdringen@
@Penina@|@penina, penine@
@penis@|@menlekhe eyvirm, menlekher eyver, mile, schmuck@
@penis (1)@|@penis, Putz, shmekele, shmekl, shmekl, Shvantz@
@pentagon@|@finfek@
@people@|@folk, folk@
@people of Israel@|@am-yisroel@
@people of substance@|@iker@
@Pepper@|@fefer@
@peppery@|@feferdik@
@percent@|@protsent@
@perfect@|@perfekt, polne@
@perform@|@oyftretn@
@performance@|@oyffirung@
@perhaps@|@efsher@
@perish the thought@|@khas-vekholile@
@perjury@|@aveyres-shvue@
@permit@|@derloybn@
@Persian wool hat@|@kutshme@
@persistent@|@ekshnuskdik, haftik, onhaltik, tkumedik, tkumedik@
@person@|@ivri, Mentsh, perzon@
@person easily imposed upon@|@shnuk@
@person from Moscow@|@moskver@
@person from Warsaw@|@varshever, varshever@
@Person who has no business@|@luftmentsh@
@person who is stupid@|@shlump@
@person with a very large back@|@A tuches un a halb@
@personal@|@perzenlekh@
@personal pronoun@|@perzenlikher pronom@
@personality@|@perzenlekhkeyt@
@personally@|@perzenlekh@
@Persons of high standing@|@Balebatim@
@perspiration@|@shveys@
@perspiring@|@farshvign@
@persuade@|@ibertsaygn@
@pertinent@|@shayekh tsu@
@pest@|@zlidne@
@pester@|@derkutshen@
@Pesty nagger@|@Onshikenish@
@petrified (wood)@|@farshteynern, farshteynert@
@petroleum@|@naft@
@Petulant@|@Umgeduldik@
