@English@|@Greek@
@album@|@δίσκος, δίσκος μεγάλης διάρκειας, λεύκωμα@
@albumin@|@λευκωματίνη@
@alchemist@|@αλχημιστής@
@alchemy@|@αλχημεία@
@alcohol@|@αλκοόλ, οινόπνευμα@
@alcoholic@|@αλκοολικός, οινωπνευματώδης@
@alcoholism@|@αλκοολισμός@
@alcove@|@εσοχή, σηκός@
@alder@|@κλήθρα, σκλήθρος@
@alderman@|@δημοτικός σύμβουλος@
@aldermen@|@δημοτικοί σύμβουλοι@
@ale@|@μπύρα@
@alert@|@άγρυπνος, σε ετοιμότητα@
@alertness@|@επαγρύπνηση, ετοιμότητα@
@alfalfa@|@αλφάλφα@
@alfresco@|@υπαίθριος@
@algae@|@άλγη@
@algebra@|@άλγεβρα@
@algebraic@|@αλγεβρικός@
@algorithm@|@αλγόριθμος@
@algorithmic@|@αλγοριθμικός@
@alias@|@ψευδώνυμο@
@alibi@|@άλλοθι@
@alien@|@αλλοδαπός, εξωγήινος@
@alienate@|@αλλοτριώνω, αποξενώνω@
@alienation@|@αποξένωση@
@alight@|@αναμμένος, κατεβαίνω@
@align@|@ευθυγραμμίζω@
@alike@|@όμοιος@
@alimentary@|@πεπτικός, τροφικός@
@alimony@|@διατροφή@
@aliphatic@|@αλειφατικός@
@alive@|@εν ζωή, ζωντανός, ζωτανός@
@alizarin@|@αλιζαρίνη@
@alkali@|@άλκαλι@
@alkaline@|@αλκαλικός@
@alkaloid@|@αλκαλοειδής@
@all@|@όλα, όλες, όλοι, όλος, το παν@
@all aboard@|@όλοι στο πλοίο, όλοι στο πλοίο / τρένο@
@all airs and graces@|@όλο ύφος και καμώματα@
@all and sundry@|@όλοι@
@all around the world@|@σε όλο τον κόσμο@
@all but@|@σχεδόν@
@all in all@|@στην τελική ανάλυση@
@all of a sudden@|@ξαφνικά@
@all over the world@|@παγκοσμίως@
@all powerful@|@παντοκράτορας@
@all seater@|@στάδιο με καθίσματα@
@all set to go@|@πανέτοιμος@
@all the time@|@όλη την ώρα@
@all things considered@|@λαμβάνοντας όλα αυτά υπ' όψιν@
@all together@|@σύσσωμος@
@all weather@|@παντός καιρού@
@allay@|@ανακουφίζω, κατευνάζω@
@allegation@|@ισχυρισμός, κατηγορία@
@allege@|@ισχυρίζομαι, κατηγορώ@
@alleged@|@φερόμενος@
@allegedly@|@φερόμενος@
@allegiance@|@υπακοή@
@allegoric@|@αλληγορικός@
@allegory@|@αλληγορία@
@allegro@|@αλέγκρο@
@allergen@|@ουσία που προκαλεί αλλεργία@
@allergic@|@αλλεργικός@
@allergic to@|@αλλεργικός σε@
@allergy@|@αλλεργία@
@alleviate@|@ανακουφίζω, καταπραϋνω, καταπραΰνω@
@alley@|@πάροδος, σοκάκι@
@alleyway@|@αλέα@
@alliance@|@συμμαχία, συνασπισμός@
@allied@|@συμμαχικός, σύμμαχος@
@Allied Headquarters@|@Συμμαχικό Επιτελείο@
@alligator@|@αλιγάτορας@
@alliterate@|@παρηχώ@
@all-knowing@|@παντογνώστης@
@allocate@|@αναθέτω, κατανέμω@
@allocation@|@καταμερισμός, κατανομή@
@allot@|@διανέμω@
@allotment@|@κλήρος@
@allotropic@|@αλλοτροπικός@
@allow@|@αφήνω, επιτρέπω@
@allowance@|@επίδομα, επιχορήγηση@
@allowances@|@επιδόματα@
@alloy@|@κράμα@
@all-round@|@ολόκληρος@
@all-subduing@|@πανδαμάτωρ@
@allude@|@κάνω νύξη, υπαινίσσομαι@
@allude to@|@αναφέρομαι, υπαινίσσομαι@
@allure@|@δελεάζω@
@alluring@|@σαγηνευτικός@
@allusion@|@νύξη, υπαινιγμός@
@allusive@|@υπαινισσόμενος@
@alluvial@|@αλλουβιακός, προσχωματικός@
@alluvium@|@αλούβιο, πρόσχωμα, πρόσχωση@
@ally@|@σύμμαχος@
@almanac@|@καζαμίας@
@almighty@|@παντοδύναμος@
@Almighty@|@Παντοκράτορας@
@almond@|@αμύγδαλο@
@almond grove@|@αμυγδαλεώνας@
@almost@|@σχεδόν@
@aloft@|@ψηλά στον αέρα@
@alone@|@μοναχός, μόνος@
@along@|@κατά μήκος@
@alongside@|@δίπλα, παρπλεύρως@
@aloof@|@ακατάδεχτος, υπερόπτης@
@alopecia@|@αλωπεκία, τριχοφάγος@
@alopecia areata@|@γυροειδής αλωπεκία@
@aloud@|@φωναχτά@
@alpaca@|@αλπακάς@
@alpenstock@|@ορειβατικό μπαστούνι@
@alpha@|@άλφα@
@alphabet@|@αλφάβητο@
@alphabetic@|@αλφαβητικός@
@alphameric@|@αλφαριθμητικός@
@alpine@|@αλπικός@
@already@|@ήδη, κιόλας, κίολας@
@alright@|@εντάξει@
@also@|@επίσης, και@
@altar@|@Άγια Τράπεζα, βωμός@
@alter@|@αλλάζω, μεταβάλλω, μετατρέπω, παραποιώ, τροποποιώ@
@alteration@|@μεταβολή, τροποποίηση@
@altercate@|@λογομαχώ@
@altercation@|@λογομαχία@
@alternate@|@εναλλάσσω@
@alternating current@|@εναλλασσόμενο ρεύμα@
@alternation@|@εναλλαγή@
@alternative@|@μιά διαζευκτική επιλογή@
@alternative medicine@|@ομοιπαθητικό φάρμακο@
@alternatively@|@διφορετικά, εκ περιτροπής, εναλλακτικά@
@although@|@αν και@
@altimeter@|@υψομέτρης@
@altitude@|@υψόμετρο@
@alto@|@άλτο@
@altogether@|@εντελώς@
@altruism@|@αλτρουισμός@
@altruist@|@αλτρουιστής@
@alumina@|@αλουμίνα@
@aluminate@|@αργιλικό άλας@
@aluminium@|@αλουμίνιο@
@aluminium foil@|@αλουμινόχαρτο@
@alveolar@|@κυψελιδικός@
@alveoli@|@πνευμονικές κυψελίδες@
@alveolus@|@πνευμονική κυψελίδα, φάτνιον@
@always@|@πάντα, πάντοτε@
@am@|@είμαι, έιμαι@
@amalgam@|@αμάλγαμα, μίγμα@
@amalgamate@|@ενώνω, συγχωνεύω@
@amalgamation@|@ένωση, συγχώνευση@
@amanuensis@|@γραμματέας@
@amaranth@|@αμάραντος@
@amass@|@αποθησαυρίζω@
@amateur@|@ερασιτέχνης, ερασιτεχνικός@
@amateur dramatics@|@ερασιτεχνικό θέατρο@
@amateurish@|@ερασιτεχνικός@
@amateurism@|@εραστεχνισμός@
@amatory@|@ερωτικός@
@amaze@|@εκπλήσσω@
@amazed at@|@έκπληκτος@
@amazement@|@έκληξη@
@amazing@|@εκπληκτικός, που θαυμάζει@
@amazingly@|@εκπληκτικά@
@ambassador@|@πρεσβευτής, πρέσβης@
@amber@|@κεχριμπάρι, πορτοκαλί@
@ambiance@|@ατμόσφαιρα@
@ambidextrous@|@αμφιδέξιος@
@ambient@|@περιβάλλων@
@ambiguity@|@ασάφεια, κάτι το διφορούμενο@
@ambiguous@|@διφορούμενος@
@ambition@|@βλέψη, φιλοδοξία@
@ambitious@|@φιλόδοξος@
@ambivalent@|@ταλαντευόμενος@
@amble@|@σουλατσάρω@
@ambrosia@|@αμβροσία@
@ambulance@|@νοσοκομειακό@
@ambulant@|@περιπατητικός@
@ambulate@|@περιφέρομαι@
@ambulatory@|@περιπατητικός@
@ambuscade@|@στήνω ένεδρα@
@ambush@|@ενέδρα, καρτέρι, στήνω ενέδρα@
@ameliorate@|@βελτιώνω@
@amen@|@αμήν@
@amend@|@τροποποιώ@
@amendment@|@τροπολογία@
@amenities@|@ανέσεις@
@America@|@Αμερική@
@American@|@Αμερικάνος@
@american bittern@|@αμερικανική τρανομουγκάνα@
@American wigeon@|@αμερικανικό σφυριχτάρι@
@americium@|@αμερίκιο@
@amethyst@|@αμέθυστος@
@amiable@|@αξιαγάπητος, προσηνής, φιλικός, φιλόφρων@
@amicable@|@φιλικός@
@amid@|@ανάμεσα, μεταξύ@
@amidst@|@ανάμεσα, μεταξύ@
@amiss@|@στραβά@
@amity@|@φιλία@
@ammeter@|@αμπεριόμετρο@
@ammo@|@πυρομαχικά@
@ammonia@|@αμμωνία@
@ammoniac@|@αμμωνιακός@
@ammonium@|@αμμώνιο@
@ammunition@|@πυρομαχικά@
@amnesia@|@αμνησία@
@amnesiac@|@αμνησιακός@
@amnesty@|@αμνηστία@
@amniocentesis@|@αμνιοκέντηση@
@amoeba@|@αμοιβάδα@
@amoeboid@|@αμοιβαδοειδής@
@amok@|@αμόκ@
@among@|@ανάμεσα, ανάμεσα σε@
@among other things@|@μεταξύ άλλων, μεταξύ άλλων@
@amongst@|@ανάμεσα σε@
@amoral@|@αήθης@
@amorous@|@ερωτικός@
@amorphous@|@άμορφος@
@amortised loan@|@απεσβεσμένο δάνειο@
@amount@|@ανέρχομαι, ποσό, ποσόν@
@amount carried forward@|@ποσό εις μεταφοράν@
@amount to@|@ανέρχομαι@
@amp@|@αμπέρ, ενισχυτής@
@amperage@|@ενταση ρεύματος@
@ampere@|@αμπέρ@
@ampersand@|@το σύμβολο &@
@amphetamine@|@αμφεταμίνη@
@amphibian@|@αμφίβιο@
@amphibious@|@αμφίβιος@
@amphibology@|@αμφισημία@
@amphictyony@|@αμφικτυονία@
@amphitheatre@|@αμφιθέατρο@
@ample@|@αρκετός, άφθονος@
@amplification@|@ενίσχυση@
@amplifier@|@ενισχυτής@
@amplify@|@ενισχύω@
@amplitude@|@εύρος, πλάτος@
@amply@|@ικανοποιητικά@
@amputate@|@ακρωτηριάζω, ξεκόβω@
@amputation@|@ακρωτηριασμός, αποκοπή@
@amputee@|@ακρωτηριασμένος@
@amulet@|@φυλαχτό@
@amuse@|@διασκεδάζω, ψυχαγωγώ@
@amygdaloid@|@αμυγδαλοειδής@
@an@|@ένα, ένας, μία@
@an animal's coat@|@τρίχωμα@
@anachronism@|@αναχρονισμός@
@anachronistic@|@αναχρονιστικός@
@anaemia@|@αναιμία@
@anaemic@|@αναιμικός@
@anaerobic@|@αναερόβιος@
@anaesthetic@|@αναισθητικό@
@anaesthetist@|@αναισθησιολόγος@
@anaesthetize@|@αναισθητοποιώ, ναρκώνω@
@anagogical@|@αναγωγικός@
@anagram@|@ανάγραμμα@
@anal@|@πρωκτικός@
@anal intercourse@|@πρωκτική συνουσία@
@analgesic@|@αναλγητικός@
@analog@|@αναλογικός@
@analogous@|@ανάλογος@
@analogue@|@ανάλογο@
@analogy@|@αναλογία@
@analyse@|@αναλύω@
@analyses@|@αναλύσεις@
@analysis@|@ανάλυση@
@analyst@|@αναλυτής@
@analytic@|@αναλυτικός@
@anamorphic@|@αναμορφικό@
@anarch@|@αναρχικός@
@anarchic@|@αναρχικός@
@anarchy@|@αναρχία@
@anastigmatic@|@αναστιγματικός@
@anathema@|@ανάθεμα, κατάρα@
@anatomist@|@ανατόμος@
@anatomy@|@ανατομία@
@ancestor@|@πρόγονος@
@ancestral@|@πατρογονικός, προγονικός@
@ancestry@|@καταγωγή@
@anchor@|@άγκυρα@
@anchorage@|@αγκυροβολία@
@anchorite@|@ασκητής@
@anchoritism@|@ασκητισμός@
@anchovy@|@αντσούγια@
@ancient@|@αχάιος@
@Ancient Greek@|@Αρχαία@
@ancillary@|@βοηθητικός@
@and@|@και@
@and so it was done@|@και έτσι έγινε@
@Andalusian hemipode@|@ψευτόρτυγας@
@andesine@|@ανδεσίνης@
@andesite@|@ανδεσίτης@
@andiron@|@πυροστιά@
@Andora@|@Ανδώρα@
@androgen@|@ανδρογόνο@
@anecdote@|@ανέκδοτο@
@anemone@|@ανεμώνη@
@anent@|@περί@
@anew@|@εκ νέου, πάλι@
@angel@|@άγγελος@
@angelfish@|@ρίνη@
@angelic@|@αγγελικός@
@anger@|@θυμός, οργή, φούρκα@
@angiogram@|@αγγειογραφία@
@angiosperm@|@αγγειόσπερμα, ανθόφυτο@
@angle@|@γωνία@
@anglicise@|@εξαγγλίζω@
@angling@|@ψάρεμα@
@angrily@|@θυμωμένα@
@angry@|@θυμωμένος, οργισμένος@
@angst@|@άγχος@
@angstrom@|@άγκστρομ@
@anguish@|@άγχος, αγωνία, αγωνιώ@
@angular@|@γωνιακός@
@anharmonic@|@οχι αρμονικός@
@anhydrite@|@ανυδρίτης@
@anhydrous@|@άνυδρος@
@aniline@|@ανιλίνη@
@animadversion@|@μομφή, παρατήρηση@
@animadvert@|@μέμφομαι@
@animal@|@ζώο, κτήνος@
@animal feed@|@ζωοτροφή@
@animal loving@|@φιλόζωος@
@animal's foodbag@|@ταγάρι@
@animate@|@έμψυχος, εμψυχώνω, ζωντανεύω@
@animated@|@ζωηρός, ζωντανός@
@animism@|@ανιμισμός@
@animist@|@ανιμιστής, ανιμιστικός@
@animosity@|@εμπάθεια, εχθρότητα, κακεντρέχεια, καταφορά@
@anion@|@ανιόν@
@anise@|@γλυκάνισο@
@anisotropic@|@ανισοτροπικός@
@anisotropy@|@ανισοτροπία@
@ankle@|@αστράγαλος@
@annal@|@χρονικό@
@annals@|@χρονικά@
@anneal@|@ανοπτώ, πυρακτώνω@
@annex@|@προσαρτώ έδαφος@
@annihilate@|@εκμηδενίζω, καταστρέφω@
@anniversary@|@επέτειος@
@annotate@|@σχολιάζω@
@annotation@|@σχολιασμός, υποσημείωση@
@announce@|@ανακοινώνω@
@announcement@|@ανακοίνωση, εξαγγελία@
@announcer@|@αυτός πού ανακοινώνει@
@annoy@|@ενοχλώ@
@annoyance@|@ενόχληση@
@annoyed about@|@ενοχλημένος για@
@annual@|@ετήσιος@
@annual percentage rate@|@ετήσιο, ετήσιο ποσό επιβαρύνσεων@
@annually@|@ετήσια, κάθε έτος@
@annuity@|@πρόσοδος@
@annul@|@ακυρώνω, ανακαλώ@
@annular@|@δακτυλοειδής@
@annulment@|@ακύρωση@
@annulus@|@δακτύλιος@
@annum@|@έτος@
@annunciate@|@ευαγγελίζομαι@
@anode@|@ανόδιο@
@anodic@|@ανοδικός@
@anoint@|@χρίω@
@anomalous@|@ανώμαλος@
@anomaly@|@ανωμαλία@
@anomie@|@ανομία@
@anonymity@|@ανωνυμότητα@
@anonymous@|@ανώνυμος@
@anorak@|@ανοράκ@
@anorexia@|@ανορεξία@
@another@|@άλλος, άλλος ένας@
@another side to the coin@|@άλλη όψη του νομίσματος@
@answer@|@απάντηση, απαντώ@
@answer back@|@αντιμιλώ@
@answer in the affirmative@|@καταφάσκω@
@ant@|@μυρμήγκι@
@antacid@|@αντιοξύ@
@antagonism@|@ανταγωνισμός@
@antagonist@|@ανταγωνιστής@
@antagonistic@|@ανταγωνιστικός@
@antarctic@|@ανταρτικός@
@Antarctic@|@Ανταρκτική@
@ante@|@προ-@
@antebellum@|@προπολεμικός@
@antecedent@|@προηγούμενος@
@antedate@|@προχρονολογούμαι@
@antelope@|@αντιλόπη@
@antenna@|@κεραία@
@anterior@|@πρόσθιος@
@anterior chamber@|@πρόσθιος θάλαμος@
@anteroom@|@προθάλαμος@
@anthem@|@ύμνος@
@anther@|@ανθήρ, ανθήρας@
@anthology@|@ανθολογία@
@anthracite@|@ανθρακίτης@
@anthropocentric@|@ανθρωποκεντρικός@
@anthropoid@|@ανθρωποειδής@
