@English@|@Yupik@
@to dig into a pile of things@|@pakin'gar-@
@to dig vigorously@|@lakcagte-@
@to dim@|@cungukanir-@
@to dim it (light)@|@qamtekanir-@
@to dip and fill@|@qalute-@
@to dip into water@|@mecugte-@
@to dip with a dipper@|@qalu-@
@to disagree verbally with a decision@|@qanerrsiar(ar)-@
@to disappear out of sight@|@ipte-@
@to disappear over a hill@|@talurte-@
@to discharge one's bowels@|@anar-@
@to disintegrate@|@caunrir-@
@to dislike@|@pinialke-, piniqenrite-@
@to dislike the taste of (it)@|@neqnialke-@
@to display@|@mani-@
@to distribute portions of a catch@|@nengite-@
@to divorce@|@cawurtur-@
@to do nothing@|@cauranrite-, qacigte-@
@to do something@|@pi-@
@to do something in one's presence@|@takurqarak-@
@to do what@|@ca-@
@to donate@|@cikiqenge-@
@to double (one's clothing)@|@mam-@
@to drag@|@qamur-@
@to draw a line with a writing instrument@|@ceter-@
@to dream@|@qawangiur-@
@to drift ashore@|@tepe-@
@to drift away@|@aterte-@
@to drill a hole@|@patartur-@
@to drink@|@emer-, mer-@
@to drink a hot beverage@|@yurqar-@
@to drink coffee@|@kuuvviar-@
@to drink hot beverage with a cup@|@emrukar-@
@to drink liquor@|@taangar-@
@to drink liquor to get drunk@|@emra-@
@to drink too much@|@merpallag-@
@to drip on@|@kucir-@
@to drizzle@|@minirrlir-, qakerciur-@
@to drool@|@qurrlugte-, uuyurte-@
@to drop@|@ivkar-@
@to drop crumbs@|@kaame-@
@to drop unknowingly@|@katag-@
@to drown@|@epe-@
@to drum@|@cauyar-@
@to dry@|@kiner-@
@to duck down suddenly@|@lavqerte-@
@to eat@|@nere-, nerlassag-@
@to eat berries while berry-picking@|@amqar-@
@to eat bits of meat from the bone@|@kivkar-@
@to eat food raw@|@qassartur-@
@to eat marrow@|@patertur-@
@to eat mixed food@|@awunaassissagte-@
@to echo@|@akiugte-@
@to embrace@|@eqte-@
@to empty@|@imaar-@
@to encompass@|@kassiyur-@
@to encourage@|@amciartur-, cinguma-@
@to engrave a design@|@ingcir-@
@to enjoy@|@nunaki-@
@to ensure that something is set firmly on its@|@tut'enqegcar-@
@to erase@|@erevte-@
@to evoke sympathy@|@naklegnarqe-@
@to explain an answer to a question@|@kangirqe-@
@to explain in detail@|@nalqigte-@
@to explode@|@qager-@
@to extend@|@ayu-@
@to extend (it) completely around@|@kassugte-@
@to extinguish@|@qamte-@
@to face@|@cau-@
@to face against the force of the wind or current@|@asgur-@
@to face each other@|@caucuugaute-@
@to fade@|@erwe-@
@to faded in color@|@wii-@
@to faint@|@nalluqar-@
@to fall asleep@|@qawaqer-@
@to fall backwards@|@qetqallag-@
@to fall down@|@narullgute-@
@to fall forward on chest@|@qategmiaqar-@
@to fall from a high place@|@igte-@
@to fall into deep water@|@cevqar-@
@to fall into water@|@angllur-@
@to fall into water without making a splashing@|@cepqer-@
@to fall short@|@nurte-@
@to fall suddenly@|@narulkaute-@
@to fart@|@neler-@
@to fart silently@|@cupungnig-@
@to fasten@|@nunuyute-@
@to fasten one's rain parka@|@kayumigte-@
@to feed@|@kuirar-@
@to feel@|@cuvrir-, elpeke-@
@to feel around@|@cavtar-, elpegnaur-@
@to feel bad because one didn't give portions@|@ivvua-@
@to feel compassion@|@naklegyug-@
@to feel dizzy@|@nakuyulzngu-@
@to feel emotionally hurt@|@angenruyug-@
@to feel good inside@|@ilukegci-@
@to feel grateful but not feel one deserves@|@amatngur-@
@to feel happy@|@alliayunrite-@
@to feel hurt on the torso from a sudden jolt@|@qatngite-@
@to feel it is eerie@|@ekiarayug-@
@to feel lazy@|@qessa-@
@to feel left out or slighted@|@imla-, imssa-@
@to feel lonely@|@alliayug-@
@to feel one needs to defecate@|@anaqsug-@
@to feel physically hot@|@maqiqe-@
@to feel queasy@|@ekiarayug-, kiinguaqerte-, kinguaqerte-, kumguar-@
@to feel repulsed by someone@|@cumayug-@
@to feel shy in a respectful manner@|@talluryug-@
@to feel soft (of cloth)@|@nerepsunarqe-@
@to feel something is too difficult to do@|@caperrsug-@
@to feel that food is stuck in the lower esophagus@|@tumilzngu-@
@to feel the coldness and wetness of something@|@imurnite-@
@to feel the need to urinate@|@qurrsug-@
@to feel ticklish@|@qumciaryug-@
@to feel too intimidated to do something@|@anuraqe-@
@to feel uncomfortable because something is cold@|@imuryug-@
@to feel vengeful@|@nekayug-@
@to feel vengeful toward@|@nekake-@
@to ferment foods@|@arinarciri-@
@to fetch@|@aqva-@
@to fight@|@callug-@
@to fight and maul@|@wiirre-@
@to fight back@|@akinaur-@
@to fight in a battle or war@|@anguyag-@
@to fill@|@imir-@
@to fill a cup for someone@|@imirite-@
@to fill halfway@|@qukar-@
@to fill or be filled to the maximum@|@ellmar-@
@to fill out forms or papers@|@imirtur-@
@to finally do something@|@piuraanar-@
@to finally eat something different from usual meal@|@awunaaqegtar(ar)@
@to finally have cooked food after many meals@|@awungnagtur-@
@to find@|@alaqe-@
@to find (it) comfortable@|@asqike-@
@to find (it) funny@|@temcike-@
@to find (it) to be too hard to manage@|@artur-@
@to find (it) to be too small for oneself@|@mikelke-@
@to find a beached animal carcass@|@mallunge-@
@to find it sour-tasting@|@quunaqe-@
@to find some or something@|@alaqute-@
@to find something@|@nalkute-@
@to find something funny@|@temciyug-@
@to find something or someone repulsive@|@cumake-@
@to fish@|@iqallii-@
@to fix or be fixed@|@kitugte-@
@to flap (of bird wings)@|@caqiur-@
@to flash light at@|@ciqinqerte-@
@to flatten@|@manigenqegcar-@
@to flee@|@ayakar-@
@to flex back when stretched tightly@|@qelluqniaqer-@
@to flirt@|@kucerte-, pamerte-@
@to flow (of current)@|@carwanir-@
@to foam@|@pugyanerrlugte-@
@to fold@|@tapte-@
@to follow behind@|@kinguirtur-@
@to foolishly expend something@|@cagmar-@
@to for there to be a sudden gust of wind@|@taksagnir-@
@to forcefully take something away from someone@|@allurte-@
@to forget to take along@|@avvaur-@
@to forgive@|@naklegyagute-@
@to forsake@|@cakaar-@
@to freeze@|@ciku-, qumute-@
@to freeze (it)@|@qumucir-@
@to freeze to death@|@qerru-@
@to frighten easily@|@alingtu-@
@to frown@|@qavyurte-@
@to frustrate@|@qelercitaar-, qelerqe-@
@to fulfill what has been predicted@|@piciurte-@
@to garden@|@naucir-@
@to gasp after crying for long period of time@|@mangllegte-@
@to gather@|@katurte-@
@to gather although scarce@|@pukiqur-@
@to gather driftwood@|@equgtar-@
@to gathering edible sea food@|@cenaarar-@
@to get a foreign object@|@erevte-@
@to get a rash on the body@|@callakcug-@
@to get a replacement for@|@cimirkarte-@
@to get away safely@|@anag-@
@to get burned from steam@|@aurniqerwike-@
@to get close@|@qanli-@
@to get closer@|@caniqsig-@
@to get cold@|@qerrute-@
@to get down from a high place@|@ater-@
@to get easier@|@qacignarikanir-@
@to get food@|@angussaag-@
@to get food poisoning@|@ilulkar-, ilussaqerte-@
@to get food stuck in esophagus@|@tuvculir-@
@to get frostbite@|@qercur-@
@to get hot@|@uqnari-@
@to get humped@|@amagte-@
@to get hurt accidently@|@angqiqerte-@
@to get ice to melt for drinking water@|@cikutagci-@
@to get it right@|@nalke-@
@to get lost due to bad weather conditions@|@pellaa-@
@to get on@|@eke-@
@to get or have food poisoning@|@qaliqar-@
@to get or take enough@|@palartenrite-@
@to get out of the way@|@awite-@
@to get possession of@|@megute-@
@to get powdery snow coming in through cracks@|@itrug-@
@to get ripples as water calms from a disturbance@|@qualqamyi-@
@to get something sharp in embedded in one's foot@|@cukite-@
@to get spoiled@|@aru-@
@to get stuck penetrating into something@|@napackarte-@
@to get the wind knocked out of one@|@tengulzngurte-@
@to get untanglesd@|@illaar-@
@to get warm@|@maqari-, puqlange-@
@to get water in the nose@|@qengagkiaqer-@
@to get well in health@|@piniri-@
@to get wet@|@mecungte-@
@to get worn out from much use@|@nangugte-@
@to giggle@|@englacuar(ar)@
@to give@|@cikir-@
@to give a detailed information to another@|@cacigmigute-@
@to give a person money@|@akikite-@
@to give advice in advance about gossip@|@kelzguur-@
@to give away@|@tune-@
@to give away a seal pelvic@|@kuyagcite-@
@to give away an item which the owner don't want@|@cipurvike-@
@to give birth@|@irni-, qetunriur-@
@to give direction@|@apertuute-@
@to give out@|@cagte-@
@to give out strong odor@|@ilullugte@
@to give smack@|@patqer-@
@to give someone the middle finger@|@qaqunite-@
@to glitter@|@qevli-@
@to glue@|@nepte-@
@to go across@|@ek'er-, ek(rar)-@
@to go ahead of him@|@ciulleg-@
@to go around@|@negur-@
@to go at a certain point@|@ayagarte-@
@to go beachcombing@|@mallussur-@
@to go clam digging@|@aliruarrsur-@
@to go deep-sea fishing@|@iqsag-@
@to go defecate@|@anaqsartur-@
@to go down towards the river bank@|@at'er-@
@to go egg-hunting@|@kayangussur-@
@to go fast@|@cukanr(ar)-@
@to go fish for halibut@|@cagirrsur-@
@to go fishing@|@neqsur-@
@to go for a pleasure stroll@|@piungssi-@
@to go from foster home to foster home@|@agkiltar-@
@to go further away@|@yaqvaqanir-@
@to go get money@|@akissur-@
@to go get something@|@aqvate-@
@to go in and out@|@tepumirtur-@
@to go inside the kiiyar@|@kiiya-@
@to go into a cloud@|@pula-@
@to go into a coma@|@elpekenrir-@
@to go jigging for fish@|@iqsagar-@
@to go make tobacco ash@|@peluyarte-@
@to go on ahead before someone else@|@qani-, qaniur-@
@to go or be outside@|@an'gir-@
@to go or be outside without a coat@|@uvruar(ar)-@
@to go or come out@|@ane-@
@to go outside to get fresh air@|@curaqerte-@
@to go over@|@age-, tewir-@
@to go over a hill@|@ingyurte-@
@to go over a hill or portage@|@et'we-, eteve-@
@to go over and disappear in the distance@|@engyurnite-@
@to go pass aross the bay or river@|@ak'ir-@
@to go peddle or trade from house to house@|@kipussag-@
@to go seal hunting@|@qayartur-@
@to go sliding@|@ceturuar-@
@to go splay-footed@|@caqvirte-@
@to go to church@|@agayuliyar-@
@to go to fall-camp@|@uksiiyar-@
@to go to fish-camp and prepare fish for winter@|@neqliyar-@
@to go toward the exit@|@anelzr(ar)-@
@to go towards an exit@|@alz'er-, alzr(ar)-@
@to go trick-or-treating@|@qaaritar-@
@to go up@|@mayur-@
@to go up river@|@it'er-, it(rar)-@
@to gossip@|@egwurci-@
@to gradually climb up@|@mayuqataarar-@
@to grasp@|@ulug-@
@to grasp a handful of grass and yank it out@|@wegtar-@
@to greet one warmly@|@ciuniur-@
@to groom@|@pinircar-@
@to grow@|@angli-, angturi-, nau-@
@to grumble@|@ugyumi-@
@to habitually leak water in@|@imangtu-@
@to habitually mistreat others@|@ilalkitu-@
@to hail@|@kavcir-@
@to half cook whole sourdock@|@ikugte-@
@to handle@|@una-@
@to hang or be hung@|@agarte-@
@to hang out to dry@|@ini-@
@to harass sexually@|@qiqia-@
@to harden@|@qiqli-@
@to harvest capelin@|@cikii-@
@to hatch@|@tuker-@
@to have "banana feet"@|@caqvirte-(1)@
@to have a blizzard with clear skies@|@aciikuar-@
@to have a block or wood to lock a door@|@canirukaarte-@
@to have a broken back@|@quk'arte-@
@to have a broken collarbone@|@qutuirte-@
@to have a change in health@|@cakanir-@
@to have a change of attitude@|@allakaurte-@
@to have a cold@|@nuwag-@
@to have a conversation with@|@qanelzgutke-@
@to have a cover@|@caqungqerr-@
@to have a debt@|@akilzngungqerr-@
@to have a dream and talk@|@temli-@
@to have a fever@|@uqni-@
@to have a foul taste@|@neqniate-@
@to have a good aroma@|@tep'liur-@
@to have a good personality@|@ayuqucikegci-, cukegci-@
@to have a habit of assigning chores@|@ellimekcuaranrurwar-@
@to have a hard time due to physical weakness@|@cirliqe-@
@to have a headache@|@qamiqulzngu-@
@to have a headache in the back of the head@|@talirnelzngu-@
@to have a headache in the front part of the head@|@cung'ulzngu-@
@to have a little amount of something@|@car'ar-@
@to have a little breeze from the motion of s.t.@|@aqlarnir-@
@to have a lonely atmosphere@|@allianarqe-@
@to have a long skirt@|@akurtu-@
@to have a man lie on his side@|@ac'ircite-@
@to have a narrow fit@|@kapgelke-@
@to have a nightmare@|@qawangiunerrlugte-@
@to have a nose bleed@|@kakegte-@
@to have a only a slight current of a river@|@cupnilugteqsaar-@
@to have a pale face@|@qaki-@
@to have a path@|@tumengqerr-@
@to have a peculiar taste or odor@|@cacugnilarqe-@
@to have a pleasant odor@|@tepkegte-@
@to have a potlatch@|@nererpag@
@to have a prickly feeling in one's tongue@|@kakialanar-@
@to have a pungent taste@|@qatlinarqe-@
@to have a quugar@|@quugaarirte-@
@to have a rounded shape@|@aqsamirte-@
@to have a rule@|@aarutengqerr-@
@to have a sharp edge@|@cingikegte-@
@to have a slight current@|@cupemnilugte-@
@to have a sore eye or sore eyes@|@iilliqe-@
@to have a sore throat@|@igyariqe-@
@to have a strong odor@|@teptu-@
@to have a strong offensive odor@|@kayuri-@
@to have a sty in one's eye@|@iissuuyar-@
@to have a tendency to tell lies@|@iqlungar-@
@to have a toothache@|@kegguciqe-@
@to have absolutely no edge@|@cingingssagaate-@
@to have an answer@|@kanginge-@
@to have an erection@|@tek'i-@
@to have an infectious rash@|@callarte-@
@to have an inflicted injury@|@taqinar-@
@to have an intestinal disorder@|@iluliqe-@
@to have an itchy anus due to pinworm@|@quarta-@
@to have an offensive odor@|@cacurrlug-@
@to have an upset stomach and intestinal track@|@ilulzngu-@
@to have backache on the upper back@|@qemirrliqe-@
@to have bad aim@|@uyaqucuite-@
@to have banana feet@|@caqvirnga-@
@to have bed overtaken@|@aciircite-@
@to have chest pains@|@qat'galzngu-@
@to have compassion@|@naklegtar-@
@to have diarrhea@|@anara-, qeciqar-, urr'i-@
@to have double vision@|@malzrupegte-@
@to have earache@|@ciuciqe-@
@to have foam in soup@|@qapugglir-@
@to have food poisoning@|@ilussarte-@
@to have food stuck between teeth@|@kumkar-@
@to have food stuck in the esophagus@|@tumite-@
@to have free time@|@urenke-@
@to have fresh fish@|@ungllikartur-@
@to have friction@|@nepitag-@
@to have frost@|@ilur-@
@to have good aim@|@uyaqucu-@
@to have good eyesight@|@takvig-@
@to have gotten or saved (it) for some reason@|@cakartaqe-@
@to have had one's initial menstrual period@|@agelzruma-, agleruma-@
@to have heavy breathing after working@|@ilaciqtar-@
@to have heavy thoughts@|@umyugarniur-@
@to have holes in the sole of ones skin boots@|@puturte-@
@to have in one's possession@|@awaliqe-@
@to have infectious sores on body@|@pupig-@
@to have laryngitis@|@erinaarute-@
@to have lay on the floor and watch someone@|@ac'ir-@
@to have light streaming out of it@|@qamurrir-@
@to have many cracks@|@qupirlar-@
@to have money@|@akiutengqerr-@
@to have mouth sores@|@qanrite-@
@to have mucus in the corners of the eyes@|@qunigqe-@
@to have narrow cracks@|@bridge of nose between eyes@
@to have narrow separations@|@bridge of nose between eyes@
@to have no change in health@|@cakaniqsaate-@
@to have no front teeth@|@ilzngingqerr-@
@to have no grudge against@|@cangakenrite-@
@to have no information about@|@uunguciite-@
@to have no money@|@akiutaate-@
@to have no more authority@|@caunrir-@
@to have no more breath@|@anernerite-@
@to have no more food@|@dried fish, neqaarute-@
@to have no more room@|@piwigkaate-@
@to have no more value@|@caunrir-(1)@
@to have no people@|@cugtaate-@
@to have no room@|@enkaate-@
@to have no room anylonger@|@enkaarute-@
@to have no room to fit@|@caltuqite-@
@to have no taste@|@cacugniite-@
@to have nothing@|@cataate-@
@to have nothing to do@|@carkacug-@
@to have one's initial menstrual period@|@aglenrrarar-@
@to have pain@|@tugiryarte-@
@to have pain in one's side@|@caniqiqe-@
@to have pain in the hands after long hours of work@|@taprite-@
@to have pain in the joints@|@napniqe-@
@to have poor eyesight@|@takviate-@
@to have pus@|@imaryar-, uquryag-@
@to have respect for@|@takaqe-, talluqe-@
@to have rosy cheeks@|@cugnir-@
@to have seizure@|@qiste-@
@to have sexual intercourse@|@uyug-@
@to have side pains due to much activity@|@kakivkar-@
@to have silvery speckles@|@quilekupiar-@
@to have someone name you@|@acircite-@
@to have someone to support@|@qagatengqerr-@
@to have something happen to someone@|@caqerte-@
@to have something in the mouth without injest@|@iqmig-@
@to have sore muscles from exertion@|@cagner-@
@to have stiff and numb hands from the cold@|@perlerci-@
@to have stomachache@|@aqsalzngu-@
@to have tea or coffee with bread@|@awu-@
@to have the need to urinate@|@nakaci-@
@to have value@|@akingqerr-@
@to have very disturbing thoughts@|@umyugarrliqe-@
@to have vision obscured@|@eci-@
@to have wide separations@|@akultu-@
@to have wings@|@caqungqerr-@
@to heal@|@mame-@
@to hear something for the first time@|@qawirtaqe-@
@to hear well@|@niicu-@
@to heat (of liquids)@|@uqnir-@
@to heat liquids@|@puqlir-@
@to help a boy child to urinate@|@ken-@
@to help a child urinate@|@qurrengcar-@
@to help lift up@|@akir-@
@to help out@|@ukisqiute-@
@to help push one up@|@akir-@
@to hem@|@merigte-@
@to hesitate to do a chore thinking someone will@|@cima-@
@to hiccup@|@negituqagge-@
@to hide@|@iir-@
@to hide under something@|@qerte-@
@to hit a ball very hard with a bat@|@kaugpag-@
@to hit what with thrown@|@uyaqe-@
@to hit with a stick@|@anau-@
@to hold a female toddler and assist to urinate@|@ess'angcar-@
@to hold hands with him@|@tass'uqe-@
@to hold in hand@|@tegumiaqe-@
@to hone a knife@|@ellikarar-@
@to hop on one foot@|@caqillngaar-@
@to host a guest@|@tukiqenge-, tukir-@
@to host someone@|@allaniur-@
@to howl@|@maruar-@
@to howl and whistle of wind outside of house@|@qalzriuqsa'arte-@
@to hug@|@eqte-@
@to hug between legs@|@quumig-@
@to hug together@|@eqyute-@
@to hum@|@emyag-@
@to hum or sing a wordless tune@|@uyurua-@
@to hunt@|@pissur-@
@to hunt birds@|@tengmiarrsur-@
@to hunt for oldsquaw ducks in the spring@|@aassektacungirnari-@
@to hunt seals@|@taqukassur-@
@to ignite easily@|@kenqegg-@
@to incarcerate@|@iterte-@
@to increase in number@|@amlleqanir-@
@to inflate@|@qerrur-@
@to instruct@|@alerqua-, liissaute-@
@to intercept@|@narug-@
@to jell@|@igur-@
@to jerk forward when a vehicle suddenly stops@|@angaqerte-@
@to join in with@|@ilagar-@
@to join with others who are doing something@|@mistuqute-@
@to journey into the ocean@|@kaugpangcar-@
@to jump@|@qeceg-@
@to jump over an aawusar@|@ek'ur-@
@to jump-rope@|@qawaliqtar-@
@to keep going back for more@|@ujiqe@
@to keep in a safe place@|@qelke-@
@to kick@|@itegmig-, itemkar-, kitngig-, tukqar-@
@to kill@|@tuqute-@
@to kill a person@|@cugte-@
@to kiss@|@cingar-@
@to kneel@|@cisqumigte-@
@to knit@|@qilag-@
@to knock@|@tukriar-@
@to knock down@|@lavte-@
@to knot@|@qillerte-@
@to know@|@nallunrite-@
@to lack fresh air@|@epsalzngu-@
@to ladle meat or fish out of cooking@|@qaswar-@
@to land@|@mit'e-@
@to lap (specifically refers to animals)@|@alunge-@
@to lash@|@aswarqe-@
@to laugh@|@englarer-@
@to laugh at@|@englaciteke-@
@to lay eggs@|@kayangi-@
@to learn@|@liigarte-, liite-@
@to leave@|@unite-@
@to leave a share for (him)@|@ilakui-@
@to leave alone@|@wiitate-@
@to leisure time@|@cauranrite-@
@to leisurely stroll@|@calligte-@
@to lend@|@navrite-@
@to let go from one's grip@|@pegte-@
@to lick fingers@|@patemcug-@
@to lick food from fingers@|@epaar-@
@to lie constantly@|@iqluqu-@
@to lie down@|@inarte-@
@to lie face down on belly@|@palurte-@
@to lie on one's back@|@newerte-@
@to lift up@|@keweg-@
@to lift using a lever@|@ipuutar-@
@to limp@|@tussite-@
@to live in the traditional way@|@cungnaqe-@
@to load@|@ucilir-@
@to lock@|@kelucar-@
@to look@|@tangssug-@
@to look back@|@kingyar-@
@to look fit and healthy@|@tangyunarqe-@
@to look for@|@iwar-@
@to look in the mirror@|@tarenriur-@
@to look into corners@|@qinangnir-@
@to look to the side by moving the eyes@|@qigcig-@
@to look unfit and unhealthy@|@tangyunaate-@
@to look with binoculars@|@qinertar-@
@to lose (something small)@|@cagi-@
@to lose balance and fall@|@iquqerte-@
@to lose consciousness@|@ellaarute-@
@to lose weight@|@kemgiute-@
@to love@|@piniqe-@
@to maintain that one is right@|@piciuyaaqe-@
@to make@|@pili-@
@to make a banging sound@|@mamqi-@
@to make a bed@|@aqlartar-@
@to make a crackling noise@|@tiiwartar-@
@to make a crackling sound@|@cingqi-, mengqi-, qiaryegte-@
@to make a credit purchase@|@akilzngir-@
@to make a design@|@alzngarkiur-@
@to make a drainage@|@cuplulir-@
@to make a face@|@miuyegqutar-@
@to make a flapping sound in the wind@|@lepliur-@
@to make a grass basket@|@mingqii-@
@to make a house for it@|@enkiur-@
@to make a kayak@|@qayali-@
@to make a net@|@kuvyi-@
@to make a parka@|@atkuli-@
@to make a rustling sound@|@niugte-@
@to make a shuffling noise@|@piwagte-@
@to make a sled@|@ikamri-@
@to make a smacking sound@|@mecangqi-@
@to make a sound@|@nepelkirte-@
@to make a squeaking or crunching noise@|@qiuryi-@
@to make a sudden crashing sound@|@cingqutui-@
@to make a sudden forward movement@|@ayakaknig-@
@to make a traditional mask@|@agayi-@
@to make aged salmon@|@quli-@
@to make an arc@|@agluryir-@
@to make an error@|@alarte-@
@to make an open fire inside to remove frost@|@kevkar-@
@to make bread@|@kelipi-@
@to make clanging and banging noises@|@awirli-@
@to make crimps for stitches on sealskin boot soles@|@tegguar-@
@to make dance fans@|@tegumiali-@
@to make Eskimo ice cream@|@akute-@
@to make fried bread@|@maniar-@
@to make incantations@|@tunri-@
@to make kicking motion when being packed@|@tukayerte-@
@to make loud noises when crying or arguing@|@aara-@
@to make no attempt to help those who are busy@|@tararte-@
@to make noise@|@neplir-, nepsarte-@
@to make one vomit@|@miryangcar-@
@to make one's laugh@|@englarcar-@
@to make others follow certain ways@|@maryarte-@
@to make plans to go on a trip@|@egnia-@
@to make reflection on calm silvery water@|@akicug-@
@to make room for it@|@enkiur-@
@to make rope from sealskin@|@pinevkar-@
@to make something for sale@|@akikiur-@
@to make sure an object is securely@|@mallegtenqegcar-@
@to make tea@|@caayiri-@
@to make the noise of solid objects@|@lerli-@
@to mark one's birthday@|@anllite-@
@to masturbate@|@qerrike-@
@to measure@|@wiig-@
@to meet on the way@|@parte-@
@to melt around something@|@urugturute-@
@to mend@|@grass basket@
@to mingle with others@|@ilagaute-, tangaliute-@
@to misplace@|@enllugte-(1)@
@to mispronounce@|@qutqur-@
@to miss a target by shooting to the side@|@inglutruarte-@
@to miss and have it get away from one@|@anagi-@
@to miss by shooting short@|@ukatruar-, ukatrute-@
@to miss someone's presences@|@imlalin-@
@to miss the target by shooting to the side@|@yatruar-@
@to miss the target when shooting@|@uniurte-@
@to miss what one is aiming at by shooting above it@|@qulzruarte-@
@to miss when aiming@|@natruate-@
@to mistreat someone@|@nangci-@
@to mix@|@awute-, qiwir-@
@to molt@|@ingte-@
@to mop the floor@|@tan'i-@
@to mope when bothered by someone@|@qirruarte-@
@to move@|@eglerte-, peke-@
@to move (it) back and forth@|@angalate-@
@to move about continuously@|@pekevyirte-@
@to move back@|@tagkanir-@
@to move from one place to another@|@nugtaqtar-@
@to move from one residence to another@|@upag-@
@to move from side to side or back and forth@|@arwiqtar-@
@to move inching one's boat along inside loose pack@|@ayagtuute-@
@to move over@|@agkanir-, nugtarte-@
@to move suddenly@|@pek'arte-@
@to move with bow high above the water@|@qalugte-@
@to mumble@|@qanemcuar(ar)-@
@to name@|@acir-@
@to never catch game@|@picuite-@
@to never criticize@|@cangakinrite-@
@to never lie@|@iqlussuite-@
@to never mistreat others@|@ilalkissuite-@
@to no longer have trust in@|@asgurayagute-, ukvekenrir-@
@to not be a cause of concern@|@canrite-@
@to not be able to look right at someone@|@qitngayug-@
@to not be cute@|@ineqsunaate-@
@to not be dexterous@|@canatuite-, qucavliqe-@
@to not be entertaining to look at@|@tangssunaate-@
@to not be fast@|@cukanrite-@
@to not be frozen well@|@civyegte-@
@to not be knowledgeable@|@lisngiate-@
@to not be scary@|@alingnaate-@
@to not be speedy@|@cukanranrite-@
@to not be the one@|@piciunrite-@
@to not comprehend@|@taringenrite-@
@to not eat berries while berry-picking@|@amqanrite-@
@to not get or take enough@|@palarte-@
@to not have much room@|@enkaarte-@
@to not have pale face@|@qakinrite-@
@to not have respect for@|@takaqenrite-@
@to not ignite easily@|@kenqeggiate-@
@to not look forward to something@|@civvuurayug-@
@to not make a sound@|@neplinrite-@
@to not move yet@|@eglertesaate-@
@to not save some for@|@aminkinrite-@
@to not take long@|@akaurtenrite-@
@to not talk or answer@|@nepelkirtenrite-@
@to not travel yet@|@eglertesaate-@
@to not trust someone@|@asgurayug-@
@to not want@|@pinyunrite-@
@to not wipe well@|@avv'avlag-@
@to notify@|@nallunritevkar-@
@to obcure vision@|@eci-@
@to obey@|@niicugni-, niite-@
@to observe one's surroundings from a elevatation@|@naste-@
@to ooze fluids@|@muir-@
@to ooze out fluids@|@maqe-@
@to open@|@angparte-, angwar-@
@to open one's eyes@|@wiite-@
@to open or be open@|@ikirte-@
@to open skylight and cook in an open fire@|@angwarqur-@
@to open the mouth@|@aatarte-@
@to operate using only one side@|@inglupiar(ar)-@
@to oppose one's thoughts and opinions@|@narurte-@
@to order from a catalogue@|@tuyur-@
@to order someone to do something for one@|@kevgartur-@
@to over put ingredient@|@awukuayassiyagte-@
@to overcook@|@uuwallag-@
@to overflow@|@cipte-@
@to over-stretch@|@nengugte-@
@to overtake someone@|@angu-@
@to overwork and get sick@|@nengugarte-@
@to own@|@pike-@
@to pack@|@tekalzragte-@
@to paddle@|@anguar-@
@to paddle fast with a double-bladed paddle@|@paanger-@
@to paint@|@kelaskarte-@
@to panic@|@tavqer-@
@to pass@|@aruqe-@
@to pass by@|@kitur-, kituute-@
@to pass of time@|@pellug-@
@to patch@|@mamrir-@
@to patch the sole of a skin boot@|@allngir-@
@to pay for fare@|@kuucir-@
@to pay for something@|@akilir-, akilite-@
@to pay no attention to@|@ilangci-@
@to pay someone@|@akilir-, akilite-@
@to peel@|@qeltaar-@
@to peel improperly@|@cetegglug-@
@to peel off@|@kii-@
@to perform acupuncture@|@uguci-@
@to perform or undergo a surgical operation@|@pilagtur-@
@to perspire@|@esser-, ser-@
@to photograph@|@tarenrar-@
@to pick berries@|@unatar-@
@to pick berries although there aren't many@|@purrir-@
@to pick up small objects@|@pukug-@
@to pick up speed@|@cukari-@
@to pin down@|@acimig-, niig-@
@to pinch@|@pupsug-@
@to place lower@|@aciqsikanir-@
@to place next to@|@itute-@
@to place sharp objects on ground@|@cukiciurtri-@
@to place the blame on someone@|@awutatur-@
@to plane wood@|@estuluussar-@
@to play@|@aqui-@
@to play a game of prize tag@|@mayarcete-@
@to play a game similar to volleyball@|@akiqaara-@
@to play basketball@|@yugguar-@
@to play hide and seek@|@iirutar-@
@to play music@|@aturcetaar-@
@to play tag@|@angumayutar-@
@to play with matches@|@keniur-@
@to play with scissors@|@nunuuciur-@
@to play with toys@|@laanguar-@
@to plead@|@engilugte-@
@to plead with@|@engilugte-@
@to pluck bird feathers@|@erici-@
@to plug@|@kuir-@
@to plunder@|@mayar-@
@to point at@|@kenir-@
@to poke and pry out@|@ipug-@
@to polish@|@qevlerte-@
@to pop into mouth@|@iqemkar-@
@to possess@|@pingqerr-@
@to possess money@|@akingqerr-@
@to possibly have no food@|@neqkaciqe-@
@to pound@|@kaukcag-@
@to pour@|@kuve-, kuwe-@
@to powder one's face@|@qatercar-@
@to practice life-change traditions@|@yaag-@
@to practice shamanism@|@angalki-@
@to praise@|@nanrar-@
@to pray@|@agayu-@
@to prepare a meal@|@neqkiur-@
@to prepare a steam bath@|@maqili-@
@to prepare food for a dog@|@alungkiur-@
@to prepare food for cooking@|@ukli-@
@to prepare to carry heavy load using atmautar@|@atmalugpiggiur-@
@to prepare to go@|@upte-@
@to prepare to go to work@|@urnirtur-@
@to prepare to leave on short@|@uplerquute-@
