@English@|@Irish Gaelic@
@bond@|@cuibhreach@
@bondage@|@braighdeanas@
@bone@|@cnámh@
@bonfire@|@tine chnámh@
@bonnet@|@boinéad@
@bonus@|@bónas@
@bony@|@cnámhach@
@boo@|@bú@
@booby trap@|@bobghaiste@
@book@|@leabhar@
@book keeping@|@cuntasóireacht@
@bookcase@|@prios leabhar@
@booking office@|@oifig ticéad@
@booklet@|@leabhrán@
@bookmaker@|@geallghlacadóir@
@bookseller@|@díoltóir leabhar@
@bookshop@|@siopa leabhar@
@bookstall@|@stalla leabhar@
@boon@|@buntáiste@
@boost@|@méadú@
@boot@|@bróg@
@booth@|@stainnín@
@booty@|@creach@
@booze@|@an braon@
@border@|@ciumhais, imeall@
@borderline@|@teorainn@
@born@|@teacht ar an saol@
@borough@|@buirg@
@borrow@|@rud a fháil ar iasacht@
@bosnia@|@Boisnia@
@bosom@|@brollach@
@boss@|@saoiste@
@boston@|@Bostún@
@bosun@|@bósan@
@botany@|@luibheolaíoch@
@botch@|@déan praiseach de@
@both@|@araon, idir@
@bother@|@bac, cráigh@
@bottle@|@buidéal@
@bottle bank@|@gabhdán buidéal@
@bottle opener@|@osclóir buidéal@
@bottleneck@|@caolas@
@bottom@|@bun@
@bottom part@|@íochtar@
@bough@|@craobh@
@boulder@|@bollán@
@bounce@|@preab@
@bound@|@fear dorais@
@bouquet@|@crobhaing@
@bout@|@dreas@
@bow@|@cuach@
@bow (with body)@|@umhlú@
@bow tie@|@carbhat cuachóige@
@bowels@|@inní@
@bowl@|@babhla@
@bowler@|@babhlálaí@
@bowling green@|@faiche bollaí@
@box@|@bosca@
@box office@|@oifig ticéad@
@boxer@|@dornálaí@
@boxing day@|@Lá Fhéile Stiofáin@
@boxing gloves@|@lámhainní dornála@
@boxing ring@|@cró dornálaíochta@
@boxroom@|@seomra bagáiste@
@boy@|@buachaill, garsún@
@boycott@|@baghcat@
@boyfriend@|@stócach@
@bra@|@cíochbheart@
@brace@|@cuing@
@bracelet@|@bráisléad@
@bracken@|@raithneach@
@bracket@|@brac@
@brag@|@déan mórtas@
@braid@|@bréad@
@brain@|@inchinn@
@brainwash@|@déan síolteagasc@
@braise@|@galstobh@
@brake@|@coscán@
@brake fluid@|@sreabhán coscán@
@brake light@|@solas coscán@
@bran@|@bran@
@branch@|@craobh@
@brand@|@branda@
@brand new@|@úrnua@
@brandy@|@branda@
@brash@|@sotalach@
@brass band@|@banna práis@
@brassiere@|@cóchbheart@
@brat@|@sotaire@
@brave@|@cróga@
@brawl@|@maicín@
@brawn@|@arrachtas@
@bray@|@bheith ag grágáil@
@brazen@|@prásach@
@brazer@|@ciseán@
@brazil@|@An Bhrasaíl@
@breach@|@bearnaigh@
@bread@|@arán@
@breadbin@|@bosca aráin@
@breadcrumbs@|@grabhróga@
@breadth@|@fairsinge@
@breadwinner@|@saothraí@
@break@|@bris@
@break in@|@briseadh isteach@
@breakdown@|@cliseadh@
@breakfast@|@bricfeasta@
@breakwater@|@tonnchosc@
@breast@|@broinn, cíoch@
@breast feed@|@tabhair an chíoch do@
@breaststroke@|@bang brollaigh@
@breath@|@anáil@
@breathalyser@|@anáilíseoir@
@breathe@|@tarraing anáil@
@breathing space@|@faoiseamh@
@breathless@|@séidte@
@breed@|@póraigh@
@breeze@|@leoithne@
@breton@|@Briotánach@
@brew@|@déan@
@brewery@|@grúdlann@
@bribe@|@breab@
@brick@|@bríce@
@bricklayer@|@bríceadóir@
@bride@|@brídeach@
@bridge@|@droichead, droichead@
@bridle@|@srian@
@brief@|@achomair@
@briefcase@|@mála cáipéisí@
@bright@|@geal, glan@
@brilliant@|@lonrach@
@brim@|@béal@
@brine@|@sáile@
@bring@|@tabhair leat@
@brink@|@bruach@
@brisk@|@briosc@
@bristle@|@guaire@
@brit@|@Gall@
@britain@|@An Bhreatain@
@brittany@|@An Bhriotáin@
@brittle@|@sobhriste@
@broach@|@tabhair chun cinn@
@broad@|@leitheadach@
@broad minded@|@leathanaigeanta@
@broadcast@|@craoladh@
@broccoli@|@brocailí@
@brochure@|@bróisiúr@
@broil@|@gríosc@
@broke@|@briste@
@broken@|@briste@
@broker@|@bróicéir@
@brolly@|@scáth@
@bronchitis@|@broincíteas@
@bronze@|@umha@
@brooch@|@dealg@
@brood@|@gor a dhéanamh ar rud@
@broom@|@scuab, scuab, tormán@
@broomstick@|@crann scuaibe@
@broth@|@brat@
@brothel@|@drúthlann@
@brother@|@dearthair, deartháir@
@brow@|@clár@
@brown@|@donn@
@brown bread@|@arán donn@
@brown paper@|@páipéar donn@
@brown sugar@|@siúcra donn@
@brownies@|@Brídíní@
@browse@|@bheith ag caitheamh do shúile@
@bruise@|@brú, brú@
@brunette@|@cailín donn@
@brunt@|@meáchan@
@brush@|@scuab@
@brussel sprout@|@bachlóg@
@brussels@|@An Bhruiséil@
@brute@|@brúid@
@bubble@|@boilgeog@
@bubble bath@|@folcadh sobalach@
@bubble gum@|@guma coganta@
@buck@|@poc@
@bucket@|@buicéad@
@buckle@|@búcla@
@bud@|@backlóg@
@buddhism@|@Búdachas@
@budge@|@bog@
@budgerigar@|@budragár@
@budget@|@buiséad@
@buff@|@donnbhuí@
@buffalo@|@buabhall@
@buffer@|@maolaire@
@buffet@|@cuntar, tuairteáil@
@bug@|@feithid@
@bugle@|@stoc@
@build@|@déanamh@
@building@|@foirgneamh@
@built in@|@ionsuite@
@built up area@|@limistéar@
@bulb@|@bolgán@
@bulge@|@boilsc@
@bulk@|@teágar@
@bulky@|@toirtiúil@
@bull@|@tarbh@
@bulldog@|@bulladóir@
@bulldoze@|@réitigh le hollscartaire@
@bullet@|@piléar@
@bulletin@|@billeog@
@bulletproof@|@piléardhíonach@
@bullfight@|@tarbhchomhrac@
@bullion@|@buillean@
@bullock@|@bológ@
@bullring@|@cró tarbhchomhraic@
@bulls eye@|@súil sprice@
@bully@|@bulaí@
@bum@|@geadán@
@bumblebee@|@bumbóg@
@bump@|@cnapán@
@bun@|@borróg@
@bunch@|@dos@
@bundle@|@burla@
@bungalow@|@bungaló@
@bungle@|@déan praiseach@
@bunion@|@pachaille@
@bunk@|@bunc@
@bunk bed@|@leaba bunc@
@bunker@|@gualchró@
@bunny@|@coinín@
@bunting@|@stiallbhratacha@
@buoy@|@baoi@
@burden@|@eire@
@bureau@|@biúró@
@bureaucracy@|@maorlathas@
@burglar@|@buirgléir@
@burglar alarm@|@rabhchán@
@burial@|@adhlacadh@
@burly@|@téagartha@
@burn@|@dóigh@
@bursary@|@sparánacht@
@bury@|@adhlaic@
@bus@|@bus@
@bus stop@|@bus stad@
@bush@|@tom, tor@
@business@|@gnó, gnó@
@busker@|@ceoltóir@
@bust@|@bráid@
@bustle@|@fuadar@
@busy@|@gnóthach@
@busybody@|@socadán@
@but@|@ach, ach@
@butcher@|@búistéir@
@butler@|@buitléir@
@butt@|@buta@
@butter@|@im@
@buttercup@|@cam an ime@
@butterfly@|@féileacán@
@buttermilk@|@bláthach@
@buttocks@|@mása@
@button@|@cnaipe@
@buttonhole@|@lúbóg@
@buttress@|@taca@
@buxom@|@bloiscíneach@
@buy@|@ceannaigh@
@buzz@|@crónán@
@buzzard@|@clamhán@
@by@|@le@
@by election@|@fothoghchán@
@by law@|@fodhlí@
@by product@|@seachtháirge@
@by your leave@|@gan chead gan chomhairle@
@bye@|@slán@
@bye bye@|@slán leat@
@bygone@|@caite@
@bypass@|@seachród@
@bystander@|@féachadóir@
@byte@|@beart@
@byword@|@bheith mar leathfhocal do@
@cab@|@cab@
@cabaret@|@seó@
@cabbage@|@cál, gabáiste@
@cabin@|@bothóg@
@cabinet@|@comh-aireacht@
@cable@|@cábla@
@cable car@|@carr cábla@
@cable television@|@teilifís chábla@
@cache@|@folachán@
@cackle@|@bheith ag scolgarnach@
@cactus@|@cachtas@
@cadet@|@dalta@
@cadge@|@bheith ag diúgaireacht@
@caesarean@|@gearradh caesarach@
@cafe@|@caife@
@cage@|@caighean@
@cagoule@|@cóta@
@cajole@|@bladair@
@cake@|@cáca@
@calamine@|@cailmín@
@calamity@|@tubaiste@
@calcium@|@cailciam@
@calculate@|@áirigh@
@calculator@|@áireamhán@
@calendar@|@féilire@
@calf@|@gamhain@
@caliant@|@curata@
@calibre@|@calabra@
@call@|@glaoch, glaoigh, glaoigh ar@
@call box@|@bosca teileafóin@
@call girl@|@meirdreach@
@calling card@|@cárta gnó@
@callous@|@fuarchroíoch@
@calm@|@socair@
@calorie@|@calra@
@camber@|@cuaire@
@Cambodia@|@An Chambóid@
@camcorder@|@ceamthaifeadán@
@camel@|@camall@
@camera@|@ceamara@
@camera man@|@fear ceamara@
@camomile@|@fíogadán@
@camouflage@|@duaithníocht@
@camp@|@campa@
@camp bed@|@leaba champa@
@campaign@|@feachtas@
@camper@|@campálaí@
@campsite@|@áit champála@
@campus@|@campas@
@can@|@canna, féad@
@can opener@|@stánosclóir@
@Canada@|@Ceanada@
@canal@|@canáil@
@canary@|@canáraí@
@cancel@|@cealaigh@
@cancer@|@ailse@
@candid@|@ionraic@
@candidate@|@iarrthóir@
@candle@|@coinneal@
@candlelight@|@le solas coinnle@
@candlestick@|@coinnleoir@
@candour@|@oscailteacht@
@candy@|@candaí@
@candyfloss@|@flas candaí@
@cane@|@bata@
@canister@|@ceanastar@
@cannabis@|@cannabas@
@canned@|@stánaithe@
@cannon@|@canóin@
@canoe@|@canú@
@canon@|@canónach@
@canopy@|@forscáth@
@canteen@|@ceaintín@
@canter@|@bheith ag gearrshodar@
@canvas@|@bréid@
@canvass@|@vótaí a iarraidh ar son@
@canyon@|@cainneon@
@cap@|@caidhp@
@capability@|@cumas@
@capable@|@ábalta@
@capacity@|@toilleadh@
@cape@|@cába@
@caper@|@ceáfar@
@capital@|@príomhchathair@
@capital punishment@|@pionós an bháis@
@capitalism@|@caipitleachas@
@capricorn@|@An Gabhar@
@capsize@|@tiontaigh@
@capsule@|@capsúl@
@captain@|@captaen@
@caption@|@ceannteideal@
@captive@|@braighdeanach@
@capture@|@gabh, gabh@
@car@|@carr, gluaisteán@
@car bomb@|@carrbhuama@
@car ferry@|@bád@
@car hire@|@fruiliú gluaisteán@
@car park@|@carrchlós@
@car phone@|@carrfón@
@car wash@|@carrfholcadh@
@carafe@|@caraf@
@caramel@|@caramal@
@carat@|@carat@
@caravan@|@carbhán@
@caraway@|@cearbhas@
@carbohydrate@|@carbaihiodráit@
@carbon@|@carbón@
@carbon dioxide@|@dé-ocsaíd@
@carbon monoxide@|@aonocsaíd@
@carbon paper@|@páipéar carbóin@
@carburettor@|@carbradóir@
@carcinogenic@|@carcanaigineach@
@card@|@cárta@
@card game@|@cluiche cártaí@
@cardboard@|@cairtchlár@
@cardiac@|@cairdiach@
@cardiff@|@Caerdydd@
@cardigan@|@cairdeagan@
@cardinal@|@cairdinéalta@
@cardphone@|@cártafóin@
@care@|@aire@
@career@|@slí@
@carefree@|@neambhuartha@
@careless@|@míchúramach@
@carer@|@feighlí@
@caress@|@muirniú@
@caretaker@|@airíoch@
@cargo@|@lasta@
@caribbean (sea)@|@Muir Chairib@
@caricature@|@caracatúr@
@carlow@|@Ceatharlach@
@carnal@|@collaí@
@carnation@|@coróineach@
@carnival@|@carnabhal@
@carol@|@carúl@
@carp@|@carbán@
@carpenter@|@saor adhmaid, siúinéir@
@carpet@|@cairpéad@
@carriage@|@carráiste, iompar@
@carrier@|@iompróir@
@carrot@|@cairéad@
@carry@|@iompair, iompair@
@carrycot@|@cliabhán@
@cart@|@cairt@
@cartilage@|@loingéan@
@carton@|@cartán@
@cartoon@|@cartún@
@cartridge@|@cartús@
@carve@|@snoigh, spól@
@case@|@cás@
@cash@|@airgead@
@cash card@|@airgead tirim@
@cash desk@|@deasc airgid@
@cash dispenser@|@dáileoir airgid@
@cash register@|@scipéad cláraithe@
@cashew@|@cnó caisiú@
@cashmere@|@caismír@
@casino@|@casino@
@casket@|@cisteog@
@casserole@|@casaról@
@cassette@|@caiséad@
@cast@|@caith@
@cast iron@|@iarann múnla@
@castaway@|@duine longbhriste@
@caster sugar@|@siúcra mín@
@casting vote@|@vóta réitigh@
@castle@|@caisleán@
@castor@|@rothán@
@castor oil@|@ola ricne@
@castrate@|@spoch@
@casual@|@fánach@
@casual worker@|@oibrí ócáideach@
@casualty@|@taismeach@
@cat@|@cat@
@catalogue@|@catalóg@
@catalyst@|@catalaíoch@
@catalytic convertor@|@tiontaire catalaíoch@
@catapult@|@crann tabhaill@
@cataract@|@fionn eas@
@catarrh@|@réama@
@catastrophe@|@matalang@
@catch@|@beir ar@
@catch phrase@|@leathfhocal@
@category@|@catagóir@
@cater for@|@freastail ar@
@caterpillar@|@bolb@
@cathedral@|@ardeaglais@
@catholic@|@Caitliceach@
@catseye@|@súil chait@
@cattle@|@eallach@
@catty@|@binbeach@
@caucus@|@cácas@
@cauliflower@|@cóilis@
@cause@|@údar, údar@
@causeway@|@cabhsa@
@caustic@|@lioscneach@
@caution@|@faichill@
@cavalry@|@marcshlua@
@Cavan@|@An Cabhán@
@cave@|@uaimh@
@caviar@|@caibheár@
@cavort@|@pramsáil@
@cd@|@dlúthdhiosca@
@cease@|@stad@
@ceasefire@|@sos lámhaigh@
@cedar@|@céadar@
@ceefax@|@Aertel@
@ceiling@|@síleáil@
@celebrate@|@ceiliúir@
@celebrity@|@duine cáiliúil@
@celery@|@soilire@
@cell@|@cill@
@cellar@|@siléar@
@cello@|@dordveidhil@
@cellphone@|@ceallafón@
@cellular@|@ceallach@
@celt@|@Ceilteach@
@celtic sea@|@An Mhuir Cheilteach@
@cement@|@suimint@
@cement mixer@|@suaiteoir@
@cemetery@|@reilig@
@censor@|@cinsire@
@census@|@daonáireamh@
@cent@|@ceint@
@centenary@|@ceiliúradh@
@centigrade@|@ceinteagrádach@
@centipede@|@céadchosach@
@central america@|@Meiriceá Láir@
@central heating@|@téamh lárnach@
@central locking@|@glasáil lárnach@
@central processing unit@|@lárionad próiseála@
@central reservation@|@tearmann láir@
@centre@|@lár@
@centre forward@|@learthosaí lárthasaí@
@centre half@|@leathchúlaí láir@
@century@|@aois céad@
@ceramic@|@criaga@
@cereal@|@gránach@
@ceremony@|@searmanas@
@certain@|@cinnte@
@certainly@|@go deimhin@
@certificate@|@teastas@
@certified mail@|@le post cláraithe@
@cervix@|@ceirbheacs@
@chafe@|@scríob@
@chain@|@slabhra@
@chair@|@cathaoir, cathaoir@
@chalet@|@sealla@
@chalice@|@cailís@
@chalk@|@cailc@
@challenge@|@dúshlán, dúshlán@
@chamber@|@seomra@
@chamber music@|@ceol aireagail@
@chambermaid@|@cailín aimsire@
@chamois leather@|@seamaí@
@champagne@|@seaimpéin@
@champion@|@seaimpín@
@chance@|@cinniúint, seans@
@chancellor@|@seansailéir@
@chandelier@|@coinnleoir@
@change@|@athraigh, athraigh, claochlú@
@chant@|@coigeadal@
@chaos@|@anord@
@chap@|@diúlach@
@chapel@|@séipéal, séipéil@
@chaplain@|@séiplíneach@
@chapped@|@gágach@
@chapter@|@caibidil@
@char@|@gualaigh@
@character@|@carachtar@
@charcoal@|@gualach@
@charge@|@táille@
@charge card@|@cárta muirir@
@charity@|@déirc@
@charm@|@cuannacht, piseog@
@chart@|@cairt@
@charter@|@cairtfhostaigh@
@charter flight@|@eitilt chairtfhostaithe@
@chartered accountant@|@cuntasóir cairte@
@charwoman@|@bean ghlantacháin@
@chase@|@ruaig, téigh sa tóir ar@
@chasm@|@duibheagán@
@chassis@|@fonnadh@
@chat@|@comhrá@
@chatterbox@|@cabaire geabaire@
@chauffeur@|@tiománaí@
@chauvinist@|@seobhaineach@
@cheap@|@saor, saor@
@cheaper@|@saoire@
@cheat@|@bheith ag rógaireacht@
@check@|@deimhnigh@
@checkmate@|@marbhsháinn@
@checkout@|@cuntar amach@
@checkpoint@|@ionad seiceála@
@checkroom@|@seomra bagáiste@
@checkup@|@scrúdú dochtúra@
@cheddar@|@céadar@
@cheek@|@grua, leiceann@
@cheekbone@|@cnámh grua@
@cheep@|@gíog@
@cheer@|@tóg gártha molta do@
@cheers@|@sláinte@
@cheese@|@cáis@
@cheesecake@|@císte cáise@
@cheetah@|@síota@
@chef@|@príomhchócaire, taoiseach@
@chemical@|@ceimiceach@
@chemist@|@ceimiceoir@
@chemistry@|@ceimic@
@chemotherapy@|@ceimiteiripe@
@cheque@|@seic@
@cheque card@|@seic chárta@
@chequebook@|@seicleabhar@
@chequered@|@súgánach@
@cherish@|@muirnigh@
@cherry@|@silín, silín@
@chess@|@ficheall@
@chest@|@brollach, cliabh@
@chest of drawers@|@cófra tarraiceán@
@chestnut@|@cnó capaill@
@chew@|@cogain@
@chic@|@faiseanta@
@chick@|@scalltán@
@chicken@|@eireog, sicín@
@chickenpox@|@deilgneach@
@chickpea@|@piseánach@
@chicory@|@siocaire@
@chief executive@|@príomhoifigeach feidhmiúcháin@
@chiffon@|@sreabhann@
@chilblain@|@fochma@
@child@|@leanbh, leanbh, páiste@
@child abuse@|@drochíde@
@child minder@|@feighlí páistí@
@childbirth@|@breith clainne@
@childhood@|@leanbaíocht@
@childish@|@leanbaí páistiúil@
@childlike@|@leanbaí@
@children@|@leanaí, páistí@
@Chile@|@An tSile@
@chill@|@fuacht@
@chime@|@cling@
@chimney@|@simléar@
@chimney sweep@|@glantóir simléar@
@chimpanzee@|@simpeansaí@
@chin@|@smig@
@china@|@poirceallán@
@China@|@An tSín@
@chink@|@gág@
@chip@|@sceallóg@
@chiropodist@|@coslia@
@chirp@|@gíog@
@chisel@|@siséal@
@chit@|@nóta@
@chitchat@|@clabaireacht@
@chivalry@|@ridireacht@
@chives@|@síobhais@
@chlorine@|@clóirín@
@chock-a-block@|@lán go doras@
@chocolate@|@seacláid@
@choice@|@rogha@
@choir@|@cór@
@choirboy@|@córbhuachaill@
@choke@|@tacht@
@cholesterol@|@colaistéaról@
@choose@|@togair@
@chop@|@gearr@
@choral@|@córúil@
@chord@|@corda@
@chore@|@creachlaois@
@chortle@|@déan sclogaíl@
@chorus@|@cór@
@Christ@|@Críost@
@christen@|@baist@
@christian@|@Críostaí@
@christmas@|@Nollaig@
@Christmas@|@Nollaig@
@christmas card@|@cárta Nollag@
@christmas day@|@Lá Nollag@
@christmas eve@|@Oíche Nollag@
@christmas tree@|@crann Nollag@
@chrome@|@cróm@
@chromium@|@cróimiam@
@chronic@|@leannánta@
@chronicle@|@croinic@
@chrysanthemum@|@órscoth@
@chubby@|@plucach@
@chuck@|@caith@
@chuckle@|@déan maolgháire@
@chug@|@bheith ag séideogacht@
@chunk@|@alpán@
@church@|@eaglais, teach pobail@
@churchyard@|@cill, reilig@
@churlish@|@doicheallach@
@churn@|@cuinneog@
@chute@|@fánán@
@chutney@|@seatnaí@
@cider@|@ceirtlis@
@cigar@|@todóg@
@cigarette@|@toitín@
@cinderella@|@Cailleach@
@cinders@|@aibhleoga@
@cinema@|@pictiúrlann@
@cinnamon@|@cainéal@
@circle@|@ciorcal@
@circuit@|@timpeall@
@circumference@|@timpeall@
@circumstances@|@tosca@
@circus@|@sorcas@
@cistern@|@sistéal@
@cite@|@luaigh@
@citizen@|@saoránach@
@city@|@cathair@
@civic@|@cathartha@
@civil@|@cathartha@
@civil engineer@|@innealtóir sibhialta@
@civil law@|@dlí sibhialta@
@civil rights@|@cearta sibhialta@
@civil servant@|@státseirbhíseach@
@civil war@|@cogadh cathartha@
@civilian@|@sibhialtach@
@clad@|@gléasta@
@claim@|@éiligh@
@clairvoyant@|@fear feasa@
@clam@|@breallach@
@clamber@|@dreap@
@clamour@|@éileamh callánach@
@clamp@|@teanntán@
@clan@|@treibh@
@clang@|@cling@
@clap@|@buail bosa@
@Clare@|@An Clár@
@claret@|@clairéad@
@clarify@|@soiléirigh@
@clarinet@|@cláirnéid@
@clarity@|@soiléireacht@
@clash@|@caismirt@
@clasp@|@claspa@
@class@|@cineál, rang@
@classes@|@ranganna@
@classic@|@clasaiceach@
@classmate@|@comrádaí scoile@
@classroom@|@seomra ranga@
@clatter@|@clagarnach@
@clause@|@clásal@
@claustrophobia@|@uamhan@
@claw@|@crág@
@clay@|@cré@
@clean@|@glan, glan@
@clear@|@glan@
@clef@|@eochair@
@clench@|@teann ar a chéile@
@clergy@|@cléir@
@clergyman@|@eaglaiseach@
@clerk@|@cléireach@
@clever@|@cliste@
@click@|@cnoig@
@client@|@cliant@
@cliff@|@aill@
@climate@|@aeráid@
@climax@|@buaic@
@climb@|@dreap@
@cling@|@greim a choinneáil@
@clinic@|@clinic@
@clink@|@cling@
@clip@|@fáiscín@
@clippers@|@deimheas@
@clitoris@|@brillín@
@cloak@|@clóca@
@clock@|@clog@
@clockwise@|@deiseal@
@clockwork@|@dul chun cinn bonn ar aon@
@clog@|@paitín@
@cloister@|@clabhstra@
@close@|@dúin, dún@
@close (near)@|@láimh le@
@close knit@|@gar dá chéile@
@close up@|@garamharc@
@closed@|@druid@
@closet@|@clóiséad@
@closure@|@clabhsúr@
@clot@|@téachtán@
@cloth@|@éadach@
@clothes@|@éadaí@
@clothes brush@|@scuab éadaí@
@clothes line@|@líne éadaí@
@clothes peg@|@pionna éadaí@
@cloud@|@scamall@
@clout@|@tabhair leadóg do@
@clove@|@clóbh@
@clover@|@seamair@
@clown@|@fear grinn@
@club@|@club@
@clubhouse@|@clubteach@
@cluck@|@bheith ag glógarsach@
@clue@|@leid, leid@
@clump@|@mothar@
@clumsy@|@ciotach@
@cluster@|@crobhaing@
@clutch@|@greim@
@clutter@|@trangláil@
@co star@|@comhréalta@
@coach@|@cóiste@
@coach (train)@|@carráiste@
@coal@|@gual@
@coalition@|@comhtháthú@
@coalmine@|@mianach guail@
@coalminer@|@mianadóir guail@
@coarse@|@garbh@
@coast@|@cósta, cósta@
@coastguard@|@garda cósta@
@coastline@|@imeallbhord líne@
@coat@|@cóta@
@coat hanger@|@crochadán cótaí@
@coat of arms@|@armas@
@cobbler@|@caibléir@
@cobbles@|@clocha duirlinge@
@cobweb@|@líon@
@cocaine@|@cócaon@
@cock@|@coileach@
@cockle@|@ruacan@
@cockney@|@cocnaí@
@cockpit@|@cábán@
@cockroach@|@ciaróg dhubh@
@cocktail@|@manglam@
@cocoa@|@cócó@
@coconut@|@cnó cócó@
@cod@|@trosc@
@cod liver oil@|@ola troisc@
@code@|@cód@
@coeducational@|@comhoideachais@
@coercion@|@comhéigean@
@coffee@|@caife, caife@
@coffee bean@|@siol caife@
@coffee break@|@sos caife@
@coffee table@|@bord caife@
@coffeepot@|@pota caife@
@coffin@|@cónra@
@cog@|@fiacail@
@cogent@|@éifeachtach@
@coil@|@lúb@
@coin@|@bonn@
@coin box@|@bosca gutháin@
@coincide@|@comhtharlaigh@
@coke@|@Cóc@
@colander@|@síothlán@
@cold@|@fuar@
@cold shoulder@|@déan neamhshuim@
@cold sore@|@cneá fuachta@
@cold start@|@dúiseacht fhuar@
@coldslaw@|@cálslá@
@colic@|@coiliceam@
@collaborate@|@comhoirbrigh@
@collapse@|@tit go talamh@
@collar@|@bóna@
@collarbone@|@cnámh an smiolgadáin@
@collateral@|@comhthaobhacht@
@colleague@|@comhoibrí@
@collect@|@bailigh@
@college@|@coláiste@
@collide@|@tuairteáil@
@collie@|@cóilí@
@colliery@|@gualcha@
@collision@|@imbhualadh@
@colloquial@|@comhráitheach@
@colon@|@idirstad@
@colonel@|@coirnéal@
@colony@|@coilíneacht@
@colour@|@dath, dath@
@colour blind@|@datdhall@
@colour film@|@scannán daute@
@colour scheme@|@scéim dathanna@
@colour television@|@teilifís dhaite@
@colt@|@bromach@
@column@|@colún@
@coma@|@cóma@
@comb@|@cíor@
@combat@|@comhrac@
@combine@|@comhcheangal@
@combine harvester@|@comhbhuainteoir@
@come@|@tagtha, tar ar@
@come in@|@tar isteach@
@comedian@|@fuirseoir@
@comedy@|@coiméide@
@comes@|@tagann, tar@
@comet@|@cóiméad@
@comeuppance@|@fuair sé na fiseacha@
@comfort@|@compóirt, compord, sócúl@
@comic@|@greannmhar@
@coming@|@teacht@
@comma@|@carnóg@
@command@|@ordú@
@commemorate@|@cuimhneachán@
@commence@|@cuir tús le@
@commend@|@mol@
@comment@|@trácht@
@commerce@|@tráchtáil@
@commiserate@|@comhbhrón a dhéanamh le duine@
@commission@|@coimisiún@
@commit@|@déan@
@committee@|@coiste@
@commodity@|@earra@
@common@|@coiteann@
@common law@|@dlí coiteann@
@common market@|@an Cómhargadh@
@common place@|@gnáth gnách@
@common room@|@seomra caidrimh@
@common sense@|@ciall@
@Commonwealth@|@An Comhlathas@
@commotion@|@caismirt@
@communal@|@comhchoiteann@
@communication@|@cumarsáid@
@communion@|@Comaoineach@
@communism@|@cumannachas@
@community@|@pobal comhphobal@
@community centre@|@ionad pobail@
@commute@|@bheith ag comaitéireacht@
@compact@|@dlúth@
@compact disc@|@dlúthdhíosca@
@companion@|@compánach@
@company@|@comhluadar@
@compartment@|@urrann@
@compass@|@compás@
@compassion@|@trua@
@compatible@|@bheith ag freagairt do@
@compensation@|@cúiteamh@
@compete@|@dul san iomaíocht le duine@
@competent@|@éifeachtach@
@competition@|@comórtas iomaíocht@
@compile@|@tiomsaigh@
@complacency@|@bogás@
@complain@|@gearán@
@complementary@|@comhlántach@
@complete@|@iomlán@
@completely@|@amach is amach@
@complex@|@casta@
@complexion@|@snua@
@compliance@|@géilleadh@
@complicate@|@rud a chur trí chéile@
@compliment@|@moladh@
@comply@|@déanamh de réir an dlí@
@component@|@comhpháirt@
@compose@|@cum@
@composition@|@comhdhéanamh@
@composure@|@sócúlacht@
@compound@|@cumasc@
@comprehend@|@tuig@
@comprehension@|@tuiscint@
@comprehensive@|@cuimsitheach@
@compress@|@comhbhrúigh@
@comprise@|@bheith comhdhéanta@
@compulsion@|@éigean@
@computer@|@ríomhaire@
@computer game@|@cluiche ríomhaire@
@computer programmer@|@riomhchlárú@
@computer science@|@an ríomhaireacht@
@comrade@|@comrádaí@
@con@|@bob a bhualadh ar dhuine@
@con man@|@caimiléir@
@conceal@|@folaigh@
@conceit@|@postúlacht@
@conceive@|@gin@
@concentrate@|@d’intinn a dhíriú ar rud@
@concentration camp@|@campa géibhinn@
@concept@|@cioncheap@
@concern@|@cúram@
@concert@|@ceolchoirm@
@concert hall@|@ceoláras@
@concerted@|@comhbheartaithe@
@concession@|@lamháltas@
@conclude@|@críochnaigh@
@concoct@|@comhbhruith@
