@English@|@Icelandic@
@purchase@|@innkaup, kaup, kaupa@
@pure of heart@|@hjartahreinn@
@pure profit@|@hreinn hagnaður@
@pure wool@|@alull@
@purpose@|@áform, fyrirætlun, tilgangur@
@purse@|@budda@
@pursue@|@elta@
@pursuit@|@eftirför, elting@
@pus@|@vilsa@
@push@|@hrinda, ýta@
@put@|@láta, leggja, setja@
@put a spell o@|@seiða@
@put off@|@fresta@
@put on weight@|@fitna@
@put out flags@|@flagga@
@put out the light@|@slökkva@
@put right@|@laga@
@put the brakes on@|@bremsa@
@put up for sale@|@bjóða til sölu@
@puzzle@|@gáta, ráðgáta@
@puzzled@|@undrandi@
@pyre@|@bál@
@quality@|@gæði@
@quandry@|@vandræði@
@quarrel@|@erjast við, illdeilur@
@quarrel(s)@|@illdeilur@
@queen@|@drotting, drottning@
@question@|@spurning@
@queue@|@biðröð@
@queue up@|@skipa sér í biðröð@
@quick@|@bráður, fljótur, flottur, skjótlegur@
@quickly@|@fljótlega@
@quiet@|@hæglátur, hægur, kyrr, spakur, stilltur@
@quilt@|@dúnsæng@
@quite@|@alveg@
@quite a lot@|@allmargur@
@quite different@|@allólíkur, alls ólíkur@
@quite great@|@allmikill@
@quite long@|@alllangur@
@quite some@|@allmikill@
@quite wise@|@allvitur@
@quotation@|@tilvitnun@
@quotation marks@|@gæsalappir@
@quote@|@tilvitna@
@race@|@kapphlaup@
@racket@|@fargan@
@radio@|@útvarp@
@rage@|@æða, geisa@
@raid@|@árás@
@railway@|@járnbraut@
@railway carriage@|@járnbrautarvagn@
@rain@|@regn, rigna, rigning@
@raincoat@|@regnkápa@
@raise@|@hækka, hefja, lyfta, reisa@
@raisin@|@rúsína@
@rake@|@hrífa@
@ram@|@hrútur@
@ransom@|@leysa út@
@rant@|@geisa@
@rape@|@nauðga@
@rapidly and repeatedly@|@ótt og títt@
@rare@|@fágætur@
@rash@|@bráður@
@rat@|@rotta@
@rate of exchange@|@gengi@
@rather@|@fremur, heldur@
@rather than@|@fremur en@
@ravage@|@herja@
@rave@|@geisa@
@ravine@|@gil, gjá@
@raw@|@hrár@
@raw material@|@hráefni@
@ray@|@geisli@
@razor blades@|@rakvél@
@reach@|@komast, ná, ná í@
@reach agreement@|@komast að samkomulagi@
@reaction@|@afstaða@
@read@|@lesa@
@read a prayer@|@fara með@
@read through@|@yfirlestur@
@reader@|@dósent@
@ready@|@búinn, reiðubúinn, tilbúinn@
@real@|@ekta, raunverulegur, sannur@
@real estate@|@fasteign@
@real time@|@rauntími@
@realism@|@raunsæi@
@realist@|@raunsæismaður@
@realistic@|@raunsær@
@really@|@eiginlega, sannarlega@
@realtionship@|@frændsemi@
@rear entrance@|@bakdyr@
@reason@|@ástæða, orsök, vit@
@reason to@|@ástæða til@
@reassuring@|@hughreystandi@
@rebuke@|@átala, ávíta@
@receive@|@fá, taka á móti@
@receive communion@|@vera til altaris@
@recent@|@nýlegur@
@receptacle@|@ílát@
@reception@|@afgreiðsla@
@reciprocal@|@gagnkvæmur@
@reckon@|@reikna@
@reckon on@|@reikna með@
@recommended price@|@leiðbeinandi verð@
@reconciliation@|@sátt@
@reconstruction@|@viðreisn@
@record@|@grammófónsplata, hljómplata@
@recovery@|@bati@
@recruit@|@nýliði@
@red@|@rauður@
@reduce@|@lækka@
@reed@|@sef@
@reform@|@endurbæta, endurbót@
@refresh@|@hressa@
@refreshment@|@hressing@
@refugee@|@flóttamaður@
@refuse@|@hafna, neita@
@regard@|@skeyta um, tillit@
@regiment@|@hersveit@
@register a letter@|@setja bréf í ábyrgð@
@registered letter@|@ábyrgðarbréf@
@registration@|@lögskráning@
@regression@|@afflæði@
@regularity@|@reglusemi@
@reindeer@|@hreindýr@
@reinforce@|@efla@
@reiver bed@|@farvegur@
@reject@|@hafna@
@rejection@|@hryggbrot@
@rejoice@|@fagna@
@rejoicing@|@fögnuður@
@relate@|@herma@
@relative@|@frændi@
@relatives@|@frændfólk@
@relent@|@vægja@
@reliable@|@ábyggilegur, áreiðanlegur@
@relief@|@huggun@
@religion@|@trú@
@remain@|@dveljast, vera eftir, vera kyrr@
@remainder@|@afgangur@
@remark@|@athugasemd, hafa orð á@
@remember@|@minnast, muna, muna eftir@
@remote@|@afskekktur, fjarlægur@
@renew@|@endurnýja@
@renovation@|@viðgerð@
@rent@|@húsaleiga, leiga@
@rental@|@leiga@
@repair@|@bæta, endurbót, laga, viðgerð@
@repeat@|@ítreka@
@repent of@|@iðrast@
@repentance@|@iðrun@
@reply@|@svar, svara@
@report@|@greina, segja frá, skýrsla@
@reporter@|@blaðamaður@
@representat@|@fulltrúi@
@repression@|@niðurbæling@
@reprimand@|@áminna, áminning@
@reprove@|@ávíta@
@republic@|@lýðveldi@
@request@|@beiðni, biðja, bón@
@require@|@þurfa@
@rescue@|@bjarga, björgun@
@reservoir@|@geymir@
@resident@|@búsettur@
@resign oneself to@|@láta sér lynda@
@resolution@|@ákvörðun@
@resolve@|@ákveða@
@resort@|@ferðamannastaður@
@respect@|@virðing@
@respite@|@frestur@
@respond@|@anza@
@respond to@|@bregðast við@
@responsibility@|@ábyrgð@
@rest@|@afgangur, hvíla, hvíld, ró@
@rest and graze horses@|@á hestum@
@restaurant@|@veitingasalur@
@restautant@|@veitingahús@
@restrict oneself to@|@binda sig við@
@restriction@|@haft@
@result@|@afleiðing, árangur@
@reticence@|@þagmælska@
@return@|@aftur, koma aftur, skila, snúa aftur@
@reveal@|@afhjúpa@
@revenge@|@hefna, hefnd@
@revengeful@|@hefnigjarn@
@revolution@|@bylting@
@revulsion@|@hryllingur@
@rheumatism@|@gigt, gigtveiki@
@rhyme@|@rím@
@rib@|@rifbein@
@rice@|@hrísgrjón@
@rich@|@auðugur, efnaður, ríkur@
@ricochet@|@hrökkva@
@riddle@|@gáta@
@ride@|@aka, fara, reið, ríða@
@ride a sleigh@|@aka sleða@
@ridge@|@ás, egg@
@ridge of cliffs@|@kleif@
@ridicule@|@háð@
@ridiculous@|@hlægilegur@
@riding@|@reið@
@right@|@hægri, rétt, réttur@
@right away@|@þegar í stað@
@rightly@|@með réttu@
@rights@|@réttindi@
@ring@|@hljóma, hringja, hringur@
@ring off@|@hringja af@
@ring out@|@hljóma@
@ring up@|@hringja upp@
@rinse@|@skola, skolun@
@riot@|@at, upphlaup@
@rise@|@hækka, hækkun, rísa upp, standa u, stíga upp, vinna sig upp@
@rise to the occasion@|@standast raunina@
@rise up from the ranks@|@vinna sig upp@
@risk@|@áhætta@
@rival@|@keppinautur@
@river@|@á@
@river bank@|@árbakki@
@road@|@braut, gata, vegur@
@roam@|@flækjast@
@roar@|@belja, gnauða@
@rob@|@ræna, stela frá@
@robbery@|@rán@
@robust@|@traustur@
@rock@|@berg, bjarg, drangur, klettur, sker@
@rocks@|@grjót@
@rockslide@|@berghlaup, berskriða@
@role@|@hlutverk@
@roll@|@brölta@
@ROM@|@lesminni@
@roof@|@þak@
@room@|@herbergi@
@room service@|@herbergaþjónusta@
@root@|@rót@
@rootless@|@rótlaus@
@rope@|@kaðall, reipi@
@rose@|@rós@
@rot@|@fúna@
@rotor@|@þyrill@
@rotten@|@fúinn@
@rouge@|@andlitsfarði@
@rough@|@hrjóstur@
@rounded hill@|@bunga@
@rounded smooth ridge@|@alda@
@rove@|@flækjast@
@row@|@ys@
@rubber@|@gúmmí@
@rudder@|@stýri@
@rug@|@gólfteppi@
@ruin@|@hrun@
@rule@|@drottna, ríkja, yfirráð@
@rumour@|@kvittur@
@run@|@hlaupa, hleypa@
@run after@|@hlaupa eftir@
@run away@|@strjúka, taka til fótanna@
@run its course@|@hafa sinn gang@
@run off@|@hlaupa burt@
@run round in circles@|@elta rófuna á sjálfum sér@
@runner@|@hlaupari@
@running@|@kapphlaup@
@running commentary@|@bein lýsing@
@runway@|@flugbraut@
@rural area@|@sveit@
@rush forward@|@ana@
@rustle@|@gnauða@
@sacred@|@heilagur@
@sacrifice@|@fórn, fórna@
@sad@|@dapur, sorglegur@
@saddle@|@hnakkur@
@safe@|@hættulaus, öruggur@
@safe and sound@|@óskaddaður@
@safely@|@farsællega@
@sail@|@segl@
@sailor@|@dáti, sjómaður@
@sale@|@sala@
@sallow@|@fölur@
@salmon@|@lax@
@salt@|@saltur@
@same@|@samur@
@sand@|@sandur@
@sandbank@|@eyri@
@sandy plain@|@aur@
@satisfaction@|@fylli@
@satisfied@|@ánægður, saddur@
@satisfy@|@fullnægja@
@Saturday@|@Laugardagur@
@sausage@|@bjúga@
@savage@|@grimmur@
@savagery@|@grimmd@
@save@|@bjarga, forða, frelsa, geyma, spara@
@say@|@segja@
@say a prayer@|@fara með@
@say goodbye@|@kveðja@
@say yes@|@játa@
@scandalously@|@hróplegt@
@Scandinavian@|@norrænn, skandinaviskur@
@scar@|@ör@
@scarcity@|@hörgull@
@scare@|@gera bilt við, hræða@
@scatter@|@dreifa@
@scattered remnants@|@dreif@
@scene@|@svið@
@schedule@|@áætlun@
@school@|@skóli@
@school which teaches domestic science@|@húsmæðraskóli@
@schoolteacher@|@skólakennari@
@scoff at@|@hæðast að@
@scoop@|@ausa@
@Scotch@|@skoskt viskí@
@Scottish@|@skozkur@
@scrape@|@skafa@
@scream@|@hljóða@
@sea@|@ægir, haf, sær@
@seabird@|@sjófugl@
@seal@|@innsigla, innsigli@
@seaman@|@háseti@
@seaport@|@hafnarbær@
@search@|@leita@
@season@|@árferði, árstíð, árstími@
@seat@|@sæti@
@second@|@annar@
@second class@|@annars flokks@
@second class post office@|@bréfhirðing@
@second hand bookshop@|@fornsala@
@secondary modern school@|@gagnfræðaskóli@
@second-hand@|@notaður@
@secrecy@|@hulda, laum@
@secret language@|@huldumál@
@section@|@kafli@
@securities@|@verðbréf@
@seduction@|@flekun@
@see@|@sjá@
@see from@|@sjá af@
@see to@|@huga að@
@seed@|@fræ@
@seem@|@sýnast, virðast@
@seize@|@grípa, handtaka@
@selection@|@úrval@
@self@|@sjálfur@
@self rule@|@sjálfstjórn@
@selling@|@afgreiðslutörf@
@sense@|@skyn@
@sentence@|@dæma@
@separate@|@aðgreina, skilja@
@sequel@|@framhald@
@serious@|@alvarlegur@
@seriousness@|@alvara@
@servant@|@hjú, þjónn@
@service@|@greiði@
@service station@|@bílaverkstæði@
@set faith by@|@leggja trúnað á@
@set free@|@frelsa@
@settle@|@byggja, útkljá@
@settlement@|@byggð@
@seven@|@sjö@
@severe@|@tilfinnanlegur@
@severity@|@harka@
@sew@|@sauma@
@sex@|@kyn@
@sexuality@|@kyn@
@shake@|@dúa, dýja, hrista@
@shale@|@leirsteinn@
@shallow@|@grunnur@
@shame@|@háðung@
@shampoo@|@sjampó@
@share@|@hlutabréf, hluti@
@shark@|@hákarl@
@sharp@|@beittur, glöggur, hvass@
@sharpen@|@brýna, hvessa@
@shave@|@raka@
@she@|@hún@
@she was startled@|@henni brá@
@shear@|@klippa@
@sheep@|@fé, kind@
@sheep plague@|@fjárpest@
@sheep shed@|@fjárhús@
@sheepskin@|@gæra@
@sheets@|@lök@
@shelf@|@hilla@
@shelter@|@hlífa@
@sherbet@|@gosduft@
@sheriff@|@hreppstjóri, sýslumaður@
@shield@|@skjöldur@
@shifting sand@|@foksandur@
@shin up@|@lesa sig upp@
@shine@|@gljá, glóa, ljóma@
@shiny@|@ljómandi@
@ship@|@skip@
@shipowner@|@útgerð@
@shiver@|@hrollur@
@shock@|@áfall@
@shoe@|@skór@
@shop@|@búð@
@shop assistant@|@afgreiðslumaður@
@short@|@stuttur@
@shortage@|@ekla@
@shortly@|@bráðum@
@shoulders@|@herðar@
@shout@|@hróp, hrópa@
@shouting@|@hrópandi@
@shovel away@|@moka@
@show@|@auðsýna, benda, sýna@
@shower@|@sturta@
@shrapnel shell@|@brotasprengikúla@
@shrimp@|@rækja@
@shudder@|@hrylla við@
@shun@|@forðast@
@shutter@|@hleri@
@shy@|@fælinn, feiminn@
@sick@|@arga@
@side@|@bógur, borð, hlið@
@silence@|@þögn@
@silent@|@hljóðlaus, þegjandi@
@silent. taciturn@|@fáorður@
@similar@|@svipaður@
@similar in make@|@svipaður að gerð@
@simple@|@einfaldur@
@simple mi@|@fávís@
@sin@|@synd, syndga@
@since@|@þar eð@
@since then@|@síðan@
@sincere@|@einlægur@
@sincerity@|@einlægni, hreinskilni@
@sing@|@syngja@
@sing out of tune@|@syngja falskt@
@single@|@einfalt, einhleypur, einstaka, einstakur@
@single bed@|@einsmanns rúm@
@single breasted@|@einhnepptur@
@single family house@|@einbýlishús@
@singular@|@eintala@
@sink@|@hníga, vaskur@
@sir@|@herra@
@sissy@|@aumingi@
@sister@|@systir@
@sit@|@sitja@
@sit down@|@tylla sér@
@situated@|@staddur@
@situation@|@staða@
@six@|@sex@
@sixth@|@sjötti@
@size@|@stærð@
@skateboard@|@hlaipabretti@
@skid@|@geiga@
@skilful@|@laginn@
@skin@|@bjór, hörund@
@skinless@|@húðlaus@
@skipper@|@skipstjóri@
@skorta@|@lack@
@sky@|@himinn@
@slack@|@slakur@
@slander@|@rógur@
@slaughter@|@dráp@
@slay@|@drepa, fella@
@sleep@|@sofa@
@sleepless@|@andvaka@
@sleeve@|@ermi@
@slender@|@grannur@
@slight@|@vægur@
@slim@|@grannur@
@slink@|@laumast@
@slink away@|@launast bort@
@slip of paper@|@mið@
@sliperiness@|@hálka@
@slippery@|@háll@
@slope@|@brekka, halla, halli, hlíð@
@slow@|@hægur@
@slowly@|@hægt, seint@
@sly@|@lymskur@
@small bag@|@posi@
@small vessel@|@kappur@
@smaragður@|@emerald@
@smell@|@lykt, lykta@
@smile@|@bros, brosa@
@smog@|@mengunarský@
@smoke@|@reykur@
@smoked@|@reyktur@
@snake@|@liðast, snákur@
@snap@|@glefsa@
@sneak@|@laumast@
@sneer@|@glott, glotta@
@sneeze@|@hnerra@
@snore@|@hrjóta@
@snoring@|@hrota@
@snow@|@snjór@
@snow storm@|@él@
@snowdrift@|@fönn@
@snowfree@|@auður@
@snowstorm@|@hríð@
@so@|@svo@
@so ... as@|@svo ... sem@
@so that@|@svo að@
@soak@|@bleyta@
@soap@|@sápa@
@sob@|@kjökra@
@social life@|@samkvæmislíf@
@socialist@|@jafnaðarmaður@
@society@|@félag@
@sod@|@torf@
@soft breeze@|@andvari@
@soft drink@|@gos@
@soft soap@|@grænsápa@
@soften@|@blíðka@
@softness@|@mýkt@
@soil@|@ata@
@sojourn@|@dvöl@
@solace@|@hughreysting@
@soldier@|@framliði, hermaður@
@sole@|@il@
@solely@|@einungis@
@solid@|@áreiðanlegur@
@solitary@|@einmana, einstaka@
@solitude@|@einvera@
@solo@|@einleikur, einsöngur@
@some@|@einhver@
@some ... others@|@aðrir .... aðrir@
@some others@|@sumir aðrir@
@some people@|@sumir@
@somebody@|@einhver, nokkur@
@somehow@|@einhvernveginn@
@something@|@eitthvað, nokkuð@
@sometimes@|@stundum@
@somewhat@|@nokkuð@
@somewhere@|@einhvers staðar@
@son@|@sonur@
@song@|@söngur@
@soon@|@bráðlega, bráðum, brátt@
@sooner@|@fyrr@
@soothe@|@sefa@
@sooty@|@sótugur@
@sorcerer@|@forneskjumaður, seiðkarl@
@sorcery@|@galdur, seiður@
@sore@|@aumur@
@sorrow@|@harmur, hryggð, hugraun@
@soul@|@hugskot, sál@
@sound@|@frískur, hljóð, hljóma@
@sound proofing@|@dumbun@
@source@|@heimild, uppruni@
@south@|@suður@
@sow@|@sá@
@sow one´s wild oats@|@hlaupa af sér hornin@
@space@|@rúm@
@spawn@|@seiði@
@speak to@|@ávarpa@
@speak well of@|@róma@
@speaker@|@hátalari@
@species of trout@|@bleikja@
@specify@|@tilgreina@
@spectator@|@áhorfandi@
@speech@|@mál, tala@
@speech marks@|@gæsalappir@
@speed@|@hraði@
@speed up@|@flýta@
@spell@|@álög, galdur, hrota@
@spelling@|@stafsetning, stöfun@
@spend@|@eyða@
@spine@|@hryggur@
@spirit@|@andi@
@spiritual@|@andlegur@
@spiritualism@|@andatrú@
@spit@|@skyrpa@
@splendid@|@glæsilegur, stórkostlegur@
@splendour@|@ljómi@
@split@|@kljúfa, klofna@
@splutter@|@snarka@
@spoken@|@talaður@
@spokesman@|@talsmaður@
@spoon@|@ausa@
@sport@|@íþrótt, íþróttir@
@sportsground@|@íþróttavöllur@
@sportsman@|@íþróttamaður@
@spot@|@eygja@
@spotlight@|@katljós@
@spouse@|@maki@
@spout@|@gjósa@
@spread@|@dreifa@
@spread out@|@breiða@
@spring@|@brunnur@
@spyrja@|@ask@
@squadron@|@flotadeild@
@squall@|@él@
@square@|@ferhyrndur@
@squat@|@húka@
@stable@|@hesthús@
@stadium@|@íþróttavöllur@
@staff@|@manna@
@stage@|@áfangi, keiksvið@
@stagnate@|@staðna@
@stain@|@blettur@
@stairs@|@stigar@
@stallion@|@hestur@
@stamp@|@frímerki@
@stampede@|@at@
@stand@|@standa@
@stand in the way of someone's@|@standa e.m fyrir þrifum@
@stand opposite each other@|@standast á@
@stand the test@|@standast raun@
@stare@|@glápa@
@start@|@ræsa@
@startle@|@bregða@
@state@|@ástand, hagur@
@statistical report@|@hagskýrsla@
@stay@|@dveljast, dvöl@
@stay behind@|@verða eftir@
@steadfast@|@hugfastur@
@steal@|@stela@
@stealthy@|@laumulegur@
@steam@|@gufa@
@steam engine@|@gufuvél@
@steamer@|@gufuskip@
@steamship@|@eimskip, gufuskip@
@steel@|@stál@
@steep@|@brattur@
@step@|@áfangi, fet, skref, trappa@
@stereo@|@hljómflutningstæki@
@stern@|@harður@
@steward@|@bryti@
@stickler for details@|@nákvæmnismaður@
@still@|@enn, ennþá, kyrr, samt, þó@
@still better@|@enn betri@
@sting@|@broddur@
@stingy@|@aðsjáll@
@stir@|@hræra, rumska@
@stock@|@hlutabréf@
@stockroom@|@lager@
@stone@|@grjót, steinn@
@stone bramble berry@|@hrútaber@
@stony@|@grýttur, hrjóstrugur@
@stony place@|@hrjóstur@
@stoop@|@beygja sig@
@stop@|@aflát, dvöl, stansa, stöðva@
@store@|@búð@
@storeroom@|@geymsla, lager@
@stores@|@birgðir@
@storey@|@hæð@
@story@|@saga@
@stout@|@digur@
@stowaway@|@laumufarþegi@
@straight@|@beinn, resitur@
@straight ahead@|@beint áfram@
@straightaway@|@fyrirvaralaust@
@strange@|@ankannalegur, furðulegur@
@stranger@|@aðkomumaður@
@straw@|@hálmur@
@strawberry@|@jarðarber@
@stray@|@flækjast af réttri leið, villast@
@street@|@gata@
@street corner@|@götuhorn@
@strength@|@afl, kraftur@
@strengthen@|@efla@
@stretch@|@þenja@
@strike@|@berja, höggva@
@striking@|@áberandi@
@string@|@band@
@strive against@|@baxa@
@stroke@|@högg, slag@
@strong@|@þrótmikill@
@struggle@|@barátta, strita fyrir@
@stuck up@|@mikill á lofti@
@stud@|@hnappur@
@studio@|@vinnustofa@
@study@|@bókaherbergi, nám@
@stuff@|@dúkur, efni, fataefni@
@stumble@|@hrasa@
@stun@|@rota@
@stupid@|@heimskur@
@subject@|@fag, málefni@
@submarine@|@kafbátur@
@subtraction@|@frádráttur@
@succeed@|@heppnast, takast, takast vel@
@succeed in@|@auðnast@
@success@|@uppgangur@
@such@|@slíkur@
@sucking lamb@|@dilkur@
@suffer for@|@gjalda@
@suffer heavy losses@|@færa þungar fórnir@
@suffice@|@duga@
@suffocate@|@kafna@
@sugar@|@sykur@
@suit@|@dragt, fara vel, henta@
@suitable@|@hæfur, hentugur@
@suitor@|@biðill@
@sullying@|@saurgun@
@sulphur@|@brennisteinn, brennsteinn@
@sulphur spring@|@brennisteinshver@
@sum of money@|@upphæð@
@summary@|@ágrip@
@summer holidays@|@sumaeleyfi@
@summit meeting@|@leiðtogafundur@
@sun@|@sól@
@Sunday@|@sunnudagur@
@sunlounger@|@stofustóll@
@superlative degree@|@efsta stig@
@supply@|@birgja@
@supply ship@|@birgðaskip@
@support@|@fylgi, fylgja, styðja@
@supporter@|@aðstoðarmaður@
@suppression@|@niðurbæling@
@sure@|@vís@
@sure footed@|@fótviss@
@surely@|@sjálfsagt@
@surf@|@brim@
@surface@|@yfirborð@
@surgeon@|@skurðlæknir@
@surmise@|@ágizkun@
@surplus@|@aflaga@
@surprise@|@koma að óvörum@
@surprised@|@hissa, undrandi@
@surrounded@|@umlukinn@
@suspect@|@gruna@
@suspense@|@ofvæni@
@suspicion@|@grunsemd, grunur@
@suspicious@|@grunsamur@
@sveitast@|@toil@
@swallow@|@gleypa, kingja@
@swamp@|@for, forarflói@
@swan@|@álft@
@swear@|@blóta, bölva@
@Swede@|@Svíi@
@Sweden@|@Svíþjóð@
@swelling@|@þroti@
@swift@|@frár@
@swim@|@synda@
@swot up@|@lesa undir próf@
@syllable@|@atkvæði@
@sympathetic@|@skilningsríkur@
@sympathy@|@samúð, vorkunn@
@synonym@|@samheiti@
@system@|@kerfi@
@table@|@borð@
@table service@|@borðbúnaður@
@tablecloth@|@borðdúkur, dúkur@
@tail@|@hali@
@take@|@taka@
@take a bite@|@fá sér bita@
@take a change for the worse@|@breytast til hins verra@
@take a nap@|@halla sér@
@take care of@|@annast, annast um, gæta@
@take effect@|@öðlast gildi@
@take into consideration@|@hafa til hliðsjónar, taka tillit til@
@take off@|@hefja sig til flugs@
@take off shoes@|@fara af skónum@
@take part in@|@taka þátt í@
@take pity on@|@miskunna sig yfir@
@take place@|@átta sér stað@
@take precedence@|@ganga fyrir@
@take the plunge@|@leggja út í@
@takings@|@inntekt@
@talent@|@gáfa@
@talk@|@tala@
@tame@|@temja@
@tangled@|@flókinn@
@tank@|@brynvagn, geymir@
@tap@|@krani@
@target@|@skotspónn@
@tarnish@|@saurga@
@task@|@hlutverk, iðja@
@taste@|@bergja, bragð, bragða@
@tatter@|@flygsa@
@taunt@|@frýja@
@taunts@|@aðkast@
@tax@|@skattur@
@tax rebate@|@skattaafsláttur@
@taxi rank@|@bílastöð@
@taxi stand@|@bifreiðastöð@
@taxicab station@|@bílastöð@
@TB@|@berklaveiki@
@teach@|@kenna@
@teacher@|@kennari@
@teachers´ training college@|@kennaraskóli@
@teaching@|@kennsla@
@team@|@lið@
@tease@|@erta, ögra@
@technical school@|@iðnskóli@
@tectonic fracture@|@bergspringa@
@teens@|@unglingsár@
@telegram@|@skeyti@
@telephone@|@hringja, simi@
@television@|@sjónvarp@
@tell@|@herma@
@temper@|@geð, herða, skap@
@temperate@|@hófsamur@
@temple@|@gagnauga, hof@
@tempt@|@freista@
@temptation@|@freisting, freistni@
@ten@|@tíu@
@tender for@|@gera tilboð í@
@tent@|@tjald@
@term@|@heiti@
@terminal adaptor@|@ferjald@
@terms@|@forsenda@
@terrible@|@hryllilegur@
@terribly@|@ógurlega@
@terror@|@hræðsla, ógn@
@testicle@|@eista@
@textbook@|@kennslubók@
@thank@|@þakka@
@thanks@|@þökk@
@that@|@að, er, hinn, sem, það, þessi@
@that is to say@|@það er að segja@
@that one@|@sá@
@the@|@hið, hinn@
@the accused@|@stefndur@
@the common people@|@alþýða@
@the day before yesterday@|@í fyrradag@
@the deep@|@djúp@
@the following@|@eftirfarandi@
@the foremost of two@|@fremri@
@the Lord's prayer@|@faðirvor@
@the night after tomorrow@|@aðra nótt@
@the old saying@|@hið fornkveðna@
@the other day@|@um daginn@
@the people@|@lýður@
@the public@|@alþýða@
@the rest@|@sem eftir er@
@the Reverend@|@séra@
@their@|@sinn, þeirra@
@then@|@síðan, svo, þá@
@theology@|@guðfræði@
@there@|@þangað, þar, þarna@
@there was a great commotion@|@það varð fótur og fit@
@thermometer@|@hitamælir@
@thermos@|@hitabrúsi@
@they@|@þau, þeir@
@they hurt my toes@|@þeir mieða mig á tánum@
@they pinch my toes@|@þeir mieða mig á tánum@
@thick@|@digur, þykkur@
@thigh@|@læri@
@thin board@|@fjöl@
@thing@|@hlutur@
@things@|@málefni@
@think@|@álíta, halda, hugsa, hyggja, hyygja@
@think about@|@íhuga@
@think over@|@athuga@
@third@|@þriðji@
@this@|@þessi@
@this and that@|@hitt og annað@
@thorough@|@gagnger, nákvæmur@
@thought@|@hugsun@
@thoughtful@|@hugsandi@
@thoughtless@|@hugsunarlaus@
@threat@|@hótun@
@threaten@|@hóta, ógna@
@three@|@þrír@
@thrill@|@hrollur@
@throat@|@háls@
@throne@|@hásæti@
@throng@|@örtröð@
@through@|@gegnum, í gegnum@
@throw@|@fleygja, henda, kast, kasta, verpa@
@throw away@|@fleygja@
@throw down@|@fella@
@thunder@|@þruma@
@Thursday@|@Fimmtudagur@
@thus@|@svo, svona, þannig@
@thwart@|@þófta@
@ticket@|@aðgöngumiði, farmiði, miði@
@tickle@|@kitla@
@tidings@|@boðskapur, tíðindi@
@tidy@|@snytilegur@
@tidy up@|@snyrta sig@
@tie@|@binda, bindi, hálsbindi, hnýta@
@tie a knot@|@hnýta hnút@
@tie to@|@binda á@
@tilt@|@halla@
@time@|@aldur, leyti, sinn, stund@
@timetable@|@ferðaáætlun@
@tin@|@dós@
@tip@|@oddur@
@tipsy@|@kenndur@
@tired@|@búinn@
@to@|@að, til@
@to a certain extent@|@að vissu leyti@
@to answer@|@svara@
@to bar@|@banna, loka@
@to be seen@|@sjáanlegur@
@to be sure@|@að vísu@
@to begin with@|@framan af@
@to bet@|@veðja@
@to bridge@|@brúa@
@to broadcast@|@útvarpa@
@to change@|@skipta@
@to help@|@aðstoða@
@to him@|@honum@
@to jump@|@stökkva@
@to last@|@haldast@
@to list@|@að skrá@
@to man@|@manna@
@to my mind@|@að mínu áliti@
@to need@|@þurfa@
@to no purpose@|@til einskis@
@to poison@|@eitra@
@to rent@|@leigja@
@to rest@|@hvílast@
@to sail@|@sigla@
@to saw@|@saga@
@to thunder@|@þruma@
@to where@|@hvert@
@today@|@í dag@
@toe@|@tá@
@together@|@ásamt, saman@
@toil@|@erfiði@
@toilet@|@salerni@
@tolerable@|@bærilegur@
@tolerant@|@umburðarlyndur@
@tolerate@|@líða@
@tomato@|@tómati@
@tomorrow@|@á morgun@
@tomorrow night@|@annað kvöld@
@tonnage@|@rúmlestir@
@too@|@alltof, of@
@tool@|@áhald, verkfæri@
@toothbrush@|@tanbursti, tannbursti@
@top brass@|@yfirmenn@
@topmost@|@efri@
@total@|@gagnger@
@totally unknown@|@bráðókunnugur@
@touch@|@koma við, snerta@
@tourist@|@ferðamaður@
@tourist association@|@ferðafélag@
@towards@|@móti@
@towel@|@handklæði@
@towel rail@|@handklæðahengi@
@tower@|@gnæfa@
@town@|@borg@
@town life@|@bæjarlíf@
@toy@|@leikfang@
@track@|@braut@
@tractor@|@dráttarvél@
@trade@|@verzlun@
@Trades Union@|@verkalýðsfélag@
@traditional@|@hefðbundinn@
@train@|@járnbrautarlest, lest@
@transgression@|@áflæði@
@translate@|@leggja út, snara, þýða@
@translate into Icelandic@|@snara á íslenzku@
@translation@|@þýðing@
@transmission@|@útsending@
@transparent@|@gagnsær@
@transport@|@aðflutningur, aðráttur@
@trap@|@gildra@
@trap door@|@hleri@
@travel@|@ferðast@
@traveller@|@ferðamaður@
@travelling companion@|@förunautur@
@travelling conditions@|@færð@
@travelling outfit@|@ferðaföt@
@trawl@|@toga@
@tray@|@bakki@
@treachery@|@svik@
@treasurer@|@féhirðir@
@treatment@|@atlot@
@tree@|@tré@
@tremble@|@dýja@
@trial@|@hugraun, raun@
@tribe@|@ættbálkur@
@tribunal@|@dómstóll@
@trick@|@beita, bragð@
@trim@|@snytilegur@
@trip@|@ferð, ferðalag@
@troll@|@tröll@
@troops@|@hersveit@
@trouble@|@fyrirhöfn@
@trousers@|@buxur@
@truce@|@grið@
@truck@|@flutningsbíll@
@true@|@sannur@
@trunk@|@bolur@
@trust@|@traust@
@truth@|@hæfa, sannleikur@
@trvail@|@barnsnauð@
@try@|@freista, reyna, tilraun@
@tub@|@bytta, ker, kirna, stampur@
