@English@|@Czech@
@abysmal stupidity@|@obrovská blbost@
@abysmally@|@hrozně@
@abyss@|@bezedná propast, propast@
@abyssal@|@abysální@
@Abyssinia@|@Etiopie@
@Abyssinian@|@Etiopan@
@Abyssinians@|@Etiopané@
@AC@|@střídavý proud@
@AC/DC@|@bisexuál, střídavý/stejnosměrný proud@
@acacia@|@arabská guma, klovatina@
@academe@|@akademický@
@academia@|@akademie@
@academian@|@akademik@
@academic@|@akademický, humanitní, vědecký, vysokoškolský@
@academic year@|@akademický rok, školní rok@
@academical@|@akademický@
@academically@|@akademicky@
@academician@|@akademik@
@academics@|@profesoři@
@academies@|@akademie@
@academism@|@akademismus@
@academy@|@akademie@
@acanthus@|@akant@
@Acapulco@|@Akapulko, město - Mexiko@
@acariasis@|@akarióza@
@acarid@|@roztoč@
@acarpous@|@sterilní@
@acatalectic@|@akatalektický@
@acaudal@|@bezocasý@
@acaudate@|@bezocasý@
@acc of@|@sama, samu@
@accede@|@nastoupit, přistoupit, vstoupit@
@accede to@|@přistoupit k, přistoupit na@
@accede to an office@|@nastoupit do úřadu@
@accede to the throne@|@nastoupit na trůn@
@accede with st.@|@souhlasit s@
@acceded@|@nastoupil, přistoupil, souhlasil, vstoupil@
@accelerate@|@akcelerovat, urychlit, urychlovat, zrychlit, zrychlovat@
@accelerated@|@urychlen, zrychlený@
@accelerating@|@urychlující@
@acceleration@|@akcelerace, urychlení, zrychlení@
@accelerations@|@urychlení, zrychlení@
@accelerative@|@zrychlovací@
@accelerator@|@akcelerátor, plynový pedál, urychlovač, zrychlovač@
@accelerators@|@akcelerátory@
@accelerometer@|@akcelerometr@
@accent@|@akcent, přízvuk, přizvukovat, způsob výslovnosti@
@accented@|@nářeční, zdůrazněný@
@accents@|@akcenty, přízvuky@
@accentual@|@přízvučný@
@accentuate@|@akcentovat, přizvukovat, přízvukovat, vyzdvihnout, zdůraznit, zdůrazňovat@
@accentuated@|@vyzdvižený, zdůrazněný, zvýrazněný@
@accentuation@|@vyzdvižení, zdůraznění@
@accept@|@akceptovat, přijímat, přijmout, uznávat@
@acceptability@|@přijatelnost@
@acceptable@|@přijatelný@
@acceptableness@|@přijatelnost@
@acceptably@|@přijatelně@
@acceptance@|@přijetí, souhlas@
@acceptance of st.@|@souhlas s@
@accepted@|@přijal, přijato, přijatý@
@accepter@|@příjemce@
@accepters@|@příjemci@
@accepting@|@přijímání@
@acceptor@|@příjemce@
@acceptors@|@příjemci@
@accepts@|@přijímá@
@access@|@přístup@
@access time@|@čas přístupu@
@accessary@|@spolupachatel, spoluviník@
@accessed@|@zpřístupněno@
@accesses@|@přístupy@
@accessibility@|@dosažitelnost, přístup, přístupnost, usnadnění@
@accessible@|@dosažitelný, dostupný, přístupný@
@accessibly@|@přístupně@
@accessing@|@přistupování@
@accession@|@nastoupení, přírůstek, vstoupení@
@accession to@|@vstoupení do@
@accessories@|@doplňky@
@accessors@|@přístupové mechanizmy@
@accessory@|@doplněk, módní doplňky, příslušenství@
@accidence@|@tvarosloví@
@accident@|@havárie, nehoda, neštěstí@
@accident insurance@|@havarijní pojištění@
@accidental@|@nahodilý, náhodný@
@accidental colors@|@vedlejší barvy@
@accidental death@|@smrtelný úraz@
@accidental injury@|@zranění při úrazu@
@accidentally@|@nahodile, náhodou, nechtěně@
@accident-prone@|@smolařský@
@accidents@|@nehody@
@acclaim@|@pozdravovat, provolávat@
@acclaim the winner@|@pozdravovat jako vítěze@
@acclaimed@|@velebený, vychvalovaný@
@acclaiming@|@provolávání@
@acclamation@|@aklimatizace@
@acclimate@|@aklimatizovat@
@acclimated@|@aklimatizován, aklimatizovaný@
@acclimating@|@aklimatizování@
@acclimation@|@aklimatizace, přizpůsobení@
@acclimatisation@|@aklimatizace@
@acclimatise@|@aklimatizovat@
@acclimatised@|@aklimatizoval@
@acclimatization@|@aklimatizace@
@acclimatize@|@aklimatizovat, přizpůsobit@
@acclimatized@|@aklimatizoval, aklimatizovaný, přizpůsobený, přizpůsobil@
@acclivity@|@sráz@
@accolade@|@vyznamenání@
@accommodate@|@akomodovat, přizpůsobit, ubytovat, urovnat, vypomoci@
@accommodate differences@|@urovnat spory@
@accommodate to@|@přizpůsobit@
@accommodated@|@ubytoval@
@accommodating@|@ochotný, vstřícný, výhodný, vypomáhání@
@accommodation@|@přizpůsobení, ubytování@
@accommodative@|@akomodační@
@accompanied@|@doprovázený, provázený@
@accompanies@|@doprovází@
@accompaniment@|@doprovod, průvodní jev@
@accompanist@|@doprovázející osoba, doprovod@
@accompany@|@doprovázet, provázet@
@accompanying@|@doprovázející, doprovodný, průvodní@
@accompanyist@|@doprovázeč@
@accomplice@|@spolupachatel, spoluviník@
@accomplish@|@dokázat, dosáhnout, provést, uskutečnit, uskutečňovat, vykonat@
@accomplishable@|@proveditelný@
@accomplished@|@provedeno@
@accomplishment@|@čin, úspěch, výkon@
@accord@|@dohoda, shoda, souhlas@
@accord equal rights@|@zrovnoprávnit@
@accord in@|@v souhlasu s@
@accord of one's own@|@dobrovolně@
@accordance@|@shoda@
@accordant@|@shodný@
@accorded@|@poskytnutý, shodoval, udělený, vyhovoval@
@according@|@dle, podle, souhlasně, v souladu@
@according to@|@podle, v souladu@
@according to Hoyle@|@podle Hoyla@
@accordingly@|@podle toho, proto, tedy@
@accordion@|@harmonika@
@accordionist@|@harmonikář@
@accordions@|@harmoniky@
@accords@|@akordy@
@accost@|@obtěžovat, oslovit, přistoupit@
@accosting@|@souhlasení@
@accoucheuse@|@porodní bába, porodní sestra@
@account@|@konto, počítání, účet, účtovat, výčet, vyúčtování, vyúčtovat, zúčtovat@
@account for@|@být poruchový, vysvětlovat, vyvádět, zahrnovat, zdůvodnit, zlobit, zmařit, zodpovídat se@
@accountability@|@zodpovědnost@
@accountable@|@odpovědný, vysvětlitelný@
@accountable for@|@odpovědný@
@accountable to@|@odpovědný@
@accountable to sb. for st.@|@odpovědný@
@accountably@|@vysvětlitelně@
@accountancy@|@účetnictví@
@accountant@|@účetní@
@accountants@|@účetní@
@accounted@|@považován za@
@accounting@|@účetnictví, vykazování@
@accounting departmen@|@účtárna@
@accounts@|@účty@
@accounts receivable@|@účty odběratelů@
@accoutre@|@vystrojit@
@accoutred@|@vystrojený@
@accoutrement@|@náčiní@
@Accra@|@hl.m. - Ghana@
@accredit@|@akreditovat, připisovat@
@accredit to@|@připisovat@
@accreditation@|@akreditace@
@accredited@|@akreditován@
@accreted@|@přirostlý@
@accretion@|@přirůstání, srůst@
@accretive@|@narůstající@
@accrual@|@přírůstek@
@accrue@|@akumulovat, narůstat, přibýt, připadat, připadnout, přirůstat, vzejít, vzrůstat@
@accrue from@|@vzejít z@
@accrued@|@narostlý@
@accruing@|@časové rozlišení@
@acculturate@|@asimilovat@
@acculturated@|@asimiloval, asimilovaný, přizpůsobený@
@acculturation@|@převzetí kultury@
@accumulate@|@akumulovat, kupit, nahromadit, nashromáždit@
@accumulated@|@akumulovaný, nahromaděný@
@accumulates@|@akumuluje, hromadí@
@accumulating@|@akumulující@
@accumulation@|@akumulace, nahromadění, nakupení@
@accumulative@|@akumulační@
@accumulator@|@akumulátor@
@accuracy@|@přesnost@
@accurate@|@přesný@
@accurately@|@přesně@
@accursed@|@mizerný, proklatý, prokletý, zatracený, zpropadený@
@accurst@|@mizerný, prokletý, zatracený, zpropadený@
@accusal@|@obvinění@
@accusation@|@obvinění, obžaloba@
@accusations@|@obvinění@
@accusative@|@akuzativ@
@accusatorial@|@obžalovací@
@accusatory@|@obviňující, žalující@
@accuse@|@obžalovat, osočit, vinit@
@accuse of@|@obvinit z něčeho@
@accused@|@obžalovaný@
@accuser@|@udavač, žalobce@
@accuses@|@obviňuje@
@accusing@|@vyčítavý, žalující@
@accusingly@|@vyčítavě@
@accusive@|@obviňující@
@accustom@|@zvyknout@
@accustomed@|@zvyklý na, zvyklý@
@ace@|@eso@
@ace in the hole@|@skrytý trumf@
@ace Rimmer@|@Eso Rimmer@
@acellular@|@bezbuněčný@
@acentric@|@excentrický@
@acerb@|@ostrý@
@acerbic@|@kyselý@
@acerbity@|@jízlivost, kousavost, trpkost@
@aces@|@esa@
@acetabulum@|@kloubní jamka@
@acetaldehyde@|@acetaldehyd@
@acetanilid@|@acetanilid@
@acetate@|@acetát@
@acetic@|@octový@
@acetic acid@|@kyselina octová@
@acetify@|@kvasit, octovatět, zkysnout, zoctovatět@
@acetone@|@aceton@
@acetonemia@|@acetonémie@
@acetonic@|@acetonový@
@acetonuria@|@acetonurie@
@acetose@|@kyselý, octový@
@acetyl@|@acetyl@
@acetylcholine@|@acetylcholin@
@acetylene@|@acetylén@
@acetylsalicylic acid@|@acylpyrin, kyselina acetylsalicylová@
@Achaean@|@obyvatel starého Řecka@
@Achaeans@|@obyvatelé starého Řecka@
@ache@|@bolest, bolet@
@ached@|@bolel@
@achene@|@nážka@
@aches@|@bolesti, touhy@
@achievable@|@dosažitelný@
@achieve@|@dosáhnout, dosahovat@
@achieve st.@|@dosáhnout@
@achieved@|@dokázaný, dosažený@
@achievement@|@dosažení, úspěch, výkon@
@achievements@|@činy@
@achiever@|@kdo něčeho dosáhl, úspěšný člověk@
@achieves@|@dokazuje, dosahuje@
@achieving@|@dokázání, dosažení@
@Achilles@|@Achilles@
@Achilles heel@|@Achilova pata@
@Achilles tendon@|@Achilova šlacha@
@aching@|@bolavý@
@achingly@|@bolestivě@
@acholia@|@acholie@
@achondroplasia@|@achondroplazie@
@achromasia@|@albinizmus@
@achromatic@|@achromatický, bezbarvý@
@achy@|@bolavý@
@acicular@|@jehlicovitý, jehlovitý@
@acid@|@kyselina, kyselý@
@acid rain@|@kyselý déšť@
@acid test@|@test kyselosti@
@acidate@|@okyselovat@
@acid-fast@|@acidorezistentní, kyselinovzdorný@
@acid-forming@|@kyselinotvorný@
@acid-free@|@bez kyseliny@
@acidic@|@kyselý@
@acidification@|@okyselení@
@acidified@|@okyselený@
@acidify@|@okyselit, okyselovat@
@acidity@|@kyselost@
@acidly@|@kysele@
@acidophilic@|@acidofilní@
@acidophilous@|@acidofilní@
@acidosis@|@acidóza@
@acids@|@kyseliny@
@acidulous@|@nakyslý, okyselený@
@acinar@|@acinární, hroznovitý@
@acinose@|@acinózní@
@Ackerman@|@Ackerman@
@Ackley@|@Ackley@
@acknowledge@|@kvitovat, vzít na vědomí@
@acknowledged@|@potvrzený, přijímaný, uznávaný@
@acknowledgement@|@ocenění, potvrzení@
@acknowledgements@|@poděkování, uznání@
@acknowledges@|@děkuje, uznává@
@acknowledging@|@uznání@
@acknowledgment@|@přijetí, uznání@
@acknowledgments@|@uznání@
@acme@|@nejvyšší dosažitelný bod, vrchol@
@ACME@|@Společnost pro všechno@
@acne@|@akné, trudovitost@
@acolyte@|@pomocník, průvodce@
@Aconcagua@|@nejvyšší hora And, nejvyšší hora jižní polokoule@
@aconite@|@oměj@
@acorn@|@žalud@
@acorns@|@žaludy@
@acoustic@|@akustický@
@acoustical@|@akusticky, akustický, zvukový@
@acoustically@|@akustický@
@acoustician@|@akustičtí@
@acoustics@|@akustika@
@acquaint@|@seznámit@
@acquaintance@|@známá, známý@
@acquaintances@|@obeznámenosti, známí@
@acquaintanceship@|@známost@
@acquainted@|@seznámený@
@acquiesce@|@smířit, svolit@
@acquiesced@|@přijal, souhlasil@
@acquiescence@|@souhlas@
@acquiescent@|@povolný@
@acquint@|@vyznat se@
@acquirable@|@dosáhnutelný@
@acquire@|@osvojit si, získat, získávat@
@acquired@|@získán@
@Acquired Immune Deficiency Syndrome@|@AIDS@
@acquirement@|@akvizice, dosažení, nabytí, vzdělání, získání@
@acquirer@|@nabyvatel@
@acquirers@|@nabyvatelé@
@acquires@|@nabývá, získává@
@acquiring@|@nabývání, získávání@
@acquisition@|@akvizice, nabytí, pořízení, přínos, přírůstek, získávání@
@acquisitive@|@nenasytný@
@acquisitiveness@|@hrabivost@
@acquit@|@zprostit@
@acquittal@|@splacení@
@acquittance@|@kvitance, stvrzenka@
@acquitted@|@osvobozený, zproštěný@
@acre@|@akr, pole@
@acreage@|@orná půda, výměra@
@acres@|@akry@
@acrid@|@štiplavý, trpký@
@acridity@|@ostrost@
@acrimonious@|@prudký@
@acrimoniously@|@uštěpačně@
@acrimony@|@jízlivost, příkrost, trpkost@
@acrobat@|@akrobat@
@acrobatic@|@akrobatický@
@acrobatics@|@akrobacie, akrobaticky@
@acrobats@|@akrobati@
@acrocyanosis@|@akrocyanóza@
@acrolein@|@akrolein@
@acromegaly@|@akromegalie@
@acronym@|@akronym@
@acronyms@|@akronymy@
@acrophobia@|@strach z velkých výšek@
@acropolis@|@akropole@
@acrosome@|@akrozom@
@across@|@křížem, napříč, přes@
@across the board@|@přes palubu@
@acrostic@|@akrostich@
@acrylate@|@akrylát@
@acrylic@|@pryskyřičný@
@acrylonitrile@|@akrylonitril@
@act@|@akt, čin, činit, dějství, hrát, jednání, jednat, počínat si, postupovat, působit, sehrát, skutek, úkon, zahrát@
@act as@|@být činný jako, jednat jako, působit jako, splňovat účel, vykonávat funkci, zastupovat@
@act like@|@chovat se jako@
@act on@|@chovat se, zachovat se@
@act out@|@vyjádřit@
@act the fool@|@jančit@
@act the goat@|@jančit@
@act up@|@gestikulovat, pracovat chybně, zlobit@
@act upon@|@postupovat podle@
@acted@|@jednal@
@ACTH@|@adreno-kortikotropní hormon@
@actin@|@aktin@
@acting@|@herecké výkony, úřadující@
@actinium@|@aktinium@
@actinometer@|@aktinometr@
@action@|@akce, akční, boj, čin, činnost, děj, konání, opatření@
@actionable@|@trestný, žalovatelný@
@actions@|@akce@
@actions speak louder than words@|@skutky jsou víc než slova@
@activate@|@aktivovat, rozhýbat@
@activated@|@aktivován, aktivovaný@
@activated carbon@|@aktivovaný uhlík@
@activates@|@aktivuje@
@activating@|@aktivování, aktivující@
@activation@|@aktivace, zapnutí@
@activator@|@aktivátor@
@active@|@aktivní@
@active debts@|@pohledávky@
@active sport@|@pohybový sport@
@active voice@|@činný rod@
@actively@|@aktivně@
@activism@|@aktivismus@
@activist@|@aktivista@
@activists@|@aktivisté@
@activities@|@aktivity, činnosti@
@activity@|@aktivita, čilost, činnost, konání, působnost, ruch, živost@
@Acton@|@Acton@
@actor@|@herec@
@actors@|@herci@
@actress@|@herečka@
@actresses@|@herečky@
@acts@|@akty, činy, jedná@
@actual@|@aktuální, dosavadní, skutečný@
@actual state of affairs@|@současný stav věcí@
@actualisation@|@aktualizace@
@actualise@|@uskutečnit@
@actualities@|@fakta@
@actuality@|@aktualita, aktuality, realita, skutečnost@
@actualization@|@aktualizace@
@actualize@|@realizovat, uskutečnit@
@actualized@|@realizoval, uskutečnil@
@actually@|@aktuálně, doopravdy, vlastně@
@actuarial@|@pojistný@
@actuarial expactation@|@matematická naděje@
@actuarial mathematics@|@pojistná matematika@
@actuaries@|@pojistní matematici@
@actuary@|@pojistný matematik, pojistný odborník@
@actuate@|@ovládat, podněcovat, pohánět, pudit, působit, spouštět, uvádět do pohybu, vystavovat@
@actuated@|@ovládaný@
@actuated by hand@|@ručně ovládaný@
@actuating@|@hnací, ovládací@
@actuating variable@|@akční veličina@
@actuation@|@pohon, působení@
@actuator@|@akční člen, aktuátor@
@actuators@|@akční členy@
@acuity@|@jasnost, ostrost@
@acumen@|@bystrost, postřeh@
@acupressure@|@akupunktura@
@acupuncture@|@akupunktura@
@acupuncturist@|@akupunkturista@
@acute@|@akutní, náhlý, prudký@
@acute accent@|@čárka@
@acute angle@|@ostrý úhel@
@acute pain@|@ostrá bolest@
@acute problem@|@naléhavý problém@
@acute sense of smell@|@dobrý čich@
@acute shortage@|@akutní nedostatek@
@acute sound@|@ostrý zvuk@
@acute triangle@|@ostroúhlý trojúhelník@
@acutely@|@prudce@
@acuteness@|@akutnost, vážnost@
@acutest@|@nejostřejší@
@acyclic@|@acyklický@
@acyclically@|@acyklicky@
@acyclovir@|@acyklovir@
@ad@|@inzerát, reklama, reklamní@
@AD@|@našeho letopočtu@
@ad hoc@|@jen pro tento případ@
@ad infinitum@|@k nekonečnu@
@ad lib@|@ad libitum, podle libosti@
@ad lib (ad libitum)@|@improvizovat, tvořit@
@Ada@|@Ada@
@adage@|@pořekadlo, průpověď@
@adages@|@pořekadla@
@adagio@|@adagio@
@Adair@|@Adair@
@adamant@|@neústupný@
@adamantly@|@neústupně@
@Adams@|@Adams@
@Adam's apple@|@ohryzek@
@Adamson@|@Adamson@
@adapt@|@adaptovat, přizpůsobit, přizpůsobovat, upravit@
@adaptability@|@přizpůsobivost@
@adaptable@|@přizpůsobitelný@
@adaptation@|@adaptace, úprava@
@adaptations@|@adaptace@
@adapted@|@přizpůsobený@
@adapter@|@adaptér@
@adapters@|@adaptéry@
@adapting@|@adaptovaní, přizpůsobení, upravení@
@adapting pipe@|@tvarovka@
@adaptive@|@adaptivní, přizpůsobivý@
@adaptive logic@|@adaptivní logika@
@adaptively@|@adaptivně@
@adaptor@|@adaptér, rozvodka@
@adaptors@|@rozvodky@
@add@|@dodat, dodávat, přibalit, přičíst, přidat, přidávat, sčítat, sečítat@
@add fuel to the fire@|@přilévat benzín do ohně@
@add insult to injury@|@něco ještě více zhoršit@
@add on@|@dodat, přídavný, připojený@
@add salt@|@posolit@
@add salt to@|@přisolit@
@add some salt@|@dosolit@
@add some sugar to@|@přisladit@
@add to@|@přidat, přiložit, připojit, zvětšit, zvýšit@
@add to figures@|@připočítávat@
@add up@|@dávat smysl, přibývat, sečíst dohromady@
@add up to@|@dosáhnout částky@
@addable@|@sečitatelný, schopný být přidán@
@Addams@|@Addams@
@added@|@přidán@
@addend@|@druhý sčítanec@
@addenda@|@addendum@
@addendum@|@dodatek@
@adder@|@zmije@
@adders@|@zmije@
@addible@|@přidatelný@
@addict@|@narkoman@
@addicted@|@závislý@
@addicting@|@návykový@
@addiction@|@závislost@
@addictive@|@návykový@
@addictiveness@|@návykovost@
@addicts@|@narkomani@
@adding@|@přidávání@
@Addis@|@Addis@
@Addis Ababa@|@hl.m. - Etiopie@
@Addison@|@Addison@
@addition@|@přídavek, sčítání@
@additional@|@další, dodatečný@
@additional accident benefit@|@připojištění@
@additional bed@|@přistýlka@
@additional charge@|@přirážka@
@additional charges@|@dodatečné náklady, náklady navíc@
@additional postage@|@doplatek poštovného@
@additionally@|@dodatečně@
@additions@|@přídavky@
@additive@|@aditiva, aditivní, součtový@
@additives@|@aditiva@
@additivity@|@aditivita@
@addle@|@jen, zkazit se@
@addled@|@popletený@
@add-on@|@doplněk, přídavek@
@address@|@adresa, adresovat, oslovit, oslovovat@
@addressability@|@adresovatelnost@
@addressable@|@adresovatelně@
@addressed@|@adresováno@
@addressee@|@adresát@
@addressees@|@adresáti@
@addresser@|@adresář@
@addresses@|@adresy@
@addressing@|@adresování@
@Addressograph@|@stroj na psaní adres@
@adds@|@přidává@
@adduce@|@uvést@
@adduce reasons@|@uvést důvody@
@adduced@|@uvedeno@
@adduct@|@adukt, otáčet dovnitř, přitahovat@
@adduction@|@addukce, přitažení@
@adductor@|@adduktor, sval přitahovač@
@Adelaide@|@město - Austrálie, ženské křestní jméno@
@Adele@|@ženské křestní jméno@
@Adelia@|@ženské křestní jméno@
@Aden@|@Aden@
@adenine@|@adein@
@adenocarcinoma@|@adenokarcinom@
@adenoid@|@adenoidní@
@adenoidal@|@adenoidní@
@adenoids@|@nosní mandle@
@adenoma@|@adenom@
@adenosine@|@adenosin@
