@English@|@Japanese@
@accordingly@|@sokode, yotte@
@accordion@|@ako-dion, tefuukin@
@accordion door@|@ako-diondoa@
@accordion pleats@|@ako-dionpuri-tsu@
@account@|@akaunto, kaikei, kiji, tsukedashi@
@account (e.g. bank)@|@kouza@
@account book@|@choubo, choumen, daichou@
@account of a (sports) game@|@kansenki@
@accountability@|@akauntabiriti-@
@accountancy@|@kaikeigaku@
@accountant@|@kaikei, kaikeigakari, kaikeikan, kanjougakari, shukei@
@accountant (certified public)@|@kaikeishi@
@accounting@|@akauntingu, keiri@
@accounts payable@|@kaikakekin@
@accounts receivable@|@mishuunyuukin, urikakekin@
@accounts)@|@kuchikazu, kuchisuu@
@accoutrements@|@busougu@
@accrued@|@mishuu@
@accrued expenses@|@miharaihiyou@
@accumulate@|@chikuseki@
@accumulation@|@chikuseki, ruiseki, shuuseki, shuushuu@
@accumulator@|@akyu-mure-ta, akyumure-ta, akyumure-ta-@
@accuracy@|@seido@
@accurate@|@chimitsu, kuwashii, tekikaku@
@accurate (an)@|@seikaku@
@accurately@|@kichinto, seisei, seiseito@
@accursed (a-no)@|@bachiatari@
@accusation@|@dangai, kokuso, kouso@
@accusative case (gram)@|@taikaku@
@accused@|@hikokunin@
@accuser@|@genkoku@
@ace@|@e-su@
@ace (tennis)@|@sa-bisue-su@
@acetate@|@asete-to@
@acetic acid@|@sakusan@
@acetone@|@aseton@
@acetylcholine@|@asechirukorin@
@acetylene@|@asechiren@
@ache@|@itami, itami@
@achievement@|@gyouseki, jiseki, kougyou, tassei, tegara@
@achievement test@|@achi-bu, achi-bumentotesuto@
@achievements@|@jisseki, kouseki@
@achiever of Nirvana@|@rakan@
@Achilles tendon@|@akiresuken@
@achoo!@|@hakushon@
@achromatic@|@mushoku@
@achromatic lens@|@akuromachikkurenzu@
@achromatism@|@irokeshi@
@acid@|@san, sui, suppai@
@acid poisoning@|@sanchuudoku@
@acidity@|@sando, sanmi, sansei@
@acidosis@|@ashido-shisu@
@acknowledge@|@juryou, shinnin@
@acknowledge (ACK)@|@kouteioutou@
@acknowledgement@|@goryoushou, jihaku, kokuhaku, ninchi, ryoushou, ryouto, shounin@
@acknowledgment@|@nintei, reijou@
@acknowledgment (self-)@|@jinin@
@acme@|@kiwami@
@acne@|@fukidemono, nikibi@
@acolyte@|@jisai, jisou@
@acorn@|@donguri@
@acoustic@|@ako-sutikku, aku-sutikku@
@acoustic guitar@|@ako-sutikkugita-@
@acoustic sound@|@ako-sutikkusaundo@
@acoustic(s)@|@onkyou@
@acquaintance@|@chijin, chikadzu, chiki, gozonji, kaonajimi, majiwari, seitsuu, shiriai, soushiki, yuen@
@acquiesce@|@mokujuu@
@acquiescence@|@shoudaku@
@acquired immune deficiency syndrome@|@eizu@
@acquisition@|@kakutoku, shutoku, shuutoku@
@acquittal@|@houmen, menso, menzai, shakuhou@
@acre@|@e-ka-@
@acreage@|@tanbetsu@
@acrimonious@|@shinratsu@
@acrobat@|@akurobatto, kyokugeishi@
@acrobatic@|@akurobachikku@
@acrobatic feats@|@kyokugi@
@acrobatics@|@karuwaza, kyokugei@
@acronym@|@ryakugo@
@acrophobia@|@koushokyoufushou@
@acropolis@|@akuroporisu@
@acrylic@|@akuriru@
@acrylic acid@|@akurirusan@
@acrylonitrile@|@akurironitoriru@
@act@|@koui, okonai, okonai, sakui, shiwaza, shoi, waza@
@act (in play)@|@tobari@
@Act (law: the X Act)@|@hou@
@act for another@|@daiben@
@act of barbarity@|@bankou@
@act of God@|@fukakouryoku@
@act of grace@|@onten@
@act of mercy@|@hitodasuke@
@act of picking up crop left after harvesting@|@ochibohiroi@
@act of violence@|@boukou@
@act on mutual agreement@|@shouchidzuku@
@Act properly!@|@iikagennishinasai@
@acting@|@engi, shigusa@
@acting as agent@|@daikou@
@acting as go-between@|@kuchiire@
@acting blindly@|@boudou, moudou@
@acting chairman@|@karigichou@
@acting consul@|@dairiryouji@
@acting director@|@jimutoriatsukai@
@acting impolitely@|@shikkei@
@acting in concert@|@koou@
@acting official@|@dainin@
@acting president@|@karigichou@
@acting smart@|@kuchihabattai@
@actinic rays@|@kagakusen@
@Actinidia polygama@|@matatabi@
@actinium (Ac)@|@akuchiniumu@
@action@|@akushon, dousa, katsudou, koudou, okonai, okonai, sayou, shigusa, shiuchi, shiwaza@
@action bar@|@akushonba-@
@action before words@|@fugenjikkou@
@action committee@|@jikkouiin@
@action drama@|@akushondorama@
@action integral (physics)@|@sayousekibun@
@action picture@|@katsugeki@
@action program@|@akushonpuroguramu@
@action star@|@akushonsuta-@
@action) (a-no)@|@fuseikou@
@actions@|@fugyou@
@activated charcoal@|@kasseitan@
@activation@|@akutibe-shon@
@active@|@akutibu, kappatsu, kassei, noudou, noudouteki, sekkyokuteki@
@active (an)@|@akutivu@
@active defense@|@akuchibudifensu@
@active duty@|@gen'eki@
@active homing@|@akutibuho-mingu@
@active immunity@|@noudoumen'eki@
@active member@|@seiin@
@active service@|@gen'eki@
@active solar house@|@akutibuso-ra-hausu@
@active sportswear@|@akutibusupo-tsuuea@
@active voice@|@noudoutai@
@active volcano@|@kakkazan@
@activist@|@katsudousha, undouka@
@activity@|@akutibiti, binsoku, hataraki, hiyaku, honsou, kakkyou, katsudou, katsuryou, katsuyaku, nigiwai, ugoki@
@actor@|@akuta-, dan'yuu, geinin, hai, haiyuu, rei, shou, shu, shutsuensha, yakusha, yuu@
@actor in a love scene@|@nimaime@
@actress@|@akutoresu, haiyuu, joyuu, yakusha@
@Acts of the Apostles@|@shitogyouden@
@actual@|@akuchuaru@
@actual circumstances@|@jitsujou@
@actual condition@|@jissai@
@actual demand@|@jitsuju@
@actual expense@|@jippi@
@actual measurements@|@jissoku@
@actual place@|@genchi@
@actual proof@|@jisshou@
@actual results@|@jisseki@
@actual size@|@gensun, gensundai@
@actual spot@|@genba@
@actual time@|@akuchuarutaimu@
@actual work@|@kadou, shuurou@
@actual work hours@|@jitsudoujikan@
@actuality@|@akuchuariti-@
@actually@|@genni, shinni@
@acupuncture@|@hari, shinji, shinjutsu@
@acupuncture and moxibustion@|@shinkyuu@
@acute@|@sen'ei, setsu, setsujitsu, tsuusetsu@
@acute (e.g. illness)@|@kyuusei@
@acute angle@|@eikaku@
@acutely@|@hishihishi@
@acuteness@|@seppaku@
@ad@|@ado@
@ad campaign@|@adokyanpe-n@
@AD converter@|@anarogudejitaruhenkanki@
@A-D converter@|@e-di-konba-ta-@
@ad hoc@|@adohokku@
@ad impact@|@adoinpakuto@
@ad lib@|@adoribu@
@ad man@|@adoman@
@adagio@|@ada-jo@
@Adam@|@adamu@
@adamantine@|@kongou@
@adaptability@|@entenkatsudatsu, hentsuu, yuudzuu@
@adaptable@|@tekigou@
@adaptation@|@douka, engi, junnou, sokuou, tekiou@
@adaptation (of story@|@hon'an@
@adaptation (of story)@|@kaisaku@
@adapter@|@adaputa, adaputa-@
@adaptive@|@adaputivu@
@ad-balloon@|@adobaru-n@
@add@|@kasan@
@add (something)@|@tsukekuwae@
@add to@|@fukai@
@add up@|@sekisan@
@add water@|@kasui@
@adder (spoken)@|@tashizanki@
@adder (written)@|@kasanki@
@addiction@|@jouyouheki@
@adding@|@konnyuu@
@adding extra ingredients (med)@|@kayaku@
@adding more tea@|@kuchija@
@adding to one's years@|@karei@
@adding to the top@|@uwamori@
@adding up@|@gassan, yosezan@
@adding years@|@kanen@
@addition@|@fuka, fuki, ka, kahou, kasan, kazou, kuwaezan, sekisan, tashizan, tenka, tenkabutsu, tsuika, tsukatari, tsuketashi, yosezan, zouka@
@addition agent@|@tenkazai@
@addition and subtraction@|@kagen@
@addition to a building@|@zouchiku@
@additional fees@|@tsuikaryoukin@
@additional gain@|@yoroku@
@additional income@|@fukushuunyuu@
@additional post@|@kenkan, kenkin, kenmu@
@additional printing@|@juuhan, zousatsu@
@additional profits@|@yotoku@
@additional ration@|@kahai@
@additional rules@|@fusoku@
@additional tax@|@fukazei@
@additional volume@|@bessatsu@
@additionally@|@jizengo@
@additive@|@tenkabutsu@
@add-on@|@adoon@
@add-on module@|@adoonmoju-ru@
@add-on telephone@|@adoondenwa@
@address@|@adoresu, atena, atesaki, atesaki, banchi, enzetsu, idokoro, ikisaki, juukyo, kouen, kyojuuchi, shourei, sumidokoro, uwagaki@
@address (e.g. of house)@|@juusho@
@address (on letter)@|@katagaki@
@address (present)@|@genjuusho@
@address book@|@juushoroku@
@address to students@|@kunji@
@addressed to (suf)@|@ate@
@addressing@|@adoresshingu@
@addressing someone by last name only@|@yobisute@
@adductor muscle@|@kaibashira@
@Adelaide@|@adere-do@
@adenoid@|@adenoido, sen'you@
@adenoids@|@bijou, hanatake@
@Adenovirus@|@adenouirusu@
@adept@|@sasuga@
@adequacy@|@gaisetsu, tekitou@
@adequate@|@tekisetsu@
@adherence@|@koshitsu, koshuu@
@adherence (to custom@|@bokushu@
@adherence to@|@koudei@
@adherence to the shogunate@|@sabaku@
@adherent@|@aryuu, deshi, kyouto, shinja, shinpousha, shinto, teishi@
@adhesion@|@fuchaku, gyouchaku, gyouchakuryoku, kouchaku, nenchaku, shuuchaku, shuujaku, yuchaku, yuugou@
@adhesive@|@secchakuzai@
@adhesive mechanical tint@|@sukuri-nto-n@
@adhesive plaster@|@bansoukou@
@adhesive power@|@nenchakuryoku@
@ad-hocracy@|@adohokurashi-@
@adiabatic (an)@|@dannetsuteki@
@Adidas (brand name)@|@adidasu@
@adjacent@|@kinsetsu, rinsetsu@
@adjacent seas@|@kinkai@
@adjacent units@|@rinsetsubutai@
@adjectival noun@|@keiyoudoushi@
@adjectival suffix for a person (suf)@|@tare@
@adjoin@|@kinsetsu, rinsetsu@
@adjournment@|@enki, kyuukai, sankai, teikai@
@adjudication@|@handan@
@adjunct) words@|@fuzokugo@
@adjust@|@ajasuto@
@adjustment@|@anbai, chousei, chousetsu, denaoshi, seibi, seigou, seiri, shuusei@
@adjutant@|@fukkan, fukukan@
@admeasure@|@sairyou@
@admin@|@adomin@
@administer@|@atsu@
@administration@|@gyousei, keiei, keisei, kirimori, seifu, shisei, un'ei@
@Administration@|@gyouseifu@
@administration bureau@|@kanrikyoku@
@administration of justice@|@shihou, shouri@
@administrative divisions of Japan: Tokyo-to@|@todoufuken@
@administrative official@|@gyouseikan, jimukan@
@administrative reform@|@gyouseikaikaku@
@administrative reform (abbr)@|@gyoukaku@
@admirable@|@appare, yukashii@
@admirable (an)@|@shushou@
@admiral@|@daishou, shoukan, taishou, teitoku@
@admiral (fleet)@|@gensui@
@admiration@|@eitan, kanshou, kantan, kantan, keitou, kyoutan, sanka, santan, santan, shousan, suuhai@
@admiration & devotion@|@shinpuku@
@admiration (arch.@|@kanpuku@
@admiration (vs@|@kanshin@
@admiration of the powerful@|@jidaishisou@
@admire@|@miageru@
@admirer@|@aidokusha, hikute@
@admission@|@adomisshon, hennyuu, jinin, kanyuu, nyuujou, nyuukai, nyuusho, shinnin@
@admission fee@|@bouchouryou, kanyuukin, nyuujouryou, nyuukaikin@
@admission free@|@bouchoumuryou, bouchouzuii@
@Admission Free@|@adomisshonfuri-@
@admission gate@|@nyuujoumon@
@admission tax@|@nyuujouzei@
@admission ticket@|@bouchouken@
@admission to the courtroom@|@nyuutei@
@admission-paid@|@yuuryou@
@admittance@|@adomitansu@
@admitting@|@shouchi@
@admitting defeat@|@icchuuwoyusuru@
@admixture@|@kyouzatsubutsu@
@admonishment@|@kyoukai@
@admonition@|@kaikoku, keikai, kunkai, sekkan@
@ado@|@honeori@
@adobe@|@ado-bi, tenjitsugawara@
@adolescent@|@seishun@
@Adonis@|@adonisu@
@adopt@|@saiyou@
@adopted child@|@youshi@
@adopted daughter@|@youjo@
@adopted parents@|@karioya@
@adopted son-in-law@|@musumemuko@
@adoption@|@saitaku, sesshu, shuuyou, youshiengumi@
@adoption (e.g. motion@|@kaketsu@
@adoption or rejection@|@saihi@
@adoptive father@|@youfu@
@adoptive mother@|@youbo@
@adoration@|@aibo, aikou, keitou, raihai, reihai, sanbi, shinsui, suuhai@
@adoring@|@shishuku@
@ADP@|@jidoude-tashori@
@adrenal glands@|@fukujin@
@adrenalin@|@adorenarin@
@adroit@|@josainai@
@adsorb@|@kyuuchaku@
@adsorption@|@kyuuchaku@
@adulation@|@bennei, neiben@
@adult@|@adaruto, ichininmae, otona, seijin, teinensha@
@adult age@|@seinen@
@adult education@|@adarutoedyuke-shon@
@adult shop@|@adarutoshoppu@
@adulteration@|@fujun, konnyuu, mazemono@
@adulterer@|@kanpu, maotoko, uwakimono@
@adulteress@|@kanpu@
@adultery@|@fugi, furin, kantsuu, kongaiseikou, maotoko, mittsuu@
@adulthood@|@teinen@
@adult-like@|@otonappoi@
@Adult's Day (Jan 15)@|@seijinnohi@
@advance@|@joutatsu, joutou, senshin, shingeki, shinkou, shinshutsu, zenshakkin, zenshin, zoushin@
@advance & retreat@|@isshin'ittai@
@advance (abbr)@|@bansu@
@advance (in pay)@|@maegari@
@advance base@|@zenshinkichi@
@advance delivery@|@maewatashi@
@advance for manuscript@|@kouryou@
@advance guard@|@senjin, senpou, zen'ei@
@advance income@|@agari@
@advance notice@|@yokoku@
@advance or retreat@|@shintai@
@advance party@|@senpatsu, senpatsutai@
@advance payment@|@maegashi, maekin, maewatashi, sakibarai, sakigane, yonou, zenkin, zennou@
@advance payments@|@maewatashikin@
@advance sale@|@maeuri, sakiuri@
@advance troops@|@senkenbutai, zenshinbutai@
@advance(d)@|@adobansu@
@advanced@|@adobansudo, koudo, koushou@
@advanced (developed) country@|@senshinkoku@
@advanced (old) age@|@kourei@
@advanced age@|@rourei@
@advanced level@|@joukyuu@
@advanced maturity@|@koudoseichou@
@advanced nations@|@senshinkoku@
@advancement@|@eishin, eitatsu, koujou, shoukyuu@
@advancing and retreating@|@shusshoshintai@
@advancing part of a salary@|@uchigashi@
@advancing to the first grade@|@nyuumaku@
@advancing together@|@heishin@
@advantage@|@adobante-ji, bengi, eki, myouri, ri, riten, tame, yaku@
@advantage & disadvantage@|@sontoku@
@advantage and disadvantage@|@son'eki@
@advantage rule@|@adobante-jiru-ru@
@advantageous@|@yuuri@
@advantageous (an)@|@yuuri@
@advantages and disadvantages@|@ichiriichigai, rigai@
@advent@|@kourin, rairin@
@Adventists@|@sairinha@
@adventure@|@abanchu-ru, adobencha-, bouken@
@adventure story@|@boukenshousetsu@
@adventurer@|@boukensha, yamashi@
@adverb@|@fukushi@
@adversary@|@hantaisha@
@adverse@|@gyakkou@
@adverse stock-market factors@|@akuzairyou@
@adverse tide@|@gyakuryuu@
@adverse wind@|@gyakufuu@
@adversity@|@gyakkyou, shitsui@
@adversity builds character (id)@|@amefuttejikatamaru@
@advertisement@|@ado, adobataizumento, koukoku@
@advertisement for a wife@|@kyuusaikoukoku@
@advertising@|@adobataijingu@
@advertising agency@|@koukokusha@
@advertising sign@|@koukokutou@
@advertising sponsor@|@koukokunushi@
@advertising the excellence of one's wares@|@nougaki@
@advice@|@adobaisu, chuukoku, jogen, jogon, kankoku, keikoku, susume@
@advisability@|@kahi@
@advise@|@kan@
@adviser@|@adobaiza-, jogensha, jogonsha, kankokusha, komon@
@advisor@|@adovaiza-@
@advisory organ@|@shimonkikan@
@advocacy@|@bengo, daigen, kosui, shoudou, shuchou, shushou, teishou@
@advocacy of war@|@shusen@
@advocate@|@bengonin, bengosha, daigensha, hyoubou, kosuisha, ronsha, shuchousha, teishousha@
@advocate (of a theory or principle)@|@shugisha@
@Adzuki bean mochi@|@botamochi@
@aerial@|@kakuu@
@aerial tram@|@ro-puuei@
@aerial wiring@|@kasen@
@aerobic dancing@|@earobikkudanshingu@
@aerobicise@|@earobisaizu@
@aerobics@|@earobikusu@
@aerodynamics@|@earodainamikkusu@
@Aeroflot@|@aerofuro-to@
@aerogram@|@e-roguramu, earoguramu, eroguramu@
@aerogramme@|@koukuushokan@
@aeroplane@|@hikouki@
@aerosol@|@earozoru, eazo-ru@
@aesthetic@|@esutetikku@
@aesthetic appreciation@|@shinbi@
@aesthetic aversion@|@bitekiken'o@
@aesthetic sense@|@shinbigan@
@aesthetic sentiment@|@gakai@
@aestheticism@|@shinbishugi@
@aestivation@|@nemui@
@affable@|@aisonoii, hitonatsukkoi, hitonatsukoi, onga@
@affair@|@afea, dekigoto, gi, jiken, kotogara, kyoku, sata, shiromono@
@affairs@|@gyoumu, jibutsu@
@affairs after ones death@|@kouji@
@affairs of state@|@kokumu@
@affect@|@sawaru@
@affectation@|@genki, kazarike, kidori, kyoshoku, shouki, tsukeyakiba@
@affectation (an)@|@kiza@
@affected@|@fushizen@
@affected look@|@tsukurigao@
@affected part@|@kanbu@
@affected region@|@kyokubu@
@affected smile@|@esewarai@
@affection@|@aijaku, aijou, itsukushimi, jiai, jouai, onjou, seikou@
@affectionate@|@yasa, yasashii@
@affectionate elder brother@|@jikei@
@affectionate father@|@jibo, jifu@
@affectionate woman@|@yasaon'a@
@affections@|@ren'ai@
@affidavit@|@koujutsusho, koukyou, koukyousho, kuchigaki, kyoujutsu, kyoujutsusho@
@affiliate@|@boukei, kanyuusha@
@affiliated@|@doukei, fuzoku@
@affiliated companies@|@shimaigaisha@
@affiliated company@|@kankeigaisha@
@affiliated concern@|@douzokukaisha@
@affiliated with@|@sanka@
@affiliation@|@kamei@
@affinity@|@aishou, enko, inseki, shinkinkan, shinwasei, yuen@
@affirmation@|@dangen, kakunin, koutei@
@affirmative@|@kouteiteki@
@affix@|@fu@
@affixing a seal@|@kahan@
@affixing one's seal@|@ouin@
@afflatus@|@reikan@
@affliction@|@kannan, kunou, nangi, risai@
@affluence@|@yutori, yuufuku@
@afflux@|@ryuunyuu@
@afforestation@|@shokurin@
@affray@|@ranzatsu@
@affricative sound (ling)@|@hasatsuon@
@Afghanistan@|@afuganisutan@
@aflatoxin@|@afuratokishin@
@afore-mentioned@|@zenjutsu@
@aforesaid (a-no)@|@zenki@
@aforethought@|@yobou@
@Africa@|@afurika@
@African daisy@|@ga-bera@
@Afrikaans@|@afurika-nsu@
@Afrikaner@|@afuka-na@
@Afro@|@afuro@
@Afro-Cuban rhythm@|@afurokyu-banrizumu@
@Afro-hair@|@afurohea@
@after@|@afuta-, sugi@
@after-@|@jigo@
@after (a-no)@|@ato@
@after (sales) service@|@afuta-sa-bisu@
@after (taking) a bath (a-no)@|@yuagari@
@after a long time (id)@|@hisashiburi@
@after a meal@|@shokugo@
@after all@|@douse, kekkyoku, sarani, senjitsumeruto, shosen, toutou, yousuruni@
@after all is said and done (id)@|@todonotsumari@
@after childbirth@|@sango@
@after death@|@botsugo, botsugo, shigo@
@after dinner@|@yuushokugo@
@after graduation@|@sotsugyougo@
@after noon@|@hirusugi@
@after one out (in Baseball)@|@isshigo@
@after one's death@|@nakiato@
@after recording (abbr)@|@afureko@
@after school@|@houkago@
@after tax@|@tedori@
@after that@|@sonogo, sorekara@
@after the rain@|@ameagari@
@after the war@|@sensougo@
@after this@|@igo, korekara@
@after two outs@|@nishigo@
@afterbirth@|@atozan, orimono, seigo, taiban@
@afterbrain@|@enzui@
@aftercare@|@afuta-kea@
@after-dinner speech@|@takujou@
@after-effect@|@kouishou, yoha@
@aftereffects@|@yogo, yojin@
@afterglow@|@yokou, zankou@
@afterimage@|@zanzou@
@afterlife@|@goshou@
@aftermath@|@nibankari@
@afternoon@|@afutanu-n, gogo, gogo, hirusugi@
@afternoon assembly (at a company@|@chuurei@
@afternoon dress@|@afutanu-ndoresu@
@afternoon refreshment@|@oyatsu@
@afternoon session (market)@|@goba@
@afternoon shadow@|@afutanu-nshado-@
@afterquake@|@yurikaeshi@
@after-recording@|@afuta-reko-dingu@
@after-shave lotion@|@afuta-she-buro-shon@
@aftershock@|@yoshin, yurikaeshi@
@after-ski@|@afuta-suki-@
@aftertaste@|@atoaji@
@afterward@|@sonogo@
@afterwards@|@atode, nochihodo@
@afterword@|@atogaki@
@afterwords (a-no)@|@nochi@
@again@|@aratamete, futatabi, kotoatarashiku, mata, mata, matamoya, matashitemo, mou, sai, saido, sarani@
@again (and again)@|@matamata@
@again and again@|@nidosando, saisan, shibashiba@
@against@|@agensuto, tai@
@against one's will@|@muriyari@
@against wind@|@agensutouindo@
@agape@|@akape-@
@agar-agar@|@kanten, tengusa@
@agate@|@menou, shippou@
@agave (cactus-like plant)@|@ryuuzetsuran@
@age@|@e-ji, ichidai, jurei, nendai, nenpai, nenrei, nenshi, seinen, toshi, toshigoro, toshiha, yo@
@age (of a young lady)@|@houki@
@age (one's)@|@yowai@
@age 15@|@shigaku@
@age 16 (girl)@|@haka@
@age 20@|@teinen@
@age 30@|@jiritsu@
@age 40@|@shorou@
@age 50@|@chimei@
@age 60@|@jijun@
@age 64 (man)@|@haka@
@age difference@|@nenreisa@
@age fifty@|@isoji@
@age limit@|@teinen@
@age of a tree@|@jurei@
@age of decadence@|@mappou@
@age of puberty@|@toshigoro@
@age of the moon@|@getsurei@
@age relationship@|@toshimawari@
@age seventy@|@koki, nanasoji@
@age shooter@|@e-jishu-ta-@
@age sixty@|@musoji@
@age thirty@|@misoji@
@aged@|@furui@
@aged 20@|@jakkan@
@aged 61@|@kakou@
@age-group@|@e-jiguru-pu@
@ageing@|@e-jingu@
@ageism@|@e-jizumu@
@agency@|@baikaibutsu, chikara, chuukai, daikoukikan, dainin, dairi, dairigyou, dairiken, dairiten, e-jenshi-, nakadachi, sahai, toritsugi@
@agenda@|@gidai, kaigijikou, kyougijikou, nittei@
@agent@|@daikousha, dainin, dairi, dairigyousha, dairinin, dairisha, dairiten, douin, e-jento, nakadachi, shucchouin, shuusennin@
@agent's charge@|@assenryou@
@ages@|@hitomukashi@
@agglutination@|@kouchaku, yuugou@
@agglutinative language@|@kouchakugo@
@aggravation@|@akka, gekika, juudaika, kachou, kajuu@
@aggregate@|@shuukei@
@aggregate amount@|@souryou@
@aggregation@|@shuusei@
@aggression@|@kousei, sanshoku, shinnyuu, shinryaku@
@aggressive@|@aguresshibu, shinryakuteki@
@aggressive attitude@|@koushisei@
@aggressive war@|@shinryakusensou@
@aggressor@|@shinryakusha@
@aggressor nation@|@shinryakukoku@
@agile@|@binshou, subayai@
@agility@|@binsoku@
@aging@|@e-jingu, fuke, shorou@
@agism@|@e-jizumu@
@agitate@|@aoru, kakuhan@
@agitation@|@ajite-shon, douran, gekidou, kakuhan, koufun, sendou, sendou, shuushou@
@agitation (abbr)@|@aji@
@agitation bill (abbr)@|@ajibira@
@agitation for expulsion@|@haisekiundou@
@agitator@|@ajite-ta-@
@agnate@|@fukei@
@AgNO3 (abbr)@|@shousangin@
@agnostic@|@fukachiteki@
@agnosticism@|@fukachiron@
@ago@|@izen, izenni@
@ago (suf)@|@zen@
@agonist@|@kyougisha@
@agonizing@|@kutou@
@agony@|@hanmon, junan, kunou, kutsuu, nayami@
@agony of separation@|@riku@
@agoraphobia@|@agorafobia@
@A-grade@|@koushu@
@agree with@|@douchou@
@agreeable@|@aisonoii, kaiteki, kokoroyoi@
@agreed@|@ikketsu@
@agreement@|@aguri-mento, daketsu, doui, doukan, gacchi, gaten, gatten, gitei, goui, icchi, keiyaku, kiyaku, kyoushou, kyoutei, kyouteian, kyouteisho, kyouyaku, nattoku, sansei, shouchinomaku, shouchinosuke, shoudaku, shouin, torikime, yakkan, yakujou@
@agreement of minds@|@uraawase@
@agreement of wills@|@ishinosotsuu@
@agribusiness@|@aguribijinesu@
@agricultural@|@nora@
@agricultural chemicals@|@nouyaku@
@agricultural community@|@nouson@
@agricultural cooperative@|@noukyou@
