@English@|@Ligurian@
@catechism@|@catechîximo@
@Catherine@|@Catainìn, Catænn-a, Catæn@
@cattle@|@vàcca, bestiàmme (nm)@
@cause@|@càoza@
@caution@|@cûa, precaoçión@
@cavalry@|@cavalerîa, cavagerîa@
@cave@|@gròtta@
@cavity@|@cavitæ, crêuzo@
@ceiling@|@téito@
@celebration@|@festivitæ@
@celery@|@sélou, xéllo (Savona)@
@cell@|@çélula@
@cell phone@|@telefonìn@
@Celle Ligure (SV)@|@Çélle@
@cement@|@betón@
@cemetery@|@çimitêio@
@Cengio (SV)@|@Céngio@
@censorship@|@censûa@
@censure@|@censûa@
@centenary@|@çentenâio@
@centennial@|@çentenâio@
@center@|@çéntro, céntro@
@centipede@|@scolopéndra@
@Cento Croci (SP)@|@Çentocrôxi@
@centre@|@çéntro, céntro@
@centurion@|@çenturión@
@ceramic@|@ceràmica@
@Ceriale (SV)@|@O Çeiâ@
@Cerri (SV)@|@Særo@
@certain@|@çèrto@
@Cervo (IM)@|@Çèrvo@
@Ceva (Piedmont)@|@Cêva@
@chain@|@cadénn-a@
@chair@|@carêga@
@chamber pot@|@vâzo de néutte, oinâ (nm)@
@chamois@|@camóscio@
@champion@|@canpionéssa (f), canpión@
@chance@|@azàrdo, òportunitæ, ventûa@
@change@|@càngio@
@changing@|@cangiànte@
@chant@|@cànto@
@chapter@|@capìtolo@
@character@|@personàggio@
@chard/spinach sauce@|@zemìn (nm)@
@charge@|@càrega (nf)@
@charity@|@caitæ@
@charm@|@sconzûo@
@chart@|@tabèlla@
@chatterbox@|@ciarlón, ciaciarón, bacaión@
@chauffeur@|@sciafeur@
@cheap@|@a bón mercòu, a bón pàtto, a bón prêxo, a pöco prêxo@
@cheap wine@|@cancarón@
@cheaper@|@ciù a bón prêxo, a mêno prêxo, ciù a prêxo@
@cheat@|@intrîgo@
@check@|@verìfica@
@checking@|@revixón@
@checkmate (chess)@|@scàcco màtto@
@cheek@|@màsca@
@cheerful (f)@|@alêgra@
@cheerful (m)@|@alêgro@
@cheese@|@formàggio@
@chemical@|@chìmico@
@cherry@|@çêxa@
@cherry tree@|@èrbo de çêxe@
@chess@|@scàcchi (mpl)@
@chess set@|@scachêa@
@chessboard@|@scachêa@
@chestnut@|@castàgna@
@chestnut tree@|@èrbo de castàgne@
@chestnuts (boiled peeled)@|@piæ (nfpl), pelæ (nfpl)@
@chestnuts (boiled unpeeled)@|@balétti (nmpl)@
@chestnuts (dried peeled boiled)@|@réboe (nfpl)@
@chestnuts (dried unpeeled boiled)@|@vegétte (nfpl)(castàgne)@
@chestnuts (roasted)@|@rostîe (nfpl)@
@Chiappa (IM)@|@A Ciàppa@
@chic@|@scìcche (ag.)@
@chicken@|@pòllo, polàstro@
@chicken (diminutive)@|@polìn@
@chicken pox@|@voiêue xoatìnn-e (nfpl), vêuxoatìnn-e (nfpl)@
@chick-pea@|@çéixo@
@chickpea-flour cakes (Liguria)@|@panìssa@
@chick-peas@|@çéixai (mpl)@
@chicory@|@risétto, radìccia@
@chief@|@càppo, padrón@
@child@|@bagarìllo, popón, figeu@
@Child Jesus@|@Gexù Banbìn@
@children@|@figeu@
@Chile@|@Cîle@
@Chilean@|@cilén@
@chimney@|@fumaieu@
@chin@|@ménto@
@China@|@Cìnn-a@
@Chinese@|@cinéize@
@chink@|@avenéuia, crepatûa@
@chipped@|@scamoròu@
@Chiusànico (IM)@|@Ciusànego@
@Chiusavecchia (IM)@|@Ciugiavéia@
@chivalry@|@cavalerîa, cavagerîa@
@chloride@|@clorûro@
@choice@|@scèlta, çèrnia@
@chopping board@|@tagiòu (nm)@
@choppy (sea)@|@bolezùmme@
@choral chant typical of Genoa@|@tralalêro@
@chord@|@acòrdio@
@Christ Child@|@Gexù Banbìn@
@Christian (adj.)@|@crestiàn@
@Christianism@|@crestianêximo@
@Christine@|@Cristìnn-a@
@Christmas@|@dênâ (nm), denâ (nm), natâle (nm)@
@Christmas bonfire in Liguria@|@Confêugo@
@Christopher@|@Cristòffa@
@chubby@|@pacialàn@
@church@|@gêxa@
@Cicagna (GE)@|@Cicàgna@
@circle@|@çèrcio, rêuo@
@circle dance@|@riónda@
@circumlocution@|@rebîgo@
@cither@|@çìtara@
@city@|@çitæ@
@clandestine@|@clandestìn@
@clandestinity@|@clandestinitæ@
@classification@|@clascìfica@
@clay pot@|@tiàn de tæra (nm)@
@clay roaster@|@tiàn de tæra (nm)@
@clean@|@polîto (it.), nétto, polîo@
@cleaning@|@polixîa, netézzo@
@clear soup@|@bròddo@
@clergymen's collar@|@colæn di prævi (nm)@
@clever@|@aspèrto, bìccio, fùrbo, asbriòu@
@client@|@cazànn-a (f)@
@climbing plant@|@ranpicànte (nm)@
@clinic@|@clìnica@
@clipping (press)@|@retàggio de giornâle@
@clock@|@relêuio@
@clockmaker@|@releuiâ (nm)@
@clonation@|@clonaçión@
@close (near)@|@vixìn@
@closed@|@seròu@
@closeness@|@vixinànsa@
@closet@|@armâio@
@cloth@|@pànno, péssa, tesciûo@
@clothes@|@röba, vestî (nm)@
@clothes line@|@atacapànne (nm)@
@clothing@|@vestî (nm)@
@cloud@|@nûvia@
@cloudburst@|@ramâ d'ægoa (nf)@
@cloudy@|@nûvio@
@clove of garlic@|@gælo d'àggio, spîgo d'àggio@
@clover@|@quadriféuggio, triféuggio@
@clown@|@pagiàsso, xànno@
@clowning@|@xanâta@
@clumsy@|@gòffo@
@coach@|@vagón@
@coal@|@carbón@
@coal merchant@|@carbonê@
@coarse@|@òrdenâio, sgréuzzo@
@coast@|@còsta@
@coaster@|@pòrtagòtti (nm)@
@coat@|@pelìssa@
@cobweb@|@tâgnâ (nf)@
@cock (vulg.)@|@zóbbo (volg.), belìn (volg.)@
@cockroach@|@bagón@
@cocoa@|@cacàvou@
@cod@|@bacalà (nm)@
@cod (small and tender)@|@bertagnìn@
@coffee@|@cafè (nm)@
@coffee maker@|@cafetêa@
@coffee pot@|@cafetêa@
@coffee with milk@|@cafè e læte@
@coffin@|@bâra@
@Cogoleto (GE)@|@Cogoeu, Cogoêuo, Coghêuo@
@coherent@|@coerénte@
@coin@|@monæa@
@colander@|@cóìn@
@cold@|@fréido (nm)@
@cold (f)@|@fréida@
@cold (m)@|@fréido (ag.)@
@cold (n)(illness)@|@rafreidô, costipaçión, refreidô@
@cold meat vendor@|@salumê (nm)@
@cold meats@|@salùmmi (nmpl)@
@colic@|@còlica@
@collar@|@colæn (nm)@
@collarbone@|@apendicàsse@
@collection@|@recugéita, arecugéita@
@collision@|@scóntro@
@colour@|@cô, colôro@
@colours@|@coî (mpl)@
@Columbus@|@Colónbo@
@comb@|@pêtene (nm), pêtenìn (nm)@
@comber (fish)@|@bolâxo@
@come on!@|@îsa!, sciù!@
@comediant@|@comediànte@
@comedy@|@comédia@
@comfort@|@confòrto@
@comfortable@|@còmodo, móscio@
@comical@|@còmico@
@coming@|@vegnûa@
@commandment@|@comandaménto@
@commentary@|@coménto@
@commission@|@comisción@
@commotion@|@calabâ@
@compact@|@scciàzzo@
@comparison@|@paragón@
@compass card/rose@|@Rêuza di vénti@
@compatible@|@conpatìbile@
@compilation@|@recugéita@
@complaint@|@rangógno, làgna, mogógno@
@complete@|@conplêto@
@comprehensible@|@conprenscìbile@
@compromise@|@conpromìsso@
@compulsory@|@d'òbligo, òbligatöio@
@Comuneglia (SP)@|@Comunêgia@
@concave@|@câo (ag.)@
@conceit@|@vanitæ@
@conceited@|@pìn de sósta@
@conception@|@conceçión@
@concern@|@cûa, pròcupaçión@
@concert@|@conçèrto@
@concrete (n)@|@betón@
@condemnation@|@censûa@
@conditional@|@condiçionâle@
@condom@|@gondón@
@confidence@|@confidénsa@
@confirmation@|@confèrma@
@Congolese@|@congoléize@
@congratulation@|@congratulaçión@
@congressman@|@deputòu@
@consignment@|@spediçión@
@consolation@|@confòrto@
@contempt@|@desprêxo@
@continuation@|@continoaçión, ségoito@
@continuous@|@contìnoo@
@continuously@|@de lóngo, pe de lóngo@
@contract@|@contràtto@
@contracted@|@agrepîo@
@contrarily@|@a l'òpòsto@
@contrariwise@|@a-o contrâio@
@controlled@|@controlòu@
@conveniently@|@a l'òcaxón@
@cook@|@chêugo@
@cooked@|@chéutto@
@cooking@|@cotûa@
@cool (f)@|@fréida@
@cool (m)@|@fréido (ag.)@
@copper@|@ràmmo@
@copper cauldron@|@lavézzo@
@copy@|@còpia@
@Coreglia Ligure (GE)@|@Coêgia@
@cork@|@nàtta@
@corner@|@recànto, cànto@
@Cornigliano (GE)@|@Cornigén@
@Coronata (GE)@|@Cônâ@
@correct@|@corètto@
@corruption@|@coruçión@
@corsair@|@làddro de mâ@
@Corvara (SP)@|@Crovæa@
@Cosio di Arroscia (IM)@|@Côxe@
@Cosseria (SV)@|@Coscéria@
@cost@|@cósto@
@costum@|@uzànsa@
@costumes@|@ûxi (mpl)@
@cot bed@|@brànda (nf)@
@cottage@|@cascìnn-a@
@cough@|@tóssa@
@count@|@cónto@
@country@|@pàize (nm), naçión@
@country house@|@cà de canpàgna@
@countryman@|@paizàn@
@countryside@|@canpàgna@
@countrywoman@|@paizànn-a@
@county@|@contêa@
@courgette@|@suchìn (nm)@
@court@|@córte@
@court (law)@|@pretûa@
@cousin (f)@|@cugìnn-a, coxìnn-a@
@cousin (m)@|@cugìn, coxìn@
@cow@|@vàcca@
@cowbell@|@sunàggio@
@crab@|@fòulo@
@crack@|@avenéuia, crepatûa@
@cracked@|@sciardîo@
@cradle@|@cùnn-a, cùnn-a@
@craft@|@mestê@
@crag@|@magheu, brìcco@
@crammed@|@strapìn@
@crammed with people@|@gremenîo@
@cramp@|@grànfio@
@cramped@|@agrepîo@
@crash@|@scóntro@
@craving@|@bezéugno@
@crazy@|@màtto@
@cream@|@crémma, pànna@
@credible@|@versocìmile@
@credit@|@crénsa@
@creeper@|@ranpicànte (nm)@
@Crevari (GE)@|@Crêvai@
@crib@|@prezépio@
@criminal@|@legêra (nm)@
@crimping (pastry)@|@oêxìn@
@crisis@|@crîxi@
@criss-cross@|@fæto a ræ@
@Croatia@|@Croàçia@
@Croatian@|@croâto@
@Crocefieschi (GE)@|@Crôxe di Fiéschi@
@crockery@|@teràggia@
@crocodile@|@aligatô@
@croissant@|@chìfaro@
@crook@|@rabêlo, vincàstro, legêra (nm)@
@crooked@|@stòrto@
@crosier@|@vincàstro@
@cross@|@crôxe (nf)@
@cross-eyed@|@goèrso, lùrcio, sbrìncio, straléuggio, strànbo@
@crow@|@cornàggia@
@crowd@|@scciumæa, sciumæa@
@crowded@|@gremenîo@
@cruel@|@crudêle@
@cruelty@|@crudeltæ@
@cruise@|@croxêa (nf)@
@crumb@|@mòula, fregóggia@
@crusade@|@croxâ (nf)@
@Crusades@|@Croxæ (fpl)@
@crushed shipbiscuits@|@masamôro, morêua, moréuia@
@crutch@|@scròsoa@
@cry@|@crîo@
@Cuban@|@cubàn@
@cube@|@cùbbo@
@cuckoo (bird)@|@cùcco@
@cucumber@|@chighéumou@
@culture@|@coltûa@
@cunning@|@scavìsso, bagàrdo@
@cunt@|@móssa (volg.)@
@cup@|@tàssa@
@curd (Ligurian)@|@prescinsêua@
@cured (food)@|@afumegòu@
@curiosity@|@coixitæ@
@curious@|@coiôzo@
@curl@|@rixétto, rìsso@
@curled up@|@arensenîo, inscrocognîo@
@current@|@atoâle@
@current affairs@|@atoalitæ@
@currently@|@a-a giornâ d'ancheu, a-o dì d'ancheu, atoalménte@
@curse@|@malefìçio@
@curtain (theater)@|@scipâio@
@curve@|@cùrva, scivertòu@
@curved@|@cùrvo@
@cushion@|@cuscìn@
@custodian@|@goardiàn, custöde@
@custody@|@cûa@
@customs@|@dugànn-a@
@cut@|@tàggio@
@cutting-edge@|@a l'ùrtima mòdda@
@cylinder@|@cilìndro@
@cypress@|@çiprèsso@
@dad@|@papà (nm)@
@daisy@|@margàita@
@dam@|@dîga, préiza@
@damage@|@mâ (nm)@
@damn it!@|@dàgghe di nómmi!@
@damnation@|@danaçión@
@dance@|@bàllo@
@danger@|@perìcolo, peîgo (pop.)@
@dangerous@|@pericolôzo@
@Danish@|@danéize@
@daring@|@desgaginòu@
@dark@|@scûo (ag.)@
@dark blue@|@bleu scûo@
@darkness@|@scûo (nm)@
@dark-skinned@|@möo@
@darnel@|@léuggio@
@dart@|@saétta@
@date@|@dæta, apontaménto@
@date (fruit)@|@dàtou@
@daughter@|@fìggia@
@daughter-in-law@|@nêua@
@day@|@giornâ (nf), giórno@
@dead@|@mòrto@
@deaf@|@sórdo@
@deafness@|@sorditæ@
@dear@|@câo (ag.)@
@death penalty@|@pénn-a de mòrte@
@death throes@|@angonîa@
@debris@|@zétto@
@debt@|@póffo@
@debtor@|@ciantapóffi (nm)@
@deceit@|@regîo@
@December@|@dexénbre@
@decent@|@decénte, dégno@
@decided@|@decîzo@
@decision@|@decixón@
@deck (ship)@|@pónte de bàrche (nm)@
@deck of playing cards@|@màsso de càrte da zêugo@
@decline@|@deschinâ@
@decoction@|@dechéutto@
@decrepit@|@decrépito, rinbanbîo@
@deep@|@profóndo@
@deer@|@çèrvo@
@defect@|@difètto@
@defense@|@diféiza@
@defiance@|@desprêxo@
@deficiency@|@deficénsa@
@Dego (SV)@|@O Dé@
@dejected@|@abatûo@
@delay@|@ritàrdo@
@delayed@|@in ritàrdo@
@deliberately@|@apòsta@
@delicate@|@ùmio@
@delicious@|@squizîo@
@delight@|@delìçia, lecàia@
@delinquent@|@mandilâ (nm), legêra (nm)@
@deluge@|@derûo, dilûvio@
@demand@|@reciàmmo@
@democratic@|@democràtico@
@demonstrative@|@dimostratîvo@
@demoralisation@|@demoralizaçión@
@demoralised@|@demoralizòu@
@demoralization@|@demoralizaçión@
@demoralized@|@demoralizòu@
@den@|@tànn-a@
@Denmark@|@Danemàrca@
@dense@|@scciàzzo@
@departure@|@parténsa@
@dependence@|@dipendénsa@
@dependency@|@dipendénsa@
@depending@|@dipendénte@
@depot@|@antrepö@
@depressed@|@avilîo, intristîo@
@depth@|@profonditæ@
@deputy@|@deputòu@
@descent@|@deschinâ@
@desert@|@dezèrto@
@desk@|@scrivanîa@
@desolate@|@scamoròu@
@despair@|@sconfòrto@
@despatch@|@spediçión@
@desperate@|@despiòu, desperòu@
@desperately@|@a-a despiâ@
@desperation@|@desperaçión@
@despite@|@invêce de, a despêto de@
@dessert@|@dôçe (nm)@
@destiny@|@destìn, sòrte (nf)@
@destitute@|@zenzìggio@
@destruction@|@distruçión, sconquàscio@
@development@|@svilùppo@
@device@|@dispoxitîvo@
@devil@|@diâo@
@dew@|@rozâ (nf)@
@dialect@|@dialétto@
@diamond@|@diamànte@
@diapers@|@patæli (nmpl)@
@diarrhea@|@scorentìnn-a@
@diarrhoea@|@scorentìnn-a@
@dice@|@dàddo@
@dice (pl)@|@dæ (nmpl)@
@dick (vulg.)@|@belìn (volg.), zóbbo (volg.)@
@dictation@|@detatûa@
@dictatorship@|@ditatûa@
@dictionary@|@diçionâio, vocabolâio@
@didactics@|@didàtica@
@diet@|@diêta@
@difference@|@diferénsa@
@different@|@despægio, divèrso@
@difficult@|@difìçile@
@dining room@|@salamanxê (nf)@
@dinner@|@çénn-a@
@diplomatic@|@diplomàtico@
@direct@|@dirètto@
@direction@|@direçión@
@director@|@diretô@
@dirt@|@brutô, porcàia@
@dirtiness@|@brutô@
@dirty@|@sùcido@
@disadvantageous@|@sconveniénte@
@disappearance@|@sconpàrsa@
@disarrangement@|@confuxón@
@disaster@|@dizàstro, squàscio, sconquàscio@
@discarding@|@scàrto@
@disclosure@|@rivelaçión@
@discouraged@|@avilîo@
@discovery@|@scovèrta@
@disdain@|@desprêxo@
@disease@|@mâ (nm), malatîa (it.), moutîa@
@disgust@|@àfou (ant.), schìnfio, schîfo@
@disgusting@|@schifôzo, schinfiôzo@
@dish@|@piâto@
@dish rack@|@vascelæa, bascelæa@
@dishcloth@|@picagétta@
@disheartened@|@avilîo@
@dishware@|@teràggia@
@disorder@|@confuxón@
@dispirited@|@avilîo@
@displeasure@|@despiaxéi, dispiaxéi@
@disproportionate@|@sproporçionòu@
@disregard@|@desprêxo@
@distance@|@distànsa@
@distant@|@lontàn@
@distress@|@angóscia, crùçio, magón@
@distressed@|@amagonòu, angosciòu, sciâtòu@
@distribution@|@distribuçión@
@distributor@|@distributô@
@district@|@rión, borgâ, quartê@
@diver@|@magrón@
@diversity@|@diverscitæ@
@divided@|@divîzo@
@division@|@divixón@
@do it slowly!@|@dàgghe cianìn!@
@do you speak English?@|@ti pàrli l'ingléize?@
@do you speak Genoese?@|@ti pàrli o zenéize?@
@do you speak Ligurian?@|@ti pàrli o zenéize?@
@dock@|@barchìnn-a, dàrsena@
@dockworker@|@portoâle@
@doctor@|@dotô, mêgo@
@doctrine@|@dotrìnn-a@
@dog@|@càn@
@dog collar@|@colæn do càn (nm), goìggio do càn (nm)@
@dog lead@|@strilæn (nm)@
@dogfish@|@squæo@
@Dolceacqua (IM)@|@Dosàiga, Dôsàiga@
@Dolcedo (IM)@|@Dolcêo@
@doll@|@banbòccia, popón, popónn-a@
@dollar@|@dòlaro@
@dolphin@|@derfìn@
@domestic@|@domèstico@
@donkey@|@âze@
@don't bother@|@no stâ a sciugâ (pop.)@
@don't worry!@|@làscia pèrde!@
@doodle@|@scarabòccio@
@door@|@pòrta@
@doorkeeper@|@goardiàn@
@doorman@|@portê@
@dormouse@|@gî (nm)@
@dose@|@préiza@
@double@|@dópio@
@doubt@|@dùbio@
@doubtful@|@vacilànte@
@doubts@|@dùbbi (mpl)@
@dough@|@màssa, pàsta@
@down@|@in zu, zu@
@down the street@|@pe stràdda@
@down there@|@lazù@
@downhearted@|@abatûo@
@downhill@|@in deschinâ@
@download@|@descaregaménto@
@downpour@|@ramâ d'ægoa (nf), ægoàssa, sgoasón@
@downtown@|@céntro, çéntro@
@downward@|@in deschinâ@
@downward slope@|@deschinâ@
@dozen@|@dozénn-a@
@draft@|@abòsso@
@dragonfly@|@masapræve (nm)@
@drama@|@dràmma@
@dreadful@|@pèscimo@
@dreggy@|@stórbio@
@dressed@|@vestîo (ag.)@
@dribble@|@sbavatûa, bâva@
@dried@|@sécco@
@dried cod@|@stochefìsce (nm)@
@dried cod in a sauce@|@stochefìsce acomodòu@
@dried salt-cured cod@|@bacalà (nm)@
@drill@|@verìnn-a@
@driver@|@sciafeur@
@drizzle@|@sprùzzo, baixìnn-a, sproìn (nm)@
@dromedary@|@dromedâio@
@drop@|@stìssa, góssa@
@drop by drop@|@a góssa a góssa@
@drought@|@sésia@
@drowsy@|@adormîo, adormigiòu@
@drug@|@dröga@
@drug addict@|@drogòu@
@drug addiction@|@dipendénsa da dröga@
@drug-addicted@|@drogòu@
@drum@|@tanbûo@
@drunk@|@inbriægo, inbriægòu, inbrægo, inbriegón@
@dry@|@sécco, sciûto@
@dry climate@|@sciughêa@
@dryness@|@sechêa@
@dry-stone wall@|@miâgia a sécco@
@duck@|@ània, ànitra@
@ducked@|@quàccio@
@duke@|@dùcca (nm)@
@dumb@|@abelinòu, babilàn, bertoêla (nf), tanacùcco, tanàrdo, tanberlàn@
@dumbed@|@aloòu@
@dummy@|@benàrdo (ag.), panisón, panpalûgo, tarlùcco@
@during@|@durànte@
@dusk@|@fâ da séia (nm)@
@dust@|@pûa@
@dustman@|@rumentâ (nm)@
@duty@|@dovéi (nm)@
@duvet@|@ciumìn@
@dwarf@|@nâno@
@each@|@ògni@
@each one (f)@|@ògnidùnn-a@
@each one (m)@|@ògnidùn, ògnùn@
@eagerness@|@aviditæ@
@eagle@|@àgogia, àquila@
@ear@|@oêgio@
@earflap@|@creuvioêge (nm)@
@early@|@présto, de bon'ôa, fîto@
@earring@|@oêgìn (nm), pendìn@
@earth@|@tæra@
@earthenware pitcher@|@àmoa@
@earthenware pot@|@tiàn de tæra (nm)@
@earthquake@|@teremöto, sìsma, scìsma (nm), teramòtto@
@earthworm@|@lonbrîgo@
@earwax@|@porcàia de oêge (nf)@
@ease@|@façilitæ@
@easiness@|@façilitæ@
@East@|@levànte, est, Oriénte@
@Easter@|@Pàsqua@
@easy@|@fàçile@
@easy-minded@|@benàrdo (ag.), panisón, panpalûgo, tarlùcco@
@eaves@|@canâ (nm), grónda@
@ebony@|@ébano@
@echo@|@reciòcco, êco@
@ecology@|@ecologîa@
@economical@|@econòmico@
@economy@|@economîa@
@ecstasy@|@èstaxi (nf)@
@ecstatic@|@infervoròu@
@Ecuador@|@Equadòr@
@Ecuadorean@|@equatoriàn, equadorégno@
@Ecuadorian@|@equatoriàn, equadorégno@
@edging@|@oêxìn@
@edition@|@ediçión@
@editor@|@editô, stanpòu (nm)@
@educated@|@istroîo@
@education@|@educaçión@
@educational@|@educatîvo@
@educator@|@educatô@
@Edward@|@Doàrdo@
@eel@|@anghìlla@
@effect@|@efètto@
@effective@|@efetîvo@
@effeminate@|@aboliciòu, adonetòu, efeminòu@
@egg@|@êuvo@
@eggplant@|@meizànn-a@
@eggs@|@êuve (fpl)@
@Egoli (GE)@|@Êgoi@
@Egypt@|@Egìtto@
@Egyptian@|@egiçiàn@
@eiderdown@|@ciumìn@
@eight@|@éutto@
@eighteen@|@dixéutto@
@eighteenth@|@deximotâvo, dixeutén@
@eighth@|@òtâvo@
@eighty@|@òtànta@
@elastic@|@elàstico@
@elbow@|@gómio@
@elder@|@magiô, magiôre@
@elder (Botanical)@|@sanbûgo@
@elder man@|@ansiàn@
@eldest son@|@primogénito@
@election@|@eleçión@
@elector@|@eletô@
@electrical@|@elétrico@
@electricity@|@eletricitæ@
@elegance@|@gàibo, elegànsa@
@elegant@|@elegànte@
@element@|@eleménto@
@elementary@|@elementâ@
@elephant@|@elefànte@
@eleven@|@ùnze@
@eleventh@|@deximoprìmmo, unzén@
@Elisabeth@|@Zabélla@
@elm tree@|@órmo@
@embroiderer@|@recamadô (nm), recamadôa (nf)@
@emergency@|@emergénsa@
@emetic@|@vomitîvo@
@emigrant@|@emigròu@
@emigration@|@emigraçión@
@emotion@|@emosción@
@emperor@|@inpeatô, inperatô@
@emphasis@|@énfaxi (nf)@
@empire@|@inpêro, inpêo@
@employed@|@dipendénte@
@employee@|@dipendénte, inpiegòu@
@employer@|@bacàn@
@employment@|@inpiêgo@
@empty@|@véuggio (Savona), vêuo@
@encyclopaedia@|@ençiclopedîa@
@end@|@fìn (nf), pónta, finâ (nm), finâle@
@endive@|@risétto@
@enemy@|@nemîgo@
@energy@|@asbrîo, energîa@
@engineer@|@inzegnê@
@England@|@Inghiltæra@
@English@|@ingléize@
@English (pl)@|@ingléixi@
@Englishmen@|@ingléixi@
@enjoy your meal!@|@bón apetìtto!@
@enjoyment@|@gödiménto@
@enough@|@abàsta, abastànsa@
@entertaining@|@diverténte@
@entire@|@intrêgo@
@entourage@|@ségoito@
@entrance@|@intrâ (nf)@
@envelope@|@anvelóppe, bùsta (nf)@
@envious@|@invidiôzo@
@environment@|@anbiénte@
@envy@|@invìdia@
@epidemic@|@epidemîa, pèsta@
@Epiphany@|@Pasquêta@
@equal@|@egoâle, pægio@
@equation@|@equaçión@
@Equator@|@Equadòr@
@erection@|@ereçión@
@Ernest@|@Nèsto@
@error@|@erô@
@eruption@|@eruçión@
@escape@|@scapaménto, fûga@
@escarole@|@scaròlla, risétto@
@especially@|@tànto ciù@
@essence@|@esénsa@
@essential@|@esensiâle@
@established@|@stabilîo@
@establishment@|@stabiliménto@
@Estonia@|@Estònia@
@Estonian@|@èstone@
@estuary@|@fôxe (nf)@
@eternally@|@in etèrno@
@Ethiopia@|@Etiòpia@
@Ethiopian@|@etîope, etiòpico@
@Eugene@|@Génio@
@euro@|@éoro@
@Europe@|@Ouröpa@
@European Union@|@Unión Ouropêa@
@Eusebius@|@Zéuggio@
@even@|@adreitûa, mîga@
@even if@|@quend'ànche@
@even so@|@ànche coscì, epûre@
@even though@|@benché, scibén che, ànche se@
@even when@|@quend'ànche@
@evening@|@séia, seiànn-a@
@event@|@evénto@
@eventually@|@se mâi@
@ever@|@mâi@
@every@|@ògni@
@every now and then@|@ògni tànto@
@every time@|@ògni vòtta@
@everybody (f)@|@tùtte (fpl)@
@everybody (m)@|@tùtti (mpl)@
@everything@|@tùtto@
@everywhere@|@dapertùtto@
@evil@|@mâ (nm)@
@exact@|@ezàtto@
@exaggerated@|@ezageròu@
@exaggeration@|@ezageraçión@
@exam@|@verìfica@
@example@|@ezénpio@
@excavation@|@scâvo@
@excellence@|@ecelénsa@
@excellent@|@ecelénte@
@except@|@ecétto, levòu, ecètto@
@exception@|@eceçión@
@exceptional@|@eceçionâle@
@excercise@|@ezercìçio@
@excess@|@ecèsso@
@excessive@|@ecesîvo@
@exchange@|@càngio, scàngio, tràfego@
@excited@|@sciâtòu@
@exclamation@|@esclamaçión@
@exclusive@|@escluxîvo@
@exclusively@|@escluxivaménte@
@excommunication@|@scomìniga@
@excuse@|@scûza, perdón@
@excuse me! (formal)@|@scia me scûze!@
@excuse me! (pl.)@|@scuzæme!@
@excuse me! (sing.)@|@scûzime!@
@exhaust pipe (vehicle's)@|@canâ da màchina (nf)@
@exhausted@|@derenòu@
@exhaustion@|@giamìn@
@exit@|@sciortîa@
@exotic@|@ezòtico@
@expansion@|@espansción@
@expedition@|@spediçión@
@expenditure@|@spéiza@
@expensive@|@câo (ag.)@
@expert@|@aspèrto@
@expertise@|@aspertîxe (nf)@
@expiration@|@scadénsa@
@exploration@|@esploraçión@
@explosion@|@esploxón@
@explosive@|@esploxîvo@
@explosive (n)@|@bónba@
@export@|@esportaçión@
@express@|@esprèsso@
@exquisite@|@squizîo@
@extended@|@destéizo@
@extension@|@estensión@
@external@|@estèrno@
@extreme@|@estrêmo@
@eye@|@éuggio@
@eyeglasses@|@spegétti (mpl)@
@eyelash@|@séggia, çéggia@
@eyelashes@|@ségge (nfpl), çégge (nfpl)@
@eyelid@|@parpélla@
@eyesight@|@vìsta, vixón@
@fable@|@föa@
@fabric@|@tesciûo, têia@
@fabulous@|@fantàstico@
@face@|@fàccia@
@fact@|@fæto (nm)@
@factory@|@fàbrica@
@faculty@|@facoltæ@
@fag-end@|@cû de sigâro@
@failure@|@insucèsso@
@fair@|@fêa, giùsto@
@fair price@|@prêxo raxonòu@
@fairy@|@fâta (it.), foæ (nf)@
@faith@|@créddo, fêde (nf)@
@falcon (bird)@|@farchétto@
@fall@|@chéita, outùnno@
@false@|@postìsso, fâso, fâsci (mpl), fâse (fpl)@
@false note (sound)@|@stonatûa@
@family@|@famìggia@
@famous@|@famôzo@
@fan@|@ghìndou@
@fantastic@|@fantàstico@
@far@|@lontàn@
@far out at sea@|@a-o làrgo@
@farmer@|@alevatô@
@farmworker@|@manénte (nm)@
@fart@|@pêto@
@fascinating@|@afascinànte@
@fashion@|@mòdda@
@fast@|@velôce, fîto, spedîo (ag.), présto, svèlto, spedîo@
@fasting@|@zazùn@
@fat@|@gràsso@
@fat (n)@|@gràscia (nf)@
@father@|@poæ (nm)@
@Father (religious)@|@pàddre@
@father-in-law@|@sêuxoo@
@faucet@|@robinétto (it.), bronzìn, rubinétto (it.)@
@fault@|@difètto@
@favour@|@favô, piaxéi (nm), servîxo@
@favourite@|@preferîo, favorîo@
@fear@|@poîa@
@feast day@|@festivitæ@
@feather@|@pénna@
@February@|@frevâ@
@feeble@|@rinbanbîo@
@feeble-minded@|@deficénte@
@feet@|@pê@
@female@|@feminîle@
@feminine@|@feminîle, feminìn@
@fencing@|@scrìmma@
@fennel@|@fenôgio@
@Fereggiano (river of Genoa)@|@Fêuxàn@
@fern@|@frêxa@
@fertility@|@fertilitæ@
